Date,Close,High,Low,Open,Volume,"('Close', 'AKAN')","('High', 'AKAN')","('Low', 'AKAN')","('Open', 'AKAN')","('Volume', 'AKAN')"
2025-11-04,,,,,,1.465000033378601,1.6299999952316284,1.4500000476837158,1.590000033378601,149100.0
2025-11-05,,,,,,1.399999976158142,1.4600000381469727,1.350000023841858,1.4600000381469727,98800.0
2025-11-06,,,,,,1.3300000429153442,1.399999976158142,1.309999942779541,1.399999976158142,78200.0
2025-11-07,,,,,,1.3300000429153442,1.3300000429153442,1.2510000467300415,1.3300000429153442,74900.0
2025-11-10,,,,,,1.3600000143051147,1.4500000476837158,1.340000033378601,1.350000023841858,208800.0
2025-11-11,,,,,,1.340000033378601,1.3799999952316284,1.2000000476837158,1.2899999618530273,146200.0
2025-11-12,,,,,,1.3300000429153442,1.3700000047683716,1.2799999713897705,1.3200000524520874,74400.0
2025-11-13,,,,,,1.2899999618530273,1.3300000429153442,1.2200000286102295,1.309999942779541,1385200.0
2025-11-14,,,,,,1.159999966621399,1.5,1.149999976158142,1.4700000286102295,7730500.0
2025-11-17,,,,,,1.0399999618530273,1.1399999856948853,0.9629999995231628,1.1100000143051147,421000.0
2025-11-18,,,,,,1.0299999713897705,1.0499999523162842,0.9750000238418579,1.0099999904632568,182700.0
2025-11-19,,,,,,0.9229999780654907,1.0010000467300415,0.8799999952316284,0.9829999804496765,192200.0
2025-11-20,,,,,,0.9190000295639038,0.9599999785423279,0.8999999761581421,0.8999999761581421,84800.0
2025-11-21,,,,,,0.8960000276565552,0.9520000219345093,0.8799999952316284,0.9100000262260437,112000.0
2025-11-24,,,,,,0.9739999771118164,1.0700000524520874,0.8999999761581421,0.8999999761581421,220900.0
2025-11-25,,,,,,1.0199999809265137,1.059999942779541,0.9660000205039978,0.9750000238418579,307500.0
2025-11-26,,,,,,1.0700000524520874,1.1299999952316284,1.0299999713897705,1.0499999523162842,166300.0
2025-11-28,,,,,,1.0299999713897705,1.1200000047683716,0.9929999709129333,1.100000023841858,190400.0
2025-12-01,,,,,,0.9769999980926514,1.00600004196167,0.9309999942779541,1.0,158400.0
2025-12-02,,,,,,1.0099999904632568,1.0199999809265137,0.9309999942779541,0.9900000095367432,164100.0
2025-12-03,,,,,,1.0099999904632568,1.0410000085830688,0.9750000238418579,1.0099999904632568,151200.0
2025-12-04,,,,,,0.9459999799728394,1.0399999618530273,0.9399999976158142,0.9900000095367432,12081100.0
2025-12-05,,,,,,0.9380000233650208,1.340000033378601,0.8500000238418579,1.2100000381469727,30931400.0
2025-12-08,,,,,,0.902999997138977,0.9580000042915344,0.8130000233650208,0.8820000290870667,1775100.0
2025-12-09,,,,,,0.8330000042915344,0.8669999837875366,0.7870000004768372,0.8399999737739563,506800.0
2025-12-10,,,,,,0.8199999928474426,0.8299999833106995,0.7620000243186951,0.8199999928474426,331400.0
2025-12-11,,,,,,0.7860000133514404,0.8069999814033508,0.7400000095367432,0.8050000071525574,3139400.0
2025-12-12,,,,,,0.9399999976158142,1.2300000190734863,0.800000011920929,1.1299999952316284,60151600.0
2025-12-15,,,,,,0.7269999980926514,0.8500000238418579,0.6510000228881836,0.8489999771118164,3316800.0
2025-12-16,,,,,,0.7450000047683716,0.7990000247955322,0.6449999809265137,0.6700000166893005,1666400.0
2025-12-17,,,,,,0.7400000095367432,1.059999942779541,0.7229999899864197,0.8769999742507935,24083500.0
2025-12-18,,,,,,0.6850000023841858,0.9739999771118164,0.6600000262260437,0.8579999804496765,12446100.0
2025-12-19,,,,,,0.6140000224113464,0.7260000109672546,0.5910000205039978,0.699999988079071,4549900.0
2025-12-22,,,,,,0.6340000033378601,0.6449999809265137,0.5740000009536743,0.6100000143051147,1551800.0
2025-12-23,,,,,,0.515999972820282,0.5860000252723694,0.4918999969959259,0.5817000269889832,1073645.0
