Date,Close,High,Low,Open,Volume,"('Close', 'FIS')","('High', 'FIS')","('Low', 'FIS')","('Open', 'FIS')","('Volume', 'FIS')"
2024-06-03,73.81902313232422,74.14908885075491,72.97443144239946,73.70252542823131,3221400.0,,,,,
2024-06-04,73.84813690185547,74.40148796884986,73.45981867439968,73.72193662571785,4377100.0,,,,,
2024-06-05,73.7413558959961,74.14908673887592,73.51807789437112,73.89668616369593,3381300.0,,,,,
2024-06-06,74.1393814086914,74.30441425709968,73.4307000500051,73.64427545691206,2514300.0,,,,,
2024-06-07,75.24608612060547,75.26549870072195,73.61515534829408,73.81902076901365,4073300.0,,,,,
2024-06-10,75.38262176513672,75.58743844735062,74.4072999787193,74.97298840070893,4146700.0,,,,,
2024-06-11,73.95866394042969,75.18756421799375,73.42223390101344,75.1583057505921,3845400.0,,,,,
2024-06-12,75.05101013183594,75.9092980849914,74.8071796798922,74.8071796798922,4901900.0,,,,,
2024-06-13,75.16806030273438,75.17781560547611,73.51976387182205,74.90472665763363,4510800.0,,,,,
2024-06-14,74.6803970336914,75.07052727903263,73.28568642934951,74.92422750689023,4025400.0,,,,,
2024-06-17,74.24150085449219,74.50483447619025,72.90530726002213,74.01717355806302,3701200.0,,,,,
2024-06-18,75.14855194091797,75.83127426330549,74.03668562096387,74.37804678215763,4624300.0,,,,,
2024-06-20,74.5926284790039,74.83645897457436,73.73434037228155,74.37805645232332,4583800.0,,,,,
2024-06-21,74.08544921875,75.10954017067364,73.60754358037283,74.39755192315566,14984700.0,,,,,
2024-06-24,73.68557739257812,75.00226055639698,73.61730515270948,74.16348307165867,4001100.0,,,,,
2024-06-25,73.34420013427734,74.07569152168482,73.20765567058383,73.57828273585066,3272400.0,,,,,
2024-06-26,73.1393814086914,73.35395340028707,72.4956728750194,72.89555095298996,2865900.0,,,,,
2024-06-27,72.78827667236328,73.0516177739296,71.96900978108178,72.97359022967913,3168800.0,,,,,
2024-06-28,73.5002670288086,73.6173083484282,72.64198634161399,73.03210919144657,4935000.0,,,,,
2024-07-01,72.4371566772461,74.32928360809474,72.14456456206638,73.56853369106531,2576500.0,,,,,
2024-07-02,73.37347412109375,73.53927706796539,72.31036931826623,72.59321357881454,1945500.0,,,,,
2024-07-03,73.93914794921875,74.05618925141617,73.11012585505401,73.72457594908111,1287300.0,,,,,
2024-07-05,73.55877685546875,73.89039017510154,73.12964027392398,73.78310416943643,2256100.0,,,,,
2024-07-08,73.00283813476562,73.97815997341611,72.8175320453803,73.69531574727365,2049000.0,,,,,
2024-07-09,71.9007339477539,73.14914482892232,71.78369263722594,73.00284505104132,3135600.0,,,,,
2024-07-10,72.09578704833984,72.29085587673772,71.12046522969526,71.97875319241606,2309000.0,,,,,
2024-07-11,73.71482849121094,73.77334542207204,71.79344322270808,72.21283192314839,2322600.0,,,,,
2024-07-12,74.53409576416016,74.76817837133149,73.58803235657663,74.09520389766581,2391400.0,,,,,
2024-07-15,74.23175048828125,75.39238593175146,74.17323355537202,74.91447284260751,3974300.0,,,,,
2024-07-16,75.01200866699219,75.23632853028757,74.48533396374188,74.48533396374188,2761400.0,,,,,
2024-07-17,75.3533706665039,76.06535147314719,74.74866842102549,75.11928805728394,2141900.0,,,,,
2024-07-18,74.1634750366211,75.38262736012989,74.07569219994853,75.0120077325847,3200800.0,,,,,
2024-07-19,73.39297485351562,74.64138572689059,73.01259989806906,74.64138572689059,2987500.0,,,,,
2024-07-22,73.46124267578125,73.66605937478076,72.32987318019607,72.92481267284303,2717500.0,,,,,
2024-07-23,73.24665832519531,73.70506071567111,72.72973901376142,73.44172713024568,2618700.0,,,,,
2024-07-24,73.47100067138672,73.61730044492549,72.4078959287129,72.87605371581384,2659100.0,,,,,
2024-07-25,72.67122650146484,74.19272606759053,72.63221273808797,73.54901757465832,3014900.0,,,,,
2024-07-26,73.81236267089844,74.61212634188578,72.82728545529056,73.1588987750791,2334500.0,,,,,
2024-07-29,73.85137176513672,74.41706022471334,73.44173837349096,74.1049575299668,1869500.0,,,,,
2024-07-30,74.84619140625,75.20706314409756,74.28051042839756,74.41705488247726,1993500.0,,,,,
2024-07-31,74.9339828491211,75.49967133311047,74.46582506623993,75.06077201645022,1989100.0,,,,,
2024-08-01,73.23692321777344,75.43139765213748,72.7687728388008,75.22658093119743,2193100.0,,,,,
2024-08-02,72.52493286132812,72.75900802020223,71.52035255333178,72.62246355743274,2291200.0,,,,,
2024-08-05,71.0034408569336,72.30061339373285,70.23293562436253,71.06195779271096,5640300.0,,,,,
2024-08-06,74.65113830566406,75.77275996666793,70.88639521738895,73.10037263217843,5744000.0,,,,,
2024-08-07,74.5633544921875,76.04584791169509,74.31952402302912,75.85077907169915,5885300.0,,,,,
2024-08-08,74.54385375976562,75.69473390937026,74.07569596962323,75.04127001658276,3194000.0,,,,,
