Date,Close,High,Low,Open,Volume,"('Close', 'BTBT')","('High', 'BTBT')","('Low', 'BTBT')","('Open', 'BTBT')","('Volume', 'BTBT')"
2024-06-03,2.559999942779541,2.6600000858306885,2.509999990463257,2.539999961853028,6913900.0,,,,,
2024-06-04,2.799999952316284,2.880000114440918,2.630000114440918,2.640000104904175,13486300.0,,,,,
2024-06-05,2.809999942779541,2.9200000762939453,2.694999933242798,2.880000114440918,7017700.0,,,,,
2024-06-06,2.809999942779541,2.875,2.7100000381469727,2.759999990463257,7800600.0,,,,,
2024-06-07,2.609999895095825,2.8499999046325684,2.569999933242798,2.789999961853028,7638900.0,,,,,
2024-06-10,2.720000028610229,2.759999990463257,2.549999952316284,2.609999895095825,5475600.0,,,,,
2024-06-11,2.6600000858306885,2.6700000762939453,2.494999885559082,2.5999999046325684,5199800.0,,,,,
2024-06-12,2.740000009536743,2.884999990463257,2.700000047683716,2.759999990463257,10301000.0,,,,,
2024-06-13,2.789999961853028,2.940000057220459,2.634999990463257,2.819999933242798,8935200.0,,,,,
2024-06-14,2.6700000762939453,2.845000028610229,2.630000114440918,2.819999933242798,5684600.0,,,,,
2024-06-17,2.859999895095825,2.9200000762939453,2.640000104904175,2.6700000762939453,10606200.0,,,,,
2024-06-18,2.789999961853028,2.8499999046325684,2.720000028610229,2.75,5424400.0,,,,,
2024-06-20,2.859999895095825,2.8949999809265137,2.7149999141693115,2.859999895095825,9416100.0,,,,,
2024-06-21,2.640000104904175,2.8399999141693115,2.630000114440918,2.799999952316284,10518300.0,,,,,
2024-06-24,2.430000066757202,2.5799999237060547,2.369999885559082,2.539999961853028,10388800.0,,,,,
2024-06-25,3.3949999809265137,3.470000028610229,2.640000104904175,2.700000047683716,39384800.0,,,,,
2024-06-26,3.3299999237060547,3.700000047683716,3.2920000553131104,3.4100000858306885,23867500.0,,,,,
2024-06-27,3.3499999046325684,3.5899999141693115,3.259999990463257,3.400000095367432,12980900.0,,,,,
2024-06-28,3.180000066757202,3.430000066757202,3.119999885559082,3.400000095367432,13350200.0,,,,,
2024-07-01,3.390000104904175,3.470000028610229,3.299999952316284,3.309999942779541,11554700.0,,,,,
2024-07-02,3.240000009536743,3.4800000190734863,3.1700000762939453,3.430000066757202,12649300.0,,,,,
2024-07-03,3.2799999713897705,3.2799999713897705,3.109999895095825,3.1600000858306885,5736800.0,,,,,
2024-07-05,3.569999933242798,3.5899999141693115,2.990000009536743,3.0199999809265137,22319700.0,,,,,
2024-07-08,3.7699999809265137,3.910000085830689,3.5799999237060547,3.630000114440918,26015800.0,,,,,
2024-07-09,3.509999990463257,3.930000066757202,3.5,3.920000076293945,9859100.0,,,,,
2024-07-10,3.3499999046325684,3.5899999141693115,3.319999933242798,3.549999952316284,7629600.0,,,,,
2024-07-11,3.5299999713897705,3.680000066757202,3.430000066757202,3.5199999809265137,13657000.0,,,,,
2024-07-12,3.799999952316284,3.859999895095825,3.509999990463257,3.5299999713897705,12522700.0,,,,,
2024-07-15,4.199999809265137,4.210000038146973,3.869999885559082,4.050000190734863,15908000.0,,,,,
2024-07-16,4.239999771118164,4.300000190734863,4.03000020980835,4.210000038146973,13867700.0,,,,,
2024-07-17,4.070000171661377,4.370999813079834,3.9800000190734863,4.099999904632568,14920200.0,,,,,
2024-07-18,3.670000076293945,4.179999828338623,3.631999969482422,4.150000095367432,14523100.0,,,,,
2024-07-19,3.890000104904175,3.934999942779541,3.690000057220459,3.799999952316284,12281700.0,,,,,
2024-07-22,3.944999933242798,4.070000171661377,3.809999942779541,4.02899980545044,11215700.0,,,,,
2024-07-23,4.039999961853027,4.170000076293945,3.809999942779541,3.859999895095825,10639300.0,,,,,
2024-07-24,3.869999885559082,4.159999847412109,3.799999952316284,4.0,13015800.0,,,,,
2024-07-25,3.5299999713897705,3.829999923706055,3.509999990463257,3.7799999713897705,10772500.0,,,,,
2024-07-26,3.640000104904175,3.875,3.569999933242798,3.7200000286102295,9204100.0,,,,,
2024-07-29,3.549999952316284,3.884999990463257,3.5199999809265137,3.809999942779541,8915200.0,,,,,
2024-07-30,3.5299999713897705,3.630000114440918,3.400000095367432,3.549999952316284,7196600.0,,,,,
