Date,Close,High,Low,Open,Volume,"('Close', 'CRBG')","('High', 'CRBG')","('Low', 'CRBG')","('Open', 'CRBG')","('Volume', 'CRBG')"
2024-06-03,28.085451126098636,28.114090922711373,27.64631668217442,27.923162586948227,7876500.0,,,,,
2024-06-04,27.55085563659668,28.037721277046977,27.369473891136145,27.60813341170035,7540600.0,,,,,
2024-06-05,28.200010299682617,28.276381274718663,27.321743176354232,27.71314465101744,6145300.0,,,,,
2024-06-06,27.608135223388672,28.324113832064903,27.47925885532762,28.25728945325423,3614700.0,,,,,
2024-06-07,27.58904266357422,27.751331224805803,27.455393902852144,27.646320443765426,2100400.0,,,,,
2024-06-10,27.96135139465332,28.047267150248363,27.436299336422284,27.541310112234036,3271000.0,,,,,
2024-06-11,27.598588943481445,27.961352462414325,27.417207184015005,27.760877502829786,6957800.0,,,,,
2024-06-12,27.722694396972656,28.11886830592848,27.665414793573746,27.78951878011018,3241100.0,,,,,
2024-06-13,27.694053649902344,27.76087803075873,27.54131168770837,27.684507049661743,2969500.0,,,,,
2024-06-14,27.2802791595459,28.021225443783024,27.08782495948611,27.46311046606477,6419400.0,,,,,
2024-06-17,27.713298797607425,27.722921691301465,27.318769333048134,27.318769333048134,2841500.0,,,,,
2024-06-18,28.059715270996094,28.19443211023493,27.674808705042786,27.78065869894717,3336900.0,,,,,
2024-06-20,28.5793399810791,28.5793399810791,28.069337643545552,28.16556474209254,3449600.0,,,,,
2024-06-21,28.54084587097168,28.617827175891787,28.15112698241289,28.579337441121275,5470200.0,,,,,
2024-06-24,28.43499755859375,28.848772785109936,28.42537650087033,28.61782885678492,3010900.0,,,,,
2024-06-25,28.223299026489254,28.58895978243977,28.20405324054997,28.415753215123736,2484900.0,,,,,
2024-06-26,28.021224975585938,28.204054443670696,27.751789467079995,28.12707313200889,3437200.0,,,,,
2024-06-27,28.0116024017334,28.179998449358475,27.87688372825407,27.87688372825407,3101200.0,,,,,
2024-06-28,28.021224975585938,28.569717050598708,27.86244998788264,28.09820628724774,5623800.0,,,,,
2024-07-01,28.021224975585938,28.541810109182556,27.963487615305148,28.27141286195237,3009300.0,,,,,
2024-07-02,28.473487854003903,28.531223374651,27.953862662042763,27.992354232726896,2293300.0,,,,,
2024-07-03,28.24254608154297,28.70443395256623,28.23292318814091,28.483112910456654,1770900.0,,,,,
2024-07-05,27.665184020996094,28.329148951406165,27.338013002265285,28.204053178455418,3757200.0,,,,,
2024-07-08,27.934619903564453,28.0789596290282,27.64593861725777,27.64593861725777,2843100.0,,,,,
2024-07-09,28.37726211547852,28.675564460984837,27.848015840995124,27.924997150654143,2294000.0,,,,,
2024-07-10,28.819908142089844,28.901699986639475,28.050093153504964,28.28103709946663,3606800.0,,,,,
2024-07-11,28.810283660888672,29.031604700818697,28.670754461001785,28.742925243116854,1994100.0,,,,,
2024-07-12,28.32914924621582,28.95462261134111,28.30028056707003,28.848772623185734,3064900.0,,,,,
2024-07-15,28.771791458129883,28.9209435480606,28.434997541260664,28.617828839340387,4081100.0,,,,,
