Date,Close,High,Low,Open,Volume,"('Close', 'UAMY')","('High', 'UAMY')","('Low', 'UAMY')","('Open', 'UAMY')","('Volume', 'UAMY')"
2024-06-03,0.3400000035762787,0.3799999952316284,0.3000000119209289,0.3700000047683716,660900.0,,,,,
2024-06-04,0.3100000023841858,0.3400000035762787,0.3000000119209289,0.3400000035762787,513100.0,,,,,
2024-06-05,0.3300000131130218,0.3400000035762787,0.3000000119209289,0.3000000119209289,269900.0,,,,,
2024-06-06,0.3199999928474426,0.3300000131130218,0.3199999928474426,0.3300000131130218,158200.0,,,,,
2024-06-07,0.3199999928474426,0.3300000131130218,0.3100000023841858,0.3100000023841858,150200.0,,,,,
2024-06-10,0.3499999940395355,0.3700000047683716,0.3300000131130218,0.3300000131130218,629000.0,,,,,
2024-06-11,0.3499999940395355,0.3600000143051147,0.3499999940395355,0.3499999940395355,271500.0,,,,,
2024-06-12,0.3700000047683716,0.3899999856948852,0.3499999940395355,0.3600000143051147,908000.0,,,,,
2024-06-13,0.3600000143051147,0.3600000143051147,0.3400000035762787,0.3600000143051147,328300.0,,,,,
2024-06-14,0.3700000047683716,0.3700000047683716,0.3600000143051147,0.3600000143051147,167500.0,,,,,
2024-06-17,0.3700000047683716,0.3799999952316284,0.3600000143051147,0.3799999952316284,254000.0,,,,,
2024-06-18,0.3499999940395355,0.3700000047683716,0.3400000035762787,0.3600000143051147,281700.0,,,,,
2024-06-20,0.3499999940395355,0.3499999940395355,0.3400000035762787,0.3499999940395355,218500.0,,,,,
2024-06-21,0.4000000059604645,0.4000000059604645,0.3400000035762787,0.3400000035762787,321700.0,,,,,
2024-06-24,0.3400000035762787,0.3700000047683716,0.3400000035762787,0.3700000047683716,402100.0,,,,,
2024-06-25,0.3400000035762787,0.3499999940395355,0.3300000131130218,0.3499999940395355,131800.0,,,,,
2024-06-26,0.3400000035762787,0.3499999940395355,0.3300000131130218,0.3300000131130218,112300.0,,,,,
2024-06-27,0.3300000131130218,0.3499999940395355,0.3300000131130218,0.3400000035762787,243500.0,,,,,
2024-06-28,0.3400000035762787,0.3400000035762787,0.3300000131130218,0.3300000131130218,139700.0,,,,,
2024-07-01,0.3300000131130218,0.3400000035762787,0.3199999928474426,0.3300000131130218,293800.0,,,,,
2024-07-02,0.3100000023841858,0.3300000131130218,0.3100000023841858,0.3199999928474426,272200.0,,,,,
2024-07-03,0.3000000119209289,0.3100000023841858,0.2800000011920929,0.3100000023841858,214000.0,,,,,
2024-07-05,0.3100000023841858,0.3100000023841858,0.2899999916553497,0.2899999916553497,170000.0,,,,,
2024-07-08,0.3000000119209289,0.3100000023841858,0.3000000119209289,0.3000000119209289,135400.0,,,,,
2024-07-09,0.3000000119209289,0.3100000023841858,0.3000000119209289,0.3000000119209289,83400.0,,,,,
2024-07-10,0.3000000119209289,0.3000000119209289,0.2899999916553497,0.3000000119209289,200200.0,,,,,
2024-07-11,0.2899999916553497,0.3100000023841858,0.2899999916553497,0.3000000119209289,127100.0,,,,,
2024-07-12,0.3100000023841858,0.3100000023841858,0.2899999916553497,0.2899999916553497,328500.0,,,,,
2024-07-15,0.3199999928474426,0.3199999928474426,0.270000010728836,0.3100000023841858,292600.0,,,,,
2024-07-16,0.3400000035762787,0.3499999940395355,0.3199999928474426,0.3199999928474426,237300.0,,,,,
