Date,Close,High,Low,Open,Volume,"('Close', 'WRB')","('High', 'WRB')","('Low', 'WRB')","('Open', 'WRB')","('Volume', 'WRB')"
2024-06-03,51.61554718017578,52.23439165433624,51.28678559220253,52.163481930596525,1370100.0,,,,,
2024-06-04,51.78960418701172,52.0152213691672,51.22877400613268,51.46728654958064,2286000.0,,,,,
2024-06-05,51.467281341552734,51.96364942015935,50.94513360878331,51.91852303741105,1056750.0,,,,,
2024-06-06,51.31901931762695,51.80249204960952,51.21587856650012,51.65422491448706,877500.0,,,,,
2024-06-07,51.69935607910156,52.07968809512644,51.4028254700408,51.54464493810524,924000.0,,,,,
2024-06-10,51.42216110229492,51.76381438619397,51.13852218669312,51.57042455179313,745050.0,,,,,
2024-06-11,50.57769393920898,51.2738958430372,50.51967588435525,51.23521713980137,1288350.0,,,,,
2024-06-12,50.39075469970703,50.77108669673151,50.03620604725826,50.39719869154877,1913250.0,,,,,
2024-06-13,50.45521545410156,50.59703491143927,49.4818222935793,49.50116164581664,2138250.0,,,,,
2024-06-14,50.37785720825195,50.48100164800575,49.93951086016834,50.1457923624675,1601850.0,,,,,
2024-06-17,51.38993453979492,51.69935682625934,50.493898707499454,50.493898707499454,1818150.0,,,,,
2024-06-18,51.68001174926758,51.93141963455705,51.23521772280676,51.2867880981733,1360200.0,,,,,
2024-06-20,52.23439407348633,52.56960335681659,51.65422458563828,51.84761441492097,1550250.0,,,,,
2024-06-21,51.88629150390625,52.50513598747034,51.64777898694143,52.36331653783588,2805000.0,,,,,
2024-06-24,52.51643753051758,52.77629100576653,51.96424936026822,52.23059684912506,1664550.0,,,,,
2024-06-25,52.56191253662109,52.828263753062345,52.1331552151135,52.54892079166328,1419900.0,,,,,
2024-06-26,51.52249526977539,52.25008498177591,51.139210938977605,52.25008498177591,1220700.0,,,,,
2024-06-27,51.567970275878906,51.97074409743168,51.38607469929089,51.58096573775028,1322400.0,,,,,
2024-06-28,51.04826354980469,51.82132997621478,50.82738902107497,51.45753510415044,3511650.0,,,,,
2024-07-01,51.334102630615234,52.04870060769655,51.02227846431473,51.63942906615384,1329150.0,,,,,
2024-07-02,51.45753860473633,51.736881579443725,51.04177300837883,51.04177300837883,1694700.0,,,,,
2024-07-03,51.431549072265625,51.548485928885285,50.89235262419991,51.0742519230055,842850.0,,,,,
2024-07-05,51.08724212646485,51.38607455563551,50.7949074282117,51.171694042205765,2002200.0,,,,,
2024-07-08,51.72388458251953,51.97074259236592,51.4510356496831,51.51600180544641,1198200.0,,,,,
2024-07-09,51.15870666503906,51.8927941974186,51.13921718786005,51.56797453408529,1018650.0,,,,,
2024-07-10,51.730377197265625,51.77585015955683,51.27563270540492,51.34709287274622,1219350.0,,,,,
2024-07-11,50.95407485961914,51.64593460081372,50.51557089786278,51.27564195341525,1927900.0,,,,,
2024-07-12,52.084434509277344,52.20136765089984,50.95407089429308,51.44129665449729,1721000.0,,,,,
2024-07-15,52.639869689941406,52.93220439212816,52.211112374549984,52.211112374549984,1294900.0,,,,,
2024-07-16,53.03939056396485,53.46814784632346,52.75679876281985,52.75679876281985,1614600.0,,,,,
2024-07-17,54.36465072631836,54.42311543798452,53.38045261791283,53.44866392634836,1561400.0,,,,,
2024-07-18,54.77391815185547,55.21242207213621,54.39388266002466,54.39388266002466,1158100.0,,,,,
2024-07-19,50.22322845458984,54.32566815302191,50.09654872569358,54.13077712023626,4404800.0,,,,,
2024-07-22,50.49607849121094,51.33410741013313,50.193997175690406,50.447356657672174,4162700.0,,,,,
2024-07-23,50.8761100769043,52.57165726096856,50.554543026535335,52.13315335843148,4001100.0,,,,,
2024-07-24,50.95407485961914,51.60695564482697,50.76892667730099,51.04177565197042,2155300.0,,,,,
2024-07-25,51.12947463989258,51.87005619131554,50.866372272124,50.94432646410856,1552900.0,,,,,
2024-07-26,52.6885871887207,52.776287963889736,51.2951213817223,51.2951213817223,1384700.0,,,,,
2024-07-29,52.5716552734375,53.0783704619637,52.25983111391941,52.795778655763804,993000.0,,,,,
2024-07-30,54.0430793762207,54.23797041995078,52.406000556468086,52.81527212002498,1457700.0,,,,,
2024-07-31,53.72151184082031,54.16001575604356,53.37070870864172,53.92614576217868,2589400.0,,,,,
2024-08-01,53.37070846557617,54.25745917132801,52.5229367114972,53.96512446825638,1371800.0,,,,,
2024-08-02,53.77023315429688,53.89691288797219,52.58140115496865,53.302496888308085,1392100.0,,,,,
2024-08-05,53.33173370361328,54.37439658073015,52.27932794643152,54.23797395639527,2131400.0,,,,,
2024-08-06,53.6922721862793,54.247709202760745,53.390194622685264,53.477895399879024,2059800.0,,,,,
2024-08-07,54.54979705810547,55.09549126166181,53.71176813441587,53.97487049770709,2723700.0,,,,,
2024-08-08,55.26114273071289,55.49501272231012,54.45234993246553,54.56928306964544,1585100.0,,,,,
2024-08-09,55.67041778564453,55.7191396194286,55.04676939183817,55.42680489948657,1322400.0,,,,,
