Date,Close,High,Low,Open,Volume,"('Close', 'KEY')","('High', 'KEY')","('Low', 'KEY')","('Open', 'KEY')","('Volume', 'KEY')"
2024-06-03,13.311942100524902,13.660767673731932,13.142242832819708,13.632484762146916,12323300.0,,,,,
2024-06-04,13.076248168945312,13.31194118042399,12.915976849212012,13.113959014818,12782600.0,,,,,
2024-06-05,13.06682014465332,13.198808553867083,12.972543480155617,13.142241835890475,7736100.0,,,,,
2024-06-06,13.132813453674316,13.198807201973016,13.019680928406236,13.09510261191829,8018300.0,,,,,
2024-06-07,13.132813453674316,13.227090108515691,13.000825057979526,13.000825057979526,11586400.0,,,,,
2024-06-10,12.887693405151367,13.000825938078023,12.736850027915828,12.963115093769137,13356200.0,,,,,
2024-06-11,12.65200138092041,12.78398979574745,12.520012966093368,12.746278948525084,16128100.0,,,,,
2024-06-12,12.944259643554688,13.31194106186178,12.849982979261378,13.038537206945474,16430300.0,,,,,
2024-06-13,12.859410285949709,12.944259009931082,12.708566012088806,12.878265258246424,12395100.0,,,,,
2024-06-14,12.595433235168455,12.736849570572009,12.359740241926623,12.60486117068151,14013200.0,,,,,
2024-06-17,12.78398895263672,12.802843925455647,12.388024633367166,12.586006793001944,14812500.0,,,,,
2024-06-18,12.802844047546388,12.925404518879294,12.68971151226158,12.765133202451452,13803900.0,,,,,
2024-06-20,12.859410285949709,12.915976101937291,12.633144324707072,12.755704791476749,10498600.0,,,,,
2024-06-21,12.821701049804688,12.859411898223629,12.670856757031387,12.849983961344504,16654400.0,,,,,
2024-06-24,13.12338638305664,13.217663943206604,12.746277940651687,12.859410473373174,14916800.0,,,,,
2024-06-25,12.868839263916016,13.161099020933015,12.849984288774875,13.057394409912828,12951300.0,,,,,
2024-06-26,12.755704879760742,12.793415723712611,12.642572347905135,12.66142821942979,14474800.0,,,,,
2024-06-27,12.84055519104004,12.88769397327852,12.633145088649204,12.72742265312617,8645700.0,,,,,
2024-06-28,13.396790504455566,13.425073413444007,12.915976556164733,12.981971209267718,21144200.0,,,,,
2024-07-01,13.40621852874756,13.670194445605054,13.368507683482203,13.387362656566143,12091100.0,,,,,
2024-07-02,13.60420036315918,13.623055335788516,13.349651489432253,13.377934397924983,10372300.0,,,,,
2024-07-03,13.453356742858888,13.65133799783126,13.443928807165696,13.604200117560184,5940000.0,,,,,
2024-07-05,13.151670455932615,13.500496020817137,13.132815481691644,13.434502262327436,17588100.0,,,,,
2024-07-08,13.227090835571287,13.321368394692222,13.029108680695282,13.029108680695282,12118700.0,,,,,
2024-07-09,13.472212791442873,13.557062421265345,13.132815171250485,13.179953055287408,8558400.0,,,,,
2024-07-10,13.830466270446776,13.868177117096426,13.453357803950292,13.547634471025662,10274100.0,,,,,
2024-07-11,14.264141082763672,14.348990710276802,14.00959220022428,14.085013891547623,14400300.0,,,,,
2024-07-12,14.339563369750977,14.47155178459835,14.122725323865826,14.2547137387132,14484600.0,,,,,
2024-07-15,14.612966537475586,14.735527009875142,14.480978128945877,14.603538601345432,15322700.0,,,,,
2024-07-16,15.074925422668455,15.093781295934397,14.565828532755935,14.65067816425761,16979700.0,,,,,
2024-07-17,15.282333374023438,15.527454311685965,14.952363710952298,14.9900745552775,24453100.0,,,,,
2024-07-18,14.669532775878906,15.20691163127833,14.612966060043602,14.942936621038404,30745700.0,,,,,
2024-07-19,14.697815895080566,14.886370118740547,14.509261671420584,14.66010505034857,20292900.0,,,,,
2024-07-22,14.86751651763916,14.876943555368827,14.358418718140328,14.612967617889744,18715800.0,,,,,
2024-07-23,14.952363967895508,15.103208246885885,14.801520588002596,14.839231432975824,16692700.0,,,,,
2024-07-24,14.886370658874512,15.20691240117822,14.848659812774224,15.018359069774268,13944700.0,,,,,
2024-07-25,15.20691204071045,15.34832928365496,14.83923152472258,14.92408115121131,11788400.0,,,,,
2024-07-26,15.518026351928713,15.527454287769851,15.206911661950642,15.32004509384944,14594300.0,,,,,
2024-07-29,15.282333374023438,15.565166055108612,15.216339621228698,15.536882247541625,16565300.0,,,,,
2024-07-30,15.32004737854004,15.546312477885824,15.235197741510971,15.357759127528588,12466800.0,,,,,
2024-07-31,15.20691204071045,15.536882610589403,15.15034622244961,15.320045475427069,13059100.0,,,,,
2024-08-01,14.348990440368652,15.216339874272023,14.27356875046401,15.16920199240472,15198500.0,,,,,
2024-08-02,13.623054504394531,13.98130795346278,13.453356164697125,13.94359711140809,19973500.0,,,,,
2024-08-05,13.311942100524902,13.425074645962516,12.84998398188026,13.076249072755486,19477500.0,,,,,
2024-08-06,13.443929672241213,13.707905594954514,13.23651956913201,13.330797133935508,13158100.0,,,,,
2024-08-07,13.368507385253906,13.887031271310818,13.349651513493134,13.698477049190354,13258900.0,,,,,
