Date,Close,High,Low,Open,Volume,"('Close', 'BCTX')","('High', 'BCTX')","('Low', 'BCTX')","('Open', 'BCTX')","('Volume', 'BCTX')"
2024-06-03,15.300000190734863,17.5,15.199999809265137,17.0,10700.0,,,,,
2024-06-04,14.0,15.699999809265137,13.600000381469728,15.5,12130.0,,,,,
2024-06-05,14.600000381469728,16.899999618530273,13.5,14.399999618530272,13820.0,,,,,
2024-06-06,14.399999618530272,15.100000381469728,13.5,14.5,11910.0,,,,,
2024-06-07,13.899999618530272,14.300000190734863,13.300000190734863,14.100000381469728,8270.0,,,,,
2024-06-10,13.899999618530272,14.100000381469728,13.399999618530272,13.600000381469728,3690.0,,,,,
2024-06-11,13.399999618530272,13.800000190734863,12.699999809265137,13.5,4030.0,,,,,
2024-06-12,13.100000381469728,13.699999809265137,12.899999618530272,13.199999809265137,6570.0,,,,,
2024-06-13,13.600000381469728,13.800000190734863,12.699999809265137,12.800000190734863,1910.0,,,,,
2024-06-14,14.199999809265137,14.199999809265137,13.100000381469728,13.699999809265137,6390.0,,,,,
2024-06-17,14.800000190734863,14.800000190734863,13.899999618530272,14.199999809265137,4470.0,,,,,
2024-06-18,13.399999618530272,15.100000381469728,12.899999618530272,15.100000381469728,10620.0,,,,,
2024-06-20,12.800000190734863,13.899999618530272,12.0,13.399999618530272,10330.0,,,,,
2024-06-21,12.0,13.0,11.899999618530272,12.800000190734863,9290.0,,,,,
2024-06-24,11.199999809265137,12.899999618530272,9.5,12.899999618530272,34430.0,,,,,
2024-06-25,9.600000381469728,11.300000190734863,9.5,11.300000190734863,20610.0,,,,,
2024-06-26,11.100000381469728,11.300000190734863,9.699999809265137,9.800000190734863,10970.0,,,,,
2024-06-27,10.399999618530272,11.0,10.199999809265137,10.5,8550.0,,,,,
2024-06-28,11.399999618530272,11.399999618530272,10.5,10.800000190734863,8290.0,,,,,
2024-07-01,10.899999618530272,11.899999618530272,10.5,11.699999809265137,6320.0,,,,,
2024-07-02,10.100000381469728,11.199999809265137,10.0,10.899999618530272,5410.0,,,,,
2024-07-03,10.0,10.5,10.0,10.0,5420.0,,,,,
2024-07-05,10.100000381469728,10.899999618530272,10.100000381469728,10.100000381469728,5280.0,,,,,
2024-07-08,10.600000381469728,10.699999809265137,10.199999809265137,10.300000190734863,9680.0,,,,,
2024-07-09,10.300000190734863,10.800000190734863,10.0,10.800000190734863,8100.0,,,,,
2024-07-10,10.100000381469728,10.5,9.699999809265137,10.199999809265137,12540.0,,,,,
2024-07-11,9.100000381469728,10.300000190734863,8.800000190734863,10.0,27390.0,,,,,
2024-07-12,8.800000190734863,9.300000190734863,8.5,9.199999809265137,26610.0,,,,,
2024-07-15,9.300000190734863,9.399999618530272,8.5,9.199999809265137,19330.0,,,,,
2024-07-16,9.800000190734863,9.800000190734863,8.899999618530273,9.699999809265137,18170.0,,,,,
2024-07-17,9.199999809265137,9.699999809265137,8.899999618530273,9.600000381469728,9280.0,,,,,
2024-07-18,7.599999904632568,9.300000190734863,7.199999809265137,9.300000190734863,1289160.0,,,,,
2024-07-19,7.900000095367432,8.199999809265137,7.400000095367432,7.800000190734863,71000.0,,,,,
2024-07-22,6.900000095367432,7.5,6.5,7.5,66080.0,,,,,
2024-07-23,7.0,7.300000190734863,6.0,6.900000095367432,38620.0,,,,,
2024-07-24,7.699999809265137,7.800000190734863,6.699999809265137,7.0,40840.0,,,,,
2024-07-25,7.699999809265137,7.900000095367432,7.199999809265137,7.699999809265137,26010.0,,,,,
2024-07-26,7.599999904632568,7.800000190734863,7.5,7.599999904632568,8630.0,,,,,
