Date,Close,High,Low,Open,Volume,"('Close', 'NNDM')","('High', 'NNDM')","('Low', 'NNDM')","('Open', 'NNDM')","('Volume', 'NNDM')"
2024-06-03,2.609999895095825,2.740000009536743,2.549999952316284,2.6700000762939453,1527100.0,,,,,
2024-06-04,2.5899999141693115,2.6549999713897705,2.569999933242798,2.569999933242798,770300.0,,,,,
2024-06-05,2.5899999141693115,2.6700000762939453,2.569999933242798,2.5999999046325684,1299300.0,,,,,
2024-06-06,2.640000104904175,2.650000095367432,2.549999952316284,2.559999942779541,1037500.0,,,,,
2024-06-07,2.5899999141693115,2.6480000019073486,2.5799999237060547,2.5799999237060547,818600.0,,,,,
2024-06-10,2.549999952316284,2.619999885559082,2.509999990463257,2.549999952316284,888200.0,,,,,
2024-06-11,2.509999990463257,2.569999933242798,2.5,2.5199999809265137,757700.0,,,,,
2024-06-12,2.440000057220459,2.5799999237060547,2.434999942779541,2.5,1300600.0,,,,,
2024-06-13,2.369999885559082,2.4100000858306885,2.3499999046325684,2.4100000858306885,1033700.0,,,,,
2024-06-14,2.309999942779541,2.380000114440918,2.299999952316284,2.3499999046325684,1289700.0,,,,,
2024-06-17,2.25,2.315000057220459,2.25,2.299999952316284,1190100.0,,,,,
2024-06-18,2.25,2.259999990463257,2.2100000381469727,2.25,1161600.0,,,,,
2024-06-20,2.2100000381469727,2.240000009536743,2.200000047683716,2.2100000381469727,881800.0,,,,,
2024-06-21,2.2100000381469727,2.240000009536743,2.2049999237060547,2.2100000381469727,1233400.0,,,,,
2024-06-24,2.200000047683716,2.240000009536743,2.190000057220459,2.220000028610229,1134800.0,,,,,
2024-06-25,2.190000057220459,2.2100000381469727,2.150000095367432,2.190000057220459,1097900.0,,,,,
2024-06-26,2.180000066757202,2.200000047683716,2.150000095367432,2.1600000858306885,1119500.0,,,,,
2024-06-27,2.200000047683716,2.2100000381469727,2.1700000762939453,2.180000066757202,521000.0,,,,,
2024-06-28,2.200000047683716,2.220000028610229,2.180000066757202,2.200000047683716,758200.0,,,,,
2024-07-01,2.200000047683716,2.220000028610229,2.200000047683716,2.200000047683716,632000.0,,,,,
2024-07-02,2.1600000858306885,2.2149999141693115,2.1600000858306885,2.190000057220459,690300.0,,,,,
2024-07-03,2.5199999809265137,2.619999885559082,2.2799999713897705,2.3399999141693115,7266000.0,,,,,
2024-07-05,2.450000047683716,2.549999952316284,2.3949999809265137,2.509999990463257,1912900.0,,,,,
2024-07-08,2.4200000762939453,2.484999895095825,2.380000114440918,2.430000066757202,1259500.0,,,,,
2024-07-09,2.3499999046325684,2.4200000762939453,2.3499999046325684,2.400000095367432,950800.0,,,,,
2024-07-10,2.319999933242798,2.369999885559082,2.309999942779541,2.3399999141693115,1208100.0,,,,,
2024-07-11,2.390000104904175,2.390000104904175,2.3299999237060547,2.3299999237060547,890100.0,,,,,
2024-07-12,2.359999895095825,2.440000057220459,2.3499999046325684,2.400000095367432,892700.0,,,,,
2024-07-15,2.3299999237060547,2.359999895095825,2.299999952316284,2.3499999046325684,976700.0,,,,,
2024-07-16,2.4800000190734863,2.497999906539917,2.309999942779541,2.319999933242798,1481400.0,,,,,
2024-07-17,2.400000095367432,2.5199999809265137,2.400000095367432,2.4600000381469727,1145100.0,,,,,
2024-07-18,2.289999961853028,2.4100000858306885,2.289999961853028,2.400000095367432,887600.0,,,,,
2024-07-19,2.289999961853028,2.3299999237060547,2.25,2.2799999713897705,1040500.0,,,,,
2024-07-22,2.299999952316284,2.3499999046325684,2.259999990463257,2.289999961853028,681900.0,,,,,
2024-07-23,2.3499999046325684,2.359999895095825,2.289999961853028,2.299999952316284,521300.0,,,,,
2024-07-24,2.309999942779541,2.3499999046325684,2.2799999713897705,2.309999942779541,583500.0,,,,,
2024-07-25,2.2850000858306885,2.3399999141693115,2.2699999809265137,2.299999952316284,1052500.0,,,,,
2024-07-26,2.4600000381469727,2.5,2.369999885559082,2.380000114440918,3060100.0,,,,,
2024-07-29,2.4600000381469727,2.5199999809265137,2.4130001068115234,2.5,1703300.0,,,,,
2024-07-30,2.4749999046325684,2.5299999713897705,2.440000057220459,2.5299999713897705,1470100.0,,,,,
