Date,Close,High,Low,Open,Volume,"('Close', 'MO')","('High', 'MO')","('Low', 'MO')","('Open', 'MO')","('Volume', 'MO')"
2024-06-03,41.64082336425781,41.73027938387019,41.166718403706,41.18460960762848,8197700.0,,,,,
2024-06-04,41.891300201416016,41.90918799438979,41.48875661153595,41.50664781690824,8681700.0,,,,,
2024-06-05,41.7481689453125,41.84656886485868,41.48875500843429,41.84656886485868,6859200.0,,,,,
2024-06-06,41.76606369018555,42.21333360792649,41.66766717469741,41.74817248398807,9325300.0,,,,,
2024-06-07,41.77500915527344,42.03442651508656,41.66766533522606,41.76606184637036,6491300.0,,,,,
2024-06-10,41.58715438842773,41.8555156303639,41.36351945141455,41.68555089429894,7947400.0,,,,,
2024-06-11,41.506649017333984,41.6766103546884,41.33668426758096,41.622936737019245,9600700.0,,,,,
2024-06-12,41.03253936767578,41.6855530073682,40.88941313722811,41.63188280369939,9925800.0,,,,,
2024-06-13,40.92519378662109,41.21144623519685,40.72839394857588,41.01464639715164,8828900.0,,,,,
2024-06-14,40.51383972167969,40.72408711911617,40.065922414517736,40.66924209453818,10651600.0,,,,,
2024-06-17,40.8612060546875,40.87948889164322,40.14818936179272,40.42242842903396,8284200.0,,,,,
2024-06-18,40.952613830566406,41.03488484745015,40.59610725310163,40.79721495817174,16402600.0,,,,,
2024-06-20,41.52851867675781,41.63821222398413,40.705808354822935,40.81550538914425,8957800.0,,,,,
2024-06-21,41.81189727783203,42.04042753441003,41.54680134329876,41.68391740498857,28881400.0,,,,,
2024-06-24,42.46091842651367,42.58889480037774,41.912443769403126,42.04042363036184,10236400.0,,,,,
2024-06-25,42.43349838256836,42.58890077771013,42.296382314367534,42.49749006557625,9573000.0,,,,,
2024-06-26,42.3786506652832,42.56147556506348,42.21410860419044,42.23239144287796,7405200.0,,,,,
2024-06-27,41.555938720703125,42.41521466964901,41.290842800832806,42.3420833177835,8633300.0,,,,,
2024-06-28,41.63821029663086,41.7021984868089,41.38225753591868,41.59250494466009,12238500.0,,,,,
2024-07-01,42.07698822021485,42.433494849789405,41.82103545787308,41.95815500175323,7070000.0,,,,,
2024-07-02,42.09526443481445,42.16839577660188,41.83016855147648,42.04955908974446,5463400.0,,,,,
2024-07-03,42.00386047363281,42.17754220756007,41.80275273859451,42.09527117841666,3663800.0,,,,,
2024-07-05,42.14097595214844,42.14097595214844,41.83017467821833,41.94901138248141,6881500.0,,,,,
2024-07-08,42.06784439086914,42.38778531220574,41.93072486052802,42.14097224984843,5318800.0,,,,,
2024-07-09,42.689449310302734,42.95454522424478,42.06784678172571,42.07698645695712,9398100.0,,,,,
2024-07-10,42.899696350097656,43.15564909955692,42.54318973846662,42.84484783788724,9584400.0,,,,,
2024-07-11,43.03681564331055,43.09166066811564,42.59803452230186,42.78085940820637,7439600.0,,,,,
2024-07-12,43.6309928894043,43.72240707742449,43.064238872057935,43.14650989772876,7337400.0,,,,,
2024-07-15,43.621849060058594,43.93265029554036,43.44816386290755,43.6949769164161,8734000.0,,,,,
2024-07-16,43.90522766113281,44.04234719706063,43.56700388949744,43.7406856128573,6205400.0,,,,,
2024-07-17,45.148433685302734,45.22156503595491,43.99664280928872,43.99664280928872,10040100.0,,,,,
2024-07-18,45.09358978271485,45.63291781528336,44.73707967004669,44.837633536150925,6788500.0,,,,,
2024-07-19,45.20328521728516,45.37696695604168,45.0387431544232,45.349544441263006,5776500.0,,,,,
2024-07-22,45.15757369995117,45.30383290396573,44.82848961914478,45.166713374598245,5103200.0,,,,,
2024-07-23,44.9016227722168,45.45923714299091,44.79192922804489,45.23985005464709,6919300.0,,,,,
2024-07-24,45.17585372924805,45.28555074923104,44.52682871960748,44.9656063382558,8777200.0,,,,,
2024-07-25,45.52322006225586,46.135682877733394,45.34039518507923,45.459231878308216,10341100.0,,,,,
2024-07-26,46.09912109375,46.13568676968887,45.29469365856893,45.52322390254464,6995700.0,,,,,
2024-07-29,46.19053268432617,46.373357580439766,45.69690999804278,46.02599062653342,6272600.0,,,,,
2024-07-30,46.20881652832031,46.48305213491165,45.95286376044773,46.05341762985336,8663000.0,,,,,
2024-07-31,44.80106735229492,44.83763302811758,43.484734406532375,44.24345648792595,19166000.0,,,,,
