Date,Close,High,Low,Open,Volume,"('Close', 'PCG')","('High', 'PCG')","('Low', 'PCG')","('Open', 'PCG')","('Volume', 'PCG')"
2024-06-03,18.108396530151367,18.41615932202972,18.06868611841881,18.396305062956912,12104200.0,,,,,
2024-06-04,18.18781852722168,18.267241241129717,17.979334613308165,17.999188871595024,9107900.0,,,,,
2024-06-05,18.088537216186523,18.237456441521324,18.07860914159176,18.128249514565567,9094900.0,,,,,
2024-06-06,18.07860946655273,18.267239100070565,18.028970986273293,18.08853754132595,9549900.0,,,,,
2024-06-07,17.919763565063477,18.088537044398336,17.909837384149597,17.949547788564896,7802000.0,,,,,
2024-06-10,18.30695343017578,18.35659191596222,18.028972986445904,18.167962261517417,19469000.0,,,,,
2024-06-11,18.17789077758789,18.297025797381917,18.078611910024023,18.11832421448433,13599000.0,,,,,
2024-06-12,18.00911521911621,18.346662194226173,17.889982106481334,18.346662194226173,8831000.0,,,,,
2024-06-13,18.237459182739254,18.297025745674485,17.999189143824562,18.028973372085623,15297400.0,,,,,
2024-06-14,18.118322372436523,18.207673154801228,18.038899665177528,18.16796085437838,7704700.0,,,,,
2024-06-17,17.651716232299805,18.019045585486467,17.641788156053284,17.9296947928547,11231000.0,,,,,
2024-06-18,17.651716232299805,17.72121087243853,17.492870799529314,17.592147774820678,19295600.0,,,,,
2024-06-20,17.70135498046875,17.73113920964667,17.52265339257514,17.631860339307224,17555400.0,,,,,
2024-06-21,17.53257942199707,17.820487923008756,17.43330056324867,17.77084754684119,22376600.0,,,,,
2024-06-24,17.58222007751465,17.73113933083512,17.423374641320645,17.502797359417645,19466800.0,,,,,
2024-06-25,17.473011016845703,17.631856416614493,17.314165617076913,17.562361790913965,10883200.0,,,,,
2024-06-26,17.453157424926758,17.482941651840996,17.304240077529183,17.40351894032317,11334000.0,,,,,
2024-06-27,17.353879928588867,17.453158799200136,17.343951852169045,17.453158799200136,11506800.0,,,,,
2024-06-28,17.343944549560547,17.433346481850712,17.23467699483868,17.39361334231659,24117600.0,,,,,
2024-07-01,17.05587387084961,17.48301603374516,16.96647193467748,17.463148515780066,12537400.0,,,,,
2024-07-02,16.96647071838379,17.155208336180355,16.936669443572544,17.08567392295811,18655800.0,,,,,
2024-07-03,17.105539321899414,17.224742524920213,16.966470497267345,17.045938667724332,7981800.0,,,,,
2024-07-05,17.115474700927734,17.24461167431915,16.956538344962002,17.07574155927171,10353600.0,,,,,
2024-07-08,17.065807342529297,17.24461121186339,17.026072307268045,17.09560672430447,9715700.0,,,,,
2024-07-09,17.224742889404297,17.42341426708607,17.045939028424836,17.075740303478305,17886000.0,,,,,
2024-07-10,17.522748947143555,17.542616464850298,17.264476900968212,17.334013212941812,10832500.0,,,,,
2024-07-11,17.840621948242188,17.900224502352888,17.602217415811804,17.622084933848704,11066200.0,,,,,
2024-07-12,17.99955940246582,18.079027576430917,17.830689295956155,17.890289952762295,14169700.0,,,,,
2024-07-15,17.552549362182617,17.890289567937064,17.552549362182617,17.880355809571263,11617900.0,,,,,
2024-07-16,17.602216720581055,17.671753030963743,17.552549822121293,17.641951755085447,10403000.0,,,,,
2024-07-17,17.820755004882812,17.920090693038656,17.651884903419077,17.67175241998438,15197400.0,,,,,
2024-07-18,17.731355667114258,17.94989269726799,17.71148814764457,17.751223186583946,8012300.0,,,,,
2024-07-19,17.880355834960938,17.920090868480557,17.68168445670421,17.830688937732095,9903200.0,,,,,
2024-07-22,18.128692626953125,18.168427657221176,17.949888780087946,17.969756295221973,8842500.0,,,,,
2024-07-23,18.03929328918457,18.1286952254316,17.900224452653998,18.08896018946812,5744900.0,,,,,
2024-07-24,18.128692626953125,18.277695201117265,18.09889135425209,18.218094550385715,10874800.0,,,,,
2024-07-25,17.900224685668945,18.307499336242262,17.850555890068037,18.138629220540828,20294100.0,,,,,
2024-07-26,17.91015625,18.088958208239617,17.880354976291436,18.009490039687368,10979000.0,,,,,
2024-07-29,18.15849494934082,18.29756377397709,17.900222921680157,18.009490471892665,11959300.0,,,,,
2024-07-30,18.208162307739254,18.297564238610093,18.128694135261924,18.17836103255875,9809400.0,,,,,
2024-07-31,18.128692626953125,18.307496473818304,18.1088251118191,18.23796206551974,12037600.0,,,,,
2024-08-01,18.317432403564453,18.4068343375988,18.138628535495755,18.21809671078509,12996300.0,,,,,
2024-08-02,18.28763008117676,18.486301455370384,18.098892465159874,18.41676704280381,10287400.0,,,,,
2024-08-05,17.691617965698242,18.36709836864454,17.651884827409393,18.287630197396197,18526100.0,,,,,
2024-08-06,17.691617965698242,17.939956237683166,17.671752343889146,17.671752343889146,9274600.0,,,,,
2024-08-07,17.92009162902832,18.01942542770184,17.741287759942775,17.83068969448555,7722500.0,,,,,
2024-08-08,17.99955940246582,18.168429508975485,17.840621159864913,17.890289952762295,13086700.0,,,,,
2024-08-09,18.079029083251957,18.10882846680333,17.890291443852743,18.029360286214857,9848100.0,,,,,
2024-08-12,18.108827590942383,18.1286951087963,17.949891237452626,18.08896007308847,9294000.0,,,,,
2024-08-13,18.19822883605957,18.23796387025961,18.108826903780205,18.19822883605957,7892500.0,,,,,
2024-08-14,18.26776123046875,18.367096910309662,18.11875865804263,18.168427445298335,8690300.0,,,,,
2024-08-15,18.28763008117676,18.36709825192008,18.148561256043603,18.1783606359032,9726800.0,,,,,
2024-08-16,18.28763008117676,18.386965768273573,18.267762564823265,18.377032010096823,11230400.0,,,,,
2024-08-19,18.44656753540039,18.476368811728303,18.267763666774417,18.34723184231143,8185500.0,,,,,
2024-08-20,18.506166458129883,18.625369657593534,18.476367079266904,18.496234594955943,9761900.0,,,,,
2024-08-21,18.555837631225582,18.555837631225582,18.436634416447863,18.516102594742737,6555400.0,,,,,
2024-08-22,18.51610374450684,18.61543944721142,18.377034897522982,18.59557192773632,15705300.0,,,,,
2024-08-23,18.675037384033203,18.72470617546832,18.516101040782164,18.625370487268757,13276700.0,,,,,
2024-08-26,18.91344451904297,18.9829789350486,18.704839376355352,18.74457441102756,12367700.0,,,,,
2024-08-27,18.77437400817871,18.953177876917582,18.72470710893825,18.84390842498366,7162000.0,,,,,
2024-08-28,18.79424285888672,18.89357855908464,18.72470843714944,18.8041766183736,6330900.0,,,,,
2024-08-29,19.4697208404541,19.71805911164696,18.83397357782435,18.85384109424073,28288300.0,,,,,
2024-08-30,19.56905746459961,19.60879060466368,19.36045232158333,19.49952115381369,16696000.0,,,,,
2024-09-03,19.807462692260746,19.92666401135594,19.51938936421753,19.56905815939954,13670100.0,,,,,
2024-09-04,20.294204711914062,20.39354040366645,19.81739566510748,19.867062563648307,25541100.0,,,,,
2024-09-05,20.46307373046875,20.51274062636636,20.26440235753705,20.502806868252712,19309600.0,,,,,
2024-09-06,19.946531295776367,20.50280853260298,19.93659753685633,20.48294290943369,22665100.0,,,,,
2024-09-09,19.67832565307617,19.986266498153384,19.489589916033648,19.92666394413604,20795300.0,,,,,
