Date,Close,High,Low,Open,Volume,"('Close', 'TERN')","('High', 'TERN')","('Low', 'TERN')","('Open', 'TERN')","('Volume', 'TERN')"
2024-06-03,6.010000228881836,6.370999813079834,5.869999885559082,6.150000095367432,780900.0,,,,,
2024-06-04,5.880000114440918,6.099999904632568,5.71999979019165,6.099999904632568,1330900.0,,,,,
2024-06-05,6.869999885559082,7.230000019073486,6.0,6.0,2833600.0,,,,,
2024-06-06,7.28000020980835,7.693999767303467,6.7210001945495605,6.78000020980835,2142500.0,,,,,
2024-06-07,7.150000095367432,7.539000034332275,7.059999942779541,7.139999866485596,817300.0,,,,,
2024-06-10,6.989999771118164,7.170000076293945,6.849999904632568,7.170000076293945,911800.0,,,,,
2024-06-11,7.329999923706055,7.480000019073486,6.789999961853027,6.909999847412109,913600.0,,,,,
2024-06-12,7.389999866485596,7.599999904632568,7.199999809265137,7.53000020980835,1175600.0,,,,,
2024-06-13,7.980000019073486,8.414999961853027,7.360000133514404,7.440000057220459,2645400.0,,,,,
2024-06-14,8.199999809265137,8.40999984741211,7.980000019073486,8.010000228881836,1747800.0,,,,,
2024-06-17,7.960000038146973,8.279999732971191,7.900000095367432,8.199999809265137,1073100.0,,,,,
2024-06-18,7.369999885559082,7.96999979019165,7.110000133514404,7.960000038146973,1403900.0,,,,,
2024-06-20,6.980000019073486,7.340000152587891,6.920000076293945,7.340000152587891,719200.0,,,,,
2024-06-21,7.230000019073486,7.309999942779541,6.849999904632568,7.010000228881836,1061200.0,,,,,
2024-06-24,7.519999980926514,8.0,7.309999942779541,7.349999904632568,1751100.0,,,,,
2024-06-25,7.25,7.760000228881836,7.21999979019165,7.46999979019165,695200.0,,,,,
2024-06-26,6.670000076293945,7.25,6.380000114440918,7.25,1489200.0,,,,,
2024-06-27,7.110000133514404,7.119999885559082,6.559999942779541,6.670000076293945,1186500.0,,,,,
2024-06-28,6.809999942779541,7.199999809265137,6.679999828338623,7.150000095367432,5482800.0,,,,,
2024-07-01,6.849999904632568,7.050000190734863,6.519999980926514,6.809999942779541,772700.0,,,,,
2024-07-02,6.71999979019165,6.849999904632568,6.489999771118164,6.849999904632568,1324000.0,,,,,
2024-07-03,6.860000133514404,7.039999961853027,6.570000171661377,6.690000057220459,320600.0,,,,,
2024-07-05,6.809999942779541,7.010000228881836,6.630000114440918,6.829999923706055,487500.0,,,,,
2024-07-08,7.53000020980835,7.53000020980835,6.860000133514404,6.909999847412109,1234400.0,,,,,
2024-07-09,7.449999809265137,7.630000114440918,7.320000171661377,7.53000020980835,920900.0,,,,,
2024-07-10,7.300000190734863,7.590000152587891,7.119999885559082,7.449999809265137,1257500.0,,,,,
2024-07-11,8.34000015258789,9.15999984741211,7.650000095367432,7.699999809265137,3407000.0,,,,,
2024-07-12,9.3100004196167,9.470000267028809,8.420000076293945,8.5,1779300.0,,,,,
