Date,Close,High,Low,Open,Volume,"('Close', 'PBM')","('High', 'PBM')","('Low', 'PBM')","('Open', 'PBM')","('Volume', 'PBM')"
2025-01-10,13.600000381469728,14.640000343322754,13.600000381469728,14.399999618530272,13375.0,,,,,
2025-01-13,16.079999923706055,18.0,13.039999961853027,13.279999732971191,108763.0,,,,,
2025-01-14,14.5600004196167,15.68000030517578,14.0,14.15999984741211,282275.0,,,,,
2025-01-15,13.119999885559082,14.239999771118164,13.079999923706056,13.760000228881836,30850.0,,,,,
2025-01-16,14.15999984741211,14.5600004196167,12.880000114440918,12.880000114440918,22888.0,,,,,
2025-01-17,14.31999969482422,14.800000190734863,13.600000381469728,14.0,9588.0,,,,,
2025-01-21,13.760000228881836,14.479999542236328,13.520000457763672,14.399999618530272,7800.0,,,,,
2025-01-22,13.359999656677246,13.600000381469728,13.199999809265137,13.359999656677246,7350.0,,,,,
2025-01-23,13.68000030517578,17.440000534057617,12.880000114440918,13.199999809265137,303675.0,,,,,
2025-01-24,14.5600004196167,14.800000190734863,13.279999732971191,13.4399995803833,55700.0,,,,,
2025-01-27,13.4399995803833,14.399999618530272,13.119999885559082,14.31999969482422,19975.0,,,,,
2025-01-28,10.720000267028809,16.31999969482422,9.68000030517578,12.960000038146973,185125.0,,,,,
2025-01-29,13.119999885559082,14.800000190734863,11.359999656677246,11.84000015258789,70700.0,,,,,
2025-01-30,12.960000038146973,13.600000381469728,12.15999984741211,12.720000267028809,23850.0,,,,,
2025-01-31,12.5600004196167,12.800000190734863,12.239999771118164,12.800000190734863,8338.0,,,,,
2025-02-03,11.68000030517578,12.4399995803833,11.279999732971191,12.239999771118164,19213.0,,,,,
2025-02-04,11.359999656677246,12.15999984741211,11.119999885559082,11.760000228881836,22238.0,,,,,
2025-02-05,12.359999656677246,12.720000267028809,10.800000190734863,11.520000457763672,67425.0,,,,,
2025-02-06,11.039999961853027,11.600000381469728,10.800000190734863,11.600000381469728,27388.0,,,,,
2025-02-07,10.920000076293944,11.520000457763672,10.880000114440918,11.039999961853027,10413.0,,,,,
2025-02-10,10.079999923706056,11.039999961853027,9.760000228881836,11.039999961853027,23413.0,,,,,
2025-02-11,9.920000076293944,10.0,9.84000015258789,10.0,6513.0,,,,,
2025-02-12,9.84000015258789,10.15999984741211,9.199999809265137,10.15999984741211,25463.0,,,,,
2025-02-13,10.239999771118164,10.31999969482422,9.279999732971191,9.760000228881836,61450.0,,,,,
2025-02-14,11.15999984741211,11.199999809265137,10.0,10.239999771118164,71113.0,,,,,
2025-02-18,10.880000114440918,11.760000228881836,10.0,11.520000457763672,67350.0,,,,,
2025-02-19,10.960000038146973,11.600000381469728,10.399999618530272,11.119999885559082,79913.0,,,,,
2025-02-20,10.960000038146973,11.199999809265137,10.800000190734863,10.960000038146973,21163.0,,,,,
2025-02-21,10.399999618530272,11.19200038909912,10.15999984741211,11.119999885559082,33338.0,,,,,
2025-02-24,9.84000015258789,10.31999969482422,9.359999656677246,10.31999969482422,54338.0,,,,,
2025-02-25,9.68000030517578,9.920000076293944,9.039999961853027,9.920000076293944,53800.0,,,,,
2025-02-26,10.720000267028809,11.199999809265137,9.920000076293944,9.920000076293944,510513.0,,,,,
2025-02-27,9.920000076293944,10.399999618530272,9.84000015258789,10.079999923706056,46838.0,,,,,
2025-02-28,9.920000076293944,10.0,9.4399995803833,10.0,21925.0,,,,,
2025-03-03,8.239999771118164,9.600000381469728,8.0,9.600000381469728,48725.0,,,,,
2025-03-04,8.031999588012695,8.079999923706055,7.064000129699707,7.664000034332275,42875.0,,,,,
2025-03-05,7.288000106811523,7.800000190734863,7.199999809265137,7.751999855041504,33388.0,,,,,
2025-03-06,7.199999809265137,7.360000133514404,7.119999885559082,7.184000015258789,7275.0,,,,,
2025-03-07,7.360000133514404,7.400000095367432,6.992000102996826,7.320000171661377,12200.0,,,,,
2025-03-10,7.02400016784668,7.519999980926514,6.880000114440918,7.440000057220459,7263.0,,,,,
2025-03-11,7.119999885559082,7.223999977111816,6.880000114440918,6.880000114440918,5813.0,,,,,
2025-03-12,7.047999858856201,7.119999885559082,6.639999866485596,7.007999897003174,8263.0,,,,,
2025-03-13,6.079999923706055,6.567999839782715,5.920000076293945,6.320000171661377,24075.0,,,,,
2025-03-14,6.271999835968018,6.320000171661377,5.823999881744385,5.920000076293945,5413.0,,,,,
2025-03-17,5.760000228881836,6.216000080108643,5.616000175476074,6.0879998207092285,5850.0,,,,,
2025-03-18,5.527999877929688,5.736000061035156,5.368000030517578,5.736000061035156,10588.0,,,,,
2025-03-19,5.5920000076293945,5.696000099182129,5.368000030517578,5.527999877929688,7638.0,,,,,
2025-03-20,5.360000133514404,5.840000152587891,5.328000068664551,5.599999904632568,29788.0,,,,,
2025-03-21,5.0,5.208000183105469,4.800000190734863,5.199999809265137,5488.0,,,,,
2025-03-24,5.191999912261963,5.760000228881836,4.9679999351501465,4.9679999351501465,17025.0,,,,,
2025-03-25,4.840000152587891,5.199999809265137,4.639999866485596,5.064000129699707,19950.0,,,,,
2025-03-26,4.935999870300293,5.119999885559082,4.880000114440918,4.927999973297119,6600.0,,,,,
2025-03-27,5.239999771118164,5.567999839782715,4.6479997634887695,4.943999767303467,21175.0,,,,,
2025-03-28,5.02400016784668,5.360000133514404,4.880000114440918,5.079999923706055,7438.0,,,,,
2025-03-31,4.800000190734863,5.216000080108643,4.624000072479248,5.039999961853027,10488.0,,,,,
2025-04-01,4.736000061035156,4.840000152587891,4.559999942779541,4.840000152587891,5900.0,,,,,
2025-04-02,4.711999893188477,4.880000114440918,4.480000019073486,4.639999866485596,11600.0,,,,,
2025-04-03,4.6479997634887695,4.880000114440918,4.360000133514404,4.400000095367432,9288.0,,,,,
2025-04-04,3.696000099182129,4.631999969482422,3.5199999809265137,4.631999969482422,21100.0,,,,,
2025-04-07,3.503999948501587,3.759999990463257,2.936000108718872,3.759999990463257,30613.0,,,,,
2025-04-08,3.5199999809265137,3.8239998817443848,3.3919999599456787,3.3919999599456787,19200.0,,,,,
2025-04-09,3.8239998817443848,3.983999967575073,3.344000101089477,3.344000101089477,17725.0,,,,,
2025-04-10,3.615999937057495,3.911999940872192,3.615999937057495,3.711999893188477,8638.0,,,,,
2025-04-11,3.5920000076293945,3.864000082015991,3.303999900817871,3.631999969482422,9175.0,,,,,
2025-04-14,3.776000022888184,3.8239998817443848,3.5999999046325684,3.687999963760376,4413.0,,,,,
2025-04-15,3.95199990272522,4.072000026702881,3.6640000343322754,3.8320000171661377,11288.0,,,,,
2025-04-16,3.7200000286102295,3.936000108718872,3.608000040054321,3.864000082015991,5838.0,,,,,
2025-04-17,3.503999948501587,3.815999984741211,3.312000036239624,3.736000061035156,19563.0,,,,,
2025-04-21,3.240000009536743,3.5999999046325684,3.0799999237060547,3.5999999046325684,10250.0,,,,,
2025-04-22,3.51200008392334,3.7200000286102295,3.119999885559082,3.303999900817871,13250.0,,,,,
2025-04-23,3.6559998989105225,3.839999914169312,3.440000057220459,3.839999914169312,11713.0,,,,,
2025-04-24,3.696000099182129,3.8239998817443848,3.039999961853028,3.6559998989105225,14238.0,,,,,
2025-04-25,4.400000095367432,4.400000095367432,3.880000114440918,3.8959999084472656,23538.0,,,,,
2025-04-28,4.263999938964844,4.559999942779541,4.176000118255615,4.400000095367432,6475.0,,,,,
2025-04-29,4.168000221252441,4.239999771118164,3.983999967575073,4.239999771118164,5463.0,,,,,
2025-04-30,3.6480000019073486,4.007999897003174,3.359999895095825,4.007999897003174,21350.0,,,,,
2025-05-01,3.5199999809265137,3.680000066757202,2.992000102996826,3.351999998092652,66938.0,,,,,
2025-05-02,3.4719998836517334,3.5840001106262207,3.247999906539917,3.4800000190734863,45375.0,,,,,
2025-05-05,4.770999908447266,4.849999904632568,3.299999952316284,3.3499999046325684,213400.0,,,,,
2025-05-06,4.440000057220459,4.679999828338623,3.5799999237060547,4.369999885559082,161000.0,,,,,
2025-05-07,4.275000095367432,4.800000190734863,4.045000076293945,4.210000038146973,91100.0,,,,,
2025-05-08,3.875,4.567999839782715,3.640000104904175,4.25,330000.0,,,,,
2025-05-09,3.7699999809265137,3.984999895095825,3.5999999046325684,3.950000047683716,109000.0,,,,,
2025-05-12,3.680000066757202,4.099999904632568,3.4100000858306885,3.734999895095825,115100.0,,,,,
2025-05-13,3.920000076293945,4.28000020980835,3.6059999465942383,3.75,125300.0,,,,,
2025-05-14,4.400000095367432,4.688000202178955,3.809999942779541,4.162000179290772,165000.0,,,,,
2025-05-15,4.421999931335449,5.099999904632568,4.150000095367432,4.489999771118164,110000.0,,,,,
2025-05-16,5.199999809265137,5.553999900817871,4.590000152587891,4.590000152587891,168300.0,,,,,
2025-05-19,6.010000228881836,7.690000057220459,5.21999979019165,5.21999979019165,1173700.0,,,,,
2025-05-20,5.320000171661377,5.840000152587891,4.860000133514404,5.739999771118164,166500.0,,,,,
2025-05-21,4.630000114440918,5.340000152587891,4.449999809265137,5.230000019073486,119800.0,,,,,
2025-05-22,4.420000076293945,4.889999866485596,4.24399995803833,4.619999885559082,55200.0,,,,,
2025-05-23,4.389999866485596,4.505000114440918,4.28000020980835,4.289999961853027,26600.0,,,,,
2025-05-27,4.559999942779541,4.697999954223633,4.420000076293945,4.574999809265137,30600.0,,,,,
2025-05-28,4.510000228881836,4.739999771118164,4.421000003814697,4.550000190734863,28400.0,,,,,
2025-05-29,5.21999979019165,5.320000171661377,4.400000095367432,4.400000095367432,113600.0,,,,,
2025-05-30,4.909999847412109,6.968999862670898,4.119999885559082,6.409999847412109,982100.0,,,,,
2025-06-02,4.639999866485596,5.199999809265137,4.618000030517578,4.619999885559082,95300.0,,,,,
2025-06-03,4.885000228881836,5.090000152587891,4.517000198364258,4.579999923706055,65400.0,,,,,
2025-06-04,5.480000019073486,5.78000020980835,4.739999771118164,4.860000133514404,79600.0,,,,,
2025-06-05,5.099999904632568,5.800000190734863,5.074999809265137,5.480000019073486,100800.0,,,,,
2025-06-06,5.519999980926514,5.684000015258789,5.099999904632568,5.099999904632568,70700.0,,,,,
2025-06-09,5.394999980926514,6.0,5.364999771118164,5.800000190734863,60100.0,,,,,
2025-06-10,5.21999979019165,5.514999866485596,5.039999961853027,5.389999866485596,45800.0,,,,,
2025-06-11,4.96999979019165,5.199999809265137,4.7210001945495605,5.059999942779541,36200.0,,,,,
2025-06-12,4.635000228881836,5.36299991607666,4.635000228881836,4.949999809265137,29100.0,,,,,
2025-06-13,4.539999961853027,4.675000190734863,4.349999904632568,4.599999904632568,38500.0,,,,,
2025-06-16,4.364999771118164,4.730000019073486,4.21999979019165,4.539999961853027,17900.0,,,,,
2025-06-17,5.090000152587891,5.429999828338623,4.340000152587891,4.340000152587891,362100.0,,,,,
2025-06-18,4.920000076293945,5.71999979019165,4.809999942779541,5.329999923706055,150100.0,,,,,
2025-06-20,4.760000228881836,4.889999866485596,4.550000190734863,4.739999771118164,56400.0,,,,,
2025-06-23,4.860000133514404,4.960000038146973,4.519999980926514,4.744999885559082,17700.0,,,,,
2025-06-24,5.052000045776367,5.190000057220459,4.685999870300293,4.840000152587891,39800.0,,,,,
2025-06-25,4.929999828338623,5.230000019073486,4.909999847412109,5.099999904632568,9400.0,,,,,
2025-06-26,5.109000205993652,5.170000076293945,4.949999809265137,5.170000076293945,13700.0,,,,,
2025-06-27,4.909999847412109,5.099999904632568,4.909999847412109,4.960999965667725,9200.0,,,,,
2025-06-30,5.329999923706055,5.369999885559082,4.922999858856201,5.340000152587891,27100.0,,,,,
2025-07-01,5.340000152587891,5.369999885559082,5.0,5.199999809265137,28800.0,,,,,
2025-07-02,5.650000095367432,5.650000095367432,5.119999885559082,5.360000133514404,35800.0,,,,,
2025-07-03,5.204999923706055,5.690000057220459,5.110000133514404,5.650000095367432,28600.0,,,,,
2025-07-07,4.902999877929688,5.300000190734863,4.860000133514404,5.300000190734863,21800.0,,,,,
2025-07-08,5.150000095367432,5.150000095367432,4.980000019073486,5.010000228881836,11300.0,,,,,
2025-07-09,4.900000095367432,5.105000019073486,4.880000114440918,5.099999904632568,17100.0,,,,,
2025-07-10,4.960000038146973,5.070000171661377,4.840000152587891,4.860000133514404,16000.0,,,,,
2025-07-11,5.135000228881836,5.199999809265137,4.835999965667725,4.960000038146973,8900.0,,,,,
2025-07-14,5.360000133514404,5.380000114440918,5.079999923706055,5.380000114440918,17000.0,,,,,
2025-07-15,5.324999809265137,5.494999885559082,5.199999809265137,5.300000190734863,17100.0,,,,,
2025-07-16,5.210000038146973,5.489999771118164,5.050000190734863,5.163000106811523,14100.0,,,,,
2025-07-17,5.230000019073486,5.60099983215332,5.202000141143799,5.244999885559082,28100.0,,,,,
2025-07-18,5.061999797821045,5.5,5.050000190734863,5.5,22100.0,,,,,
2025-07-21,5.315000057220459,5.682000160217285,5.079999923706055,5.079999923706055,41000.0,,,,,
2025-07-22,7.25,8.130000114440918,5.334000110626221,5.334000110626221,546500.0,,,,,
2025-07-23,8.260000228881836,8.8100004196167,6.849999904632568,7.21999979019165,200200.0,,,,,
2025-07-24,9.989999771118164,11.050000190734863,7.090000152587891,8.539999961853027,344700.0,,,,,
2025-07-25,11.5,11.989999771118164,10.0,10.300000190734863,214100.0,,,,,
2025-07-28,9.149999618530272,10.96500015258789,9.020000457763672,10.710000038146973,50800.0,,,,,
2025-07-29,7.03000020980835,9.34000015258789,7.0,9.34000015258789,130100.0,,,,,
2025-07-30,5.400000095367432,7.590000152587891,5.360000133514404,7.239999771118164,107400.0,,,,,
2025-07-31,5.03000020980835,9.5,4.630000114440918,7.349999904632568,37031100.0,,,,,
2025-08-01,2.359999895095825,4.679999828338623,2.359999895095825,4.5,2478800.0,,,,,
2025-08-04,4.539999961853027,5.800000190734863,3.809999942779541,4.550000190734863,55811200.0,,,,,
2025-08-05,4.949999809265137,5.119999885559082,4.5,4.610000133514404,1527800.0,,,,,
2025-08-06,4.090000152587891,4.610000133514404,3.5,4.550000190734863,733800.0,,,,,
2025-08-07,4.179999828338623,4.260000228881836,3.839999914169312,3.990000009536743,207600.0,,,,,
2025-08-08,4.010000228881836,4.1579999923706055,3.950000047683716,4.144999980926514,187900.0,,,,,
2025-08-11,3.849999904632568,4.139999866485596,3.799999952316284,4.059999942779541,132700.0,,,,,
2025-08-12,3.680000066757202,3.950000047683716,3.619999885559082,3.829999923706055,159300.0,,,,,
2025-08-13,3.220000028610229,3.5859999656677246,3.150000095367432,3.509999990463257,336500.0,,,,,
