Date,Close,High,Low,Open,Volume,"('Close', 'PBM')","('High', 'PBM')","('Low', 'PBM')","('Open', 'PBM')","('Volume', 'PBM')"
2024-06-03,445.7999877929688,468.0,444.0,444.0,109.0,,,,,
2024-06-04,439.2000122070313,462.6000061035156,414.6000061035156,458.3999938964844,47.0,,,,,
2024-06-05,452.3999938964844,468.0,412.7999877929688,426.6000061035156,232.0,,,,,
2024-06-06,418.2000122070313,474.0,414.0,438.0,108.0,,,,,
2024-06-07,402.0,429.0,391.2000122070313,414.0,162.0,,,,,
2024-06-10,390.0,405.0,385.7999877929688,390.0,146.0,,,,,
2024-06-11,390.0,400.7999877929688,378.6000061035156,378.6000061035156,26.0,,,,,
2024-06-12,390.0,396.0,378.0,396.0,84.0,,,,,
2024-06-13,378.0,395.3999938964844,366.0,395.3999938964844,58.0,,,,,
2024-06-14,362.3999938964844,393.0,348.0,378.0,54.0,,,,,
2024-06-17,360.0,362.3999938964844,340.20001220703125,360.0,46.0,,,,,
2024-06-18,358.79998779296875,360.0,335.3999938964844,360.0,78.0,,,,,
2024-06-20,360.0,375.0,342.0,356.3999938964844,15404.0,,,,,
2024-06-21,234.0,285.0,226.1999969482422,285.0,4566.0,,,,,
2024-06-24,223.1999969482422,245.3999938964844,210.6000061035156,222.0,1651.0,,,,,
2024-06-25,220.8000030517578,231.0,216.0,231.0,395.0,,,,,
2024-06-26,213.6000061035156,225.0,198.6000061035156,216.0,501.0,,,,,
2024-06-27,197.3999938964844,216.0,160.1999969482422,216.0,917.0,,,,,
2024-06-28,180.0,213.6000061035156,179.39999389648438,192.0,603.0,,,,,
2024-07-01,191.3999938964844,198.0,177.60000610351562,177.60000610351562,327.0,,,,,
2024-07-02,178.8000030517578,192.0,168.60000610351562,185.3999938964844,431.0,,,,,
2024-07-03,181.1999969482422,190.8000030517578,169.1999969482422,178.8000030517578,91.0,,,,,
2024-07-05,174.60000610351562,180.6000061035156,172.1999969482422,180.0,125.0,,,,,
2024-07-08,180.6000061035156,190.1999969482422,174.60000610351562,174.60000610351562,163.0,,,,,
2024-07-09,178.1999969482422,189.0,177.0,189.0,97.0,,,,,
2024-07-10,191.3999938964844,197.3999938964844,175.1999969482422,175.1999969482422,344.0,,,,,
2024-07-11,198.0,198.0,180.0,188.3999938964844,263.0,,,,,
2024-07-12,186.6000061035156,198.0,180.0,198.0,226.0,,,,,
2024-07-15,212.3999938964844,215.3999938964844,186.6000061035156,186.6000061035156,371.0,,,,,
2024-07-16,263.3999938964844,271.79998779296875,208.1999969482422,211.8000030517578,2902.0,,,,,
2024-07-17,233.3999938964844,282.0,211.1999969482422,268.20001220703125,1231.0,,,,,
2024-07-18,257.3999938964844,258.0,240.0,258.0,773.0,,,,,
2024-07-19,247.1999969482422,264.0,216.0,264.0,592.0,,,,,
2024-07-22,234.0,246.0,228.6000061035156,246.0,161.0,,,,,
2024-07-23,243.0,243.0,216.0,229.8000030517578,489.0,,,,,
2024-07-24,234.6000061035156,240.0,222.0,233.3999938964844,53764.0,,,,,
2024-07-25,360.0,702.0,330.6000061035156,648.0,137556.0,,,,,
2024-07-26,348.6000061035156,466.7999877929688,331.20001220703125,348.0,12755.0,,,,,
2024-07-29,371.3999938964844,402.0,342.0,370.2000122070313,4191.0,,,,,
2024-07-30,354.0,372.0,348.0,372.0,949.0,,,,,
2024-07-31,354.0,360.0,330.0,354.6000061035156,2359.0,,,,,
2024-08-01,342.0,366.0,331.20001220703125,364.2000122070313,1556.0,,,,,
2024-08-02,330.0,338.3999938964844,310.79998779296875,338.3999938964844,488.0,,,,,
2024-08-05,309.6000061035156,324.0,270.0,306.0,543.0,,,,,
2024-08-06,304.20001220703125,312.0,289.79998779296875,306.0,437.0,,,,,
2024-08-07,319.20001220703125,323.3999938964844,301.20001220703125,312.0,298.0,,,,,
2024-08-08,328.20001220703125,345.0,300.6000061035156,316.79998779296875,272.0,,,,,
2024-08-09,317.3999938964844,334.20001220703125,300.0,334.20001220703125,182.0,,,,,
2024-08-12,294.0,325.79998779296875,291.0,310.79998779296875,351.0,,,,,
2024-08-13,290.3999938964844,307.20001220703125,249.6000061035156,276.0,6094.0,,,,,
2024-08-14,279.0,294.0,270.0,294.0,244.0,,,,,
2024-08-15,317.3999938964844,341.3999938964844,270.0,271.79998779296875,554.0,,,,,
2024-08-16,322.20001220703125,330.6000061035156,313.20001220703125,318.0,196.0,,,,,
2024-08-19,325.20001220703125,334.79998779296875,300.6000061035156,322.79998779296875,185.0,,,,,
2024-08-20,313.79998779296875,330.0,312.0,330.0,98.0,,,,,
2024-08-21,312.0,333.0,306.0,324.0,243.0,,,,,
2024-08-22,312.0,323.3999938964844,306.6000061035156,312.6000061035156,116.0,,,,,
2024-08-23,303.0,319.20001220703125,300.6000061035156,307.79998779296875,113.0,,,,,
2024-08-26,270.6000061035156,311.3999938964844,266.3999938964844,302.3999938964844,229.0,,,,,
2024-08-27,264.0,273.6000061035156,258.0,273.6000061035156,165.0,,,,,
2024-08-28,262.79998779296875,270.0,240.6000061035156,263.3999938964844,112.0,,,,,
2024-08-29,249.0,267.0,241.1999969482422,262.79998779296875,55.0,,,,,
2024-08-30,246.0,259.20001220703125,243.0,258.0,204.0,,,,,
2024-09-03,214.8000030517578,252.6000061035156,210.0,252.6000061035156,334.0,,,,,
2024-09-04,139.8000030517578,184.8000030517578,126.0,184.8000030517578,30695.0,,,,,
2024-09-05,138.0,146.39999389648438,115.8000030517578,137.39999389648438,4930.0,,,,,
2024-09-06,114.5999984741211,138.60000610351562,108.0,138.0,39353.0,,,,,
2024-09-09,113.4000015258789,125.4000015258789,109.8000030517578,119.4000015258789,4323.0,,,,,
2024-09-10,108.5999984741211,117.0,104.4000015258789,114.0,2930.0,,,,,
2024-09-11,102.0,108.0,97.1999969482422,106.8000030517578,2466.0,,,,,
2024-09-12,97.8000030517578,100.1999969482422,96.0,99.0,1473.0,,,,,
2024-09-13,93.5999984741211,102.0,91.1999969482422,96.0,3030.0,,,,,
2024-09-16,76.19999694824219,90.0,73.80000305175781,81.5999984741211,5168.0,,,,,
2024-09-17,75.0,75.5999984741211,70.19999694824219,75.5999984741211,2903.0,,,,,
2024-09-18,83.4000015258789,83.4000015258789,75.5999984741211,77.4000015258789,5370.0,,,,,
2024-09-19,76.80000305175781,92.4000015258789,72.0,92.4000015258789,42676.0,,,,,
2024-09-20,72.0,80.4000015258789,67.80000305175781,76.19999694824219,21144.0,,,,,
2024-09-23,74.4000015258789,82.80000305175781,72.5999984741211,74.4000015258789,18614.0,,,,,
2024-09-24,78.5999984741211,80.4000015258789,70.80000305175781,70.80000305175781,14582.0,,,,,
2024-09-25,72.0,79.80000305175781,68.4000015258789,78.0,7294.0,,,,,
2024-09-26,65.4000015258789,72.5999984741211,64.80000305175781,72.0,5488.0,,,,,
2024-09-27,64.80000305175781,68.4000015258789,63.59999847412109,67.80000305175781,3965.0,,,,,
2024-09-30,60.0,66.0,57.59999847412109,64.80000305175781,6567.0,,,,,
2024-10-01,52.20000076293945,60.59999847412109,51.0,60.59999847412109,7963.0,,,,,
2024-10-02,54.0,55.20000076293945,51.0,54.59999847412109,1565.0,,,,,
2024-10-03,61.79999923706055,63.0,54.0,55.79999923706055,9165.0,,,,,
2024-10-04,60.0,64.19999694824219,60.0,64.19999694824219,6373.0,,,,,
2024-10-07,63.59999847412109,64.19999694824219,54.59999847412109,60.0,5969.0,,,,,
2024-10-08,65.4000015258789,72.5999984741211,61.79999923706055,63.0,49358.0,,,,,
2024-10-09,55.79999923706055,65.4000015258789,54.59999847412109,64.80000305175781,19659.0,,,,,
2024-10-10,54.59999847412109,61.20000076293945,54.0,57.0,9373.0,,,,,
2024-10-11,58.20000076293945,59.400001525878906,54.59999847412109,54.59999847412109,3061.0,,,,,
2024-10-14,58.79999923706055,62.400001525878906,55.20000076293945,56.400001525878906,8854.0,,,,,
2024-10-15,64.19999694824219,73.19999694824219,57.59999847412109,60.59999847412109,28627.0,,,,,
2024-10-16,66.0,69.0,57.0,57.0,9435.0,,,,,
2024-10-17,68.4000015258789,70.19999694824219,63.59999847412109,64.80000305175781,5485.0,,,,,
2024-10-18,64.80000305175781,74.4000015258789,64.19999694824219,67.80000305175781,7434.0,,,,,
2024-10-21,69.5999984741211,70.80000305175781,61.79999923706055,64.19999694824219,10620.0,,,,,
2024-10-22,65.4000015258789,82.80000305175781,63.59999847412109,78.0,52757.0,,,,,
2024-10-23,64.19999694824219,68.4000015258789,61.20000076293945,65.4000015258789,15088.0,,,,,
2024-10-24,56.400001525878906,62.400001525878906,55.20000076293945,62.400001525878906,14470.0,,,,,
2024-10-25,58.20000076293945,64.19999694824219,56.400001525878906,56.400001525878906,12248.0,,,,,
2024-10-28,57.0,58.79999923706055,53.400001525878906,57.59999847412109,8264.0,,,,,
2024-10-29,54.0,57.0,52.79999923706055,55.79999923706055,6595.0,,,,,
2024-10-30,56.400001525878906,57.59999847412109,52.79999923706055,53.400001525878906,12330.0,,,,,
2024-10-31,41.400001525878906,50.400001525878906,40.79999923706055,49.79999923706055,15868.0,,,,,
2024-11-01,41.400001525878906,42.59999847412109,40.20000076293945,42.0,4453.0,,,,,
2024-11-04,40.79999923706055,41.400001525878906,39.0,40.79999923706055,2339.0,,,,,
2024-11-05,39.59999847412109,63.59999847412109,37.79999923706055,40.79999923706055,62970.0,,,,,
2024-11-06,36.59999847412109,39.59999847412109,34.20000076293945,36.0,7712.0,,,,,
2024-11-07,46.79999923706055,47.400001525878906,37.20000076293945,41.400001525878906,21855.0,,,,,
2024-11-08,45.59999847412109,50.400001525878906,42.59999847412109,46.20000076293945,9334.0,,,,,
2024-11-11,45.59999847412109,49.79999923706055,45.0,48.59999847412109,6688.0,,,,,
2024-11-12,42.0,45.0,39.59999847412109,45.0,9495.0,,,,,
2024-11-13,33.599998474121094,35.400001525878906,30.0,33.0,10520.0,,,,,
2024-11-14,32.400001525878906,36.0,30.0,36.0,5050.0,,,,,
2024-11-15,30.600000381469727,33.599998474121094,30.0,33.599998474121094,5250.0,,,,,
2024-11-18,32.400001525878906,33.0,28.799999237060547,30.0,9975.0,,,,,
2024-11-19,31.799999237060547,34.79999923706055,28.799999237060547,33.0,10704.0,,,,,
2024-11-20,30.0,30.600000381469727,27.600000381469727,30.600000381469727,56956.0,,,,,
2024-11-21,28.200000762939453,30.0,26.399999618530277,30.0,12833.0,,,,,
2024-11-22,26.399999618530277,29.399999618530277,25.799999237060547,28.200000762939453,18423.0,,,,,
2024-11-25,28.799999237060547,28.799999237060547,24.0,26.399999618530277,12101.0,,,,,
2024-11-26,26.71999931335449,34.959999084472656,24.336000442504883,28.399999618530277,40913.0,,,,,
2024-11-27,28.07999992370605,30.0,24.959999084472656,26.399999618530277,17775.0,,,,,
2024-11-29,27.68000030517578,29.84000015258789,26.351999282836918,27.200000762939453,18100.0,,,,,
2024-12-02,25.84000015258789,30.239999771118164,24.799999237060547,26.63999938964844,24150.0,,,,,
2024-12-03,22.559999465942383,28.0,21.440000534057617,27.1200008392334,46788.0,,,,,
2024-12-04,20.15999984741211,25.84000015258789,17.040000915527344,21.76000022888184,44313.0,,,,,
2024-12-05,21.1200008392334,32.0,20.799999237060547,26.31999969482422,2545250.0,,,,,
2024-12-06,18.959999084472656,24.0,17.040000915527344,18.0,175013.0,,,,,
2024-12-09,16.559999465942383,17.360000610351562,14.399999618530272,16.0,60675.0,,,,,
2024-12-10,16.559999465942383,22.71999931335449,16.239999771118164,22.479999542236328,2172800.0,,,,,
2024-12-11,16.559999465942383,17.440000534057617,14.800000190734863,15.199999809265137,89138.0,,,,,
2024-12-12,16.31999969482422,16.399999618530273,15.760000228881836,16.399999618530273,31475.0,,,,,
2024-12-13,14.800000190734863,16.8799991607666,14.5600004196167,16.8799991607666,38188.0,,,,,
2024-12-16,14.800000190734863,15.4399995803833,14.479999542236328,15.199999809265137,15175.0,,,,,
2024-12-17,14.0,14.5600004196167,13.343999862670898,14.31999969482422,37975.0,,,,,
2024-12-18,12.239999771118164,14.239999771118164,12.079999923706056,13.920000076293944,32225.0,,,,,
2024-12-19,19.68000030517578,62.959999084472656,14.479999542236328,16.639999389648438,9409238.0,,,,,
2024-12-20,25.440000534057617,34.0,22.239999771118164,31.520000457763672,3011875.0,,,,,
2024-12-23,19.040000915527344,21.200000762939453,16.743999481201172,20.63999938964844,200113.0,,,,,
2024-12-24,19.440000534057617,19.600000381469727,17.600000381469727,19.1200008392334,52813.0,,,,,
2024-12-26,19.1200008392334,20.31999969482422,16.559999465942383,18.399999618530277,78550.0,,,,,
2024-12-27,18.07999992370605,19.040000915527344,17.440000534057617,19.040000915527344,38988.0,,,,,
2024-12-30,17.040000915527344,18.511999130249023,16.639999389648438,17.600000381469727,33613.0,,,,,
2024-12-31,16.8799991607666,18.440000534057617,16.639999389648438,17.760000228881836,34713.0,,,,,
2025-01-02,16.639999389648438,18.15999984741211,16.479999542236328,16.479999542236328,23000.0,,,,,
2025-01-03,16.15999984741211,17.600000381469727,15.920000076293944,17.600000381469727,27225.0,,,,,
2025-01-06,15.359999656677246,16.559999465942383,15.279999732971191,16.31999969482422,26425.0,,,,,
2025-01-07,15.279999732971191,16.31999969482422,15.279999732971191,15.84000015258789,15200.0,,,,,
2025-01-08,14.720000267028809,15.84000015258789,14.239999771118164,15.279999732971191,25638.0,,,,,
