Date,Close,High,Low,Open,Volume,"('Close', 'RHI')","('High', 'RHI')","('Low', 'RHI')","('Open', 'RHI')","('Volume', 'RHI')"
2024-06-03,60.4148063659668,61.295872031483,59.76111131929644,61.20113487596237,1857100.0,,,,,
2024-06-04,60.38638687133789,61.03060604397496,60.06427547802391,60.06427547802391,1688600.0,,,,,
2024-06-05,59.89374923706055,60.57586475831946,59.4768970481895,60.45270716978128,1217500.0,,,,,
2024-06-06,59.5905876159668,60.29165131178314,59.54321541939199,59.68532478113402,1338500.0,,,,,
2024-06-07,58.97477722167969,59.43899794177332,58.79477518661804,59.21162371654587,1350100.0,,,,,
2024-06-10,59.83690643310547,59.846378704028766,57.85686932294544,57.98950279981884,2296300.0,,,,,
2024-06-11,60.28217315673828,61.44745752170985,59.7516356872103,61.29587228985257,1922300.0,,,,,
2024-06-12,60.32954406738281,61.74114726072143,60.32006818302992,61.04955949058146,1409500.0,,,,,
2024-06-13,60.86955642700195,61.07798252377391,59.9126980639865,60.57586543736794,2060100.0,,,,,
2024-06-14,61.419036865234375,62.04430787432455,60.47165085365766,60.60428431703986,2273100.0,,,,,
2024-06-17,60.6137580871582,61.36219030819408,59.67584793631933,61.23903272571442,1719300.0,,,,,
2024-06-18,60.46217727661133,61.24850943093772,59.865323054627886,60.651651594963305,1464900.0,,,,,
2024-06-20,60.339012145996094,61.09692021198153,60.20637868619748,60.20637868619748,1764500.0,,,,,
2024-06-21,61.6274642944336,61.77904230105628,60.1874334776181,60.5569134519893,29354100.0,,,,,
2024-06-24,61.845359802246094,62.66958826268492,61.18219246257019,61.3337704710753,1576100.0,,,,,
2024-06-25,61.04008483886719,61.90220240485895,60.77481789548511,61.54219829998071,1602300.0,,,,,
2024-06-26,59.80847930908203,60.83165431181122,59.76111073178739,60.670600426211294,1834400.0,,,,,
2024-06-27,60.14006423950195,60.44322747740565,59.58110634199373,59.80848057741693,1720600.0,,,,,
2024-06-28,60.6137580871582,61.06850295029082,60.22532995735799,60.50954504506701,1890400.0,,,,,
2024-07-01,60.301116943359375,60.93586379283088,60.02637415150279,60.53796342999631,870100.0,,,,,
2024-07-02,60.65165328979492,61.10640178572174,60.28217691308764,60.376914074910935,858300.0,,,,,
2024-07-03,60.31059265136719,60.99270811425979,60.12111472845616,60.54743915150828,554500.0,,,,,
2024-07-05,59.931636810302734,60.17795919430386,59.54320869460015,59.98848127137779,1605700.0,,,,,
2024-07-08,60.907447814941406,60.92639235494292,60.00743037725439,60.2442768811725,1066400.0,,,,,
2024-07-09,57.67686080932617,60.41480577666109,57.6294922320279,60.41480577666109,2149700.0,,,,,
2024-07-10,58.0842399597168,58.207397544001616,57.468437582328825,57.88528614281253,1268000.0,,,,,
2024-07-11,59.44847106933594,59.7232138747034,58.08423654025558,58.08423654025558,1228200.0,,,,,
2024-07-12,60.27269744873047,60.65164968750759,59.76111174568181,60.01690279021072,1083400.0,,,,,
2024-07-15,60.52849578857422,61.22955946064533,60.39586231623596,60.49059947819441,967000.0,,,,,
2024-07-16,62.5558967590332,62.70748198927737,60.50007086272263,60.67060063275651,1105000.0,,,,,
2024-07-17,63.853816986083984,64.01487086920052,62.07272670415037,62.30010454523645,1642300.0,,,,,
2024-07-18,63.1622314453125,64.71594411764006,62.87801994358382,63.40855386253005,1270400.0,,,,,
2024-07-19,62.44221496582031,63.067485969637,62.07272777467849,63.03906554600646,1159900.0,,,,,
2024-07-22,62.47063827514648,62.77380152117889,61.45693549360234,62.72642932761867,989800.0,,,,,
2024-07-23,61.50429534912109,62.42326089517484,61.42850273691472,62.29062743780433,1200000.0,,,,,
2024-07-24,61.40956115722656,62.12957655192263,61.18219053763158,61.42850569720044,1083600.0,,,,,
2024-07-25,56.767372131347656,57.52528388590586,54.04837509594203,55.14734280326212,3491500.0,,,,,
2024-07-26,59.03162384033203,59.09794057220058,57.15579996606992,57.43053916352925,2117300.0,,,,,
2024-07-29,60.07374572753906,60.11164203465216,58.6431944669322,59.116887463873525,1655700.0,,,,,
2024-07-30,60.76533889770508,61.26745233309345,59.79900472119078,60.10216795923555,1351200.0,,,,,
2024-07-31,60.81271362304688,61.655886639854,60.47165406254265,61.19166226540088,958800.0,,,,,
2024-08-01,59.45794677734375,61.40008745278288,58.79477943499207,60.77481641970586,2025300.0,,,,,
2024-08-02,59.92216491699219,60.1116428411089,58.10318551904968,58.29265982917558,2152600.0,,,,,
2024-08-05,59.116886138916016,59.73268485274369,58.55792827049327,59.08846210222287,2614500.0,,,,,
2024-08-06,58.12213516235352,59.57163833722956,57.98002941728132,59.05057671064926,1638500.0,,,,,
2024-08-07,57.11790466308594,58.92741183731616,57.080008354496925,58.36845393459631,936900.0,,,,,
2024-08-08,57.65791320800781,57.94212828851117,57.345274089660535,57.48738343690763,895100.0,,,,,
2024-08-09,57.14632797241211,57.61054874108527,56.75789982474318,57.61054874108527,929100.0,,,,,
2024-08-12,56.2178840637207,57.07053288928404,56.03788202898654,57.07053288928404,1410600.0,,,,,
2024-08-13,57.601070404052734,57.89476137695335,56.473682319547486,56.473682319547486,955400.0,,,,,
2024-08-14,57.03264236450195,57.66738929922049,56.92842931814732,57.66738929922049,829400.0,,,,,
2024-08-15,58.01792526245117,58.92741503397971,57.66738980997345,57.66738980997345,1231500.0,,,,,
2024-08-16,58.0842399597168,58.22634569865874,57.69581182422328,57.84739344748927,663200.0,,,,,
2024-08-19,58.15055465698242,58.46319016289571,57.932656307045086,58.22634365896501,610400.0,,,,,
2024-08-20,57.78107452392578,58.18844718465056,57.676861484255625,57.9326561414485,672600.0,,,,,
2024-08-21,59.40110397338867,59.41057624340026,58.13160656637623,58.18844741442743,615700.0,,,,,
2024-08-22,58.84214782714844,59.58110778569548,58.68109032023968,59.41057800849371,727500.0,,,,,
2024-08-23,60.97300338745117,61.25966463339783,59.06192355434612,59.08103479008863,947900.0,,,,,
2024-08-26,61.57499313354492,62.11009314159607,61.06855451080241,61.250105778520414,1133000.0,,,,,
2024-08-27,60.74366760253906,61.65142753842826,60.46656017290572,61.16410746683661,926400.0,,,,,
2024-08-28,60.22768020629883,60.84878261455557,60.02701769720501,60.609897633702296,724100.0,,,,,
2024-08-29,60.03657150268555,60.99211136824403,59.99834903324033,60.7150039324092,568900.0,,,,,
2024-08-30,59.88368606567383,60.3327910022209,59.100143609418666,60.08435222259426,1130200.0,,,,,
2024-09-03,58.65103912353516,60.20856651059696,58.4217079474433,59.46324656721535,916400.0,,,,,
2024-09-04,59.28169250488281,59.32946876782868,58.1923776712981,58.42170519147635,998100.0,,,,,
2024-09-05,58.67015075683594,59.30080693899965,58.24971087199652,59.17658573256115,690500.0,,,,,
2024-09-06,58.01082229614258,59.033249624250544,57.59038608251249,58.59370217657884,840700.0,,,,,
2024-09-09,59.00458908081055,59.13836408417525,57.42794678093694,57.848386671620815,1267700.0,,,,,
2024-09-10,59.749908447265625,59.81679594828487,58.775257317291086,59.19569720380682,789800.0,,,,,
2024-09-11,59.36769485473633,59.64479865475016,58.85170243524226,59.28169611815398,954300.0,,,,,
2024-09-12,59.24347305297852,59.89324046839301,58.450373196333175,59.71168920191661,685000.0,,,,,
2024-09-13,60.33279037475586,60.60034038773979,59.64480046125941,59.94101915070272,620600.0,,,,,
2024-09-16,60.44744873046875,61.011217382394015,60.16078750722264,60.40922990710576,1082700.0,,,,,
2024-09-17,61.02077865600586,61.54632851758856,60.61945000216957,61.011221215743205,628600.0,,,,,
2024-09-18,60.87744140625,61.51765133967321,60.39011769909913,61.08766133428516,1624300.0,,,,,
2024-09-19,63.06563186645508,63.11341177636958,61.39343708211725,61.51765464162798,1512700.0,,,,,
2024-09-20,63.83007049560547,63.90650814976622,62.29165061893147,62.798085617428285,8226500.0,,,,,
2024-09-23,65.24425506591797,65.64558002420422,63.591175327657474,63.97338540782153,3812100.0,,,,,
2024-09-24,64.96714782714844,65.40669525265605,64.5371578407273,65.28247770529194,2112900.0,,,,,
2024-09-25,63.02740859985352,64.96715335873523,62.92229863152283,64.96715335873523,1307700.0,,,,,
2024-09-26,64.37472534179688,64.69960540676074,63.18030047321056,63.61029050982529,906600.0,,,,,
2024-09-27,64.37472534179688,65.60737268100085,64.3365028711792,64.938490380478,1092000.0,,,,,
2024-09-30,64.41294860839844,64.81427361955701,64.04983877813892,64.19317122217868,817400.0,,,,,
2024-10-01,63.973392486572266,64.48938490011705,63.33318251224831,64.41294724974028,949900.0,,,,,
2024-10-02,63.6962890625,64.22183159897328,63.47651169220688,63.71539665156485,769600.0,,,,,
2024-10-03,63.52428817749024,63.734500806639126,62.93185088573422,63.47650827211684,700200.0,,,,,
2024-10-04,63.65806579589844,64.73782317418758,63.44784586786915,64.14538585794052,779900.0,,,,,
2024-10-07,63.84917068481445,64.37472050356989,63.32362086605901,63.32362086605901,872300.0,,,,,
2024-10-08,63.82051086425781,64.56583082062649,63.371405944345696,63.9160633963221,776300.0,,,,,
2024-10-09,64.19317626953125,64.36517375786451,63.54340879029352,63.54340879029352,729100.0,,,,,
2024-10-10,63.705848693847656,64.37473105371994,63.24719358612125,64.36517361266979,1768000.0,,,,,
2024-10-11,64.25050354003906,64.85249836810846,63.78229101057824,63.78229101057824,567000.0,,,,,
2024-10-14,64.6996078491211,64.76649535267924,63.810955421739294,64.27916794664635,716700.0,,,,,
2024-10-15,64.64226531982422,65.86535502912315,64.49893289978675,64.71871024920283,667700.0,,,,,
2024-10-16,65.34937286376953,65.87492272232052,64.4511630292245,65.00537791820722,785400.0,,,,,
2024-10-17,64.23139953613281,64.84294454882063,63.55296701550076,64.76649959968675,1430400.0,,,,,
2024-10-18,63.36185073852539,64.63272060135094,63.20896813986934,64.37472802666022,1180500.0,,,,,
2024-10-21,62.64519500732422,63.63895740188163,62.45408993883632,63.40007242117623,1528300.0,,,,,
2024-10-22,62.77896499633789,62.96051990002622,62.081424990928845,62.45408494783296,1465900.0,,,,,
2024-10-23,64.56582641601562,65.74114362178105,61.15454949367896,61.15454949367896,2741900.0,,,,,
2024-10-24,65.69336700439453,65.7889195347264,64.56582965002056,64.86204468110661,1263600.0,,,,,
2024-10-25,64.67093658447266,65.93224888013722,64.54671902989168,65.91314129104417,1126400.0,,,,,
2024-10-28,66.06602478027344,66.0946898094013,65.02448984094465,65.02448984094465,842700.0,,,,,
2024-10-29,66.3526840209961,66.49600915447235,65.13914442950455,65.74113915086441,1593500.0,,,,,
2024-10-30,65.94181060791016,67.16490051473451,65.55003574921656,66.16158070262874,779300.0,,,,,
2024-10-31,65.0818099975586,66.04690714244526,64.73781511997898,66.04690714244526,856800.0,,,,,
2024-11-01,64.56582641601562,65.81758126810344,64.51804650814753,65.10092639122439,916000.0,,,,,
2024-11-04,65.34937286376953,65.52137033655069,64.7473853541309,64.78560782477014,523200.0,,,,,
2024-11-05,65.94181060791016,66.05647073030563,65.09138067925288,65.09138067925288,778900.0,,,,,
2024-11-06,72.83124542236328,72.90769035674357,68.6077612154198,68.6077612154198,2103200.0,,,,,
2024-11-07,72.42992401123047,73.06057652538153,71.76104173782052,72.9745814376207,1649600.0,,,,,
2024-11-08,72.37258911132812,72.76436396489167,71.76104416592374,72.3343666409665,894500.0,,,,,
2024-11-11,72.85990905761719,73.56700646164445,72.55413661613052,73.11790159348185,635200.0,,,,,
2024-11-12,73.00325012207031,73.165690156101,72.38214772644547,72.77392258636868,883900.0,,,,,
2024-11-13,73.38546752929688,73.70079015701171,72.48725768684689,72.67836275153411,666600.0,,,,,
2024-11-14,72.01904296875,73.39501543076179,71.8470454997247,73.39501543076179,1056000.0,,,,,
2024-11-15,70.15573120117188,72.1050332911904,70.10795858471748,71.7897034037925,1382800.0,,,,,
2024-11-18,70.0888442993164,70.53794918089281,69.76396425999151,70.02195680356185,835400.0,,,,,
2024-11-19,68.14910125732422,69.42952843683189,68.01532626262511,69.15242100775791,1144500.0,,,,,
2024-11-20,69.38174438476562,69.47729690524511,67.91976967987841,68.34975966713112,788200.0,,,,,
2024-11-21,70.42328643798828,71.13994135000387,68.9708690239873,69.40085905512035,806000.0,,,,,
2024-11-22,71.32149505615234,71.9903700466618,71.04438762002967,71.04438762002967,935100.0,,,,,
2024-11-25,72.91902923583984,73.87178418764144,71.85080151753507,72.13950913193521,874100.0,,,,,
2024-11-26,71.87967681884766,72.63995274117403,71.37923850277939,72.63995274117403,822100.0,,,,,
2024-11-27,71.88928985595703,72.80354898897322,71.45622476401475,72.49558979546784,609700.0,,,,,
2024-11-29,71.80268859863281,72.38011123962653,71.66795689381186,71.94704609446305,336700.0,,,,,
2024-12-02,71.77381896972656,72.062526620676,70.92692557202272,72.04328238087695,707600.0,,,,,
2024-12-03,70.59971618652344,71.69682132137035,70.54197612963465,71.69682132137035,889900.0,,,,,
2024-12-04,71.59095764160156,71.76418514972153,70.34949505712954,70.72482010100173,1014300.0,,,,,
2024-12-05,71.33113098144531,71.80269197046302,70.77295255393105,71.21564351089242,801200.0,,,,,
2024-12-06,71.54283905029297,72.01440732925626,71.12902551368208,71.95665992923063,879700.0,,,,,
2024-12-09,72.3608627319336,72.78430206111241,71.95666029898422,71.95666029898422,727300.0,,,,,
2024-12-10,71.6679458618164,72.48596175583255,71.32149086208527,72.47633596630499,629100.0,,,,,
2024-12-11,72.3608627319336,73.37135045849001,72.1587651866223,72.1587651866223,1076000.0,,,,,
2024-12-12,72.66881561279297,73.30397822237681,71.51396315722735,71.88928818614649,817000.0,,,,,
2024-12-13,73.23661804199219,75.45970570322584,72.92865883183052,74.13162564376313,1003600.0,,,,,
2024-12-16,72.2550048828125,73.4002243667692,71.08090802600502,71.40811149504202,930300.0,,,,,
2024-12-17,71.35999298095703,72.54370821598856,71.34074140020145,71.42735882894803,928700.0,,,,,
2024-12-18,68.69420623779297,71.81230114004987,68.54985611092302,71.57170780549876,924500.0,,,,,
2024-12-19,68.25151824951172,69.4737365520607,67.62597408494403,68.91555823030332,689800.0,,,,,
2024-12-20,68.636474609375,69.18502718577095,67.22178445384682,67.59710951441633,1813800.0,,,,,
2024-12-23,68.26115417480469,68.80970678837556,67.90507332860604,68.68460087381634,815800.0,,,,,
2024-12-24,68.69420623779297,68.80969368161482,68.01092204874695,68.46323869247516,194600.0,,,,,
2024-12-26,69.02142333984375,69.30051251467462,68.26114745164791,68.26114745164791,468500.0,,,,,
2024-12-27,68.3958740234375,69.58921492738982,67.91468734609734,68.52097991630858,400100.0,,,,,
2024-12-30,67.69334411621094,68.14566080692076,66.98118982782029,67.91469323761262,574200.0,,,,,
