Date,Close,High,Low,Open,Volume,"('Close', 'PUMP')","('High', 'PUMP')","('Low', 'PUMP')","('Open', 'PUMP')","('Volume', 'PUMP')"
2024-06-03,9.199999809265137,9.649999618530272,9.039999961853027,9.630000114440918,1789100.0,,,,,
2024-06-04,8.84000015258789,9.170000076293944,8.807999610900879,9.039999961853027,1223200.0,,,,,
2024-06-05,8.930000305175781,9.140000343322754,8.75,8.899999618530273,1068600.0,,,,,
2024-06-06,8.989999771118164,9.020000457763672,8.819999694824219,8.899999618530273,1841300.0,,,,,
2024-06-07,9.0600004196167,9.0600004196167,8.885000228881836,8.930000305175781,878800.0,,,,,
2024-06-10,9.220000267028809,9.300000190734863,9.079999923706056,9.09000015258789,1143400.0,,,,,
2024-06-11,9.210000038146973,9.229999542236328,8.9399995803833,9.109999656677246,840500.0,,,,,
2024-06-12,9.109999656677246,9.44499969482422,9.109999656677246,9.359999656677246,1498900.0,,,,,
2024-06-13,8.579999923706055,9.114999771118164,8.5600004196167,9.020000457763672,1607100.0,,,,,
2024-06-14,8.229999542236328,8.550000190734863,8.109999656677246,8.5,1316100.0,,,,,
2024-06-17,8.3100004196167,8.324999809265137,8.149999618530273,8.220000267028809,1354100.0,,,,,
2024-06-18,8.239999771118164,8.470000267028809,8.220000267028809,8.329999923706055,1662800.0,,,,,
2024-06-20,8.4399995803833,8.59000015258789,8.279999732971191,8.300000190734863,1681500.0,,,,,
2024-06-21,8.430000305175781,8.510000228881836,8.305000305175781,8.40999984741211,6871400.0,,,,,
2024-06-24,8.600000381469727,8.65999984741211,8.420000076293945,8.4399995803833,1483700.0,,,,,
2024-06-25,8.550000190734863,8.65999984741211,8.489999771118164,8.550000190734863,938800.0,,,,,
2024-06-26,8.579999923706055,8.59000015258789,8.479999542236328,8.529999732971191,1128100.0,,,,,
2024-06-27,8.460000038146973,8.710000038146973,8.404999732971191,8.619999885559082,942400.0,,,,,
2024-06-28,8.670000076293945,8.670000076293945,8.520000457763672,8.5600004196167,1533100.0,,,,,
2024-07-01,8.4399995803833,8.739999771118164,8.420000076293945,8.65999984741211,1155900.0,,,,,
2024-07-02,8.390000343322754,8.649999618530273,8.380000114440918,8.539999961853027,1570500.0,,,,,
2024-07-03,8.649999618530273,8.670000076293945,8.369999885559082,8.449999809265137,821200.0,,,,,
2024-07-05,8.279999732971191,8.704999923706055,8.255000114440918,8.600000381469727,1492700.0,,,,,
2024-07-08,8.109999656677246,8.369999885559082,8.079999923706055,8.270000457763672,1504500.0,,,,,
2024-07-09,7.980000019073486,8.079999923706055,7.869999885559082,8.039999961853027,1174400.0,,,,,
2024-07-10,8.199999809265137,8.234999656677246,7.96999979019165,7.980000019073486,875900.0,,,,,
2024-07-11,8.390000343322754,8.449999809265137,8.180000305175781,8.279999732971191,870800.0,,,,,
2024-07-12,8.420000076293945,8.5600004196167,8.3100004196167,8.510000228881836,725300.0,,,,,
2024-07-15,8.600000381469727,8.729999542236328,8.369999885559082,8.539999961853027,1097800.0,,,,,
2024-07-16,8.859999656677246,8.890000343322754,8.460000038146973,8.5,1202000.0,,,,,
2024-07-17,9.010000228881836,9.135000228881836,8.829999923706055,8.829999923706055,2167500.0,,,,,
2024-07-18,8.779999732971191,8.970000267028809,8.755000114440918,8.949999809265137,1275600.0,,,,,
2024-07-19,8.359999656677246,8.625,8.350000381469727,8.600000381469727,1172800.0,,,,,
2024-07-22,8.390000343322754,8.420000076293945,8.255000114440918,8.279999732971191,1021400.0,,,,,
2024-07-23,8.369999885559082,8.399999618530273,8.210000038146973,8.350000381469727,1180800.0,,,,,
2024-07-24,8.239999771118164,8.430000305175781,8.21500015258789,8.369999885559082,731600.0,,,,,
2024-07-25,8.829999923706055,8.859999656677246,8.199999809265137,8.239999771118164,1857800.0,,,,,
2024-07-26,8.819999694824219,8.960000038146973,8.675000190734863,8.899999618530273,1303700.0,,,,,
2024-07-29,8.619999885559082,8.84000015258789,8.489999771118164,8.789999961853027,808000.0,,,,,
2024-07-30,8.90999984741211,8.930000305175781,8.630000114440918,8.630000114440918,1452600.0,,,,,
2024-07-31,9.59000015258789,9.75,9.0600004196167,9.149999618530272,2646400.0,,,,,
2024-08-01,9.210000038146973,9.600000381469728,9.0600004196167,9.550000190734863,2218500.0,,,,,
2024-08-02,8.449999809265137,9.010000228881836,8.359999656677246,8.989999771118164,2183200.0,,,,,
2024-08-05,8.069999694824219,8.180000305175781,7.769999980926514,7.929999828338623,2100100.0,,,,,
2024-08-06,8.130000114440918,8.300000190734863,7.989999771118164,8.050000190734863,1575500.0,,,,,
2024-08-07,8.170000076293945,8.460000038146973,8.15999984741211,8.319999694824219,1144100.0,,,,,
2024-08-08,8.25,8.329999923706055,8.175000190734863,8.260000228881836,1207400.0,,,,,
2024-08-09,8.260000228881836,8.359999656677246,8.239999771118164,8.270000457763672,922700.0,,,,,
2024-08-12,8.350000381469727,8.40999984741211,8.28499984741211,8.329999923706055,1023500.0,,,,,
2024-08-13,8.279999732971191,8.350000381469727,8.194000244140625,8.319999694824219,661300.0,,,,,
2024-08-14,8.229999542236328,8.359999656677246,8.194999694824219,8.359999656677246,820300.0,,,,,
2024-08-15,8.430000305175781,8.550000190734863,8.375,8.40999984741211,815000.0,,,,,
