Date,Close,High,Low,Open,Volume,"('Close', 'EQX')","('High', 'EQX')","('Low', 'EQX')","('Open', 'EQX')","('Volume', 'EQX')"
2024-06-03,5.480000019073486,5.5,5.400000095367432,5.420000076293945,1576300.0,,,,,
2024-06-04,5.289999961853027,5.429999828338623,5.204999923706055,5.400000095367432,3099000.0,,,,,
2024-06-05,5.369999885559082,5.409999847412109,5.260000228881836,5.360000133514404,2001400.0,,,,,
2024-06-06,5.559999942779541,5.570000171661377,5.380000114440918,5.400000095367432,2259200.0,,,,,
2024-06-07,5.119999885559082,5.349999904632568,5.09499979019165,5.320000171661377,3714300.0,,,,,
2024-06-10,5.260000228881836,5.260000228881836,5.130000114440918,5.130000114440918,2110300.0,,,,,
2024-06-11,5.150000095367432,5.25,5.090000152587891,5.25,2029400.0,,,,,
2024-06-12,5.199999809265137,5.340000152587891,5.150000095367432,5.25,2070800.0,,,,,
2024-06-13,5.110000133514404,5.239999771118164,5.050000190734863,5.170000076293945,1492700.0,,,,,
2024-06-14,5.159999847412109,5.179999828338623,5.059999942779541,5.150000095367432,1754700.0,,,,,
2024-06-17,5.320000171661377,5.329999923706055,5.139999866485596,5.159999847412109,3458300.0,,,,,
2024-06-18,5.340000152587891,5.385000228881836,5.260000228881836,5.269999980926514,2776500.0,,,,,
2024-06-20,5.519999980926514,5.554999828338623,5.369999885559082,5.380000114440918,3235400.0,,,,,
2024-06-21,5.309999942779541,5.510000228881836,5.309999942779541,5.5,10254500.0,,,,,
2024-06-24,5.28000020980835,5.409999847412109,5.28000020980835,5.349999904632568,1932800.0,,,,,
2024-06-25,5.25,5.329999923706055,5.21999979019165,5.260000228881836,1639700.0,,,,,
2024-06-26,5.25,5.275000095367432,5.150000095367432,5.150000095367432,1471800.0,,,,,
2024-06-27,5.269999980926514,5.355000019073486,5.239999771118164,5.309999942779541,1510400.0,,,,,
2024-06-28,5.230000019073486,5.34499979019165,5.179999828338623,5.329999923706055,1986400.0,,,,,
2024-07-01,5.210000038146973,5.369999885559082,5.179999828338623,5.269999980926514,1207100.0,,,,,
2024-07-02,5.230000019073486,5.269999980926514,5.110000133514404,5.210000038146973,2017400.0,,,,,
2024-07-03,5.460000038146973,5.5,5.289999961853027,5.289999961853027,1503100.0,,,,,
2024-07-05,5.820000171661377,5.824999809265137,5.510000228881836,5.510000228881836,2684100.0,,,,,
2024-07-08,5.769999980926514,5.855000019073486,5.679999828338623,5.739999771118164,2232000.0,,,,,
2024-07-09,5.809999942779541,5.840000152587891,5.639999866485596,5.739999771118164,1611700.0,,,,,
2024-07-10,5.909999847412109,6.0,5.849999904632568,5.860000133514404,2762900.0,,,,,
2024-07-11,5.980000019073486,6.050000190734863,5.900000095367432,6.019999980926514,4322400.0,,,,,
2024-07-12,5.989999771118164,6.03000020980835,5.889999866485596,5.929999828338623,2904300.0,,,,,
2024-07-15,5.940000057220459,6.054999828338623,5.889999866485596,6.010000228881836,1643100.0,,,,,
2024-07-16,6.119999885559082,6.130000114440918,5.960000038146973,5.989999771118164,2630800.0,,,,,
2024-07-17,5.769999980926514,6.159999847412109,5.739999771118164,6.139999866485596,6084300.0,,,,,
2024-07-18,5.590000152587891,5.809999942779541,5.570000171661377,5.78000020980835,3297100.0,,,,,
2024-07-19,5.550000190734863,5.644999980926514,5.420000076293945,5.480000019073486,2071200.0,,,,,
2024-07-22,5.510000228881836,5.619999885559082,5.5,5.550000190734863,1634600.0,,,,,
2024-07-23,5.53000020980835,5.570000171661377,5.480000019073486,5.489999771118164,1306400.0,,,,,
2024-07-24,5.46999979019165,5.699999809265137,5.46999979019165,5.570000171661377,2132300.0,,,,,
2024-07-25,5.369999885559082,5.420000076293945,5.224999904632568,5.380000114440918,2825700.0,,,,,
2024-07-26,5.400000095367432,5.480000019073486,5.329999923706055,5.449999809265137,2111300.0,,,,,
2024-07-29,5.5,5.5,5.349999904632568,5.440000057220459,1302300.0,,,,,
2024-07-30,5.400000095367432,5.579999923706055,5.360000133514404,5.5,1520800.0,,,,,
2024-07-31,5.619999885559082,5.659999847412109,5.480000019073486,5.510000228881836,2131400.0,,,,,
2024-08-01,5.429999828338623,5.619999885559082,5.320000171661377,5.599999904632568,2458400.0,,,,,
2024-08-02,5.179999828338623,5.565000057220459,5.130000114440918,5.53000020980835,2672600.0,,,,,
2024-08-05,5.03000020980835,5.070000171661377,4.690000057220459,4.929999828338623,3873200.0,,,,,
2024-08-06,5.059999942779541,5.110000133514404,4.889999866485596,5.019999980926514,2509400.0,,,,,
2024-08-07,4.869999885559082,5.21999979019165,4.840000152587891,5.119999885559082,4491500.0,,,,,
2024-08-08,4.659999847412109,4.789999961853027,4.480000019073486,4.760000228881836,7101800.0,,,,,
2024-08-09,4.980000019073486,5.039999961853027,4.670000076293945,4.670000076293945,4198800.0,,,,,
2024-08-12,5.130000114440918,5.190000057220459,5.010000228881836,5.079999923706055,2693700.0,,,,,
2024-08-13,5.150000095367432,5.210000038146973,5.070000171661377,5.110000133514404,2000600.0,,,,,
2024-08-14,5.119999885559082,5.199999809265137,5.039999961853027,5.150000095367432,2154900.0,,,,,
2024-08-15,5.21999979019165,5.28000020980835,5.045000076293945,5.170000076293945,2599100.0,,,,,
2024-08-16,5.429999828338623,5.449999809265137,5.289999961853027,5.300000190734863,2769800.0,,,,,
2024-08-19,5.690000057220459,5.699999809265137,5.385000228881836,5.400000095367432,2437300.0,,,,,
2024-08-20,5.690000057220459,5.829999923706055,5.619999885559082,5.789999961853027,3102000.0,,,,,
2024-08-21,5.96999979019165,6.0,5.554999828338623,5.679999828338623,3760300.0,,,,,
2024-08-22,5.800000190734863,5.885000228881836,5.599999904632568,5.860000133514404,2899800.0,,,,,
2024-08-23,5.929999828338623,5.989999771118164,5.769999980926514,5.809999942779541,3689400.0,,,,,
2024-08-26,5.900000095367432,6.019999980926514,5.860000133514404,5.940000057220459,1754500.0,,,,,
2024-08-27,5.739999771118164,5.880000114440918,5.699999809265137,5.840000152587891,2037100.0,,,,,
2024-08-28,5.579999923706055,5.675000190734863,5.534999847412109,5.639999866485596,2719800.0,,,,,
2024-08-29,5.75,5.764999866485596,5.599999904632568,5.619999885559082,1705600.0,,,,,
2024-08-30,5.670000076293945,5.800000190734863,5.630000114440918,5.730000019073486,1473000.0,,,,,
2024-09-03,5.420000076293945,5.610000133514404,5.360000133514404,5.599999904632568,4363900.0,,,,,
2024-09-04,5.400000095367432,5.514999866485596,5.320000171661377,5.340000152587891,2368700.0,,,,,
2024-09-05,5.46999979019165,5.559999942779541,5.440000057220459,5.46999979019165,2006200.0,,,,,
2024-09-06,5.210000038146973,5.460000038146973,5.179999828338623,5.460000038146973,3156100.0,,,,,
2024-09-09,5.269999980926514,5.318999767303467,5.199999809265137,5.199999809265137,1578600.0,,,,,
2024-09-10,5.389999866485596,5.420000076293945,5.179999828338623,5.28000020980835,1665300.0,,,,,
2024-09-11,5.650000095367432,5.675000190734863,5.335000038146973,5.389999866485596,2912900.0,,,,,
