Date,Close,High,Low,Open,Volume,"('Close', 'EXE')","('High', 'EXE')","('Low', 'EXE')","('Open', 'EXE')","('Volume', 'EXE')"
2024-06-03,87.39913177490234,88.44616956058573,86.25122898764856,87.86501771182239,2051600.0,,,,,
2024-06-04,85.0697021484375,87.17339298550553,84.41650177561819,86.99087885335223,2748800.0,,,,,
2024-06-05,85.30025482177734,85.67007608764993,84.37808348721379,85.19458950904003,1359200.0,,,,,
2024-06-06,84.82955169677734,85.58841734457405,84.53177166450914,85.25221290028621,1152200.0,,,,,
2024-06-07,84.81034851074219,85.0504956044994,84.04187487923603,84.16675605836271,1036600.0,,,,,
2024-06-10,85.43473815917969,86.16478009657135,84.64705593189318,84.81035420772751,1048700.0,,,,,
2024-06-11,85.21379089355469,85.9678562593988,84.46453315979076,85.01206822128805,1028100.0,,,,,
2024-06-12,83.73448944091797,86.03029514081544,83.55198262762895,85.79975597582998,1168900.0,,,,,
2024-06-13,82.65863037109375,83.75370050276527,81.93818910927263,83.2253739792801,1023100.0,,,,,
2024-06-14,81.78449249267578,82.54335817752812,81.64040277274297,82.24557813071922,1484200.0,,,,,
2024-06-17,81.29458618164062,82.74507658435999,80.87193230800935,82.06305976249111,1494400.0,,,,,
2024-06-18,80.64138793945312,81.82291481829822,80.54533057151869,81.59237566951408,1445600.0,,,,,
2024-06-20,80.63658905029297,81.30899796633403,79.96898043768522,80.38203372288403,1296900.0,,,,,
2024-06-21,79.17168426513672,80.89113816548677,79.02759455742003,80.68941550616618,4788100.0,,,,,
2024-06-24,81.43868255615234,81.96700910229471,79.60876284524406,79.77686874502784,1973700.0,,,,,
2024-06-25,80.32440185546875,81.18892552246463,79.86331621485768,81.18892552246463,1416400.0,,,,,
2024-06-26,79.47908782958984,80.25716947257638,79.07084212771298,80.11307973656344,1441300.0,,,,,
2024-06-27,79.07563781738281,80.1707080212466,78.76824981855627,79.77687058308196,1469500.0,,,,,
2024-06-28,78.95075225830078,80.0266064303531,78.52809107430485,79.863308183339,1814800.0,,,,,
2024-07-01,79.24855041503906,79.66160375883548,78.2207210240166,78.95077032836323,1468500.0,,,,,
2024-07-02,79.748046875,80.32920608987817,78.94115612532994,79.41184239597081,1558600.0,,,,,
2024-07-03,80.3340072631836,80.77587705879182,79.70963065053141,79.77687154706508,792800.0,,,,,
2024-07-05,79.0660171508789,80.36281716181772,78.5761224160912,80.02660540863695,1995900.0,,,,,
2024-07-08,79.3446044921875,79.96898845033417,78.72022053404083,79.17169827806548,1158600.0,,,,,
2024-07-09,79.28695678710938,79.54631239571155,78.52809117338958,79.20050003177072,1776900.0,,,,,
2024-07-10,79.748046875,79.84411157932948,78.72021756556333,79.25815206071803,1201600.0,,,,,
2024-07-11,80.1899185180664,80.81429508131906,79.49829373489256,80.26676001609101,1472000.0,,,,,
