Date,Close,High,Low,Open,Volume,"('Close', 'KOD')","('High', 'KOD')","('Low', 'KOD')","('Open', 'KOD')","('Volume', 'KOD')"
2024-06-03,3.240000009536743,3.4200000762939453,3.130000114440918,3.200000047683716,288700.0,,,,,
2024-06-04,2.970000028610229,3.200000047683716,2.950000047683716,3.200000047683716,305500.0,,,,,
2024-06-05,3.150000095367432,3.150000095367432,2.9200000762939453,3.009999990463257,245200.0,,,,,
2024-06-06,3.009999990463257,3.1700000762939453,2.9800000190734863,3.1700000762939453,246500.0,,,,,
2024-06-07,2.890000104904175,3.0,2.869999885559082,2.950000047683716,247500.0,,,,,
2024-06-10,2.7799999713897705,2.859999895095825,2.75,2.8499999046325684,465300.0,,,,,
2024-06-11,2.819999933242798,2.890000104904175,2.6700000762939453,2.789999961853028,143100.0,,,,,
2024-06-12,2.789999961853028,3.059999942779541,2.7699999809265137,2.9200000762939453,149500.0,,,,,
2024-06-13,2.759999990463257,2.819999933242798,2.740000009536743,2.789999961853028,128200.0,,,,,
2024-06-14,2.809999942779541,2.869999885559082,2.690000057220459,2.7300000190734863,194100.0,,,,,
2024-06-17,2.690000057220459,2.75,2.559999942779541,2.75,304000.0,,,,,
2024-06-18,2.609999895095825,2.690000057220459,2.5899999141693115,2.690000057220459,143900.0,,,,,
2024-06-20,2.5199999809265137,2.619999885559082,2.490000009536743,2.609999895095825,176200.0,,,,,
2024-06-21,2.640000104904175,2.6600000858306885,2.549999952316284,2.549999952316284,229600.0,,,,,
2024-06-24,2.7300000190734863,2.8299999237060547,2.640000104904175,2.6600000858306885,278600.0,,,,,
2024-06-25,2.5299999713897705,2.720000028610229,2.5199999809265137,2.720000028610229,251100.0,,,,,
2024-06-26,2.289999961853028,2.559999942779541,2.2799999713897705,2.539999961853028,440100.0,,,,,
2024-06-27,2.430000066757202,2.450000047683716,2.25,2.309999942779541,484400.0,,,,,
2024-06-28,2.3499999046325684,2.440000057220459,2.309999942779541,2.440000057220459,1248200.0,,,,,
2024-07-01,2.369999885559082,2.430000066757202,2.309999942779541,2.390000104904175,238300.0,,,,,
2024-07-02,2.240000009536743,2.3499999046325684,2.2300000190734863,2.3499999046325684,183800.0,,,,,
2024-07-03,2.200000047683716,2.259999990463257,2.190000057220459,2.240000009536743,167200.0,,,,,
2024-07-05,2.3499999046325684,2.390000104904175,2.220000028610229,2.2300000190734863,358100.0,,,,,
2024-07-08,2.4600000381469727,2.490000009536743,2.359999895095825,2.369999885559082,290000.0,,,,,
2024-07-09,2.5299999713897705,2.559999942779541,2.380000114440918,2.470000028610229,314700.0,,,,,
2024-07-10,2.5199999809265137,2.5799999237060547,2.369999885559082,2.549999952316284,276500.0,,,,,
2024-07-11,2.759999990463257,2.7799999713897705,2.569999933242798,2.5999999046325684,438300.0,,,,,
2024-07-12,3.0,3.0,2.789999961853028,2.789999961853028,473400.0,,,,,
2024-07-15,2.9600000381469727,3.069999933242798,2.900000095367432,3.009999990463257,365100.0,,,,,
2024-07-16,3.240000009536743,3.259999990463257,2.990000009536743,3.009999990463257,501500.0,,,,,
2024-07-17,3.009999990463257,3.200000047683716,2.900000095367432,3.200000047683716,444500.0,,,,,
2024-07-18,3.0,3.2100000381469727,2.9200000762939453,2.9800000190734863,313100.0,,,,,
2024-07-19,2.869999885559082,3.0899999141693115,2.859999895095825,3.009999990463257,167000.0,,,,,
2024-07-22,2.990000009536743,3.0,2.759999990463257,2.880000114440918,213300.0,,,,,
2024-07-23,3.119999885559082,3.190000057220459,2.990000009536743,3.0,195700.0,,,,,
2024-07-24,3.0199999809265137,3.240000009536743,3.0,3.059999942779541,179700.0,,,,,
2024-07-25,3.220000028610229,3.319999933242798,3.009999990463257,3.049999952316284,223100.0,,,,,
2024-07-26,3.25,3.3299999237060547,3.190000057220459,3.25,136100.0,,,,,
2024-07-29,3.0,3.259999990463257,2.900000095367432,3.25,404700.0,,,,,
2024-07-30,2.880000114440918,3.1700000762939453,2.8299999237060547,3.039999961853028,321400.0,,,,,
2024-07-31,2.9100000858306885,3.009999990463257,2.759999990463257,2.900000095367432,375700.0,,,,,
2024-08-01,2.890000104904175,2.9600000381469727,2.7799999713897705,2.940000057220459,242900.0,,,,,
2024-08-02,2.680000066757202,2.8399999141693115,2.6600000858306885,2.8299999237060547,284800.0,,,,,
2024-08-05,2.490000009536743,2.650000095367432,2.369999885559082,2.539999961853028,272400.0,,,,,
2024-08-06,2.5,2.619999885559082,2.470000028610229,2.490000009536743,140100.0,,,,,
2024-08-07,2.3299999237060547,2.619999885559082,2.3299999237060547,2.559999942779541,151700.0,,,,,
2024-08-08,2.450000047683716,2.490000009536743,2.309999942779541,2.380000114440918,140900.0,,,,,
2024-08-09,2.440000057220459,2.470000028610229,2.359999895095825,2.440000057220459,122200.0,,,,,
2024-08-12,2.470000028610229,2.5,2.4200000762939453,2.4600000381469727,108700.0,,,,,
2024-08-13,2.619999885559082,2.650000095367432,2.4100000858306885,2.5,160700.0,,,,,
2024-08-14,2.549999952316284,2.619999885559082,2.509999990463257,2.569999933242798,210900.0,,,,,
2024-08-15,2.5899999141693115,2.75,2.4200000762939453,2.700000047683716,243500.0,,,,,
2024-08-16,2.470000028610229,2.5899999141693115,2.4600000381469727,2.569999933242798,124200.0,,,,,
2024-08-19,2.650000095367432,2.680000066757202,2.4600000381469727,2.549999952316284,145000.0,,,,,
2024-08-20,2.619999885559082,2.630000114440918,2.5299999713897705,2.619999885559082,163800.0,,,,,
2024-08-21,2.789999961853028,2.799999952316284,2.5299999713897705,2.619999885559082,196300.0,,,,,
2024-08-22,2.680000066757202,2.809999942779541,2.6600000858306885,2.789999961853028,134500.0,,,,,
2024-08-23,2.869999885559082,2.880000114440918,2.700000047683716,2.7300000190734863,162900.0,,,,,
2024-08-26,2.9200000762939453,2.9600000381469727,2.8299999237060547,2.890000104904175,135500.0,,,,,
2024-08-27,2.640000104904175,2.9100000858306885,2.619999885559082,2.9100000858306885,128200.0,,,,,
2024-08-28,2.640000104904175,2.690000057220459,2.569999933242798,2.609999895095825,130100.0,,,,,
2024-08-29,2.4800000190734863,2.6700000762939453,2.4800000190734863,2.6600000858306885,159900.0,,,,,
2024-08-30,2.509999990463257,2.690000057220459,2.450000047683716,2.509999990463257,128100.0,,,,,
2024-09-03,2.4200000762939453,2.559999942779541,2.390000104904175,2.470000028610229,143800.0,,,,,
2024-09-04,2.4200000762939453,2.509999990463257,2.3499999046325684,2.4100000858306885,120700.0,,,,,
2024-09-05,2.4800000190734863,2.5299999713897705,2.359999895095825,2.450000047683716,335100.0,,,,,
2024-09-06,2.309999942779541,2.450000047683716,2.289999961853028,2.450000047683716,151700.0,,,,,
2024-09-09,2.380000114440918,2.440000057220459,2.289999961853028,2.3299999237060547,68400.0,,,,,
2024-09-10,2.440000057220459,2.450000047683716,2.319999933242798,2.400000095367432,112500.0,,,,,
2024-09-11,2.470000028610229,2.5199999809265137,2.359999895095825,2.440000057220459,123500.0,,,,,
2024-09-12,2.380000114440918,2.490000009536743,2.369999885559082,2.490000009536743,86200.0,,,,,
2024-09-13,2.7100000381469727,2.7100000381469727,2.430000066757202,2.440000057220459,295200.0,,,,,
2024-09-16,2.680000066757202,2.720000028610229,2.5799999237060547,2.720000028610229,187200.0,,,,,
2024-09-17,2.680000066757202,2.809999942779541,2.650000095367432,2.700000047683716,100700.0,,,,,
2024-09-18,2.6600000858306885,2.8399999141693115,2.549999952316284,2.6700000762939453,133600.0,,,,,
