Date,Close,High,Low,Open,Volume,"('Close', 'KGS')","('High', 'KGS')","('Low', 'KGS')","('Open', 'KGS')","('Volume', 'KGS')"
2024-06-03,25.120933532714844,25.85288337041583,25.017709103355585,25.85288337041583,275700.0,,,,,
2024-06-04,24.642349243164062,25.09278017436174,24.295140948374133,25.09278017436174,333800.0,,,,,
2024-06-05,24.71742057800293,24.736188980563043,24.31390887222736,24.68926797416276,216000.0,,,,,
2024-06-06,24.370214462280277,24.891026045698744,24.08869555819904,24.62358254986551,437400.0,,,,,
2024-06-07,24.10746192932129,24.567277055130536,23.994853303273555,24.248221369490917,268000.0,,,,,
2024-06-10,24.773727416992188,25.045863922134775,24.14500016323042,24.14500016323042,161400.0,,,,,
2024-06-11,24.50159072875977,24.557894149828304,24.22945424553044,24.548509948007965,296400.0,,,,,
2024-06-12,24.529741287231445,24.848796986364437,24.42651864799675,24.83941278464247,502300.0,,,,,
2024-06-13,24.632966995239254,24.66111960186681,24.08869579608145,24.59543018640252,457800.0,,,,,
2024-06-14,24.388978958129883,24.595426002048995,23.976083080438404,24.492203375016064,285400.0,,,,,
2024-06-17,24.454669952392575,24.632966208968856,24.116847632912812,24.379598126968908,264500.0,,,,,
2024-06-18,24.55789375305176,24.830028442030777,24.399303787601287,24.5297411480456,183900.0,,,,,
2024-06-20,24.445283889770508,24.74557295846145,24.28575604915637,24.604811730384643,342800.0,,,,,
2024-06-21,24.49220466613769,24.84879535895101,24.22945240469138,24.84879535895101,414500.0,,,,,
2024-06-24,25.09278106689453,25.2429247159676,24.51097487419978,24.51097487419978,316300.0,,,,,
2024-06-25,25.008323669433597,25.13031649627541,24.736188991603985,24.99893946814935,307200.0,,,,,
2024-06-26,25.289844512939453,25.299226924435068,24.632964737335808,24.923867819741584,304300.0,,,,,
2024-06-27,25.23354148864746,25.67459004095397,24.95202258322703,25.35553432688892,825000.0,,,,,
2024-06-28,25.58074951171875,25.669896746432705,25.24292539725993,25.430605858593392,1617100.0,,,,,
2024-07-01,25.43998908996582,25.76842719998731,25.242924434099468,25.62766775428475,470300.0,,,,,
2024-07-02,25.552595138549805,25.85288242403505,25.411835697210268,25.52444432419394,335900.0,,,,,
2024-07-03,26.181324005126957,26.350236061588017,25.58074939535741,25.67458962559728,149400.0,,,,,
2024-07-05,25.383686065673828,26.06402553331816,25.31799843801296,26.04995012449186,272200.0,,,,,
2024-07-08,25.0270938873291,25.533828264460425,24.975481671448776,25.214774346920564,578400.0,,,,,
2024-07-09,24.30452537536621,24.8609961774135,24.25760615745944,24.839412334858466,461200.0,,,,,
2024-07-10,25.30861091613769,25.30861091613769,24.257605431702046,24.30452464820505,299800.0,,,,,
2024-07-11,25.69335556030273,25.80596419158336,25.074012562893014,25.48690849111732,491400.0,,,,,
2024-07-12,25.66520500183105,25.890420476793665,25.20538985005071,25.88103627493853,490800.0,,,,,
2024-07-15,26.847585678100582,27.063416935855944,25.7590433982828,25.787194211992325,523300.0,,,,,
2024-07-16,26.77251625061035,26.960194921572143,26.397155328979714,26.66929181817657,402300.0,,,,,
2024-07-17,27.213563919067383,27.4012443861748,26.8851239965562,26.95081162308772,495000.0,,,,,
2024-07-18,27.288631439208984,27.91735857793648,27.0831222730005,27.260478836631943,506700.0,,,,,
2024-07-19,26.51914596557617,27.37308859072556,26.425305742953004,27.37308859072556,336100.0,,,,,
2024-07-22,26.8757381439209,27.269865668762357,26.134404103060472,26.444075601874932,1237600.0,,,,,
2024-07-23,26.322080612182617,26.917963951505435,25.96548992361516,26.84758512881817,626300.0,,,,,
2024-07-24,25.91857147216797,26.669289675404965,25.86226626453516,26.453458415706,357000.0,,,,,
2024-07-25,25.111549377441406,26.167247912867094,25.064628368621516,26.04056387383359,351700.0,,,,,
2024-07-26,26.13440322875977,26.16255404325802,25.11154853874348,25.252307980795003,474100.0,,,,,
2024-07-29,25.965490341186523,26.39246164916104,25.749659084375967,26.237625015023017,372700.0,,,,,
2024-07-30,26.584835052490234,26.85697153413965,25.89511143645431,26.03117967727902,658900.0,,,,,
2024-07-31,27.072803497314453,27.739065731042096,26.509763905943185,26.78190039454981,1096700.0,,,,,
2024-08-01,26.162553787231445,27.119720847580417,25.16785171130098,26.93204218996615,970000.0,,,,,
2024-08-02,25.224157333374023,26.18601747336447,24.93325422525169,26.049949226555125,1029900.0,,,,,
2024-08-05,24.67988395690918,24.726804963659337,23.305129781564027,24.238837232578085,663500.0,,,,,
2024-08-06,25.19600486755371,25.60890078711925,24.539125076874605,24.651733705793728,419700.0,,,,,
2024-08-07,25.486909866333008,26.054640679616472,25.317997805224707,25.599518503689733,352600.0,,,,,
2024-08-08,27.22294807434082,27.232332276665325,25.60890286145128,25.60890286145128,809600.0,,,,,
2024-08-09,27.100954055786133,27.60769022015798,27.044650634140428,27.194794285097977,654100.0,,,,,
2024-08-12,27.900562286376957,28.052868181630192,27.284675345142027,27.300858050771,784100.0,,,,,
2024-08-13,24.84492301940918,26.69163425396128,24.035796822649537,26.00625591523336,2813000.0,,,,,
2024-08-14,24.36896514892578,25.61597026044792,24.29281220659533,25.301839146381138,866100.0,,,,,
2024-08-15,25.044822692871094,25.092419417370824,24.521271432779784,24.749730263490324,550400.0,,,,,
2024-08-16,24.959148406982425,25.406548503328622,24.559345031326902,24.863958596859543,422500.0,,,,,
2024-08-19,24.74972915649414,25.36847202228063,24.51175099152785,25.04482157267613,606700.0,,,,,
2024-08-20,24.616464614868164,24.944873864245565,24.27377543942774,24.825884768954253,506500.0,,,,,
2024-08-21,25.28280067443848,25.28280067443848,24.645019096072115,24.873477925029253,713100.0,,,,,
2024-08-22,24.84492301940918,25.48460741117517,24.816364983419025,25.37799364848575,326400.0,,,,,
2024-08-23,25.89202690124512,26.13000508300057,24.97818973917687,25.03530399442193,529300.0,,,,,
2024-08-26,26.1109676361084,26.387021395963043,25.88250878861953,26.32990713799821,295100.0,,,,,
2024-08-27,26.01577377319336,26.17759900329344,25.73210347171599,26.17759900329344,358400.0,,,,,
2024-08-28,25.81587600708008,25.930104526646996,25.273284184433688,25.84443222915701,279300.0,,,,,
2024-08-29,26.301347732543945,26.586922638766563,25.739720896461264,26.053852022365543,337700.0,,,,,
2024-08-30,26.415576934814453,26.43461562421221,25.872986996383823,26.225193672095585,447200.0,,,,,
2024-09-03,24.70213508605957,25.97769823871425,24.67357705167021,25.97769823871425,386500.0,,,,,
2024-09-04,24.69261741638184,25.05434346503925,24.521272829680616,24.854442657640824,394200.0,,,,,
2024-09-05,25.38751220703125,25.79683496539077,24.765913319715704,25.07338108339269,502000.0,,,,,
2024-09-06,25.34943389892578,25.87298696291065,25.13049441802288,25.558855850771472,626200.0,,,,,
