Date,Close,High,Low,Open,Volume,"('Close', 'NEXA')","('High', 'NEXA')","('Low', 'NEXA')","('Open', 'NEXA')","('Volume', 'NEXA')"
2024-06-03,7.728358745574951,7.806719724089696,7.581431677325668,7.581431677325668,17100.0,,,,,
2024-06-04,7.64020299911499,7.777334713684624,7.346348857968921,7.414914948787878,27100.0,,,,,
2024-06-05,7.787129402160644,7.806719646594864,7.581431602067199,7.581431602067199,10900.0,,,,,
2024-06-06,7.855696201324463,7.9242618254314,7.787129643080958,7.796924999135253,25100.0,,,,,
2024-06-07,7.5618414878845215,7.865490515379374,7.493275864717854,7.816515136984366,15100.0,,,,,
2024-06-10,7.601022243499756,7.601022243499756,7.483480310909725,7.561841287924236,24700.0,,,,,
2024-06-11,7.581431865692139,7.601022577875845,7.498173674252814,7.601022577875845,17000.0,,,,,
2024-06-12,7.649997711181641,7.810637902790798,7.571636733239274,7.649997711181641,28200.0,,,,,
2024-06-13,7.669588088989258,7.6891783338153905,7.473685640727932,7.571636864858594,16700.0,,,,,
2024-06-14,7.659793376922607,7.669588266027631,7.375734586852568,7.669588266027631,14000.0,,,,,
2024-06-17,7.365939140319824,7.60102254784435,7.346348895281804,7.60102254784435,25100.0,,,,,
2024-06-18,7.512866020202637,7.517763698104414,7.336553352284821,7.346348708088376,16400.0,,,,,
2024-06-20,7.630407333374023,7.728358554090531,7.424709536335226,7.503070512908432,46500.0,,,,,
2024-06-21,7.6108174324035645,7.795945551499588,7.571636942350307,7.62061278845102,61400.0,,,,,
2024-06-24,7.512866020202637,7.836105288627602,7.512866020202637,7.649997731974503,41300.0,,,,,
2024-06-25,7.336553573608398,7.566739304185019,7.258192593089111,7.473685756585437,43700.0,,,,,
2024-06-26,7.414915084838867,7.473685820732767,6.827206791763288,7.414915084838867,65300.0,,,,,
2024-06-27,7.512866020202637,7.591226998357989,7.434505042047284,7.434505042047284,27600.0,,,,,
2024-06-28,7.483480453491211,7.591227032473171,7.444299964237456,7.512866053965664,18600.0,,,,,
2024-07-01,7.522660732269287,7.5912268200790916,7.356143891133924,7.454095111527744,21900.0,,,,,
2024-07-02,7.463890075683594,7.581431541347524,7.365938854296984,7.54225105279288,43500.0,,,,,
2024-07-03,7.64020299911499,7.708768622865666,7.463890327600035,7.522661062415593,31200.0,,,,,
2024-07-05,7.767539024353027,7.796924624033923,7.561841227791539,7.640202671251175,32000.0,,,,,
2024-07-08,7.581431865692139,7.7185640485683695,7.444300149884192,7.7185640485683695,47600.0,,,,,
2024-07-09,7.4932756423950195,7.640202707357327,7.395324421442903,7.640202707357327,19900.0,,,,,
2024-07-10,7.444300174713135,7.630407737464499,7.356144304933858,7.625510059402237,53200.0,,,,,
2024-07-11,7.601022243499756,7.698973464767894,7.1112656700908,7.503070555163353,24200.0,,,,,
2024-07-12,7.620612621307373,7.7185638442921425,7.356144085714361,7.552046531683898,29300.0,,,,,
2024-07-15,7.365939140319824,7.64020303792039,7.365939140319824,7.62061279288237,27800.0,,,,,
2024-07-16,7.4932756423950195,7.620612463166903,7.444299798384829,7.444299798384829,19500.0,,,,,
2024-07-17,7.532456398010254,7.561841531804275,7.444300062491632,7.493275908239373,39400.0,,,,,
2024-07-18,7.111265659332275,7.698973453120234,7.111265659332275,7.503070543812072,39600.0,,,,,
2024-07-19,7.287578105926514,7.35614419658339,7.101470545916373,7.101470545916373,25200.0,,,,,
2024-07-22,7.170036792755127,7.444300227220237,7.111266056798317,7.2875782646687455,31800.0,,,,,
2024-07-23,7.111265659332275,7.277782501702056,7.081880059462158,7.199421524806097,10500.0,,,,,
2024-07-24,7.003519058227539,7.170036367086904,7.003519058227539,7.150446122930994,14800.0,,,,,
2024-07-25,6.9937238693237305,7.097552212531818,6.895772646209334,6.983928980546428,16700.0,,,,,
2024-07-26,7.091675281524658,7.2679879548999,6.944748676469672,7.2679879548999,22200.0,,,,,
2024-07-29,7.101470470428467,7.346348762512207,6.983929002324658,7.17983144916434,13900.0,,,,,
2024-07-30,6.9937238693237305,7.081880203660824,6.9937238693237305,7.081880203660824,6100.0,,,,,
2024-07-31,7.091675281524658,7.160241373067062,6.960420685758531,6.993724055798572,17000.0,,,,,
2024-08-01,7.111265659332275,7.140650792134128,6.9741334826960815,7.0231093267901885,12600.0,,,,,
2024-08-02,6.944748401641846,7.3463486447602255,4.9955169850233,7.3463486447602255,55000.0,,,,,
2024-08-05,6.768435955047607,6.827206690066066,6.611713994998385,6.748845710041454,11800.0,,,,,
2024-08-06,6.621509075164795,6.788025917245388,6.552942986965776,6.7684356730554205,19700.0,,,,,
2024-08-07,6.376630783081055,6.768435666500993,6.347245183290427,6.660689557094642,17900.0,,,,,
2024-08-08,6.180727958679199,6.381528080940212,6.121957225363898,6.376630870131806,44300.0,,,,,
2024-08-09,6.219908714294434,6.366835787417732,6.12783460819206,6.219908714294434,20500.0,,,,,
2024-08-12,6.170933246612549,6.29826960557273,6.053391309549506,6.229703981609929,21600.0,,,,,
2024-08-13,6.121957302093506,6.494172418157177,5.994620478113575,6.131752657969628,56200.0,,,,,
2024-08-14,6.210113525390625,6.24929401405626,5.984825482029089,6.1219571923588125,18300.0,,,,,
2024-08-15,6.454991817474365,6.592123527897337,6.288474506998051,6.288474506998051,21600.0,,,,,
2024-08-16,6.631304264068604,6.739050845527583,6.454992058373417,6.454992058373417,16100.0,,,,,
2024-08-19,6.660689830780029,6.807616434565537,6.582328383807934,6.582328383807934,25300.0,,,,,
2024-08-20,6.513762474060059,6.697910675338743,6.503967118467824,6.660689538465735,12200.0,,,,,
2024-08-21,6.4941725730896,6.621509400107424,6.445196726677118,6.582328442736467,11500.0,,,,,
2024-08-22,6.42560625076294,6.523557473001894,6.396221117625388,6.523557473001894,7700.0,,,,,
2024-08-23,6.464787006378174,6.729255550868745,6.16113797137554,6.503967496890237,44600.0,,,,,
2024-08-26,6.288474559783936,6.464786760379162,6.288474559783936,6.464786760379162,10700.0,,,,,
2024-08-27,6.308064937591553,6.396221273286152,6.2394988468215,6.357040316368778,13400.0,,,,,
2024-08-28,6.141547679901123,6.2688845066411965,6.121957434792519,6.229704016423987,13300.0,,,,,
2024-08-29,6.0631866455078125,6.308064940720237,6.0631866455078125,6.112162024309328,10100.0,,,,,
2024-08-30,5.877079010009766,6.014210722797543,5.735049619283927,5.96523534462176,41200.0,,,,,
2024-09-03,5.857488632202148,6.102366918720519,5.632200589922517,5.632200589922517,35100.0,,,,,
2024-09-04,5.857488632202148,5.916259364918366,5.769332299593691,5.867283520787385,7200.0,,,,,
2024-09-05,5.84769344329834,6.063186603137622,5.6615863512575215,5.935849778420617,16300.0,,,,,
2024-09-06,5.749742031097412,5.788922519409592,5.593020077848693,5.739947142553499,13000.0,,,,,
2024-09-09,5.896669387817383,5.965235479293362,5.7595376719337095,5.7595376719337095,16600.0,,,,,
2024-09-10,5.935849666595459,5.984825511200355,5.916259422167155,5.916259422167155,13800.0,,,,,
2024-09-11,5.975030422210693,5.975030422210693,5.813410781694515,5.8966694409990055,18400.0,,,,,
2024-09-12,6.268884181976318,6.268884181976318,6.063186385454895,6.063186385454895,14600.0,,,,,
2024-09-13,6.42560625076294,6.474582095416552,6.288474539628403,6.366835517419567,34300.0,,,,,
2024-09-16,6.641099452972412,6.660689697556531,6.5235575183994206,6.5235575183994206,4800.0,,,,,
2024-09-17,6.4941725730896,6.719460625864102,6.479479538924883,6.719460625864102,22500.0,,,,,
2024-09-18,6.680280208587647,6.810555363621559,6.592123870908802,6.660689963222158,8700.0,,,,,
2024-09-19,6.690074920654297,6.905568081038997,6.631304186113455,6.827206634582928,19300.0,,,,,
2024-09-20,6.631304264068604,6.817411825836555,6.631304264068604,6.709665244377576,11700.0,,,,,
2024-09-23,6.5823283195495605,6.63130416504547,6.494172451552513,6.494172451552513,7200.0,,,,,
2024-09-24,6.846796989440918,6.954543571364488,6.797821610070776,6.797821610070776,28600.0,,,,,
2024-09-25,6.954543590545654,7.028007360405916,6.93495334532991,6.93495334532991,5300.0,,,,,
2024-09-26,7.267987728118896,7.297372861385683,7.0378020045438,7.081880171512252,32500.0,,,,,
