Date,Close,High,Low,Open,Volume,"('Close', 'WOOF')","('High', 'WOOF')","('Low', 'WOOF')","('Open', 'WOOF')","('Volume', 'WOOF')"
2024-06-03,4.119999885559082,4.239999771118164,3.849999904632568,3.950000047683716,7315900.0,,,,,
2024-06-04,3.9800000190734863,4.130000114440918,3.9600000381469727,4.039999961853027,4175100.0,,,,,
2024-06-05,4.130000114440918,4.380000114440918,3.944999933242798,3.9800000190734863,5641500.0,,,,,
2024-06-06,3.819999933242798,4.139999866485596,3.815000057220459,4.079999923706055,4476500.0,,,,,
2024-06-07,3.650000095367432,3.819999933242798,3.619999885559082,3.75,4387100.0,,,,,
2024-06-10,3.640000104904175,3.7300000190734863,3.549999952316284,3.670000076293945,3308300.0,,,,,
2024-06-11,3.569999933242798,3.7200000286102295,3.539999961853028,3.5799999237060547,4049500.0,,,,,
2024-06-12,3.5799999237060547,3.930000066757202,3.5350000858306885,3.680000066757202,3080000.0,,,,,
2024-06-13,3.5799999237060547,3.690000057220459,3.549999952316284,3.5899999141693115,4928800.0,,,,,
2024-06-14,3.450000047683716,3.559999942779541,3.384999990463257,3.549999952316284,4968800.0,,,,,
2024-06-17,3.4600000381469727,3.5299999713897705,3.369999885559082,3.440000057220459,6269000.0,,,,,
2024-06-18,3.650000095367432,3.7200000286102295,3.440000057220459,3.450000047683716,4800000.0,,,,,
2024-06-20,3.640000104904175,3.674999952316284,3.569999933242798,3.619999885559082,2886100.0,,,,,
2024-06-21,3.539999961853028,3.809999942779541,3.4600000381469727,3.640000104904175,5235200.0,,,,,
2024-06-24,3.759999990463257,3.7799999713897705,3.505000114440918,3.539999961853028,4095700.0,,,,,
2024-06-25,3.470000028610229,3.859999895095825,3.4600000381469727,3.7300000190734863,3844000.0,,,,,
2024-06-26,3.3299999237060547,3.470000028610229,3.309999942779541,3.450000047683716,2897400.0,,,,,
2024-06-27,3.3399999141693115,3.740000009536743,3.180000066757202,3.289999961853028,15597600.0,,,,,
2024-06-28,3.7799999713897705,3.869999885559082,3.2799999713897705,3.3299999237060547,24243700.0,,,,,
2024-07-01,3.369999885559082,3.75,3.2850000858306885,3.670000076293945,9677500.0,,,,,
2024-07-02,3.1050000190734863,3.400000095367432,3.0999999046325684,3.369999885559082,6703100.0,,,,,
2024-07-03,3.1700000762939453,3.2100000381469727,3.0450000762939453,3.0899999141693115,2181900.0,,,,,
2024-07-05,3.4800000190734863,3.484999895095825,3.0850000381469727,3.140000104904175,4178200.0,,,,,
2024-07-08,3.309999942779541,3.559999942779541,3.2699999809265137,3.4800000190734863,4871900.0,,,,,
2024-07-09,3.289999961853028,3.3499999046325684,3.220000028610229,3.309999942779541,3110200.0,,,,,
2024-07-10,3.319999933242798,3.4200000762939453,3.2699999809265137,3.309999942779541,2715300.0,,,,,
2024-07-11,3.630000114440918,3.700000047683716,3.325000047683716,3.430000066757202,6646100.0,,,,,
2024-07-12,3.430000066757202,3.690000057220459,3.430000066757202,3.650000095367432,6096400.0,,,,,
2024-07-15,3.200000047683716,3.4100000858306885,3.180000066757202,3.400000095367432,4688200.0,,,,,
2024-07-16,3.569999933242798,3.5999999046325684,3.220000028610229,3.2249999046325684,4584300.0,,,,,
2024-07-17,3.7300000190734863,3.7799999713897705,3.470000028610229,3.470000028610229,5333600.0,,,,,
2024-07-18,3.650000095367432,3.990000009536743,3.630000114440918,3.950000047683716,8067900.0,,,,,
2024-07-19,3.5,3.690000057220459,3.494999885559082,3.680000066757202,3330300.0,,,,,
2024-07-22,3.390000104904175,3.609999895095825,3.315000057220459,3.539999961853028,4124100.0,,,,,
2024-07-23,3.309999942779541,3.378999948501587,3.2300000190734863,3.3499999046325684,2666300.0,,,,,
2024-07-24,3.289999961853028,3.378000020980835,3.200000047683716,3.259999990463257,2903600.0,,,,,
2024-07-25,3.440000057220459,3.450000047683716,3.2300000190734863,3.289999961853028,3645400.0,,,,,
2024-07-26,3.539999961853028,3.694999933242798,3.470000028610229,3.4800000190734863,3792500.0,,,,,
2024-07-29,3.3499999046325684,3.5899999141693115,3.309999942779541,3.5899999141693115,2925500.0,,,,,
2024-07-30,3.2799999713897705,3.4549999237060547,3.259999990463257,3.359999895095825,2802000.0,,,,,
2024-07-31,3.4600000381469727,3.6649999618530273,3.25,3.319999933242798,2860300.0,,,,,
2024-08-01,3.1700000762939453,3.509999990463257,3.140000104904175,3.470000028610229,3881500.0,,,,,
2024-08-02,2.900000095367432,3.049999952316284,2.890000104904175,3.009999990463257,3151700.0,,,,,
2024-08-05,2.700000047683716,2.775000095367432,2.5899999141693115,2.640000104904175,4263200.0,,,,,
2024-08-06,2.5999999046325684,2.75,2.5899999141693115,2.720000028610229,2886300.0,,,,,
2024-08-07,2.5,2.75,2.4800000190734863,2.75,3020700.0,,,,,
2024-08-08,2.430000066757202,2.525000095367432,2.3499999046325684,2.5,3514900.0,,,,,
2024-08-09,2.3299999237060547,2.450000047683716,2.309999942779541,2.430000066757202,2599300.0,,,,,
2024-08-12,2.289999961853028,2.369999885559082,2.2300000190734863,2.309999942779541,2955000.0,,,,,
2024-08-13,2.390000104904175,2.470000028610229,2.299999952316284,2.299999952316284,4138300.0,,,,,
2024-08-14,2.309999942779541,2.434999942779541,2.240000009536743,2.4200000762939453,2321800.0,,,,,
2024-08-15,2.5999999046325684,2.650000095367432,2.3399999141693115,2.359999895095825,5110300.0,,,,,
2024-08-16,2.7100000381469727,2.819999933242798,2.559999942779541,2.5899999141693115,4657200.0,,,,,
2024-08-19,2.900000095367432,3.039999961853028,2.640000104904175,2.7100000381469727,4102300.0,,,,,
2024-08-20,2.720000028610229,2.9170000553131104,2.664999961853028,2.900000095367432,2051500.0,,,,,
2024-08-21,2.8299999237060547,2.8399999141693115,2.684999942779541,2.759999990463257,1880600.0,,,,,
2024-08-22,2.75,2.859999895095825,2.6700000762939453,2.8499999046325684,1640900.0,,,,,
2024-08-23,2.990000009536743,2.990000009536743,2.7950000762939453,2.9200000762939453,2083700.0,,,,,
2024-08-26,3.049999952316284,3.109999895095825,2.950000047683716,3.0299999713897705,1764400.0,,,,,
2024-08-27,2.9200000762939453,3.069999933242798,2.9200000762939453,3.0199999809265137,2447000.0,,,,,
2024-08-28,3.0999999046325684,3.187999963760376,2.880000114440918,2.890000104904175,3178300.0,,,,,
2024-08-29,3.200000047683716,3.25,3.059999942779541,3.130000114440918,2349700.0,,,,,
2024-08-30,3.190000057220459,3.25,2.990000009536743,3.25,2891700.0,,,,,
2024-09-03,3.059999942779541,3.220000028610229,3.0299999713897705,3.069999933242798,3784600.0,,,,,
2024-09-04,2.9200000762939453,3.130000114440918,2.869999885559082,3.0199999809265137,2071200.0,,,,,
2024-09-05,3.119999885559082,3.150000095367432,2.9200000762939453,2.9600000381469727,3703400.0,,,,,
2024-09-06,2.930000066757202,3.200000047683716,2.9200000762939453,3.0999999046325684,2921000.0,,,,,
2024-09-09,2.8499999046325684,3.0290000438690186,2.8299999237060547,2.859999895095825,3021300.0,,,,,
2024-09-10,3.069999933242798,3.0850000381469727,2.74399995803833,2.8499999046325684,7741300.0,,,,,
2024-09-11,4.079999923706055,4.230000019073486,2.970000028610229,2.9800000190734863,26468200.0,,,,,
2024-09-12,4.539999961853027,4.989999771118164,4.130000114440918,4.130000114440918,19935900.0,,,,,
2024-09-13,4.579999923706055,4.940000057220459,4.361000061035156,4.630000114440918,9318000.0,,,,,
2024-09-16,4.650000095367432,4.764999866485596,4.261000156402588,4.619999885559082,6976900.0,,,,,
2024-09-17,4.920000076293945,4.994999885559082,4.650000095367432,4.730000019073486,4693300.0,,,,,
2024-09-18,4.650000095367432,5.090000152587891,4.650000095367432,4.929999828338623,3760900.0,,,,,
2024-09-19,4.929999828338623,4.940000057220459,4.704999923706055,4.849999904632568,3151700.0,,,,,
2024-09-20,4.579999923706055,4.900000095367432,4.53000020980835,4.84499979019165,4285000.0,,,,,
2024-09-23,4.420000076293945,4.599999904632568,4.380000114440918,4.599999904632568,2372900.0,,,,,
2024-09-24,4.389999866485596,4.590000152587891,4.369999885559082,4.440000057220459,3593100.0,,,,,
2024-09-25,4.340000152587891,4.400000095367432,4.215000152587891,4.380000114440918,1966000.0,,,,,
2024-09-26,4.610000133514404,4.800000190734863,4.389999866485596,4.389999866485596,3717800.0,,,,,
2024-09-27,4.679999828338623,4.880000114440918,4.599999904632568,4.75,2049900.0,,,,,
2024-09-30,4.550000190734863,4.824999809265137,4.5,4.659999847412109,2148100.0,,,,,
2024-10-01,4.46999979019165,4.599999904632568,4.340000152587891,4.510000228881836,2476500.0,,,,,
2024-10-02,5.019999980926514,5.090000152587891,4.449999809265137,4.539999961853027,4926900.0,,,,,
