Date,Close,High,Low,Open,Volume,"('Close', 'MOBX')","('High', 'MOBX')","('Low', 'MOBX')","('Open', 'MOBX')","('Volume', 'MOBX')"
2024-06-03,2.200000047683716,2.2300000190734863,2.069999933242798,2.180000066757202,15400.0,,,,,
2024-06-04,2.180000066757202,2.490000009536743,2.111000061035156,2.200000047683716,6700.0,,,,,
2024-06-05,2.005000114440918,2.200000047683716,1.9900000095367432,2.200000047683716,35300.0,,,,,
2024-06-06,1.870000004768372,2.065999984741211,1.850000023841858,1.9600000381469729,85000.0,,,,,
2024-06-07,2.009999990463257,2.009999990463257,1.850000023841858,1.8799999952316284,21400.0,,,,,
2024-06-10,1.870000004768372,1.9900000095367432,1.850000023841858,1.9600000381469729,60700.0,,,,,
2024-06-11,1.8899999856948853,1.9600000381469729,1.870000004768372,1.870000004768372,11900.0,,,,,
2024-06-12,1.850000023841858,1.9900000095367432,1.8200000524520876,1.870000004768372,46800.0,,,,,
2024-06-13,1.850000023841858,2.055000066757202,1.830000042915344,1.9600000381469729,16800.0,,,,,
2024-06-14,1.840000033378601,1.850000023841858,1.7999999523162842,1.850000023841858,56000.0,,,,,
2024-06-17,1.809999942779541,1.950000047683716,1.7999999523162842,1.809999942779541,46800.0,,,,,
2024-06-18,1.7999999523162842,1.870000004768372,1.7000000476837158,1.7999999523162842,40900.0,,,,,
2024-06-20,1.8200000524520876,1.8899999856948853,1.7899999618530271,1.7999999523162842,14200.0,,,,,
2024-06-21,1.8200000524520876,1.8600000143051147,1.6299999952316284,1.7799999713897705,67000.0,,,,,
2024-06-24,1.781999945640564,1.840000033378601,1.7000000476837158,1.7999999523162842,53900.0,,,,,
2024-06-25,1.659999966621399,1.940000057220459,1.600000023841858,1.7699999809265137,22000.0,,,,,
2024-06-26,1.8799999952316284,1.9299999475479128,1.7020000219345093,1.7020000219345093,41700.0,,,,,
2024-06-27,1.825000047683716,1.9149999618530276,1.690000057220459,1.8799999952316284,39500.0,,,,,
2024-06-28,1.6399999856948853,1.840000033378601,1.600000023841858,1.840000033378601,21600.0,,,,,
2024-07-01,1.7300000190734863,1.906999945640564,1.600000023841858,1.7599999904632568,4800.0,,,,,
2024-07-02,1.690000057220459,1.75,1.690000057220459,1.7400000095367432,2500.0,,,,,
2024-07-03,1.7000000476837158,1.7209999561309814,1.6799999475479126,1.690000057220459,5200.0,,,,,
2024-07-05,1.6399999856948853,1.746999979019165,1.5199999809265137,1.6799999475479126,49100.0,,,,,
2024-07-08,1.559999942779541,1.6299999952316284,1.5099999904632568,1.6100000143051147,37700.0,,,,,
2024-07-09,1.590000033378601,1.649999976158142,1.399999976158142,1.5800000429153442,38600.0,,,,,
2024-07-10,1.5,1.6699999570846558,1.5,1.5700000524520874,10500.0,,,,,
2024-07-11,1.5130000114440918,1.5700000524520874,1.3799999952316284,1.5700000524520874,27600.0,,,,,
2024-07-12,1.4869999885559082,1.5299999713897705,1.4600000381469729,1.4600000381469729,17200.0,,,,,
2024-07-15,1.437000036239624,1.5399999618530271,1.399999976158142,1.5199999809265137,17800.0,,,,,
2024-07-16,1.4299999475479126,1.4600000381469729,1.350000023841858,1.4600000381469729,70700.0,,,,,
2024-07-17,1.3700000047683716,1.440000057220459,1.350000023841858,1.409999966621399,25300.0,,,,,
2024-07-18,1.3799999952316284,1.4500000476837158,1.315000057220459,1.440000057220459,104200.0,,,,,
2024-07-19,1.350000023841858,1.440000057220459,1.350000023841858,1.4199999570846558,28000.0,,,,,
2024-07-22,1.3700000047683716,1.440000057220459,1.2999999523162842,1.440000057220459,31000.0,,,,,
2024-07-23,1.350000023841858,1.399999976158142,1.309999942779541,1.3899999856948853,55900.0,,,,,
2024-07-24,1.2799999713897705,1.350000023841858,1.2799999713897705,1.350000023841858,36300.0,,,,,
2024-07-25,1.2899999618530271,1.3600000143051147,1.2799999713897705,1.2999999523162842,29900.0,,,,,
2024-07-26,1.25,1.3300000429153442,1.2300000190734863,1.315000057220459,43500.0,,,,,
2024-07-29,1.2949999570846558,1.340000033378601,1.2300000190734863,1.3200000524520874,61900.0,,,,,
2024-07-30,1.25,1.350000023841858,1.25,1.2999999523162842,98800.0,,,,,
2024-07-31,1.2300000190734863,1.2899999618530271,1.2100000381469729,1.2699999809265137,70600.0,,,,,
2024-08-01,1.2200000286102295,1.25,1.190000057220459,1.25,18100.0,,,,,
2024-08-02,1.149999976158142,1.2200000286102295,1.100000023841858,1.1799999475479126,113900.0,,,,,
2024-08-05,1.0299999713897705,1.1649999618530271,1.0299999713897705,1.1399999856948853,46300.0,,,,,
2024-08-06,1.0099999904632568,1.190000057220459,1.0099999904632568,1.190000057220459,40300.0,,,,,
2024-08-07,1.0,1.0479999780654907,0.959999978542328,1.0399999618530271,67600.0,,,,,
2024-08-08,1.0499999523162842,1.0800000429153442,1.0,1.0,25100.0,,,,,
2024-08-09,1.059999942779541,1.1100000143051147,0.9900000095367432,1.0549999475479126,90000.0,,,,,
2024-08-12,1.0299999713897705,1.069000005722046,1.0299999713897705,1.0399999618530271,23700.0,,,,,
2024-08-13,1.0299999713897705,1.0700000524520874,1.0299999713897705,1.0299999713897705,18200.0,,,,,
2024-08-14,1.0099999904632568,1.0399999618530271,1.0,1.0,13500.0,,,,,
2024-08-15,0.9399999976158142,1.0499999523162842,0.9330000281333924,1.0369999408721924,67900.0,,,,,
2024-08-16,0.9589999914169312,0.9900000095367432,0.9240000247955322,0.9240000247955322,59900.0,,,,,
2024-08-19,0.9789999723434448,0.9900000095367432,0.9300000071525574,0.9800000190734864,65100.0,,,,,
2024-08-20,0.9369999766349792,1.0499999523162842,0.9049999713897704,1.0,136600.0,,,,,
2024-08-21,0.8799999952316284,1.0399999618530271,0.8460000157356262,0.9200000166893004,1446000.0,,,,,
2024-08-22,1.090000033378601,1.350000023841858,1.0299999713897705,1.350000023841858,17250100.0,,,,,
2024-08-23,1.059999942779541,1.1100000143051147,0.9010000228881836,1.1100000143051147,1002900.0,,,,,
2024-08-26,1.100000023841858,1.100000023841858,0.9319999814033508,1.0700000524520874,451000.0,,,,,
2024-08-27,1.2300000190734863,1.2799999713897705,1.0199999809265137,1.0499999523162842,519600.0,,,,,
2024-08-28,1.149999976158142,1.1699999570846558,1.0800000429153442,1.1399999856948853,121900.0,,,,,
2024-08-29,1.190000057220459,1.2100000381469729,1.0399999618530271,1.0499999523162842,134100.0,,,,,
2024-08-30,1.1799999475479126,1.2000000476837158,1.0399999618530271,1.149999976158142,286700.0,,,,,
