Date,Close,High,Low,Open,Volume,"('Close', 'BDTX')","('High', 'BDTX')","('Low', 'BDTX')","('Open', 'BDTX')","('Volume', 'BDTX')"
2024-06-03,4.730000019073486,5.072000026702881,4.53000020980835,4.909999847412109,465500.0,,,,,
2024-06-04,4.820000171661377,4.869999885559082,4.644999980926514,4.71999979019165,351600.0,,,,,
2024-06-05,4.650000095367432,4.840000152587891,4.590000152587891,4.820000171661377,350100.0,,,,,
2024-06-06,4.650000095367432,4.679999828338623,4.409999847412109,4.619999885559082,390300.0,,,,,
2024-06-07,5.190000057220459,5.230000019073486,4.610000133514404,4.610000133514404,827500.0,,,,,
2024-06-10,5.110000133514404,5.328999996185303,5.050000190734863,5.170000076293945,444000.0,,,,,
2024-06-11,6.099999904632568,6.289999961853027,5.289999961853027,5.510000228881836,2089500.0,,,,,
2024-06-12,6.239999771118164,6.380000114440918,5.989999771118164,6.199999809265137,861400.0,,,,,
2024-06-13,6.170000076293945,6.409999847412109,5.949999809265137,6.199999809265137,749000.0,,,,,
2024-06-14,5.96999979019165,6.150000095367432,5.860000133514404,6.059999942779541,398700.0,,,,,
2024-06-17,5.46999979019165,6.010000228881836,5.300000190734863,6.0,418000.0,,,,,
2024-06-18,5.320000171661377,5.46999979019165,5.300000190734863,5.440000057220459,337900.0,,,,,
2024-06-20,4.980000019073486,5.369999885559082,4.940000057220459,5.369999885559082,629900.0,,,,,
2024-06-21,4.840000152587891,5.039999961853027,4.809999942779541,5.0,382900.0,,,,,
2024-06-24,4.880000114440918,5.084000110626221,4.769999980926514,4.860000133514404,435500.0,,,,,
2024-06-25,4.690000057220459,4.949999809265137,4.570000171661377,4.880000114440918,724200.0,,,,,
2024-06-26,4.690000057220459,4.78000020980835,4.579999923706055,4.659999847412109,576600.0,,,,,
2024-06-27,4.699999809265137,4.880000114440918,4.519999980926514,4.639999866485596,762600.0,,,,,
2024-06-28,4.659999847412109,4.96999979019165,4.559999942779541,4.730000019073486,6579800.0,,,,,
2024-07-01,4.699999809265137,4.739999771118164,4.46999979019165,4.659999847412109,662700.0,,,,,
2024-07-02,4.210000038146973,4.75,4.190000057220459,4.710000038146973,523800.0,,,,,
2024-07-03,4.440000057220459,4.445000171661377,4.150000095367432,4.230000019073486,328500.0,,,,,
2024-07-05,4.46999979019165,4.489999771118164,4.25,4.449999809265137,500000.0,,,,,
2024-07-08,4.369999885559082,4.650000095367432,4.360000133514404,4.46999979019165,467600.0,,,,,
2024-07-09,5.010000228881836,5.059999942779541,4.277999877929688,4.349999904632568,849200.0,,,,,
2024-07-10,5.130000114440918,5.204999923706055,4.869999885559082,5.03000020980835,810200.0,,,,,
2024-07-11,5.389999866485596,5.440000057220459,4.940000057220459,5.230000019073486,667500.0,,,,,
2024-07-12,5.650000095367432,5.760000228881836,5.349999904632568,5.429999828338623,474500.0,,,,,
2024-07-15,6.019999980926514,6.039999961853027,5.699999809265137,5.699999809265137,360500.0,,,,,
2024-07-16,6.210000038146973,6.28000020980835,6.019999980926514,6.070000171661377,351300.0,,,,,
2024-07-17,5.949999809265137,6.179999828338623,5.829999923706055,6.079999923706055,675900.0,,,,,
2024-07-18,5.78000020980835,6.130000114440918,5.690000057220459,5.900000095367432,440400.0,,,,,
2024-07-19,5.75,6.070000171661377,5.724999904632568,5.800000190734863,368400.0,,,,,
2024-07-22,5.909999847412109,5.940000057220459,5.539999961853027,5.769999980926514,223100.0,,,,,
2024-07-23,6.210000038146973,6.28000020980835,5.88700008392334,5.889999866485596,316600.0,,,,,
2024-07-24,6.079999923706055,6.336999893188477,6.039999961853027,6.199999809265137,200300.0,,,,,
2024-07-25,6.230000019073486,6.349999904632568,6.039999961853027,6.110000133514404,248000.0,,,,,
2024-07-26,6.199999809265137,6.5,6.0879998207092285,6.369999885559082,226700.0,,,,,
2024-07-29,6.019999980926514,6.300000190734863,5.909999847412109,6.199999809265137,225800.0,,,,,
2024-07-30,5.909999847412109,6.190000057220459,5.809999942779541,5.980000019073486,219900.0,,,,,
2024-07-31,6.090000152587891,6.539999961853027,6.03000020980835,6.329999923706055,528000.0,,,,,
2024-08-01,6.059999942779541,6.258999824523926,6.050000190734863,6.070000171661377,398400.0,,,,,
2024-08-02,5.760000228881836,6.059999942779541,5.630000114440918,5.840000152587891,1279800.0,,,,,
2024-08-05,5.300000190734863,5.480000019073486,5.090000152587891,5.480000019073486,617100.0,,,,,
2024-08-06,5.005000114440918,5.360000133514404,4.900000095367432,5.360000133514404,625300.0,,,,,
2024-08-07,4.559999942779541,5.039000034332275,4.429999828338623,5.0,697700.0,,,,,
2024-08-08,4.84499979019165,4.920000076293945,4.570000171661377,4.579999923706055,324400.0,,,,,
2024-08-09,4.639999866485596,5.070000171661377,4.574999809265137,4.820000171661377,284900.0,,,,,
2024-08-12,4.679999828338623,4.909999847412109,4.5,4.639999866485596,415900.0,,,,,
2024-08-13,5.360000133514404,5.369999885559082,4.739999771118164,4.75,560500.0,,,,,
2024-08-14,5.0,5.460000038146973,4.860000133514404,5.460000038146973,569800.0,,,,,
2024-08-15,4.980000019073486,5.25,4.929999828338623,5.25,351200.0,,,,,
2024-08-16,5.21999979019165,5.230000019073486,4.860000133514404,4.989999771118164,755900.0,,,,,
2024-08-19,5.75,5.78000020980835,5.199999809265137,5.21999979019165,336000.0,,,,,
2024-08-20,5.75,5.809999942779541,5.460000038146973,5.710000038146973,378400.0,,,,,
2024-08-21,6.53000020980835,6.75,5.730000019073486,5.789999961853027,1529500.0,,,,,
2024-08-22,6.119999885559082,6.75,5.980000019073486,6.489999771118164,710100.0,,,,,
2024-08-23,6.460000038146973,6.659999847412109,5.960000038146973,6.190000057220459,614700.0,,,,,
2024-08-26,6.574999809265137,6.644999980926514,6.235000133514404,6.510000228881836,446300.0,,,,,
2024-08-27,6.269999980926514,6.639999866485596,6.199999809265137,6.5,390600.0,,,,,
2024-08-28,6.364999771118164,6.429999828338623,6.090000152587891,6.179999828338623,594600.0,,,,,
2024-08-29,6.110000133514404,6.368000030517578,5.900000095367432,6.289999961853027,436300.0,,,,,
2024-08-30,6.099999904632568,6.25,5.690000057220459,6.139999866485596,1083800.0,,,,,
2024-09-03,5.769999980926514,6.230000019073486,5.670000076293945,6.019999980926514,620000.0,,,,,
2024-09-04,5.619999885559082,5.800000190734863,5.510000228881836,5.699999809265137,419500.0,,,,,
2024-09-05,5.579999923706055,5.800000190734863,5.420000076293945,5.590000152587891,849300.0,,,,,
2024-09-06,5.400000095367432,5.590000152587891,5.244999885559082,5.5,492900.0,,,,,
2024-09-09,5.659999847412109,5.695000171661377,5.300000190734863,5.400000095367432,415800.0,,,,,
2024-09-10,6.059999942779541,6.110000133514404,5.539999961853027,5.659999847412109,422200.0,,,,,
2024-09-11,6.125,6.329999923706055,5.920000076293945,6.019999980926514,389100.0,,,,,
2024-09-12,5.849999904632568,6.239999771118164,5.840000152587891,6.159999847412109,384700.0,,,,,
2024-09-13,6.190000057220459,6.199999809265137,5.860000133514404,5.860000133514404,420500.0,,,,,
2024-09-16,5.420000076293945,6.230000019073486,5.349999904632568,6.199999809265137,930700.0,,,,,
2024-09-17,4.824999809265137,5.465000152587891,4.699999809265137,5.440000057220459,799800.0,,,,,
2024-09-18,4.730000019073486,4.889999866485596,4.510000228881836,4.880000114440918,1158000.0,,,,,
2024-09-19,4.78000020980835,4.949999809265137,4.679999828338623,4.809999942779541,721900.0,,,,,
2024-09-20,4.760000228881836,4.829999923706055,4.550000190734863,4.78000020980835,1216100.0,,,,,
2024-09-23,4.5,5.690000057220459,4.460000038146973,5.639999866485596,29597300.0,,,,,
2024-09-24,4.579999923706055,4.900000095367432,4.25,4.5,2629300.0,,,,,
2024-09-25,4.199999809265137,4.579999923706055,4.150000095367432,4.579999923706055,1877200.0,,,,,
2024-09-26,4.409999847412109,4.494999885559082,3.930000066757202,4.230000019073486,1599600.0,,,,,
2024-09-27,4.230000019073486,4.489999771118164,4.190000057220459,4.309999942779541,994400.0,,,,,
2024-09-30,4.349999904632568,4.429999828338623,4.175000190734863,4.199999809265137,1392700.0,,,,,
2024-10-01,4.170000076293945,4.349999904632568,4.119999885559082,4.349999904632568,835000.0,,,,,
2024-10-02,3.984999895095825,4.136000156402588,3.869999885559082,4.110000133514404,961800.0,,,,,
2024-10-03,3.660000085830689,3.990000009536743,3.569999933242798,3.950000047683716,1011100.0,,,,,
2024-10-04,3.75,3.822000026702881,3.5999999046325684,3.650000095367432,490400.0,,,,,
2024-10-07,3.660000085830689,3.7300000190734863,3.3399999141693115,3.7300000190734863,637900.0,,,,,
2024-10-08,3.555000066757202,3.7200000286102295,3.5,3.609999895095825,779500.0,,,,,
2024-10-09,3.549999952316284,3.650000095367432,3.3399999141693115,3.539999961853028,963300.0,,,,,
2024-10-10,3.440000057220459,3.575000047683716,3.369999885559082,3.569999933242798,1301400.0,,,,,
2024-10-11,3.3299999237060547,3.450000047683716,3.2950000762939453,3.4100000858306885,1308300.0,,,,,
2024-10-14,3.4800000190734863,3.5199999809265137,3.2699999809265137,3.299999952316284,829400.0,,,,,
2024-10-15,3.400000095367432,3.4800000190734863,3.3350000381469727,3.4800000190734863,607300.0,,,,,
