Date,Close,High,Low,Open,Volume,"('Close', 'TRIN')","('High', 'TRIN')","('Low', 'TRIN')","('Open', 'TRIN')","('Volume', 'TRIN')"
2024-06-03,12.130071640014648,12.162504955632151,12.077367792112922,12.154396433409966,355600.0,,,,,
2024-06-04,12.048986434936523,12.13007010032381,12.020607384032315,12.10574531001608,267700.0,,,,,
2024-06-05,12.162504196166992,12.162504196166992,12.028716680940002,12.04898721195847,373800.0,,,,,
2024-06-06,12.08952808380127,12.194936537893485,11.992228150778718,12.194936537893485,551200.0,,,,,
2024-06-07,12.073312759399414,12.121962343080863,12.024662402446772,12.024662402446772,250800.0,,,,,
2024-06-10,12.097637176513672,12.146286758688197,12.065203863973602,12.07331238542641,376400.0,,,,,
2024-06-11,12.0814208984375,12.12196273499693,12.032771313183154,12.073313149742583,217600.0,,,,,
2024-06-12,12.154396057128906,12.170613101071224,12.09763794987323,12.154396057128906,382500.0,,,,,
2024-06-13,12.016552925109863,12.15439469003057,11.984119614144468,12.121961379065176,335800.0,,,,,
2024-06-14,12.016552925109863,12.027904545284194,11.92736151327281,11.992228135203598,496200.0,,,,,
2024-06-17,12.057095527648926,12.105745883841603,11.99628316236146,12.097637362264296,390900.0,,,,,
2024-06-18,12.065204620361328,12.146287520159142,12.004392252195164,12.097637934934696,457600.0,,,,,
2024-06-20,12.146286964416504,12.24764116447981,12.08142033823768,12.105745903008124,599700.0,,,,,
2024-06-21,12.057095527648926,12.178721031495035,11.984120379995495,12.154395466763107,659800.0,,,,,
2024-06-24,12.105745315551758,12.20304525009831,12.040878692520725,12.11385306347728,441900.0,,,,,
2024-06-25,11.838170051574709,12.162503159862592,11.82195300952475,12.138178370058784,869900.0,,,,,
2024-06-26,11.870604515075684,11.93952540393818,11.73276273735069,11.83817120109752,654600.0,,,,,
2024-06-27,11.789520263671877,11.959795347000698,11.732762160319322,11.911144991790536,919700.0,,,,,
2024-06-28,11.88195514678955,11.971867594336912,11.789520755942174,11.88195514678955,788600.0,,,,,
2024-07-01,11.806326866149902,11.940776010024445,11.730699022375443,11.915566995892997,663400.0,,,,,
2024-07-02,11.982792854309082,11.991196127048449,11.747506025888006,11.78952158820464,583100.0,,,,,
2024-07-03,12.033209800720217,12.087830267210649,11.97438849961986,11.97438849961986,194800.0,,,,,
2024-07-05,11.890357971191406,12.075225957004251,11.848343211971356,12.058420213592264,411500.0,,,,,
2024-07-08,11.87355136871338,11.974388226030126,11.81473006895697,11.932372668469789,527400.0,,,,,
2024-07-09,11.755908012390137,11.91976860735868,11.713892454670509,11.890357155988864,524300.0,,,,,
2024-07-10,11.831536293029783,11.852543671975493,11.747505174486678,11.747505174486678,308800.0,,,,,
2024-07-11,11.831536293029783,11.923969882323092,11.772714990877692,11.898760867312216,412300.0,,,,,
2024-07-12,12.016403198242188,12.0500154823771,11.860945883255676,11.890356531701215,544900.0,,,,,
2024-07-15,11.890357971191406,12.092032501796403,11.856745682987269,12.066822684608177,667200.0,,,,,
2024-07-16,11.772714614868164,11.965985059412242,11.772714614868164,11.8987604872769,534700.0,,,,,
2024-07-17,11.87355136871338,11.89876038269754,11.747504696032369,11.797923525380794,456300.0,,,,,
2024-07-18,11.629862785339355,11.94917991977846,11.604653769862102,11.94917991977846,696500.0,,,,,
2024-07-19,11.697087287902832,11.76431186300962,11.617257804445968,11.671878272582823,244100.0,,,,,
2024-07-22,11.932372093200684,11.957581105969496,11.739101659673,11.747504129675894,383100.0,,,,,
2024-07-23,12.008000373840332,12.016403645531874,11.907163517682118,11.932372531376648,265700.0,,,,,
2024-07-24,11.965985298156738,12.125644261198762,11.965985298156738,12.041613143662946,453100.0,,,,,
