Date,Close,High,Low,Open,Volume,"('Close', 'BRBR')","('High', 'BRBR')","('Low', 'BRBR')","('Open', 'BRBR')","('Volume', 'BRBR')"
2024-06-03,59.369998931884766,60.30500030517578,58.23500061035156,58.83000183105469,1562000.0,,,,,
2024-06-04,60.40999984741211,60.47999954223633,58.970001220703125,59.25,1091600.0,,,,,
2024-06-05,61.02999877929688,61.290000915527344,60.13999938964844,60.61000061035156,945000.0,,,,,
2024-06-06,60.11000061035156,61.54999923706055,59.77999877929688,61.0,562100.0,,,,,
2024-06-07,58.72999954223633,60.165000915527344,58.54999923706055,60.119998931884766,633900.0,,,,,
2024-06-10,57.34999847412109,58.43000030517578,56.959999084472656,58.22999954223633,1231900.0,,,,,
2024-06-11,56.869998931884766,57.400001525878906,55.77999877929688,57.22999954223633,1355000.0,,,,,
2024-06-12,57.369998931884766,58.040000915527344,56.790000915527344,57.5,1045600.0,,,,,
2024-06-13,56.52999877929688,57.209999084472656,55.4900016784668,57.15999984741211,1157900.0,,,,,
2024-06-14,55.20000076293945,56.27000045776367,55.08000183105469,55.959999084472656,1357600.0,,,,,
2024-06-17,54.59000015258789,55.209999084472656,53.90999984741211,55.0,1416700.0,,,,,
2024-06-18,55.68999862670898,56.72999954223633,54.72999954223633,54.81999969482422,1281000.0,,,,,
2024-06-20,56.619998931884766,58.55500030517578,55.97999954223633,57.0,1429300.0,,,,,
2024-06-21,56.040000915527344,57.13999938964844,55.790000915527344,56.61000061035156,1882000.0,,,,,
2024-06-24,57.34000015258789,57.93000030517578,56.119998931884766,56.15999984741211,1363500.0,,,,,
2024-06-25,57.93000030517578,57.93999862670898,56.40999984741211,57.79999923706055,880100.0,,,,,
2024-06-26,57.29999923706055,58.81499862670898,57.209999084472656,57.58000183105469,1486200.0,,,,,
2024-06-27,58.0,58.0099983215332,56.709999084472656,57.400001525878906,1070800.0,,,,,
2024-06-28,57.13999938964844,59.09999847412109,57.0099983215332,58.2400016784668,18768900.0,,,,,
2024-07-01,57.959999084472656,58.47999954223633,57.43000030517578,57.43000030517578,1480900.0,,,,,
2024-07-02,58.93000030517578,59.185001373291016,57.790000915527344,57.83000183105469,830800.0,,,,,
2024-07-03,59.09999847412109,59.630001068115234,58.59000015258789,59.02999877929688,461800.0,,,,,
2024-07-05,60.61000061035156,60.77000045776367,59.0,59.290000915527344,983000.0,,,,,
2024-07-08,59.09999847412109,60.810001373291016,58.9900016784668,60.79999923706055,1109500.0,,,,,
2024-07-09,55.18999862670898,59.380001068115234,55.18999862670898,59.0,2056900.0,,,,,
2024-07-10,55.060001373291016,55.86000061035156,54.560001373291016,55.369998931884766,2032600.0,,,,,
2024-07-11,55.20000076293945,55.90999984741211,54.77000045776367,55.4900016784668,1174600.0,,,,,
2024-07-12,55.04999923706055,56.380001068115234,54.80500030517578,55.68000030517578,1291600.0,,,,,
2024-07-15,51.45000076293945,55.165000915527344,51.43000030517578,55.06999969482422,2567100.0,,,,,
2024-07-16,51.65999984741211,52.380001068115234,51.16999816894531,51.70000076293945,1832100.0,,,,,
2024-07-17,51.54999923706055,51.84000015258789,50.470001220703125,51.04999923706055,1969100.0,,,,,
2024-07-18,51.790000915527344,52.22499847412109,51.060001373291016,51.66999816894531,1682800.0,,,,,
2024-07-19,50.650001525878906,52.310001373291016,50.630001068115234,51.9900016784668,1041100.0,,,,,
2024-07-22,50.77000045776367,51.09000015258789,49.720001220703125,50.650001525878906,2012100.0,,,,,
2024-07-23,49.88999938964844,51.72999954223633,49.59000015258789,50.959999084472656,1785800.0,,,,,
2024-07-24,48.9900016784668,50.41999816894531,48.93000030517578,49.45000076293945,1749000.0,,,,,
2024-07-25,48.9900016784668,49.369998931884766,48.630001068115234,49.06999969482422,1095200.0,,,,,
2024-07-26,49.869998931884766,50.459999084472656,49.08000183105469,49.630001068115234,1237800.0,,,,,
2024-07-29,50.970001220703125,52.16999816894531,50.09999847412109,50.09999847412109,1664600.0,,,,,
2024-07-30,51.04999923706055,51.20000076293945,50.540000915527344,50.7599983215332,940900.0,,,,,
2024-07-31,51.27999877929688,51.75,50.290000915527344,51.540000915527344,1128800.0,,,,,
2024-08-01,51.22999954223633,51.75,50.1150016784668,51.41999816894531,1223300.0,,,,,
2024-08-02,49.66999816894531,50.70500183105469,49.27000045776367,50.630001068115234,1540500.0,,,,,
2024-08-05,49.31999969482422,49.845001220703125,48.060001373291016,48.45000076293945,1654300.0,,,,,
2024-08-06,52.72999954223633,55.03900146484375,51.04999923706055,52.5,3319300.0,,,,,
2024-08-07,53.869998931884766,55.25,53.040000915527344,53.86000061035156,1666100.0,,,,,
2024-08-08,55.0,55.54999923706055,53.84000015258789,53.86000061035156,1120300.0,,,,,
2024-08-09,54.52999877929688,55.05500030517578,53.619998931884766,54.66999816894531,1218000.0,,,,,
2024-08-12,54.25,55.0,53.77000045776367,54.400001525878906,705500.0,,,,,
2024-08-13,53.720001220703125,54.77000045776367,53.16999816894531,54.36000061035156,683900.0,,,,,
2024-08-14,54.52000045776367,54.52999877929688,53.70500183105469,53.77999877929688,692100.0,,,,,
2024-08-15,55.150001525878906,55.650001525878906,55.0099983215332,55.18999862670898,578100.0,,,,,
2024-08-16,54.90999984741211,55.4900016784668,54.709999084472656,54.7599983215332,918100.0,,,,,
2024-08-19,55.290000915527344,56.08000183105469,54.959999084472656,54.959999084472656,628700.0,,,,,
2024-08-20,55.220001220703125,56.02000045776367,55.08000183105469,55.400001525878906,711000.0,,,,,
2024-08-21,56.130001068115234,56.15999984741211,55.02000045776367,55.40999984741211,535200.0,,,,,
2024-08-22,55.20000076293945,56.40999984741211,55.08000183105469,56.31999969482422,422800.0,,,,,
2024-08-23,55.43000030517578,55.59999847412109,54.560001373291016,55.59000015258789,741800.0,,,,,
2024-08-26,56.54999923706055,56.72999954223633,55.380001068115234,55.56999969482422,762700.0,,,,,
2024-08-27,56.88999938964844,57.119998931884766,56.18000030517578,56.7400016784668,923800.0,,,,,
2024-08-28,55.630001068115234,57.03499984741211,55.380001068115234,57.0099983215332,808100.0,,,,,
2024-08-29,55.380001068115234,56.20000076293945,54.81999969482422,55.79999923706055,861700.0,,,,,
2024-08-30,55.93000030517578,55.97999954223633,55.25,55.56999969482422,765700.0,,,,,
2024-09-03,55.560001373291016,56.06999969482422,54.72999954223633,55.400001525878906,980400.0,,,,,
2024-09-04,56.25,56.400001525878906,55.28499984741211,55.369998931884766,1100900.0,,,,,
2024-09-05,56.84999847412109,57.0,55.58000183105469,56.11000061035156,736600.0,,,,,
2024-09-06,56.400001525878906,57.720001220703125,56.32500076293945,57.0099983215332,1071100.0,,,,,
2024-09-09,57.68000030517578,59.27999877929688,56.290000915527344,56.290000915527344,1572700.0,,,,,
2024-09-10,57.2400016784668,58.0099983215332,56.76499938964844,57.59999847412109,1226800.0,,,,,
