Date,Close,High,Low,Open,Volume,"('Close', 'BIDU')","('High', 'BIDU')","('Low', 'BIDU')","('Open', 'BIDU')","('Volume', 'BIDU')"
2024-06-03,95.66999816894533,97.8000030517578,95.0199966430664,97.56999969482422,3342900.0,,,,,
2024-06-04,94.8499984741211,96.5199966430664,94.6999969482422,95.97000122070312,2764000.0,,,,,
2024-06-05,97.4000015258789,97.41000366210938,95.41000366210938,95.66999816894533,3505600.0,,,,,
2024-06-06,97.76000213623048,97.95999908447266,97.0500030517578,97.61000061035156,2492400.0,,,,,
2024-06-07,95.88999938964844,97.38999938964844,95.63999938964844,96.73999786376952,3469200.0,,,,,
2024-06-10,95.4800033569336,95.9800033569336,94.81999969482422,95.9000015258789,2696400.0,,,,,
2024-06-11,93.9499969482422,95.12999725341795,93.31999969482422,94.97000122070312,3172200.0,,,,,
2024-06-12,94.37999725341795,94.73999786376952,93.51000213623048,94.58999633789062,2469400.0,,,,,
2024-06-13,93.98999786376952,96.5199966430664,93.93000030517578,94.5,2950700.0,,,,,
2024-06-14,91.98999786376952,93.6500015258789,91.77999877929688,93.5500030517578,3891500.0,,,,,
2024-06-17,91.41000366210938,92.4000015258789,90.83000183105467,92.22000122070312,3197900.0,,,,,
2024-06-18,90.87000274658205,91.43000030517578,90.16000366210938,90.4800033569336,2336300.0,,,,,
2024-06-20,88.80999755859375,91.27999877929688,88.4800033569336,90.9800033569336,4481600.0,,,,,
2024-06-21,88.58999633789062,89.2699966430664,88.26000213623047,89.0,2719200.0,,,,,
2024-06-24,88.7300033569336,89.81999969482422,88.4000015258789,88.5,2300500.0,,,,,
2024-06-25,88.55000305175781,89.19000244140625,88.33000183105469,88.5999984741211,1764900.0,,,,,
2024-06-26,88.22000122070312,89.05999755859375,87.81999969482422,88.6500015258789,1702000.0,,,,,
2024-06-27,87.04000091552734,88.41000366210938,87.01000213623047,88.19000244140625,2434900.0,,,,,
2024-06-28,86.4800033569336,87.5999984741211,86.43000030517578,87.1500015258789,2272200.0,,,,,
2024-07-01,86.20999908447266,87.6500015258789,85.93000030517578,86.61000061035156,2613800.0,,,,,
2024-07-02,86.87000274658203,87.2699966430664,85.08000183105469,86.0,2569100.0,,,,,
2024-07-03,90.05999755859375,90.3000030517578,88.33999633789062,88.38999938964844,2798800.0,,,,,
2024-07-05,88.97000122070312,89.19999694824219,87.81999969482422,88.55000305175781,2226400.0,,,,,
2024-07-08,87.94999694824219,88.68000030517578,86.94000244140625,88.51000213623047,2240000.0,,,,,
2024-07-09,95.4000015258789,96.25,87.95999908447266,88.44999694824219,11656300.0,,,,,
2024-07-10,97.94000244140624,101.3000030517578,96.54000091552734,98.58999633789062,13443400.0,,,,,
2024-07-11,100.66999816894533,104.43000030517578,99.4000015258789,100.01000213623048,11258200.0,,,,,
2024-07-12,99.06999969482422,104.6999969482422,98.75,103.36000061035156,8392000.0,,,,,
2024-07-15,93.1500015258789,95.12999725341795,91.69000244140624,95.12999725341795,7982700.0,,,,,
2024-07-16,93.7300033569336,94.6500015258789,91.77999877929688,92.29000091552734,4258100.0,,,,,
2024-07-17,91.08999633789062,92.98999786376952,90.6500015258789,92.8499984741211,4330800.0,,,,,
2024-07-18,90.9000015258789,92.61000061035156,90.4000015258789,90.8499984741211,3544700.0,,,,,
2024-07-19,90.37000274658205,90.8000030517578,89.20999908447266,90.68000030517578,2932700.0,,,,,
2024-07-22,92.2699966430664,92.58999633789062,90.73999786376952,92.0,2859300.0,,,,,
2024-07-23,90.37000274658205,90.7699966430664,89.77999877929688,90.38999938964844,2283300.0,,,,,
2024-07-24,88.75,90.88999938964844,88.37999725341797,89.94000244140625,2507700.0,,,,,
2024-07-25,87.79000091552734,89.33999633789062,87.77999877929688,88.54000091552734,2185100.0,,,,,
2024-07-26,88.9800033569336,89.33000183105469,87.37999725341797,87.73999786376953,2065900.0,,,,,
2024-07-29,90.5,90.7300033569336,88.72000122070312,88.95999908447266,2888600.0,,,,,
2024-07-30,88.73999786376953,89.80000305175781,88.23999786376953,89.79000091552734,2861700.0,,,,,
2024-07-31,88.56999969482422,90.0999984741211,88.51000213623047,89.88999938964844,2467900.0,,,,,
