Date,Close,High,Low,Open,Volume,"('Close', 'DOCN')","('High', 'DOCN')","('Low', 'DOCN')","('Open', 'DOCN')","('Volume', 'DOCN')"
2024-06-03,36.630001068115234,37.28300094604492,36.02000045776367,37.16999816894531,1272700.0,,,,,
2024-06-04,36.81999969482422,37.15999984741211,36.09999847412109,36.33000183105469,852500.0,,,,,
2024-06-05,37.5099983215332,37.70000076293945,36.709999084472656,37.130001068115234,697400.0,,,,,
2024-06-06,37.959999084472656,38.06999969482422,37.310001373291016,37.310001373291016,742300.0,,,,,
2024-06-07,37.34999847412109,37.84999847412109,37.09999847412109,37.47999954223633,815200.0,,,,,
2024-06-10,36.70000076293945,37.31999969482422,36.3120002746582,37.11000061035156,884100.0,,,,,
2024-06-11,37.470001220703125,37.52999877929688,36.1150016784668,36.43999862670898,1196600.0,,,,,
2024-06-12,38.810001373291016,39.650001525878906,38.22999954223633,38.36000061035156,1295900.0,,,,,
2024-06-13,36.36000061035156,38.95000076293945,36.13999938964844,38.81999969482422,1700100.0,,,,,
2024-06-14,35.029998779296875,35.83000183105469,34.86000061035156,35.65999984741211,1306800.0,,,,,
2024-06-17,35.61000061035156,35.810001373291016,34.58000183105469,34.83000183105469,957500.0,,,,,
2024-06-18,34.75,36.119998931884766,34.7400016784668,35.45000076293945,1477800.0,,,,,
2024-06-20,33.77000045776367,34.970001220703125,33.7400016784668,34.970001220703125,1077200.0,,,,,
2024-06-21,33.86000061035156,34.31999969482422,32.66999816894531,33.04999923706055,2229700.0,,,,,
2024-06-24,32.560001373291016,33.7400016784668,32.54999923706055,33.630001068115234,989300.0,,,,,
2024-06-25,32.2599983215332,32.88999938964844,32.02000045776367,32.58000183105469,980300.0,,,,,
2024-06-26,33.290000915527344,33.459999084472656,32.029998779296875,32.150001525878906,789400.0,,,,,
2024-06-27,33.869998931884766,34.132999420166016,33.15999984741211,33.380001068115234,817300.0,,,,,
2024-06-28,34.75,34.94300079345703,33.90999984741211,34.0,1939000.0,,,,,
2024-07-01,34.66999816894531,34.9900016784668,34.119998931884766,34.61000061035156,701900.0,,,,,
2024-07-02,35.16999816894531,35.349998474121094,34.720001220703125,34.88999938964844,828300.0,,,,,
2024-07-03,34.83000183105469,35.6609992980957,34.630001068115234,35.34000015258789,362200.0,,,,,
2024-07-05,34.720001220703125,35.54999923706055,34.43000030517578,34.65999984741211,727500.0,,,,,
2024-07-08,34.66999816894531,35.11000061035156,34.209999084472656,34.720001220703125,927100.0,,,,,
2024-07-09,32.40999984741211,34.59000015258789,32.38999938964844,34.369998931884766,1220600.0,,,,,
2024-07-10,31.36000061035156,32.47999954223633,31.049999237060547,32.400001525878906,1935700.0,,,,,
2024-07-11,33.290000915527344,33.52000045776367,31.09000015258789,31.440000534057617,1898600.0,,,,,
2024-07-12,33.20000076293945,33.599998474121094,32.84000015258789,33.06999969482422,821500.0,,,,,
2024-07-15,33.619998931884766,33.90999984741211,32.95000076293945,33.470001220703125,1053500.0,,,,,
2024-07-16,34.720001220703125,34.779998779296875,33.275001525878906,33.959999084472656,1208600.0,,,,,
2024-07-17,34.02000045776367,34.93000030517578,33.47999954223633,34.04999923706055,971000.0,,,,,
2024-07-18,33.380001068115234,34.439998626708984,32.81999969482422,34.310001373291016,1476000.0,,,,,
2024-07-19,32.81999969482422,33.68000030517578,32.5,33.400001525878906,780300.0,,,,,
2024-07-22,32.290000915527344,33.23500061035156,31.6299991607666,33.099998474121094,1962900.0,,,,,
2024-07-23,32.34000015258789,33.17499923706055,32.220001220703125,32.400001525878906,1305200.0,,,,,
2024-07-24,30.96999931335449,32.400001525878906,30.940000534057617,32.25,941700.0,,,,,
2024-07-25,32.279998779296875,33.099998474121094,30.799999237060547,30.989999771118164,1054900.0,,,,,
2024-07-26,32.18000030517578,32.93000030517578,31.649999618530277,32.91999816894531,693900.0,,,,,
2024-07-29,32.470001220703125,32.810001373291016,32.005001068115234,32.56999969482422,862600.0,,,,,
2024-07-30,31.799999237060547,32.810001373291016,31.459999084472656,32.470001220703125,838000.0,,,,,
2024-07-31,33.130001068115234,33.95500183105469,32.41999816894531,32.779998779296875,1680300.0,,,,,
2024-08-01,30.850000381469727,32.91999816894531,30.59499931335449,32.91999816894531,1252500.0,,,,,
2024-08-02,28.690000534057617,29.325000762939453,27.82999992370605,28.81999969482422,2458200.0,,,,,
2024-08-05,27.270000457763672,28.25,26.6299991607666,26.790000915527344,1453700.0,,,,,
2024-08-06,27.809999465942383,27.84000015258789,27.07999992370605,27.450000762939453,1392300.0,,,,,
2024-08-07,27.700000762939453,29.059999465942383,27.61000061035156,28.63999938964844,1688800.0,,,,,
2024-08-08,29.100000381469727,29.15999984741211,26.823999404907227,27.31999969482422,3577800.0,,,,,
2024-08-09,32.56999969482422,33.90999984741211,29.56999969482422,30.31999969482422,5162400.0,,,,,
2024-08-12,33.91999816894531,34.2599983215332,31.780000686645508,32.5,2260800.0,,,,,
2024-08-13,35.90999984741211,35.95000076293945,33.849998474121094,34.0,2096700.0,,,,,
2024-08-14,36.290000915527344,37.005001068115234,35.61000061035156,36.0,1735400.0,,,,,
2024-08-15,36.619998931884766,37.48500061035156,36.34999847412109,36.59999847412109,1148400.0,,,,,
2024-08-16,37.54999923706055,37.8650016784668,36.0099983215332,36.5,1149000.0,,,,,
