Date,Close,High,Low,Open,Volume,"('Close', 'IAUX')","('High', 'IAUX')","('Low', 'IAUX')","('Open', 'IAUX')","('Volume', 'IAUX')"
2024-06-03,1.1100000143051147,1.1399999856948853,1.1100000143051147,1.1399999856948853,5668600.0,,,,,
2024-06-04,1.0800000429153442,1.1200000047683716,1.034999966621399,1.1200000047683716,5778400.0,,,,,
2024-06-05,1.100000023841858,1.100000023841858,1.059999942779541,1.0800000429153442,3558000.0,,,,,
2024-06-06,1.1299999952316284,1.149999976158142,1.0700000524520874,1.090000033378601,4281000.0,,,,,
2024-06-07,1.0399999618530271,1.100000023841858,1.0399999618530271,1.100000023841858,5069200.0,,,,,
2024-06-10,1.0800000429153442,1.090000033378601,1.0399999618530271,1.0700000524520874,3323100.0,,,,,
2024-06-11,1.0499999523162842,1.0800000429153442,1.0399999618530271,1.059999942779541,2953300.0,,,,,
2024-06-12,1.059999942779541,1.1100000143051147,1.0499999523162842,1.1100000143051147,4242400.0,,,,,
2024-06-13,1.0299999713897705,1.065000057220459,1.0099999904632568,1.059999942779541,3368000.0,,,,,
2024-06-14,1.0199999809265137,1.0499999523162842,1.0099999904632568,1.0499999523162842,3517500.0,,,,,
2024-06-17,1.0499999523162842,1.065999984741211,1.0099999904632568,1.0199999809265137,2842600.0,,,,,
2024-06-18,1.0299999713897705,1.059999942779541,1.0299999713897705,1.0399999618530271,1915700.0,,,,,
2024-06-20,1.100000023841858,1.1100000143051147,1.0299999713897705,1.0399999618530271,3735400.0,,,,,
2024-06-21,1.0800000429153442,1.1100000143051147,1.0449999570846558,1.1100000143051147,6684100.0,,,,,
2024-06-24,1.0299999713897705,1.0950000286102295,1.0299999713897705,1.090000033378601,3197400.0,,,,,
2024-06-25,0.975000023841858,1.0399999618530271,0.968999981880188,1.0299999713897705,10717800.0,,,,,
2024-06-26,1.0199999809265137,1.0199999809265137,0.9639999866485596,0.9800000190734864,3435900.0,,,,,
2024-06-27,1.0399999618530271,1.0499999523162842,1.0,1.0199999809265137,3597900.0,,,,,
2024-06-28,1.0800000429153442,1.0850000381469729,1.0199999809265137,1.0499999523162842,11289800.0,,,,,
2024-07-01,1.059999942779541,1.090000033378601,1.0499999523162842,1.0700000524520874,1175000.0,,,,,
2024-07-02,1.0299999713897705,1.059999942779541,1.0099999904632568,1.0499999523162842,1761200.0,,,,,
2024-07-03,1.0700000524520874,1.090000033378601,1.0399999618530271,1.0800000429153442,1204800.0,,,,,
2024-07-05,1.0800000429153442,1.090000033378601,1.0499999523162842,1.090000033378601,2329600.0,,,,,
2024-07-08,1.0499999523162842,1.0800000429153442,1.0199999809265137,1.059999942779541,1670300.0,,,,,
2024-07-09,1.0499999523162842,1.059999942779541,1.024999976158142,1.0299999713897705,1437800.0,,,,,
2024-07-10,1.0800000429153442,1.1100000143051147,1.0499999523162842,1.0700000524520874,2872400.0,,,,,
2024-07-11,1.1299999952316284,1.1399999856948853,1.0700000524520874,1.100000023841858,4895300.0,,,,,
2024-07-12,1.159999966621399,1.159999966621399,1.1200000047683716,1.1200000047683716,3992500.0,,,,,
2024-07-15,1.159999966621399,1.1699999570846558,1.1299999952316284,1.159999966621399,2809000.0,,,,,
2024-07-16,1.159999966621399,1.190000057220459,1.1399999856948853,1.1699999570846558,3700500.0,,,,,
2024-07-17,1.1299999952316284,1.1699999570846558,1.1050000190734863,1.1699999570846558,2819500.0,,,,,
2024-07-18,1.100000023841858,1.1399999856948853,1.0700000524520874,1.1299999952316284,2954400.0,,,,,
2024-07-19,1.059999942779541,1.100000023841858,1.0499999523162842,1.0800000429153442,1318300.0,,,,,
2024-07-22,1.1100000143051147,1.1100000143051147,1.0299999713897705,1.0700000524520874,2632900.0,,,,,
2024-07-23,1.100000023841858,1.1150000095367432,1.059999942779541,1.100000023841858,2465400.0,,,,,
2024-07-24,1.0700000524520874,1.1299999952316284,1.0549999475479126,1.090000033378601,3940300.0,,,,,
2024-07-25,1.0700000524520874,1.0700000524520874,1.0199999809265137,1.0399999618530271,5839400.0,,,,,
2024-07-26,1.0700000524520874,1.0800000429153442,1.0299999713897705,1.0800000429153442,4339300.0,,,,,
2024-07-29,1.0700000524520874,1.0700000524520874,1.0299999713897705,1.059999942779541,1784500.0,,,,,
