Date,Close,High,Low,Open,Volume,"('Close', 'ALLO')","('High', 'ALLO')","('Low', 'ALLO')","('Open', 'ALLO')","('Volume', 'ALLO')"
2024-06-03,2.509999990463257,2.680000066757202,2.5,2.5299999713897705,4338300.0,,,,,
2024-06-04,2.3299999237060547,2.509999990463257,2.299999952316284,2.4800000190734863,3808700.0,,,,,
2024-06-05,2.440000057220459,2.440000057220459,2.240000009536743,2.3299999237060547,2838600.0,,,,,
2024-06-06,2.4100000858306885,2.440000057220459,2.3499999046325684,2.440000057220459,1701200.0,,,,,
2024-06-07,2.319999933242798,2.4100000858306885,2.299999952316284,2.400000095367432,1642400.0,,,,,
2024-06-10,2.440000057220459,2.450000047683716,2.2300000190734863,2.2799999713897705,3180100.0,,,,,
2024-06-11,2.549999952316284,2.559999942779541,2.3499999046325684,2.4200000762939453,2333100.0,,,,,
2024-06-12,2.569999933242798,2.680000066757202,2.539999961853028,2.609999895095825,2260500.0,,,,,
2024-06-13,2.539999961853028,2.5999999046325684,2.4800000190734863,2.5899999141693115,1546800.0,,,,,
2024-06-14,2.3499999046325684,2.5299999713897705,2.319999933242798,2.5199999809265137,2625300.0,,,,,
2024-06-17,2.299999952316284,2.390000104904175,2.240000009536743,2.3299999237060547,3387200.0,,,,,
2024-06-18,2.2300000190734863,2.3299999237060547,2.180000066757202,2.299999952316284,2284600.0,,,,,
2024-06-20,2.440000057220459,2.470000028610229,2.2100000381469727,2.259999990463257,5884400.0,,,,,
2024-06-21,2.549999952316284,2.569999933242798,2.359999895095825,2.450000047683716,10101000.0,,,,,
2024-06-24,2.609999895095825,2.6700000762939453,2.549999952316284,2.549999952316284,4308000.0,,,,,
2024-06-25,2.400000095367432,2.5999999046325684,2.390000104904175,2.5999999046325684,3971300.0,,,,,
2024-06-26,2.3399999141693115,2.440000057220459,2.2300000190734863,2.390000104904175,2996200.0,,,,,
2024-06-27,2.440000057220459,2.5,2.2799999713897705,2.3399999141693115,2371400.0,,,,,
2024-06-28,2.3299999237060547,2.440000057220459,2.2699999809265137,2.440000057220459,3585100.0,,,,,
2024-07-01,2.3299999237060547,2.4100000858306885,2.299999952316284,2.3299999237060547,2246000.0,,,,,
2024-07-02,2.1600000858306885,2.289999961853028,2.130000114440918,2.289999961853028,3053400.0,,,,,
2024-07-03,2.0799999237060547,2.200000047683716,2.0799999237060547,2.200000047683716,1775700.0,,,,,
2024-07-05,2.119999885559082,2.130000114440918,2.009999990463257,2.0999999046325684,2298800.0,,,,,
2024-07-08,2.240000009536743,2.289999961853028,2.130000114440918,2.190000057220459,2062300.0,,,,,
2024-07-09,2.299999952316284,2.319999933242798,2.190000057220459,2.220000028610229,2818300.0,,,,,
2024-07-10,2.390000104904175,2.400000095367432,2.2799999713897705,2.299999952316284,1376700.0,,,,,
2024-07-11,2.680000066757202,2.7300000190734863,2.470000028610229,2.5299999713897705,3178500.0,,,,,
2024-07-12,2.759999990463257,2.8499999046325684,2.6600000858306885,2.700000047683716,1734400.0,,,,,
2024-07-15,2.9800000190734863,3.0999999046325684,2.740000009536743,2.7799999713897705,3646800.0,,,,,
2024-07-16,3.5,3.670000076293945,3.0,3.0,8958400.0,,,,,
2024-07-17,3.4200000762939453,3.5,3.289999961853028,3.440000057220459,4024500.0,,,,,
