Date,Close,High,Low,Open,Volume,"('Close', 'KITT')","('High', 'KITT')","('Low', 'KITT')","('Open', 'KITT')","('Volume', 'KITT')"
2024-06-03,41.79600143432617,44.06399917602539,39.85200119018555,43.09199905395508,15281.0,,,,,
2024-06-04,37.2599983215332,42.76800155639648,37.2599983215332,41.47200012207031,22619.0,,,,,
2024-06-05,44.71200180053711,51.84000015258789,35.63999938964844,36.93600082397461,336732.0,,,,,
2024-06-06,55.08000183105469,69.98400115966797,45.68399810791016,63.82799911499024,734866.0,,,,,
2024-06-07,50.220001220703125,57.672000885009766,45.68399810791016,56.3759994506836,132189.0,,,,,
2024-06-10,74.84400177001953,88.7760009765625,51.84000015258789,56.05199813842773,684251.0,,,,,
2024-06-11,87.4800033569336,133.81199645996094,75.16799926757812,112.4280014038086,1693744.0,,,,,
2024-06-12,62.85599899291992,72.9000015258789,59.29199981689453,70.30799865722656,218953.0,,,,,
2024-06-13,52.16400146484375,62.20800018310547,50.86800003051758,58.31999969482422,113828.0,,,,,
2024-06-14,62.20800018310547,81.0,56.05199813842773,63.18000030517578,511824.0,,,,,
2024-06-17,60.5880012512207,64.47599792480469,55.72800064086914,62.20800018310547,84516.0,,,,,
2024-06-18,47.62799835205078,56.05199813842773,47.30400085449219,55.08000183105469,82070.0,,,,,
2024-06-20,44.71200180053711,49.89599990844727,42.76800155639648,49.24800109863281,42940.0,,,,,
2024-06-21,43.7400016784668,45.36000061035156,41.47200012207031,45.36000061035156,27803.0,,,,,
2024-06-24,40.82400131225586,42.76800155639648,39.52799987792969,42.76800155639648,34535.0,,,,,
2024-06-25,42.119998931884766,43.41600036621094,39.52799987792969,42.119998931884766,27873.0,,,,,
2024-06-26,47.95199966430664,50.86800003051758,41.79600143432617,41.79600143432617,100876.0,,,,,
2024-06-27,47.95199966430664,48.92399978637695,45.36000061035156,47.30400085449219,42783.0,,,,,
2024-06-28,44.06399917602539,46.65599822998047,43.7400016784668,46.65599822998047,21636.0,,,,,
2024-07-01,44.06399917602539,45.0359992980957,42.119998931884766,45.0359992980957,19368.0,,,,,
2024-07-02,42.119998931884766,43.7400016784668,42.119998931884766,43.7400016784668,15752.0,,,,,
2024-07-03,43.41600036621094,44.06399917602539,41.79600143432617,42.119998931884766,10509.0,,,,,
2024-07-05,42.119998931884766,43.7400016784668,41.79600143432617,43.41600036621094,13163.0,,,,,
2024-07-08,41.79600143432617,43.09199905395508,41.47200012207031,42.119998931884766,18468.0,,,,,
2024-07-09,42.119998931884766,42.44400024414063,40.5,41.47200012207031,12940.0,,,,,
2024-07-10,41.14799880981445,42.119998931884766,40.82400131225586,41.47200012207031,12042.0,,,,,
2024-07-11,43.09199905395508,45.36000061035156,41.14799880981445,41.79600143432617,24911.0,,,,,
2024-07-12,42.44400024414063,43.09199905395508,41.79600143432617,42.76800155639648,10966.0,,,,,
2024-07-15,42.119998931884766,44.06399917602539,41.47200012207031,42.44400024414063,9843.0,,,,,
2024-07-16,42.119998931884766,43.7400016784668,41.79600143432617,42.119998931884766,8890.0,,,,,
2024-07-17,42.119998931884766,43.09199905395508,41.79600143432617,42.44400024414063,9585.0,,,,,
2024-07-18,41.79600143432617,55.08000183105469,38.880001068115234,43.7400016784668,254525.0,,,,,
2024-07-19,30.131999969482425,33.37200164794922,27.540000915527344,33.37200164794922,87754.0,,,,,
2024-07-22,29.15999984741211,29.808000564575195,25.920000076293945,29.15999984741211,64149.0,,,,,
