Date,Close,High,Low,Open,Volume,"('Close', 'BHP')","('High', 'BHP')","('Low', 'BHP')","('Open', 'BHP')","('Volume', 'BHP')"
2024-06-03,56.60371017456055,56.62277551801372,55.73625704732461,56.27007211864368,2064000.0,,,,,
2024-06-04,55.354957580566406,55.478880495130994,54.68768510351263,55.211969322504,3687900.0,,,,,
2024-06-05,55.879241943359375,55.89830728690625,55.259634641626846,55.52654217859825,2605700.0,,,,,
2024-06-06,56.90874862670898,56.975475510893055,55.74578812577089,55.92690343479303,2233100.0,,,,,
2024-06-07,55.46934509277344,56.12708670543009,55.46934509277344,56.02222913608816,1665700.0,,,,,
2024-06-10,55.67906188964844,55.80298480586514,55.32636212109282,55.58373880723098,1138100.0,,,,,
2024-06-11,54.14433670043945,54.15387119056376,53.5819217824092,53.76304073134562,2494200.0,,,,,
2024-06-12,54.70675277709961,55.49794820241684,54.58282985725685,55.4121559711938,2679600.0,,,,,
2024-06-13,54.66862106323242,54.71628624128446,54.00135220661441,54.420778864537525,2062700.0,,,,,
2024-06-14,54.17293548583984,54.43030853273349,53.65818211936763,53.69631280644168,2218500.0,,,,,
2024-06-17,53.62005233764648,53.75350610831649,53.076702764865736,53.22922187939467,2568800.0,,,,,
2024-06-18,54.01088333129883,54.13480624943906,53.33407998113904,53.429403065036105,2759200.0,,,,,
2024-06-20,54.5351676940918,54.72581749867831,54.09667568898261,54.334987035630114,1895600.0,,,,,
2024-06-21,53.93462371826172,54.17293505607021,53.68677789058913,53.98228525855493,2222300.0,,,,,
2024-06-24,54.03947830200195,54.68768543954082,53.95368607390586,54.00135125111451,1872500.0,,,,,
2024-06-25,54.30638885498047,54.39218108209507,54.05854302716388,54.334985051904525,1537200.0,,,,,
2024-06-26,54.649559020996094,54.84020518666672,54.34451715596955,54.66862072848914,1905200.0,,,,,
2024-06-27,54.08714294433594,54.334985136194575,53.9632200302354,54.19199687866761,1755300.0,,,,,
2024-06-28,54.4207763671875,54.87833369201808,54.26825725891064,54.849737495573166,1610300.0,,,,,
2024-07-01,55.01178741455078,55.70765607279564,54.8402029633296,55.107114129863874,1575200.0,,,,,
2024-07-02,55.04991912841797,55.12618050209218,54.392181144018856,54.439842684394016,1558000.0,,,,,
2024-07-03,56.756229400634766,57.223317588983655,56.203345348401854,56.241476035385325,1861700.0,,,,,
2024-07-05,56.70856857299805,56.87061854020134,56.10802297265717,56.68950322926663,1500400.0,,,,,
2024-07-08,55.621864318847656,56.24147524643861,55.44074901273053,55.88877548764528,1877700.0,,,,,
2024-07-09,55.63139724731445,55.91737011496803,55.45981279945385,55.82204703786427,1551200.0,,,,,
2024-07-10,55.81251525878906,55.89830748688572,55.26916569295773,55.316827233824206,1639200.0,,,,,
2024-07-11,55.50747680664063,56.17474928507006,55.16430789565735,56.02223017311554,2212500.0,,,,,
2024-07-12,56.49885177612305,56.97547444644329,56.4130595500117,56.622774688582176,2595200.0,,,,,
2024-07-15,55.583740234375,55.90784381379542,55.297763707094994,55.583740234375,1878000.0,,,,,
2024-07-16,54.525634765625,54.65908853285514,53.84883143961933,54.33498496829233,2433300.0,,,,,
2024-07-17,54.32545471191406,54.935531161010495,54.31592022195429,54.72581601800517,1820700.0,,,,,
2024-07-18,53.49612808227539,54.3159196659859,53.42940119860988,54.28732346908424,2438300.0,,,,,
2024-07-19,53.0481071472168,53.31501469147487,52.523819276220486,53.00044196887709,2077700.0,,,,,
2024-07-22,53.14342880249024,53.23875188392184,52.80025989118851,53.00044054400036,1939100.0,,,,,
2024-07-23,52.49522399902344,52.609612429091406,51.87561303316525,52.123458874045575,2585600.0,,,,,
2024-07-24,51.8851432800293,52.65727330160912,51.856547083936746,52.49521970561923,2075100.0,,,,,
2024-07-25,52.22831344604492,52.79072834634914,51.67542939922208,51.85654834245003,2668900.0,,,,,
2024-07-26,52.79072952270508,52.952779489896464,52.37129923332972,52.62867591917119,1846900.0,,,,,
