Date,Close,High,Low,Open,Volume,"('Close', 'CMTL')","('High', 'CMTL')","('Low', 'CMTL')","('Open', 'CMTL')","('Volume', 'CMTL')"
2024-06-03,2.569999933242798,2.630000114440918,2.430000066757202,2.549999952316284,464400.0,,,,,
2024-06-04,2.539999961853028,2.680000066757202,2.470000028610229,2.549999952316284,397200.0,,,,,
2024-06-05,2.490000009536743,2.609999895095825,2.450000047683716,2.539999961853028,338500.0,,,,,
2024-06-06,2.470000028610229,2.5299999713897705,2.359999895095825,2.5,317600.0,,,,,
2024-06-07,2.190000057220459,2.430000066757202,2.119999885559082,2.430000066757202,437800.0,,,,,
2024-06-10,2.299999952316284,2.3499999046325684,2.109999895095825,2.150000095367432,306900.0,,,,,
2024-06-11,2.130000114440918,2.2100000381469727,1.9299999475479128,2.190000057220459,880600.0,,,,,
2024-06-12,2.119999885559082,2.25,2.0999999046325684,2.180000066757202,376000.0,,,,,
2024-06-13,2.289999961853028,2.319999933242798,1.9600000381469729,2.0899999141693115,1071100.0,,,,,
2024-06-14,2.119999885559082,2.319999933242798,2.109999895095825,2.2699999809265137,325600.0,,,,,
2024-06-17,2.1700000762939453,2.2100000381469727,2.069999933242798,2.109999895095825,263400.0,,,,,
2024-06-18,4.070000171661377,4.380000114440918,2.900000095367432,3.059999942779541,91425400.0,,,,,
2024-06-20,3.809999942779541,4.349999904632568,3.660000085830689,3.799999952316284,10031700.0,,,,,
2024-06-21,3.640000104904175,4.179999828338623,3.630000114440918,3.910000085830689,2856200.0,,,,,
2024-06-24,3.3499999046325684,3.690000057220459,3.319999933242798,3.619999885559082,1723200.0,,,,,
2024-06-25,2.940000057220459,3.400000095367432,2.930000066757202,3.400000095367432,2635700.0,,,,,
2024-06-26,3.1700000762939453,3.4800000190734863,3.0,3.109999895095825,1608600.0,,,,,
2024-06-27,3.119999885559082,3.2100000381469727,3.0199999809265137,3.150000095367432,887200.0,,,,,
2024-06-28,3.0299999713897705,3.430000066757202,2.930000066757202,3.140000104904175,4827600.0,,,,,
2024-07-01,3.0899999141693115,3.180000066757202,2.869999885559082,3.1700000762939453,1567600.0,,,,,
2024-07-02,3.0299999713897705,3.130000114440918,2.9600000381469727,3.0899999141693115,369900.0,,,,,
2024-07-03,3.2300000190734863,3.2300000190734863,2.990000009536743,2.990000009536743,389600.0,,,,,
2024-07-05,3.009999990463257,3.289999961853028,3.0,3.200000047683716,521300.0,,,,,
2024-07-08,2.950000047683716,3.109999895095825,2.890000104904175,3.0199999809265137,687800.0,,,,,
2024-07-09,3.0299999713897705,3.069999933242798,2.880000114440918,2.970000028610229,452500.0,,,,,
2024-07-10,3.2699999809265137,3.4100000858306885,2.9800000190734863,3.049999952316284,772600.0,,,,,
2024-07-11,3.5199999809265137,3.549999952316284,3.309999942779541,3.380000114440918,752100.0,,,,,
2024-07-12,3.3299999237060547,3.569999933242798,3.309999942779541,3.549999952316284,502000.0,,,,,
2024-07-15,3.2699999809265137,3.390000104904175,3.240000009536743,3.3499999046325684,519800.0,,,,,
2024-07-16,3.390000104904175,3.440000057220459,3.220000028610229,3.309999942779541,443700.0,,,,,
2024-07-17,3.309999942779541,3.5,3.25,3.4100000858306885,854900.0,,,,,
2024-07-18,3.039999961853028,3.470000028610229,3.0,3.309999942779541,683100.0,,,,,
2024-07-19,2.900000095367432,3.0899999141693115,2.880000114440918,3.0299999713897705,476000.0,,,,,
2024-07-22,3.0899999141693115,3.140000104904175,2.9200000762939453,2.9200000762939453,287400.0,,,,,
2024-07-23,3.140000104904175,3.240000009536743,3.049999952316284,3.049999952316284,264000.0,,,,,
2024-07-24,3.059999942779541,3.220000028610229,3.049999952316284,3.130000114440918,319200.0,,,,,
2024-07-25,3.150000095367432,3.180000066757202,3.039999961853028,3.049999952316284,178900.0,,,,,
2024-07-26,3.400000095367432,3.5,3.130000114440918,3.150000095367432,581300.0,,,,,
2024-07-29,3.319999933242798,3.5999999046325684,3.259999990463257,3.490000009536743,424900.0,,,,,
2024-07-30,3.220000028610229,3.380000114440918,3.200000047683716,3.3299999237060547,265800.0,,,,,
2024-07-31,3.240000009536743,3.450000047683716,3.2100000381469727,3.309999942779541,378800.0,,,,,
2024-08-01,3.1700000762939453,3.289999961853028,3.109999895095825,3.25,352700.0,,,,,
2024-08-02,2.9800000190734863,3.140000104904175,2.930000066757202,3.049999952316284,341400.0,,,,,
2024-08-05,2.809999942779541,2.940000057220459,2.630000114440918,2.680000066757202,504400.0,,,,,
2024-08-06,2.809999942779541,2.859999895095825,2.7100000381469727,2.809999942779541,243200.0,,,,,
2024-08-07,3.0299999713897705,3.1700000762939453,2.900000095367432,2.9100000858306885,294300.0,,,,,
