Date,Close,High,Low,Open,Volume,"('Close', 'VMAR')","('High', 'VMAR')","('Low', 'VMAR')","('Open', 'VMAR')","('Volume', 'VMAR')"
2024-09-09,166.5,176.39999389648438,136.8000030517578,146.6999969482422,3594.0,,,,,
2024-09-10,150.3000030517578,173.6999969482422,144.89999389648438,164.6999969482422,3340.0,,,,,
2024-09-11,143.10000610351562,154.8000030517578,130.5,149.39999389648438,1489.0,,,,,
2024-09-12,135.0,144.0,126.9000015258789,143.10000610351562,4007.0,,,,,
2024-09-13,70.19999694824219,267.29998779296875,59.400001525878906,222.3000030517578,389443.0,,,,,
2024-09-16,71.63999938964844,79.19999694824219,66.1500015258789,73.80000305175781,30772.0,,,,,
2024-09-17,62.90999984741211,71.0999984741211,59.400001525878906,68.4000015258789,11040.0,,,,,
2024-09-18,54.27000045776367,62.0099983215332,51.29999923706055,61.560001373291016,11921.0,,,,,
2024-09-19,67.58999633789062,74.69999694824219,63.0,66.69000244140625,132582.0,,,,,
2024-09-20,63.810001373291016,65.33999633789062,55.79999923706055,63.0,12043.0,,,,,
2024-09-23,59.220001220703125,63.0,56.34000015258789,58.5,6237.0,,,,,
2024-09-24,52.560001373291016,59.58000183105469,51.47999954223633,57.59999847412109,5152.0,,,,,
2024-09-25,53.63999938964844,55.79999923706055,49.40999984741211,51.29999923706055,4172.0,,,,,
2024-09-26,51.29999923706055,54.0,49.5,52.650001525878906,3202.0,,,,,
2024-09-27,50.66999816894531,52.20000076293945,49.5,50.84999847412109,2366.0,,,,,
2024-09-30,51.75,52.91999816894531,50.400001525878906,52.7400016784668,1196.0,,,,,
2024-10-01,50.130001068115234,52.91999816894531,49.5,52.91999816894531,1304.0,,,,,
2024-10-02,48.150001525878906,51.75,47.790000915527344,50.400001525878906,1592.0,,,,,
2024-10-03,47.70000076293945,48.59999847412109,45.45000076293945,48.150001525878906,1693.0,,,,,
2024-10-04,43.7400016784668,49.5,41.130001068115234,47.25,10800.0,,,,,
2024-10-07,45.27000045776367,49.5,42.29999923706055,43.650001525878906,15196.0,,,,,
2024-10-08,39.0,49.900001525878906,36.0099983215332,42.900001525878906,58250.0,,,,,
2024-10-09,31.959999084472656,39.5,31.399999618530277,36.400001525878906,22340.0,,,,,
2024-10-10,30.0,38.5,26.899999618530277,30.700000762939453,24530.0,,,,,
2024-10-11,32.20000076293945,34.0,28.799999237060547,30.299999237060547,8830.0,,,,,
2024-10-14,46.400001525878906,53.5,31.0,32.20000076293945,305110.0,,,,,
2024-10-15,40.79999923706055,50.900001525878906,40.79999923706055,44.09999847412109,39650.0,,,,,
2024-10-16,42.09999847412109,44.0,35.0,40.70000076293945,19080.0,,,,,
2024-10-17,43.0,46.0,42.0,43.900001525878906,13410.0,,,,,
2024-10-18,39.20000076293945,43.09999847412109,38.5,42.59999847412109,12550.0,,,,,
2024-10-21,36.5,41.20000076293945,36.0,38.79999923706055,7400.0,,,,,
2024-10-22,38.0,39.5,36.70000076293945,36.70000076293945,8060.0,,,,,
2024-10-23,40.20000076293945,41.09999847412109,38.119998931884766,38.5,8310.0,,,,,
2024-10-24,39.20000076293945,41.79999923706055,38.09999847412109,40.79999923706055,12640.0,,,,,
2024-10-25,39.5,42.0,36.900001525878906,39.20000076293945,17790.0,,,,,
2024-10-28,38.20000076293945,40.61000061035156,37.09999847412109,40.0,5070.0,,,,,
2024-10-29,36.29999923706055,38.900001525878906,35.20000076293945,38.5,11980.0,,,,,
2024-10-30,34.5,36.95000076293945,33.5,36.29999923706055,5050.0,,,,,
2024-10-31,33.599998474121094,36.900001525878906,33.5,34.0,4790.0,,,,,
2024-11-01,32.20000076293945,34.599998474121094,32.20000076293945,33.5,4740.0,,,,,
2024-11-04,32.0,34.5,32.0,32.29999923706055,4260.0,,,,,
2024-11-05,32.70000076293945,33.0099983215332,30.899999618530277,32.70000076293945,10260.0,,,,,
2024-11-06,31.700000762939453,34.20000076293945,31.600000381469727,34.20000076293945,3910.0,,,,,
2024-11-07,29.899999618530277,32.29999923706055,28.799999237060547,32.29999923706055,33540.0,,,,,
2024-11-08,33.70000076293945,40.70000076293945,32.150001525878906,40.09999847412109,2407550.0,,,,,
2024-11-11,31.200000762939453,32.900001525878906,28.5,30.100000381469727,39070.0,,,,,
2024-11-12,30.899999618530277,31.700000762939453,29.0,29.0,20790.0,,,,,
2024-11-13,28.5,30.0,27.600000381469727,28.899999618530277,36130.0,,,,,
2024-11-14,29.0,30.100000381469727,28.100000381469727,29.299999237060547,22100.0,,,,,
2024-11-15,27.600000381469727,29.700000762939453,27.600000381469727,28.700000762939453,9020.0,,,,,
2024-11-18,27.799999237060547,28.88999938964844,25.299999237060547,28.200000762939453,15130.0,,,,,
2024-11-19,29.100000381469727,29.780000686645508,26.5,27.100000381469727,12810.0,,,,,
2024-11-20,27.299999237060547,30.0,26.899999618530277,28.799999237060547,14190.0,,,,,
2024-11-21,27.700000762939453,29.799999237060547,27.32999992370605,28.299999237060547,44730.0,,,,,
2024-11-22,27.0,28.0,25.5,26.5,16840.0,,,,,
2024-11-25,24.299999237060547,27.899999618530277,24.0,27.0,21730.0,,,,,
2024-11-26,23.0,25.290000915527344,22.0,24.299999237060547,6210.0,,,,,
2024-11-27,20.799999237060547,22.940000534057617,20.799999237060547,22.100000381469727,20710.0,,,,,
2024-11-29,22.0,23.5,21.0,21.0,5490.0,,,,,
2024-12-02,19.899999618530277,27.200000762939453,19.799999237060547,27.200000762939453,816730.0,,,,,
2024-12-03,18.0,18.799999237060547,15.399999618530272,18.299999237060547,72850.0,,,,,
2024-12-04,16.600000381469727,17.899999618530273,16.200000762939453,17.299999237060547,32820.0,,,,,
2024-12-05,17.700000762939453,17.989999771118164,16.299999237060547,16.299999237060547,31690.0,,,,,
2024-12-06,17.200000762939453,18.299999237060547,17.100000381469727,17.700000762939453,14950.0,,,,,
2024-12-09,16.5,17.829999923706055,16.0,17.700000762939453,36750.0,,,,,
2024-12-10,17.299999237060547,18.0,16.0,16.899999618530273,31080.0,,,,,
2024-12-11,17.600000381469727,18.299999237060547,16.799999237060547,18.0,27560.0,,,,,
2024-12-12,17.100000381469727,17.899999618530273,16.799999237060547,17.700000762939453,21280.0,,,,,
2024-12-13,14.5,17.469999313354492,13.800000190734863,17.200000762939453,85520.0,,,,,
2024-12-16,14.699999809265137,15.979999542236328,14.5,15.199999809265137,52070.0,,,,,
2024-12-17,14.600000381469728,15.5,13.0,15.100000381469728,38680.0,,,,,
2024-12-18,15.0,15.399999618530272,14.399999618530272,15.0,26860.0,,,,,
2024-12-19,15.0,15.899999618530272,14.800000190734863,15.399999618530272,33990.0,,,,,
2024-12-20,14.899999618530272,15.300000190734863,14.199999809265137,15.199999809265137,18910.0,,,,,
2024-12-23,15.5,17.299999237060547,14.899999618530272,15.5,55400.0,,,,,
2024-12-24,14.899999618530272,16.5,14.699999809265137,16.399999618530273,621780.0,,,,,
2024-12-26,15.699999809265137,16.100000381469727,14.300000190734863,14.699999809265137,52820.0,,,,,
2024-12-27,16.200000762939453,17.6299991607666,15.199999809265137,16.399999618530273,88390.0,,,,,
2024-12-30,15.5,16.200000762939453,15.199999809265137,15.899999618530272,42860.0,,,,,
2024-12-31,15.899999618530272,17.100000381469727,15.600000381469728,15.699999809265137,64170.0,,,,,
2025-01-02,15.100000381469728,16.399999618530273,15.0,15.800000190734863,21620.0,,,,,
2025-01-03,16.0,16.149999618530273,15.199999809265137,15.399999618530272,20200.0,,,,,
2025-01-06,15.800000190734863,16.399999618530273,15.699999809265137,16.200000762939453,16700.0,,,,,
2025-01-07,16.5,17.100000381469727,15.609999656677246,15.899999618530272,20720.0,,,,,
2025-01-08,15.199999809265137,16.799999237060547,15.100000381469728,16.799999237060547,23680.0,,,,,
2025-01-10,21.5,39.0,20.5,23.0,17557020.0,,,,,
2025-01-13,16.399999618530273,17.299999237060547,15.100000381469728,16.700000762939453,382170.0,,,,,
2025-01-14,14.0,15.579999923706056,14.0,15.199999809265137,1078780.0,,,,,
2025-01-15,20.5,25.5,17.0,20.299999237060547,6713320.0,,,,,
2025-01-16,18.299999237060547,19.5,17.700000762939453,18.0,182060.0,,,,,
2025-01-17,19.100000381469727,19.700000762939453,17.899999618530273,18.100000381469727,126430.0,,,,,
2025-01-21,18.399999618530277,19.600000381469727,17.920000076293945,19.600000381469727,98710.0,,,,,
2025-01-22,18.5,19.5,18.5,18.5,107770.0,,,,,
2025-01-23,16.200000762939453,18.100000381469727,15.699999809265137,17.799999237060547,100420.0,,,,,
2025-01-24,15.5,16.600000381469727,15.199999809265137,16.399999618530273,47860.0,,,,,
2025-01-27,14.5,15.800000190734863,14.399999618530272,15.0,81110.0,,,,,
2025-01-28,14.300000190734863,14.800000190734863,14.0,14.699999809265137,56570.0,,,,,
2025-01-29,14.100000381469728,14.699999809265137,14.100000381469728,14.5,26460.0,,,,,
2025-01-30,12.100000381469728,14.199999809265137,12.100000381469728,14.199999809265137,91680.0,,,,,
2025-01-31,12.800000190734863,13.0,12.5,13.0,59220.0,,,,,
2025-02-03,11.600000381469728,12.300000190734863,11.300000190734863,12.0,47310.0,,,,,
2025-02-04,12.5,12.699999809265137,11.199999809265137,11.699999809265137,157650.0,,,,,
2025-02-05,12.399999618530272,13.109999656677246,12.0,12.399999618530272,116290.0,,,,,
2025-02-06,12.199999809265137,12.600000381469728,12.100000381469728,12.5,164490.0,,,,,
2025-02-07,11.800000190734863,12.399999618530272,11.399999618530272,12.399999618530272,74710.0,,,,,
2025-02-10,11.699999809265137,12.5,11.600000381469728,11.899999618530272,81750.0,,,,,
2025-02-11,10.899999618530272,11.600000381469728,10.699999809265137,11.399999618530272,60900.0,,,,,
2025-02-12,11.699999809265137,11.899999618530272,11.300000190734863,11.899999618530272,71720.0,,,,,
2025-02-13,11.600000381469728,11.800000190734863,11.100000381469728,11.100000381469728,21240.0,,,,,
2025-02-14,11.100000381469728,11.5,11.0,11.300000190734863,32180.0,,,,,
2025-02-18,10.899999618530272,11.199999809265137,10.899999618530272,11.100000381469728,45210.0,,,,,
2025-02-19,10.5,11.100000381469728,10.199999809265137,11.0,270880.0,,,,,
2025-02-20,9.800000190734863,11.0,9.0,10.600000381469728,171010.0,,,,,
2025-02-21,8.600000381469727,11.5,8.300000190734863,11.399999618530272,1916210.0,,,,,
2025-02-24,8.289999961853027,8.460000038146973,7.5,8.460000038146973,86130.0,,,,,
2025-02-25,7.5,7.900000095367432,7.050000190734863,7.800000190734863,49030.0,,,,,
2025-02-26,7.309999942779541,7.699999809265137,7.309999942779541,7.699999809265137,20500.0,,,,,
2025-02-27,9.489999771118164,10.109999656677246,7.860000133514404,9.0,2745100.0,,,,,
2025-02-28,7.699999809265137,9.0,7.5,8.449999809265137,129530.0,,,,,
2025-03-03,7.170000076293945,7.460000038146973,6.809999942779541,7.460000038146973,84990.0,,,,,
2025-03-04,6.570000171661377,6.800000190734863,5.699999809265137,6.730000019073486,62020.0,,,,,
2025-03-05,6.199999809265137,6.400000095367432,6.039999961853027,6.289999961853027,24340.0,,,,,
2025-03-06,6.400000095367432,6.659999847412109,5.900000095367432,6.400000095367432,28940.0,,,,,
2025-03-07,6.590000152587891,6.78000020980835,6.25,6.25,18370.0,,,,,
2025-03-10,6.199999809265137,6.78000020980835,6.0,6.599999904632568,30460.0,,,,,
2025-03-11,6.199999809265137,6.409999847412109,6.010000228881836,6.019999980926514,15310.0,,,,,
2025-03-12,6.349999904632568,6.400000095367432,6.099999904632568,6.28000020980835,12190.0,,,,,
2025-03-13,6.210000038146973,6.5,6.199999809265137,6.25,6670.0,,,,,
2025-03-14,6.320000171661377,6.5,6.150000095367432,6.199999809265137,11780.0,,,,,
2025-03-17,6.460000038146973,6.579999923706055,6.199999809265137,6.199999809265137,21060.0,,,,,
2025-03-18,6.369999885559082,6.590000152587891,6.21999979019165,6.5,19510.0,,,,,
2025-03-19,6.900000095367432,7.349999904632568,6.300000190734863,6.5,30880.0,,,,,
2025-03-20,6.369999885559082,6.989999771118164,6.300000190734863,6.989999771118164,19830.0,,,,,
2025-03-21,6.389999866485596,6.489999771118164,6.21999979019165,6.21999979019165,19700.0,,,,,
2025-03-24,6.21999979019165,6.420000076293945,6.099999904632568,6.320000171661377,17730.0,,,,,
2025-03-25,6.099999904632568,6.199999809265137,6.050000190734863,6.099999904632568,13720.0,,,,,
2025-03-26,6.190000057220459,6.429999828338623,6.099999904632568,6.099999904632568,15610.0,,,,,
2025-03-27,5.679999828338623,6.269999980926514,5.5,6.099999904632568,85710.0,,,,,
2025-03-28,4.800000190734863,4.849999904632568,4.199999809265137,4.679999828338623,90510.0,,,,,
2025-03-31,5.236000061035156,5.78000020980835,4.035999774932861,4.579999923706055,55200.0,,,,,
2025-04-01,4.394000053405762,5.75,4.364999771118164,5.25,102200.0,,,,,
2025-04-02,5.070000171661377,9.529999732971191,4.610000133514404,4.610000133514404,1985300.0,,,,,
2025-04-03,5.789999961853027,7.949999809265137,4.300000190734863,4.889999866485596,943300.0,,,,,
2025-04-04,5.159999847412109,6.369999885559082,4.901000022888184,4.909999847412109,163400.0,,,,,
2025-04-07,4.800000190734863,5.300000190734863,4.5,4.519999980926514,76500.0,,,,,
2025-04-08,4.900000095367432,5.349999904632568,4.809999942779541,4.820000171661377,65100.0,,,,,
2025-04-09,5.5,5.550000190734863,4.619999885559082,4.78000020980835,100200.0,,,,,
2025-04-10,5.789999961853027,6.059999942779541,5.254000186920166,5.309999942779541,109200.0,,,,,
2025-04-11,6.760000228881836,6.900000095367432,5.539999961853027,5.579999923706055,164900.0,,,,,
2025-04-14,6.949999809265137,7.449999809265137,6.650000095367432,6.840000152587891,143100.0,,,,,
2025-04-15,6.409999847412109,6.927000045776367,6.25,6.610000133514404,71900.0,,,,,
2025-04-16,6.630000114440918,7.21999979019165,6.110000133514404,6.420000076293945,132500.0,,,,,
2025-04-17,6.96999979019165,6.96999979019165,6.510000228881836,6.730000019073486,27400.0,,,,,
2025-04-21,6.53000020980835,6.964000225067139,6.510000228881836,6.920000076293945,32500.0,,,,,
2025-04-22,6.570000171661377,6.789999961853027,6.519999980926514,6.539999961853027,14100.0,,,,,
2025-04-23,6.440000057220459,6.822000026702881,6.239999771118164,6.599999904632568,24000.0,,,,,
2025-04-24,6.190000057220459,6.61299991607666,5.829999923706055,6.440000057220459,37200.0,,,,,
2025-04-25,6.309999942779541,6.453999996185303,6.130000114440918,6.170000076293945,11700.0,,,,,
2025-04-28,6.090000152587891,6.449999809265137,6.0,6.260000228881836,12700.0,,,,,
2025-04-29,6.150000095367432,6.329999923706055,5.5,6.329999923706055,33800.0,,,,,
2025-04-30,6.320000171661377,6.704999923706055,5.849999904632568,6.21999979019165,15800.0,,,,,
2025-05-01,6.482999801635742,6.813000202178955,6.179999828338623,6.320000171661377,21500.0,,,,,
2025-05-02,6.735000133514404,6.800000190734863,6.25,6.489999771118164,25000.0,,,,,
2025-05-05,6.699999809265137,6.909999847412109,6.5,6.730000019073486,18300.0,,,,,
2025-05-06,6.349999904632568,7.050000190734863,6.28000020980835,6.820000171661377,70200.0,,,,,
2025-05-07,6.840000152587891,7.28000020980835,6.46999979019165,6.690000057220459,96800.0,,,,,
2025-05-08,7.0,7.61299991607666,6.550000190734863,7.010000228881836,86400.0,,,,,
2025-05-09,6.705999851226807,7.031000137329102,6.639999866485596,7.0,30400.0,,,,,
2025-05-12,7.130000114440918,7.400000095367432,6.715000152587891,6.800000190734863,78700.0,,,,,
2025-05-13,6.809999942779541,7.199999809265137,6.809999942779541,6.849999904632568,31800.0,,,,,
2025-05-14,6.760000228881836,7.019999980926514,6.579999923706055,7.019999980926514,28700.0,,,,,
2025-05-15,6.789999961853027,6.86899995803833,6.25,6.840000152587891,30100.0,,,,,
2025-05-16,6.599999904632568,6.789999961853027,6.25,6.619999885559082,23700.0,,,,,
2025-05-19,6.545000076293945,6.800000190734863,6.460000038146973,6.5,25400.0,,,,,
2025-05-20,6.329999923706055,6.619999885559082,6.25,6.619999885559082,10800.0,,,,,
2025-05-21,6.150000095367432,6.590000152587891,5.980000019073486,6.329999923706055,27500.0,,,,,
2025-05-22,6.210000038146973,6.409999847412109,6.078999996185303,6.110000133514404,12200.0,,,,,
2025-05-23,6.400000095367432,6.61299991607666,6.320000171661377,6.340000152587891,23300.0,,,,,
2025-05-27,7.829999923706055,7.980000019073486,6.360000133514404,6.539999961853027,111900.0,,,,,
2025-05-28,7.5,8.0,7.284999847412109,7.800000190734863,33700.0,,,,,
2025-05-29,7.880000114440918,7.974999904632568,7.400000095367432,7.400000095367432,10500.0,,,,,
2025-05-30,8.175000190734863,8.880000114440918,7.610000133514404,7.900000095367432,50600.0,,,,,
2025-06-02,7.885000228881836,8.375,7.75,8.15999984741211,30900.0,,,,,
2025-06-03,7.900000095367432,8.010000228881836,7.650000095367432,7.769999980926514,8600.0,,,,,
2025-06-04,6.809999942779541,8.170000076293945,6.809999942779541,7.960000038146973,41900.0,,,,,
2025-06-05,7.5,7.699999809265137,6.860000133514404,7.0,27700.0,,,,,
2025-06-06,7.440000057220459,7.590000152587891,6.889999866485596,7.590000152587891,12100.0,,,,,
2025-06-09,7.880000114440918,8.109999656677246,7.360000133514404,7.559999942779541,22500.0,,,,,
2025-06-10,8.505000114440918,8.779999732971191,7.630000114440918,7.800000190734863,48600.0,,,,,
2025-06-11,8.260000228881836,8.562000274658203,8.0,8.510000228881836,39100.0,,,,,
2025-06-12,7.920000076293945,8.399999618530273,7.699999809265137,8.170000076293945,55400.0,,,,,
2025-06-13,8.100000381469727,8.100000381469727,7.65500020980835,7.71999979019165,16900.0,,,,,
2025-06-16,8.279999732971191,8.289999961853027,7.36899995803833,8.199999809265137,10800.0,,,,,
2025-06-17,8.09000015258789,8.300000190734863,7.889999866485596,8.25,15000.0,,,,,
2025-06-18,7.840000152587891,7.949999809265137,7.639999866485596,7.889999866485596,65600.0,,,,,
2025-06-20,7.829999923706055,7.925000190734863,7.420000076293945,7.760000228881836,12900.0,,,,,
2025-06-23,7.289999961853027,8.130000114440918,7.182000160217285,8.130000114440918,58100.0,,,,,
2025-06-24,7.5,7.510000228881836,7.203999996185303,7.300000190734863,27200.0,,,,,
2025-06-25,6.880000114440918,7.497000217437744,6.829999923706055,7.369999885559082,43100.0,,,,,
2025-06-26,6.639999866485596,7.053999900817871,6.230000019073486,6.880000114440918,71200.0,,,,,
2025-06-27,7.210000038146973,7.329999923706055,6.409999847412109,6.889999866485596,41000.0,,,,,
2025-06-30,7.739999771118164,7.789999961853027,7.199999809265137,7.349999904632568,82500.0,,,,,
2025-07-01,7.5,7.949999809265137,7.349999904632568,7.949999809265137,25700.0,,,,,
2025-07-02,7.480000019073486,7.699999809265137,7.099999904632568,7.480000019073486,65200.0,,,,,
2025-07-03,6.869999885559082,7.480000019073486,6.716000080108643,7.480000019073486,82300.0,,,,,
2025-07-07,6.46999979019165,7.370999813079834,6.360000133514404,7.070000171661377,55700.0,,,,,
2025-07-08,6.539999961853027,6.985000133514404,6.179999828338623,6.860000133514404,49500.0,,,,,
2025-07-09,6.480000019073486,6.710000038146973,6.300000190734863,6.710000038146973,40900.0,,,,,
2025-07-10,6.550000190734863,6.599999904632568,6.349999904632568,6.5,26600.0,,,,,
2025-07-11,6.380000114440918,6.632999897003174,6.179999828338623,6.570000171661377,41600.0,,,,,
2025-07-14,5.909999847412109,6.369999885559082,5.889999866485596,6.369999885559082,45800.0,,,,,
2025-07-15,6.019999980926514,6.019999980926514,5.74399995803833,6.0,20700.0,,,,,
2025-07-16,5.989999771118164,6.179999828338623,5.800000190734863,6.019999980926514,77600.0,,,,,
2025-07-17,5.989999771118164,6.079999923706055,5.849999904632568,5.960000038146973,21000.0,,,,,
2025-07-18,6.130000114440918,6.130000114440918,5.96999979019165,6.0,17400.0,,,,,
2025-07-21,6.099999904632568,6.276999950408936,6.03000020980835,6.070000171661377,17600.0,,,,,
2025-07-22,6.179999828338623,6.199999809265137,6.039999961853027,6.099999904632568,10300.0,,,,,
2025-07-23,6.699999809265137,6.699999809265137,6.190000057220459,6.190000057220459,47200.0,,,,,
2025-07-24,6.610000133514404,6.699999809265137,6.556000232696533,6.690000057220459,11100.0,,,,,
2025-07-25,6.599999904632568,6.599999904632568,6.349999904632568,6.550000190734863,10300.0,,,,,
2025-07-28,6.139999866485596,6.590000152587891,5.929999828338623,6.409999847412109,29400.0,,,,,
2025-07-29,5.945000171661377,6.190000057220459,5.699999809265137,6.099999904632568,27900.0,,,,,
2025-07-30,5.690000057220459,6.039999961853027,5.5,5.929999828338623,13100.0,,,,,
2025-07-31,5.690000057220459,5.840000152587891,5.53000020980835,5.610000133514404,11000.0,,,,,
2025-08-01,5.360000133514404,5.590000152587891,5.050000190734863,5.590000152587891,14200.0,,,,,
2025-08-04,5.150000095367432,5.349999904632568,5.150000095367432,5.300000190734863,10700.0,,,,,
2025-08-05,5.309999942779541,5.309999942779541,5.119999885559082,5.119999885559082,6700.0,,,,,
2025-08-06,5.050000190734863,5.340000152587891,5.050000190734863,5.340000152587891,21700.0,,,,,
2025-08-07,4.960000038146973,5.139999866485596,4.901999950408936,5.039999961853027,22900.0,,,,,
2025-08-08,4.949999809265137,5.083000183105469,4.880000114440918,4.949999809265137,14800.0,,,,,
2025-08-11,4.869999885559082,5.150000095367432,4.869999885559082,5.050000190734863,34500.0,,,,,
2025-08-12,5.070000171661377,5.169000148773193,4.960000038146973,5.090000152587891,32400.0,,,,,
2025-08-13,3.3299999237060547,4.25,3.200000047683716,4.190000057220459,426000.0,,,,,
2025-08-14,2.8399999141693115,3.5999999046325684,2.8399999141693115,3.5,347700.0,,,,,
2025-08-15,1.940000057220459,2.150000095367432,1.8600000143051147,2.095000028610229,24811500.0,,,,,
2025-08-18,1.8600000143051147,1.9299999475479128,1.850000023841858,1.8799999952316284,1209800.0,,,,,
2025-08-19,1.600000023841858,1.870000004768372,1.600000023841858,1.825000047683716,1273000.0,,,,,
2025-08-20,1.5299999713897705,1.649999976158142,1.524999976158142,1.590000033378601,577600.0,,,,,
2025-08-21,1.6100000143051147,1.6299999952316284,1.5299999713897705,1.5399999618530271,301500.0,,,,,
2025-08-22,1.5499999523162842,1.6399999856948853,1.4600000381469729,1.6399999856948853,455800.0,,,,,
2025-08-25,1.5299999713897705,1.5800000429153442,1.5199999809265137,1.5800000429153442,242300.0,,,,,
