Date,Close,High,Low,Open,Volume,"('Close', 'MDAI')","('High', 'MDAI')","('Low', 'MDAI')","('Open', 'MDAI')","('Volume', 'MDAI')"
2024-06-03,1.600000023841858,1.649999976158142,1.5700000524520874,1.6299999952316284,225000.0,,,,,
2024-06-04,1.5499999523162842,1.600000023841858,1.5199999809265137,1.590000033378601,214900.0,,,,,
2024-06-05,1.6200000047683716,1.6399999856948853,1.5410000085830688,1.5499999523162842,150200.0,,,,,
2024-06-06,1.5800000429153442,1.6399999856948853,1.5399999618530271,1.6399999856948853,248800.0,,,,,
2024-06-07,1.5499999523162842,1.6200000047683716,1.5299999713897705,1.559999942779541,209700.0,,,,,
2024-06-10,1.6399999856948853,1.7000000476837158,1.5499999523162842,1.5800000429153442,324100.0,,,,,
2024-06-11,1.7100000381469729,1.7300000190734863,1.6200000047683716,1.6200000047683716,128800.0,,,,,
2024-06-12,1.6799999475479126,1.7400000095367432,1.659999966621399,1.7100000381469729,130300.0,,,,,
2024-06-13,1.590000033378601,1.690000057220459,1.5800000429153442,1.649999976158142,127900.0,,,,,
2024-06-14,1.6100000143051147,1.6299999952316284,1.5700000524520874,1.590000033378601,115600.0,,,,,
2024-06-17,1.7000000476837158,1.7799999713897705,1.6100000143051147,1.6100000143051147,177800.0,,,,,
2024-06-18,1.590000033378601,1.6799999475479126,1.590000033378601,1.649999976158142,156500.0,,,,,
2024-06-20,1.590000033378601,1.6449999809265137,1.5499999523162842,1.6100000143051147,270000.0,,,,,
2024-06-21,1.590000033378601,1.6399999856948853,1.590000033378601,1.590000033378601,105700.0,,,,,
2024-06-24,1.6699999570846558,1.7200000286102295,1.600000023841858,1.600000023841858,160800.0,,,,,
2024-06-25,1.649999976158142,1.7200000286102295,1.649999976158142,1.7200000286102295,179800.0,,,,,
2024-06-26,1.6799999475479126,1.7000000476837158,1.649999976158142,1.649999976158142,48100.0,,,,,
2024-06-27,1.7999999523162842,1.809999942779541,1.7100000381469729,1.7100000381469729,201000.0,,,,,
2024-06-28,1.7599999904632568,1.830000042915344,1.649999976158142,1.809999942779541,230600.0,,,,,
2024-07-01,1.950000047683716,2.0999999046325684,1.7899999618530271,1.7999999523162842,1586400.0,,,,,
2024-07-02,1.809999942779541,1.9900000095367432,1.7599999904632568,1.9800000190734863,332400.0,,,,,
2024-07-03,1.870000004768372,1.870000004768372,1.7599999904632568,1.7999999523162842,171700.0,,,,,
2024-07-05,1.919999957084656,1.9299999475479128,1.8350000381469729,1.850000023841858,148200.0,,,,,
2024-07-08,1.9900000095367432,2.0799999237060547,1.899999976158142,1.9700000286102293,289100.0,,,,,
2024-07-09,1.9700000286102293,2.0299999713897705,1.899999976158142,1.9900000095367432,74800.0,,,,,
2024-07-10,1.8600000143051147,1.9800000190734863,1.7999999523162842,1.940000057220459,174200.0,,,,,
2024-07-11,1.8200000524520876,1.9299999475479128,1.8200000524520876,1.8600000143051147,98200.0,,,,,
2024-07-12,1.8899999856948853,1.899999976158142,1.830000042915344,1.830000042915344,122100.0,,,,,
2024-07-15,1.850000023841858,2.0299999713897705,1.7799999713897705,1.899999976158142,435400.0,,,,,
2024-07-16,1.870000004768372,1.8899999856948853,1.850000023841858,1.870000004768372,123600.0,,,,,
2024-07-17,1.909999966621399,1.909999966621399,1.830000042915344,1.8600000143051147,147000.0,,,,,
2024-07-18,1.7599999904632568,1.919999957084656,1.7200000286102295,1.919999957084656,188300.0,,,,,
2024-07-19,1.7400000095367432,1.809999942779541,1.7300000190734863,1.7599999904632568,118000.0,,,,,
2024-07-22,1.75,1.7799999713897705,1.7000000476837158,1.7699999809265137,80600.0,,,,,
2024-07-23,1.7599999904632568,1.7999999523162842,1.7200000286102295,1.75,69900.0,,,,,
2024-07-24,1.7899999618530271,1.7899999618530271,1.7100000381469729,1.7699999809265137,103800.0,,,,,
2024-07-25,1.7699999809265137,1.7999999523162842,1.7300000190734863,1.7999999523162842,74000.0,,,,,
2024-07-26,1.7899999618530271,1.830000042915344,1.7699999809265137,1.7999999523162842,80900.0,,,,,
2024-07-29,1.7000000476837158,1.7999999523162842,1.690000057220459,1.7799999713897705,114300.0,,,,,
2024-07-30,1.659999966621399,1.7599999904632568,1.6299999952316284,1.7000000476837158,160600.0,,,,,
2024-07-31,1.6699999570846558,1.7400000095367432,1.628999948501587,1.649999976158142,157300.0,,,,,
2024-08-01,1.6399999856948853,1.690000057220459,1.6100000143051147,1.649999976158142,109000.0,,,,,
2024-08-02,1.5800000429153442,1.6399999856948853,1.5499999523162842,1.5800000429153442,136900.0,,,,,
2024-08-05,1.5,1.5499999523162842,1.3200000524520874,1.4800000190734863,242400.0,,,,,
2024-08-06,1.5099999904632568,1.5700000524520874,1.4199999570846558,1.5099999904632568,108400.0,,,,,
2024-08-07,1.409999966621399,1.5399999618530271,1.3899999856948853,1.5099999904632568,139700.0,,,,,
2024-08-08,1.4550000429153442,1.5099999904632568,1.3700000047683716,1.399999976158142,157300.0,,,,,
2024-08-09,1.5099999904632568,1.6100000143051147,1.4700000286102295,1.5,121400.0,,,,,
2024-08-12,1.659999966621399,1.7100000381469729,1.5399999618530271,1.5499999523162842,198600.0,,,,,
2024-08-13,1.5,1.7200000286102295,1.5,1.7200000286102295,127400.0,,,,,
2024-08-14,1.5800000429153442,1.600000023841858,1.5199999809265137,1.5299999713897705,55200.0,,,,,
2024-08-15,1.649999976158142,1.7000000476837158,1.5399999618530271,1.559999942779541,143600.0,,,,,
2024-08-16,1.5499999523162842,1.690000057220459,1.5199999809265137,1.6699999570846558,191000.0,,,,,
2024-08-19,1.5700000524520874,1.5700000524520874,1.4800000190734863,1.5199999809265137,190900.0,,,,,
2024-08-20,1.5299999713897705,1.600000023841858,1.4900000095367432,1.5800000429153442,124600.0,,,,,
2024-08-21,1.6200000047683716,1.6299999952316284,1.5099999904632568,1.5099999904632568,199100.0,,,,,
2024-08-22,1.5299999713897705,1.590000033378601,1.5199999809265137,1.590000033378601,160400.0,,,,,
2024-08-23,1.4900000095367432,1.590000033378601,1.4670000076293943,1.5299999713897705,188900.0,,,,,
2024-08-26,1.4600000381469729,1.5299999713897705,1.4500000476837158,1.5299999713897705,104900.0,,,,,
2024-08-27,1.5,1.6799999475479126,1.4450000524520874,1.5099999904632568,782700.0,,,,,
2024-08-28,1.4700000286102295,1.5299999713897705,1.4199999570846558,1.5199999809265137,155000.0,,,,,
2024-08-29,1.4600000381469729,1.4800000190734863,1.409999966621399,1.4600000381469729,185400.0,,,,,
2024-08-30,1.4299999475479126,1.4700000286102295,1.4199999570846558,1.4500000476837158,61000.0,,,,,
2024-09-03,1.4600000381469729,1.5,1.4299999475479126,1.4299999475479126,109200.0,,,,,
2024-09-04,1.409999966621399,1.4700000286102295,1.399999976158142,1.4700000286102295,129100.0,,,,,
2024-09-05,1.3899999856948853,1.4700000286102295,1.3700000047683716,1.409999966621399,222600.0,,,,,
2024-09-06,1.340000033378601,1.399999976158142,1.3049999475479126,1.399999976158142,144100.0,,,,,
2024-09-09,1.350000023841858,1.3799999952316284,1.309999942779541,1.3799999952316284,110200.0,,,,,
