Date,Close,High,Low,Open,Volume,"('Close', 'PHAT')","('High', 'PHAT')","('Low', 'PHAT')","('Open', 'PHAT')","('Volume', 'PHAT')"
2024-06-03,10.329999923706056,10.579999923706056,9.5,9.579999923706056,575500.0,,,,,
2024-06-04,10.359999656677246,10.5600004196167,9.970000267028809,10.350000381469728,389100.0,,,,,
2024-06-05,10.3100004196167,10.6899995803833,10.100000381469728,10.43000030517578,515800.0,,,,,
2024-06-06,9.68000030517578,10.279999732971191,9.5,10.220000267028809,461000.0,,,,,
2024-06-07,10.600000381469728,10.770000457763672,9.600000381469728,9.600000381469728,513100.0,,,,,
2024-06-10,10.739999771118164,11.06999969482422,10.329999923706056,10.529999732971191,447000.0,,,,,
2024-06-11,11.029999732971191,11.050000190734863,10.25,10.640000343322754,284400.0,,,,,
2024-06-12,10.869999885559082,11.369999885559082,10.729999542236328,11.239999771118164,390300.0,,,,,
2024-06-13,10.949999809265137,11.039999961853027,10.510000228881836,10.84000015258789,225700.0,,,,,
2024-06-14,11.350000381469728,11.399999618530272,10.65999984741211,10.729999542236328,349700.0,,,,,
2024-06-17,11.699999809265137,11.84000015258789,11.010000228881836,11.31999969482422,751800.0,,,,,
2024-06-18,11.869999885559082,12.75,11.401000022888184,11.630000114440918,804600.0,,,,,
2024-06-20,11.8100004196167,12.170000076293944,11.260000228881836,11.739999771118164,648400.0,,,,,
2024-06-21,11.079999923706056,11.9399995803833,10.8100004196167,11.770000457763672,940000.0,,,,,
2024-06-24,10.829999923706056,11.119999885559082,10.600000381469728,10.970000267028809,553800.0,,,,,
2024-06-25,10.329999923706056,10.789999961853027,10.274999618530272,10.710000038146973,542100.0,,,,,
2024-06-26,10.220000267028809,10.390000343322754,10.010000228881836,10.239999771118164,406200.0,,,,,
2024-06-27,10.399999618530272,10.449999809265137,9.880000114440918,10.239999771118164,411100.0,,,,,
2024-06-28,10.300000190734863,10.59000015258789,10.050000190734863,10.520000457763672,904300.0,,,,,
2024-07-01,10.8100004196167,10.9399995803833,9.949999809265137,10.3100004196167,540100.0,,,,,
2024-07-02,10.25,10.84000015258789,9.817999839782717,10.8100004196167,602400.0,,,,,
2024-07-03,10.25,10.520000457763672,10.119999885559082,10.25,198300.0,,,,,
2024-07-05,10.300000190734863,10.550000190734863,10.09000015258789,10.220000267028809,243000.0,,,,,
2024-07-08,10.43000030517578,10.9399995803833,10.34000015258789,10.34000015258789,877600.0,,,,,
2024-07-09,10.510000228881836,10.890000343322754,10.199999809265137,10.449999809265137,718000.0,,,,,
2024-07-10,10.449999809265137,10.880000114440918,10.43000030517578,10.520000457763672,641200.0,,,,,
2024-07-11,11.31999969482422,11.699999809265137,10.619999885559082,10.649999618530272,938300.0,,,,,
2024-07-12,11.649999618530272,11.81999969482422,11.369999885559082,11.5,822700.0,,,,,
2024-07-15,12.670000076293944,12.6899995803833,11.5,11.649999618530272,1162200.0,,,,,
2024-07-16,12.220000267028809,12.989999771118164,12.010000228881836,12.979999542236328,924500.0,,,,,
2024-07-17,12.109999656677246,12.529999732971191,11.770000457763672,12.229999542236328,1410600.0,,,,,
2024-07-18,11.18000030517578,12.18000030517578,10.800000190734863,11.899999618530272,2482000.0,,,,,
2024-07-19,10.94499969482422,12.0600004196167,10.760000228881836,11.289999961853027,1105600.0,,,,,
2024-07-22,11.880000114440918,12.130000114440918,10.800000190734863,10.989999771118164,809100.0,,,,,
2024-07-23,12.130000114440918,12.4399995803833,11.609999656677246,11.90999984741211,1083500.0,,,,,
2024-07-24,11.460000038146973,12.199999809265137,11.449999809265137,12.0,712800.0,,,,,
2024-07-25,11.279999732971191,11.800000190734863,11.109999656677246,11.770000457763672,531700.0,,,,,
2024-07-26,11.739999771118164,11.829999923706056,11.100000381469728,11.489999771118164,861300.0,,,,,
2024-07-29,11.460000038146973,11.864999771118164,11.380000114440918,11.8100004196167,382100.0,,,,,
2024-07-30,11.550000190734863,12.064000129699709,11.220000267028809,11.529999732971191,534700.0,,,,,
2024-07-31,11.81999969482422,11.979999542236328,11.399999618530272,11.630000114440918,580900.0,,,,,
2024-08-01,11.43000030517578,11.920000076293944,11.31999969482422,11.899999618530272,425300.0,,,,,
2024-08-02,11.510000228881836,11.729999542236328,10.829999923706056,10.829999923706056,808600.0,,,,,
2024-08-05,11.0600004196167,11.279999732971191,10.460000038146973,10.68000030517578,571200.0,,,,,
2024-08-06,10.890000343322754,11.210000038146973,10.720000267028809,11.210000038146973,403100.0,,,,,
2024-08-07,10.8100004196167,11.25,10.479999542236328,11.220000267028809,537600.0,,,,,
2024-08-08,11.75,12.109999656677246,11.109999656677246,11.5,1252800.0,,,,,
2024-08-09,11.75,11.989999771118164,11.350000381469728,11.880000114440918,913300.0,,,,,
2024-08-12,12.029999732971191,12.479999542236328,11.649999618530272,11.890000343322754,821600.0,,,,,
2024-08-13,12.170000076293944,12.529999732971191,11.9399995803833,12.09000015258789,510200.0,,,,,
2024-08-14,12.4399995803833,12.5,12.109999656677246,12.1899995803833,405300.0,,,,,
2024-08-15,13.104999542236328,13.329999923706056,12.449999809265137,12.59000015258789,497600.0,,,,,
2024-08-16,12.449999809265137,13.09000015258789,12.25,12.920000076293944,562100.0,,,,,
2024-08-19,12.890000343322754,13.630000114440918,12.449999809265137,13.050000190734863,1583800.0,,,,,
2024-08-20,12.75,12.81999969482422,12.25,12.640000343322754,517100.0,,,,,
2024-08-21,12.979999542236328,13.359999656677246,12.489999771118164,12.890000343322754,741000.0,,,,,
2024-08-22,12.8100004196167,13.079999923706056,12.550000190734863,12.890000343322754,520800.0,,,,,
2024-08-23,13.84000015258789,14.130000114440918,12.904999732971191,12.989999771118164,862500.0,,,,,
