Date,Close,High,Low,Open,Volume,"('Close', 'WDC')","('High', 'WDC')","('Low', 'WDC')","('Open', 'WDC')","('Volume', 'WDC')"
2024-06-03,56.503047943115234,57.42240856852878,55.85497162808858,57.10590830482301,5505929.0,,,,,
2024-06-04,55.719329833984375,56.44276224803262,55.20689758990636,56.32972426944836,5059284.0,,,,,
2024-06-05,57.94991302490234,58.14584121698905,56.32972603453679,56.50304815146843,7278220.0,,,,,
2024-06-06,56.70651245117188,57.94237330591957,56.59347447260619,57.79919516248837,5129933.0,,,,,
2024-06-07,56.503047943115234,57.12851437989471,56.11118775721131,56.42769182409257,7462117.0,,,,,
2024-06-10,58.10062789916992,58.243806044234034,56.02829662829281,56.11118683658756,8044105.0,,,,,
2024-06-11,57.663551330566406,58.37944965681798,57.1812630527644,58.07801758160404,5197273.0,,,,,
2024-06-12,59.67559814453125,60.16542051025588,58.32669931301001,58.52262749866479,7434731.0,,,,,
2024-06-13,59.9694938659668,60.64017625375936,59.33648953755603,59.50981165325266,8985155.0,,,,,
2024-06-14,58.8692741394043,59.53241864361167,57.95744759373751,58.89941810864341,4170625.0,,,,,
2024-06-17,60.18049240112305,60.338742528119546,58.22873322848216,58.778843529357154,6181718.0,,,,,
2024-06-18,60.45931243896485,61.45403292054888,60.007168148490365,60.56481251986387,7228343.0,,,,,
2024-06-20,57.49022674560547,60.64017239990826,57.32444253422652,60.55727839263117,7808478.0,,,,,
2024-06-21,57.09837341308594,57.87455588019618,56.29204697751936,57.14358556259501,8997988.0,,,,,
2024-06-24,56.81954956054688,57.603266095393785,56.39754542395599,56.751723731904725,6777200.0,,,,,
2024-06-25,57.919769287109375,58.07048532948756,56.63115454096815,57.07576477423726,3725568.0,,,,,
2024-06-26,56.87229919433594,58.12323200499639,56.52565117600532,57.90469394637336,4846678.0,,,,,
2024-06-27,57.73891067504883,58.58291134960857,55.621363488747136,56.27697387214647,5748303.0,,,,,
2024-06-28,57.09837341308594,58.91448856336076,56.902441421295215,57.64847991994913,11355044.0,,,,,
2024-07-01,57.558048248291016,57.7313703514032,56.05089936022092,57.42994209505926,4769415.0,,,,,
2024-07-02,58.816524505615234,58.86173665661415,56.86476523614706,57.09837529461851,3574085.0,,,,,
