Date,Close,High,Low,Open,Volume,"('Close', 'CLS')","('High', 'CLS')","('Low', 'CLS')","('Open', 'CLS')","('Volume', 'CLS')"
2024-06-03,55.56999969482422,57.119998931884766,54.650001525878906,56.84999847412109,1544500.0,,,,,
2024-06-04,52.709999084472656,54.84000015258789,51.88999938964844,54.7400016784668,2533400.0,,,,,
2024-06-05,56.369998931884766,56.470001220703125,53.060001373291016,53.86000061035156,2691500.0,,,,,
2024-06-06,52.4900016784668,56.43000030517578,52.47999954223633,56.369998931884766,2139700.0,,,,,
2024-06-07,52.25,52.47999954223633,50.88999938964844,52.08000183105469,2619900.0,,,,,
2024-06-10,54.540000915527344,54.84000015258789,51.880001068115234,51.880001068115234,2134900.0,,,,,
2024-06-11,53.22999954223633,54.369998931884766,52.91999816894531,54.0,1691100.0,,,,,
2024-06-12,54.88999938964844,55.34000015258789,53.88999938964844,54.060001373291016,2598000.0,,,,,
2024-06-13,56.77000045776367,56.900001525878906,55.22999954223633,55.86000061035156,1810900.0,,,,,
2024-06-14,55.709999084472656,56.58000183105469,54.59999847412109,56.56999969482422,1714900.0,,,,,
2024-06-17,57.02000045776367,57.470001220703125,55.150001525878906,56.90999984741211,2035700.0,,,,,
2024-06-18,59.09000015258789,60.130001068115234,57.06999969482422,57.20000076293945,2541200.0,,,,,
2024-06-20,55.79999923706055,60.150001525878906,55.79999923706055,59.15999984741211,3069500.0,,,,,
2024-06-21,55.90999984741211,55.959999084472656,53.220001220703125,54.7400016784668,1897300.0,,,,,
2024-06-24,53.380001068115234,55.4900016784668,53.33000183105469,55.36000061035156,2185200.0,,,,,
2024-06-25,55.810001373291016,55.84000015258789,54.0,54.20000076293945,1476400.0,,,,,
2024-06-26,55.29999923706055,56.83000183105469,55.06999969482422,55.54999923706055,2158000.0,,,,,
2024-06-27,57.20000076293945,57.25,54.86000061035156,55.52000045776367,2211500.0,,,,,
2024-06-28,57.33000183105469,58.369998931884766,56.47999954223633,57.34999847412109,1476000.0,,,,,
2024-07-01,57.790000915527344,58.22999954223633,55.650001525878906,58.0,1213200.0,,,,,
2024-07-02,58.66999816894531,58.86000061035156,56.95000076293945,56.95000076293945,1310900.0,,,,,
2024-07-03,58.52999877929688,59.77000045776367,58.43999862670898,59.11000061035156,1014600.0,,,,,
2024-07-05,57.619998931884766,59.290000915527344,57.52000045776367,58.7599983215332,1139900.0,,,,,
2024-07-08,59.16999816894531,60.54999923706055,57.790000915527344,58.0,1448200.0,,,,,
2024-07-09,59.2599983215332,60.650001525878906,59.119998931884766,59.59999847412109,1249100.0,,,,,
2024-07-10,61.470001220703125,62.09000015258789,59.09999847412109,59.619998931884766,1879100.0,,,,,
2024-07-11,59.47999954223633,61.93999862670898,58.040000915527344,61.79999923706055,2130500.0,,,,,
2024-07-12,59.400001525878906,60.709999084472656,58.43999862670898,59.400001525878906,1201300.0,,,,,
2024-07-15,61.22999954223633,62.16999816894531,59.75,59.95000076293945,2091100.0,,,,,
2024-07-16,63.27000045776367,63.4900016784668,61.290000915527344,61.810001373291016,2385400.0,,,,,
2024-07-17,56.84000015258789,61.5,56.22999954223633,61.150001525878906,4686300.0,,,,,
2024-07-18,56.31999969482422,58.06999969482422,54.4900016784668,58.0,2872400.0,,,,,
2024-07-19,56.5,57.75,55.91999816894531,56.150001525878906,1716600.0,,,,,
2024-07-22,56.900001525878906,58.0,55.93000030517578,57.380001068115234,1791500.0,,,,,
2024-07-23,57.880001068115234,58.70000076293945,56.630001068115234,56.77999877929688,1489300.0,,,,,
2024-07-24,53.38999938964844,56.68000030517578,53.060001373291016,56.290000915527344,3996800.0,,,,,
2024-07-25,51.06999969482422,55.880001068115234,50.33000183105469,55.79999923706055,6869200.0,,,,,
2024-07-26,52.66999816894531,54.5,52.43999862670898,53.720001220703125,3249000.0,,,,,
2024-07-29,50.0,53.40999984741211,49.880001068115234,53.02999877929688,3610400.0,,,,,
2024-07-30,48.880001068115234,51.310001373291016,48.34000015258789,50.369998931884766,3597300.0,,,,,
2024-07-31,52.43999862670898,53.20000076293945,51.720001220703125,51.810001373291016,3277600.0,,,,,
2024-08-01,50.38999938964844,54.119998931884766,49.630001068115234,51.58000183105469,2825600.0,,,,,
2024-08-02,46.290000915527344,47.70000076293945,45.52000045776367,47.5099983215332,4529100.0,,,,,
2024-08-05,46.880001068115234,48.29999923706055,40.25,41.09999847412109,3461200.0,,,,,
2024-08-06,47.08000183105469,47.75,45.41999816894531,47.150001525878906,1760500.0,,,,,
2024-08-07,44.47999954223633,48.52999877929688,44.11000061035156,48.18999862670898,4231300.0,,,,,
2024-08-08,46.2400016784668,46.52000045776367,44.11000061035156,45.52000045776367,2656200.0,,,,,
2024-08-09,47.77999877929688,47.790000915527344,46.09999847412109,46.25,1408900.0,,,,,
2024-08-12,49.18000030517578,49.790000915527344,47.880001068115234,48.0,2072800.0,,,,,
2024-08-13,51.18999862670898,51.630001068115234,49.83000183105469,49.880001068115234,2043500.0,,,,,
2024-08-14,52.27000045776367,52.36000061035156,50.84999847412109,52.150001525878906,1311700.0,,,,,
2024-08-15,56.0,56.61000061035156,53.18000030517578,53.29999923706055,2211000.0,,,,,
2024-08-16,54.77999877929688,55.68999862670898,54.29999923706055,55.54999923706055,1269700.0,,,,,
2024-08-19,54.15999984741211,54.83000183105469,53.25,54.41999816894531,1704200.0,,,,,
2024-08-20,54.02999877929688,55.34000015258789,54.0,54.5,1576000.0,,,,,
2024-08-21,53.66999816894531,54.119998931884766,53.34999847412109,54.04999923706055,1481000.0,,,,,
2024-08-22,52.650001525878906,54.06999969482422,52.619998931884766,53.959999084472656,1213600.0,,,,,
2024-08-23,53.13999938964844,54.58000183105469,52.970001220703125,53.36000061035156,1423000.0,,,,,
2024-08-26,51.0,53.0099983215332,50.93000030517578,53.0,1215800.0,,,,,
2024-08-27,50.33000183105469,51.52999877929688,50.02000045776367,50.41999816894531,1787700.0,,,,,
2024-08-28,50.0,50.27000045776367,48.540000915527344,50.0099983215332,2289900.0,,,,,
2024-08-29,50.56999969482422,52.15999984741211,50.13999938964844,50.209999084472656,2288900.0,,,,,
2024-08-30,50.91999816894531,51.25,49.59000015258789,51.09999847412109,1494400.0,,,,,
2024-09-03,46.45000076293945,50.13999938964844,46.34000015258789,50.0,1484300.0,,,,,
2024-09-04,46.650001525878906,46.7599983215332,45.0099983215332,45.619998931884766,2354100.0,,,,,
2024-09-05,45.900001525878906,47.02999877929688,45.400001525878906,45.88999938964844,1659300.0,,,,,
2024-09-06,41.02999877929688,45.650001525878906,40.650001525878906,45.43000030517578,5456700.0,,,,,
2024-09-09,42.56999969482422,44.09000015258789,42.20000076293945,42.36000061035156,3216700.0,,,,,
2024-09-10,43.4900016784668,43.56999969482422,41.75,42.540000915527344,2105100.0,,,,,
2024-09-11,45.31999969482422,45.34999847412109,42.7599983215332,43.63999938964844,2713400.0,,,,,
