Date,Close,High,Low,Open,Volume,"('Close', 'COGT')","('High', 'COGT')","('Low', 'COGT')","('Open', 'COGT')","('Volume', 'COGT')"
2024-06-03,8.380000114440918,8.460000038146973,7.949999809265137,8.130000114440918,1882300.0,,,,,
2024-06-04,8.800000190734863,9.020000457763672,8.15999984741211,8.380000114440918,2888100.0,,,,,
2024-06-05,8.920000076293945,9.050000190734863,8.520000457763672,8.899999618530273,1281000.0,,,,,
2024-06-06,8.40999984741211,9.010000228881836,8.399999618530273,8.859999656677246,1027200.0,,,,,
2024-06-07,8.390000343322754,8.59000015258789,8.25,8.260000228881836,1262500.0,,,,,
2024-06-10,8.600000381469727,8.65999984741211,7.710000038146973,8.220000267028809,2181700.0,,,,,
2024-06-11,8.819999694824219,8.890000343322754,8.390000343322754,8.569999694824219,1242200.0,,,,,
2024-06-12,9.039999961853027,9.289999961853027,8.850000381469727,9.210000038146973,1239900.0,,,,,
2024-06-13,8.979999542236328,9.260000228881836,8.84000015258789,9.050000190734863,822300.0,,,,,
2024-06-14,8.425000190734863,8.989999771118164,8.069999694824219,8.880000114440918,1029200.0,,,,,
2024-06-17,8.800000190734863,8.880000114440918,8.210000038146973,8.399999618530273,923500.0,,,,,
2024-06-18,8.5,8.789999961853027,8.039999961853027,8.789999961853027,1206400.0,,,,,
2024-06-20,8.359999656677246,8.579999923706055,8.1899995803833,8.520000457763672,1484900.0,,,,,
2024-06-21,8.789999961853027,9.050000190734863,8.25,8.34000015258789,7440100.0,,,,,
2024-06-24,8.890000343322754,9.170000076293944,8.630000114440918,8.920000076293945,926200.0,,,,,
2024-06-25,8.319999694824219,9.029999732971191,8.170000076293945,9.0,857800.0,,,,,
2024-06-26,8.100000381469727,8.3100004196167,7.960000038146973,8.279999732971191,782300.0,,,,,
2024-06-27,8.4399995803833,8.699999809265137,7.840000152587891,8.140000343322754,740900.0,,,,,
2024-06-28,8.430000305175781,9.0,8.319999694824219,8.4399995803833,3769000.0,,,,,
2024-07-01,8.9399995803833,9.079999923706056,8.369999885559082,8.40999984741211,948900.0,,,,,
2024-07-02,8.239999771118164,9.0600004196167,8.069999694824219,8.819999694824219,822700.0,,,,,
2024-07-03,8.359999656677246,8.609999656677246,8.229999542236328,8.25,850200.0,,,,,
2024-07-05,8.4399995803833,8.539999961853027,8.020000457763672,8.359999656677246,536700.0,,,,,
2024-07-08,8.819999694824219,8.829999923706055,8.369999885559082,8.579999923706055,936400.0,,,,,
2024-07-09,8.739999771118164,8.899999618530273,8.529999732971191,8.859999656677246,595200.0,,,,,
2024-07-10,8.90999984741211,8.949999809265137,8.529999732971191,8.739999771118164,477100.0,,,,,
2024-07-11,9.140000343322754,9.350000381469728,9.010000228881836,9.0600004196167,725000.0,,,,,
2024-07-12,9.270000457763672,9.40999984741211,9.100000381469728,9.31999969482422,551400.0,,,,,
2024-07-15,9.25,9.48799991607666,9.149999618530272,9.3100004196167,593900.0,,,,,
2024-07-16,9.5,9.5600004196167,9.31999969482422,9.420000076293944,1009200.0,,,,,
2024-07-17,8.979999542236328,9.470000267028809,8.890000343322754,9.300000190734863,727400.0,,,,,
2024-07-18,8.75,9.039999961853027,8.600000381469727,8.949999809265137,527700.0,,,,,
2024-07-19,8.609999656677246,8.979999542236328,8.5600004196167,8.770000457763672,337000.0,,,,,
2024-07-22,8.6899995803833,8.720000267028809,8.40999984741211,8.670000076293945,809100.0,,,,,
2024-07-23,9.109999656677246,9.34000015258789,8.574999809265137,8.649999618530273,626500.0,,,,,
2024-07-24,9.170000076293944,9.40999984741211,8.930000305175781,9.050000190734863,487700.0,,,,,
2024-07-25,9.220000267028809,9.3100004196167,9.0600004196167,9.239999771118164,600500.0,,,,,
2024-07-26,9.520000457763672,9.5600004196167,9.210000038146973,9.40999984741211,417700.0,,,,,
2024-07-29,9.390000343322754,9.630000114440918,9.109999656677246,9.539999961853027,321200.0,,,,,
2024-07-30,9.5,9.670000076293944,9.324999809265137,9.43000030517578,561800.0,,,,,
2024-07-31,9.43000030517578,9.880000114440918,9.3100004196167,9.579999923706056,685900.0,,,,,
2024-08-01,9.359999656677246,9.53499984741211,9.130000114440918,9.5,612300.0,,,,,
2024-08-02,9.399999618530272,9.5,8.609999656677246,8.760000228881836,769700.0,,,,,
2024-08-05,9.140000343322754,9.5,8.289999961853027,8.75,1131900.0,,,,,
2024-08-06,9.260000228881836,9.5,8.6899995803833,9.289999961853027,497200.0,,,,,
2024-08-07,8.630000114440918,9.300000190734863,8.479999542236328,9.199999809265137,746100.0,,,,,
2024-08-08,8.890000343322754,9.010000228881836,8.479999542236328,8.789999961853027,871900.0,,,,,
2024-08-09,8.579999923706055,8.960000038146973,8.470000267028809,8.920000076293945,553100.0,,,,,
2024-08-12,8.5,8.770000457763672,8.390000343322754,8.649999618530273,676500.0,,,,,
2024-08-13,8.770000457763672,8.800000190734863,8.489999771118164,8.640000343322754,573700.0,,,,,
2024-08-14,8.520000457763672,8.914999961853027,8.470000267028809,8.770000457763672,504000.0,,,,,
2024-08-15,8.720000267028809,8.890000343322754,8.550000190734863,8.6899995803833,518800.0,,,,,
2024-08-16,9.460000038146973,9.789999961853027,8.680000305175781,8.729999542236328,1627000.0,,,,,
2024-08-19,10.010000228881836,10.1850004196167,9.3100004196167,9.43000030517578,1904100.0,,,,,
2024-08-20,9.920000076293944,10.15999984741211,9.8100004196167,9.960000038146973,992100.0,,,,,
2024-08-21,10.239999771118164,10.239999771118164,9.920000076293944,10.039999961853027,1817400.0,,,,,
2024-08-22,9.720000267028809,10.399999618530272,9.710000038146973,10.239999771118164,730400.0,,,,,
2024-08-23,10.18000030517578,10.43000030517578,9.75,9.770000457763672,1139600.0,,,,,
2024-08-26,10.300000190734863,10.380000114440918,10.079999923706056,10.270000457763672,339900.0,,,,,
2024-08-27,9.960000038146973,10.539999961853027,9.779999732971191,10.31999969482422,313800.0,,,,,
