Date,Close,High,Low,Open,Volume,"('Close', 'MNKD')","('High', 'MNKD')","('Low', 'MNKD')","('Open', 'MNKD')","('Volume', 'MNKD')"
2024-06-03,4.690000057220459,4.730000019073486,4.610000133514404,4.710000038146973,2368000.0,,,,,
2024-06-04,4.550000190734863,4.670000076293945,4.46999979019165,4.650000095367432,3416500.0,,,,,
2024-06-05,4.730000019073486,4.75,4.519999980926514,4.590000152587891,2103200.0,,,,,
2024-06-06,4.639999866485596,4.75,4.639999866485596,4.690000057220459,1122000.0,,,,,
2024-06-07,4.670000076293945,4.78000020980835,4.570000171661377,4.619999885559082,1722000.0,,,,,
2024-06-10,4.489999771118164,4.599999904632568,4.360000133514404,4.579999923706055,3201800.0,,,,,
2024-06-11,4.650000095367432,4.659999847412109,4.420000076293945,4.429999828338623,1583700.0,,,,,
2024-06-12,4.730000019073486,4.800000190734863,4.690000057220459,4.699999809265137,2308100.0,,,,,
2024-06-13,5.039999961853027,5.130000114440918,4.710000038146973,4.730000019073486,3467900.0,,,,,
2024-06-14,4.800000190734863,5.010000228881836,4.739999771118164,5.0,2691000.0,,,,,
2024-06-17,4.75,4.789999961853027,4.619999885559082,4.75,2433000.0,,,,,
2024-06-18,4.78000020980835,4.820000171661377,4.71999979019165,4.760000228881836,1922500.0,,,,,
2024-06-20,4.860000133514404,4.96999979019165,4.75,4.800000190734863,2188400.0,,,,,
2024-06-21,5.110000133514404,5.139999866485596,4.869999885559082,4.900000095367432,7071200.0,,,,,
2024-06-24,5.429999828338623,5.550000190734863,5.090000152587891,5.150000095367432,5539300.0,,,,,
2024-06-25,5.239999771118164,5.510000228881836,5.230000019073486,5.369999885559082,2778200.0,,,,,
2024-06-26,5.190000057220459,5.269999980926514,5.150000095367432,5.239999771118164,2095400.0,,,,,
2024-06-27,5.289999961853027,5.300000190734863,5.179999828338623,5.21999979019165,1490500.0,,,,,
2024-06-28,5.21999979019165,5.389999866485596,5.119999885559082,5.380000114440918,5349600.0,,,,,
2024-07-01,5.090000152587891,5.269999980926514,5.010000228881836,5.199999809265137,3040200.0,,,,,
2024-07-02,5.03000020980835,5.079999923706055,4.949999809265137,5.059999942779541,1839400.0,,,,,
2024-07-03,5.03000020980835,5.239999771118164,4.989999771118164,5.050000190734863,876600.0,,,,,
2024-07-05,5.130000114440918,5.139999866485596,4.920000076293945,5.019999980926514,1630300.0,,,,,
2024-07-08,5.389999866485596,5.489999771118164,5.150000095367432,5.199999809265137,3744600.0,,,,,
2024-07-09,5.349999904632568,5.400000095367432,5.28000020980835,5.380000114440918,1311000.0,,,,,
2024-07-10,5.53000020980835,5.550000190734863,5.349999904632568,5.409999847412109,1775400.0,,,,,
2024-07-11,5.610000133514404,5.679999828338623,5.510000228881836,5.599999904632568,2840500.0,,,,,
2024-07-12,5.699999809265137,5.769999980926514,5.599999904632568,5.679999828338623,2125500.0,,,,,
2024-07-15,5.829999923706055,5.929999828338623,5.650000095367432,5.730000019073486,2801200.0,,,,,
2024-07-16,6.0,6.019999980926514,5.889999866485596,5.900000095367432,3654600.0,,,,,
2024-07-17,5.800000190734863,6.039999961853027,5.78000020980835,5.860000133514404,3227200.0,,,,,
2024-07-18,5.71999979019165,5.869999885559082,5.590000152587891,5.820000171661377,2860100.0,,,,,
2024-07-19,5.710000038146973,5.769999980926514,5.639999866485596,5.71999979019165,1685500.0,,,,,
2024-07-22,5.739999771118164,5.840000152587891,5.71999979019165,5.760000228881836,2245100.0,,,,,
2024-07-23,5.889999866485596,6.010000228881836,5.630000114440918,5.739999771118164,2738300.0,,,,,
2024-07-24,5.820000171661377,5.920000076293945,5.789999961853027,5.809999942779541,2248300.0,,,,,
2024-07-25,5.800000190734863,5.889999866485596,5.659999847412109,5.800000190734863,2473700.0,,,,,
2024-07-26,5.849999904632568,5.900000095367432,5.690000057220459,5.889999866485596,1961500.0,,,,,
2024-07-29,5.820000171661377,5.929999828338623,5.699999809265137,5.849999904632568,1864500.0,,,,,
2024-07-30,5.760000228881836,5.869999885559082,5.699999809265137,5.840000152587891,1537900.0,,,,,
2024-07-31,5.760000228881836,5.909999847412109,5.71999979019165,5.769999980926514,1824100.0,,,,,
2024-08-01,5.550000190734863,5.849999904632568,5.539999961853027,5.760000228881836,3243900.0,,,,,
2024-08-02,5.340000152587891,5.389999866485596,5.190000057220459,5.329999923706055,3382400.0,,,,,
2024-08-05,5.230000019073486,5.369999885559082,4.949999809265137,5.0,4767400.0,,,,,
2024-08-06,5.269999980926514,5.429999828338623,5.159999847412109,5.260000228881836,3318100.0,,,,,
2024-08-07,5.010000228881836,5.650000095367432,4.96999979019165,5.550000190734863,3542500.0,,,,,
2024-08-08,5.190000057220459,5.199999809265137,5.050000190734863,5.110000133514404,1721700.0,,,,,
2024-08-09,5.050000190734863,5.199999809265137,5.050000190734863,5.170000076293945,1435700.0,,,,,
2024-08-12,5.190000057220459,5.25,5.0,5.050000190734863,1934500.0,,,,,
2024-08-13,5.070000171661377,5.25,5.03000020980835,5.210000038146973,2349200.0,,,,,
2024-08-14,5.190000057220459,5.21999979019165,4.960000038146973,4.989999771118164,2021500.0,,,,,
2024-08-15,5.190000057220459,5.300000190734863,5.139999866485596,5.25,2123000.0,,,,,
2024-08-16,5.139999866485596,5.210000038146973,5.099999904632568,5.190000057220459,1103700.0,,,,,
2024-08-19,5.349999904632568,5.559999942779541,5.159999847412109,5.179999828338623,2978600.0,,,,,
