Date,Close,High,Low,Open,Volume,"('Close', 'PSTG')","('High', 'PSTG')","('Low', 'PSTG')","('Open', 'PSTG')","('Volume', 'PSTG')"
2024-06-03,59.79999923706055,62.025001525878906,58.95000076293945,61.52999877929688,4024700.0,,,,,
2024-06-04,60.43999862670898,60.5099983215332,59.27000045776367,59.790000915527344,2680000.0,,,,,
2024-06-05,63.47999954223633,63.58000183105469,61.41999816894531,61.470001220703125,3756100.0,,,,,
2024-06-06,64.04000091552734,64.36000061035156,62.790000915527344,63.22999954223633,3600500.0,,,,,
2024-06-07,64.94000244140625,65.30000305175781,63.31100082397461,63.63999938964844,3038900.0,,,,,
2024-06-10,66.0999984741211,66.47000122070312,63.970001220703125,64.38999938964844,3327900.0,,,,,
2024-06-11,66.55999755859375,66.72000122070312,65.16000366210938,66.01000213623047,3300900.0,,,,,
2024-06-12,66.88999938964844,67.55000305175781,64.9800033569336,65.36000061035156,3485700.0,,,,,
2024-06-13,68.30000305175781,68.69000244140625,67.16000366210938,67.48999786376953,2925000.0,,,,,
2024-06-14,67.68000030517578,68.87000274658203,67.36000061035156,68.01000213623047,2607100.0,,,,,
2024-06-17,67.80999755859375,68.41600036621094,66.19000244140625,68.0,3282500.0,,,,,
2024-06-18,68.3499984741211,70.41000366210938,67.80999755859375,68.12000274658203,4757000.0,,,,,
2024-06-20,65.95999908447266,70.20999908447266,64.78299713134766,69.62000274658203,4537900.0,,,,,
2024-06-21,64.4800033569336,65.05000305175781,63.0099983215332,64.48999786376953,8826500.0,,,,,
2024-06-24,62.81999969482422,64.12999725341797,62.027000427246094,63.810001373291016,4206300.0,,,,,
2024-06-25,62.91999816894531,63.709999084472656,62.41999816894531,63.54999923706055,2778100.0,,,,,
2024-06-26,62.709999084472656,63.2400016784668,62.165000915527344,62.70000076293945,2574900.0,,,,,
2024-06-27,65.18000030517578,65.72000122070312,62.2599983215332,62.720001220703125,2842500.0,,,,,
2024-06-28,64.20999908447266,66.44999694824219,63.97999954223633,65.55999755859375,3952100.0,,,,,
2024-07-01,65.51000213623047,65.76000213623047,63.46500015258789,64.30000305175781,2744800.0,,,,,
2024-07-02,62.77000045776367,63.02000045776367,60.5,61.0,4485300.0,,,,,
2024-07-03,63.68999862670898,63.720001220703125,62.54999923706055,62.79999923706055,1918600.0,,,,,
2024-07-05,64.68000030517578,64.91000366210938,63.2599983215332,64.12999725341797,2295600.0,,,,,
2024-07-08,65.16999816894531,66.08999633789062,65.04000091552734,65.05000305175781,2559600.0,,,,,
2024-07-09,65.87999725341797,66.62000274658203,65.23999786376953,65.68000030517578,2410600.0,,,,,
2024-07-10,67.70999908447266,67.76000213623047,66.20999908447266,66.62999725341797,2766300.0,,,,,
2024-07-11,65.30999755859375,68.33999633789062,64.8499984741211,67.76000213623047,2794600.0,,,,,
2024-07-12,65.19999694824219,66.91000366210938,64.01000213623047,65.33999633789062,2113300.0,,,,,
2024-07-15,65.80999755859375,66.41999816894531,64.95999908447266,66.0,1617000.0,,,,,
2024-07-16,63.93999862670898,66.27999877929688,63.66999816894531,66.06999969482422,2430300.0,,,,,
2024-07-17,60.630001068115234,62.70000076293945,60.43999862670898,62.380001068115234,2695300.0,,,,,
2024-07-18,59.75,61.5,58.58000183105469,61.4900016784668,3426100.0,,,,,
2024-07-19,59.09999847412109,60.27000045776367,58.58000183105469,59.630001068115234,3317100.0,,,,,
2024-07-22,61.09000015258789,61.25,59.52000045776367,59.84000015258789,2639200.0,,,,,
2024-07-23,61.2400016784668,62.18000030517578,60.47999954223633,61.060001373291016,2577100.0,,,,,
2024-07-24,58.31999969482422,61.20000076293945,58.130001068115234,60.13999938964844,2723000.0,,,,,
2024-07-25,57.41999816894531,58.61000061035156,55.75,58.04999923706055,3107100.0,,,,,
2024-07-26,58.27000045776367,58.970001220703125,57.77999877929688,58.59000015258789,1986700.0,,,,,
2024-07-29,58.20000076293945,59.43000030517578,58.18999862670898,58.65999984741211,1723300.0,,,,,
2024-07-30,56.5,59.380001068115234,55.28799819946289,59.15999984741211,2948600.0,,,,,
2024-07-31,59.93000030517578,60.70000076293945,58.459999084472656,59.41999816894531,3723500.0,,,,,
2024-08-01,56.81999969482422,60.52999877929688,55.94499969482422,59.380001068115234,2864300.0,,,,,
2024-08-02,54.290000915527344,54.86000061035156,52.66999816894531,54.540000915527344,2964600.0,,,,,
2024-08-05,52.86000061035156,53.75,49.790000915527344,49.790000915527344,3260400.0,,,,,
2024-08-06,53.84000015258789,54.63999938964844,52.4900016784668,53.33000183105469,1813500.0,,,,,
2024-08-07,52.75,55.13999938964844,52.43000030517578,54.59000015258789,2513400.0,,,,,
2024-08-08,55.2400016784668,55.36000061035156,53.185001373291016,53.95000076293945,2231000.0,,,,,
