Date,Close,High,Low,Open,Volume,"('Close', 'FUBO')","('High', 'FUBO')","('Low', 'FUBO')","('Open', 'FUBO')","('Volume', 'FUBO')"
2024-06-03,1.2799999713897705,1.2999999523162842,1.2400000095367432,1.2699999809265137,6200800.0,,,,,
2024-06-04,1.2400000095367432,1.2699999809265137,1.2300000190734863,1.2599999904632568,5037000.0,,,,,
2024-06-05,1.25,1.2799999713897705,1.2200000286102295,1.2300000190734863,5040700.0,,,,,
2024-06-06,1.25,1.2699999809265137,1.2200000286102295,1.2400000095367432,5896200.0,,,,,
2024-06-07,1.2000000476837158,1.25,1.2000000476837158,1.2100000381469729,7060300.0,,,,,
2024-06-10,1.149999976158142,1.2000000476837158,1.1399999856948853,1.2000000476837158,8976900.0,,,,,
2024-06-11,1.2599999904632568,1.2599999904632568,1.1299999952316284,1.149999976158142,10228000.0,,,,,
2024-06-12,1.25,1.340000033378601,1.2300000190734863,1.2899999618530271,11098400.0,,,,,
2024-06-13,1.2000000476837158,1.2300000190734863,1.2000000476837158,1.2200000286102295,6658100.0,,,,,
2024-06-14,1.1799999475479126,1.2100000381469729,1.159999966621399,1.2100000381469729,9528100.0,,,,,
2024-06-17,1.190000057220459,1.2200000286102295,1.159999966621399,1.159999966621399,6504600.0,,,,,
2024-06-18,1.1799999475479126,1.2100000381469729,1.159999966621399,1.1799999475479126,7179200.0,,,,,
2024-06-20,1.1200000047683716,1.1799999475479126,1.1200000047683716,1.1699999570846558,7581500.0,,,,,
2024-06-21,1.149999976158142,1.1699999570846558,1.100000023841858,1.1200000047683716,12023700.0,,,,,
2024-06-24,1.149999976158142,1.1699999570846558,1.1200000047683716,1.1399999856948853,4430400.0,,,,,
2024-06-25,1.1399999856948853,1.149999976158142,1.1100000143051147,1.149999976158142,5330600.0,,,,,
2024-06-26,1.1799999475479126,1.2100000381469729,1.1299999952316284,1.1399999856948853,7862100.0,,,,,
2024-06-27,1.2400000095367432,1.25,1.1699999570846558,1.1699999570846558,6994200.0,,,,,
2024-06-28,1.2400000095367432,1.2599999904632568,1.2000000476837158,1.2300000190734863,7709700.0,,,,,
2024-07-01,1.2599999904632568,1.3200000524520874,1.2200000286102295,1.2400000095367432,8895000.0,,,,,
2024-07-02,1.309999942779541,1.3200000524520874,1.25,1.25,6444900.0,,,,,
2024-07-03,1.309999942779541,1.350000023841858,1.2999999523162842,1.3200000524520874,4519800.0,,,,,
2024-07-05,1.25,1.2999999523162842,1.2200000286102295,1.2899999618530271,6190800.0,,,,,
2024-07-08,1.25,1.2799999713897705,1.2400000095367432,1.2400000095367432,3099600.0,,,,,
2024-07-09,1.2400000095367432,1.2699999809265137,1.2100000381469729,1.25,3881400.0,,,,,
2024-07-10,1.2000000476837158,1.2400000095367432,1.1699999570846558,1.2300000190734863,7205600.0,,,,,
2024-07-11,1.2699999809265137,1.2799999713897705,1.2200000286102295,1.2400000095367432,8178500.0,,,,,
2024-07-12,1.340000033378601,1.3600000143051147,1.2799999713897705,1.2899999618530271,9595200.0,,,,,
2024-07-15,1.3300000429153442,1.350000023841858,1.2999999523162842,1.340000033378601,5850300.0,,,,,
