Date,Close,High,Low,Open,Volume,"('Close', 'CRBU')","('High', 'CRBU')","('Low', 'CRBU')","('Open', 'CRBU')","('Volume', 'CRBU')"
2024-06-03,2.1449999809265137,2.299999952316284,1.75,1.919999957084656,9304000.0,,,,,
2024-06-04,2.164999961853028,2.390000104904175,2.0810000896453857,2.0899999141693115,3725000.0,,,,,
2024-06-05,2.119999885559082,2.190000057220459,2.059999942779541,2.1600000858306885,3698400.0,,,,,
2024-06-06,2.0899999141693115,2.150000095367432,2.0350000858306885,2.119999885559082,2157800.0,,,,,
2024-06-07,1.950000047683716,2.0899999141693115,1.950000047683716,2.0899999141693115,2014000.0,,,,,
2024-06-10,1.8799999952316284,1.950000047683716,1.830000042915344,1.950000047683716,3450500.0,,,,,
2024-06-11,1.940000057220459,1.950000047683716,1.830000042915344,1.8799999952316284,5255400.0,,,,,
2024-06-12,1.9700000286102293,2.119999885559082,1.909999966621399,2.009999990463257,2524900.0,,,,,
2024-06-13,1.9299999475479128,2.009999990463257,1.8799999952316284,1.9299999475479128,1572700.0,,,,,
2024-06-14,1.7899999618530271,1.9299999475479128,1.7799999713897705,1.9299999475479128,3220200.0,,,,,
2024-06-17,1.75,1.8200000524520876,1.684999942779541,1.7999999523162842,4102500.0,,,,,
2024-06-18,1.6399999856948853,1.7899999618530271,1.6399999856948853,1.7899999618530271,2840700.0,,,,,
2024-06-20,1.7200000286102295,1.7350000143051147,1.600000023841858,1.659999966621399,2343000.0,,,,,
2024-06-21,1.7200000286102295,1.7899999618530271,1.6699999570846558,1.7300000190734863,8385300.0,,,,,
2024-06-24,1.870000004768372,1.8949999809265137,1.715000033378601,1.7200000286102295,2750100.0,,,,,
2024-06-25,1.7599999904632568,1.8650000095367432,1.7300000190734863,1.8600000143051147,1502200.0,,,,,
2024-06-26,1.6200000047683716,1.7899999618530271,1.6150000095367432,1.7599999904632568,1801900.0,,,,,
2024-06-27,1.6799999475479126,1.725000023841858,1.5700000524520874,1.6200000047683716,2062800.0,,,,,
2024-06-28,1.6399999856948853,1.6799999475479126,1.5700000524520874,1.649999976158142,3146900.0,,,,,
2024-07-01,1.590000033378601,1.7100000381469729,1.5800000429153442,1.659999966621399,1275200.0,,,,,
2024-07-02,1.600000023841858,1.6399999856948853,1.534999966621399,1.600000023841858,1669800.0,,,,,
2024-07-03,1.600000023841858,1.6449999809265137,1.5499999523162842,1.600000023841858,944300.0,,,,,
2024-07-05,1.600000023841858,1.6050000190734863,1.5,1.600000023841858,2075700.0,,,,,
2024-07-08,1.559999942779541,1.659999966621399,1.5399999618530271,1.600000023841858,1799100.0,,,,,
2024-07-09,1.6200000047683716,1.6200000047683716,1.5,1.5299999713897705,1667200.0,,,,,
2024-07-10,1.7000000476837158,1.75,1.600000023841858,1.600000023841858,1933400.0,,,,,
2024-07-11,1.8799999952316284,1.8799999952316284,1.7400000095367432,1.7400000095367432,2108100.0,,,,,
2024-07-12,2.0199999809265137,2.065000057220459,1.919999957084656,1.940000057220459,2600700.0,,,,,
2024-07-15,2.130000114440918,2.1449999809265137,1.9700000286102293,2.049999952316284,2476200.0,,,,,
2024-07-16,2.7300000190734863,2.744999885559082,2.0799999237060547,2.1700000762939453,10207000.0,,,,,
2024-07-17,2.640000104904175,2.690000057220459,2.4100000858306885,2.640000104904175,3640200.0,,,,,
2024-07-18,2.400000095367432,2.7100000381469727,2.319999933242798,2.6700000762939453,2647600.0,,,,,
2024-07-19,2.2950000762939453,2.4100000858306885,2.240000009536743,2.369999885559082,1163400.0,,,,,
2024-07-22,2.319999933242798,2.325000047683716,2.184000015258789,2.299999952316284,2345000.0,,,,,
2024-07-23,2.400000095367432,2.440000057220459,2.220999956130981,2.309999942779541,1594900.0,,,,,
2024-07-24,2.259999990463257,2.490000009536743,2.25,2.380000114440918,1566700.0,,,,,
2024-07-25,2.440000057220459,2.470000028610229,2.2300000190734863,2.2799999713897705,1070400.0,,,,,
2024-07-26,2.490000009536743,2.575000047683716,2.440000057220459,2.5,1143900.0,,,,,
2024-07-29,2.359999895095825,2.549999952316284,2.3299999237060547,2.549999952316284,1097000.0,,,,,
2024-07-30,2.299999952316284,2.4579999446868896,2.2799999713897705,2.400000095367432,748700.0,,,,,
2024-07-31,2.319999933242798,2.4549999237060547,2.2300000190734863,2.3299999237060547,1542000.0,,,,,
2024-08-01,2.240000009536743,2.359999895095825,2.059999942779541,2.319999933242798,1188600.0,,,,,
2024-08-02,2.130000114440918,2.184999942779541,2.071000099182129,2.109999895095825,926900.0,,,,,
2024-08-05,1.955000042915344,2.005000114440918,1.909999966621399,1.909999966621399,1269200.0,,,,,
2024-08-06,1.955000042915344,2.049999952316284,1.9049999713897705,2.0299999713897705,964500.0,,,,,
2024-08-07,1.899999976158142,2.244999885559082,1.870000004768372,2.0299999713897705,1611200.0,,,,,
2024-08-08,2.0199999809265137,2.039999961853028,1.901000022888184,1.9700000286102293,918000.0,,,,,
2024-08-09,1.940000057220459,2.069999933242798,1.919999957084656,2.0199999809265137,844000.0,,,,,
2024-08-12,1.850000023841858,1.9600000381469729,1.850000023841858,1.940000057220459,823200.0,,,,,
2024-08-13,1.8600000143051147,1.8949999809265137,1.809999942779541,1.850000023841858,974200.0,,,,,
2024-08-14,1.899999976158142,1.909999966621399,1.7999999523162842,1.850000023841858,1495100.0,,,,,
2024-08-15,2.0799999237060547,2.109999895095825,1.924000024795532,1.9600000381469729,941400.0,,,,,
2024-08-16,2.0899999141693115,2.140000104904175,2.0160000324249268,2.069999933242798,633100.0,,,,,
2024-08-19,2.180000066757202,2.190000057220459,2.049999952316284,2.059999942779541,560600.0,,,,,
2024-08-20,2.130000114440918,2.200000047683716,2.075000047683716,2.200000047683716,746000.0,,,,,
2024-08-21,2.2300000190734863,2.265000104904175,2.150000095367432,2.180000066757202,894800.0,,,,,
2024-08-22,2.0899999141693115,2.240000009536743,2.0799999237060547,2.240000009536743,405900.0,,,,,
2024-08-23,2.2100000381469727,2.309999942779541,2.0999999046325684,2.0999999046325684,1070100.0,,,,,
2024-08-26,2.2100000381469727,2.255000114440918,2.174999952316284,2.2300000190734863,838200.0,,,,,
2024-08-27,2.1600000858306885,2.220000028610229,2.109999895095825,2.200000047683716,559300.0,,,,,
2024-08-28,2.0899999141693115,2.1600000858306885,2.049999952316284,2.130000114440918,437800.0,,,,,
2024-08-29,2.109999895095825,2.190000057220459,2.095000028610229,2.119999885559082,822900.0,,,,,
2024-08-30,2.1600000858306885,2.1700000762939453,2.065000057220459,2.119999885559082,570500.0,,,,,
2024-09-03,1.9800000190734863,2.240000009536743,1.940000057220459,2.1700000762939453,1246100.0,,,,,
2024-09-04,1.899999976158142,2.039999961853028,1.8899999856948853,1.9700000286102293,1034000.0,,,,,
2024-09-05,1.830000042915344,1.9600000381469729,1.830000042915344,1.919999957084656,1891800.0,,,,,
2024-09-06,1.7200000286102295,1.8609999418258667,1.6299999952316284,1.830000042915344,2625700.0,,,,,
2024-09-09,1.7649999856948853,1.8799999952316284,1.7050000429153442,1.7200000286102295,1024600.0,,,,,
2024-09-10,1.9600000381469729,1.9800000190734863,1.75,1.809999942779541,1229100.0,,,,,
2024-09-11,2.039999961853028,2.059999942779541,1.9049999713897705,1.9700000286102293,819400.0,,,,,
2024-09-12,2.0299999713897705,2.095000028610229,2.0,2.049999952316284,557000.0,,,,,
2024-09-13,2.119999885559082,2.134999990463257,2.063999891281128,2.0899999141693115,718600.0,,,,,
2024-09-16,2.0299999713897705,2.119999885559082,1.955000042915344,2.0999999046325684,756300.0,,,,,
2024-09-17,2.0999999046325684,2.190000057220459,2.0299999713897705,2.039999961853028,718500.0,,,,,
2024-09-18,2.0799999237060547,2.2249999046325684,2.065000057220459,2.0999999046325684,1213800.0,,,,,
2024-09-19,2.069999933242798,2.220000028610229,2.065000057220459,2.180000066757202,732500.0,,,,,
2024-09-20,2.069999933242798,2.0999999046325684,1.9850000143051147,2.049999952316284,1224300.0,,,,,
2024-09-23,1.899999976158142,2.0999999046325684,1.8899999856948853,2.0999999046325684,1121900.0,,,,,
2024-09-24,1.919999957084656,1.965000033378601,1.8899999856948853,1.940000057220459,461000.0,,,,,
2024-09-25,1.8899999856948853,1.9900000095367432,1.8799999952316284,1.919999957084656,500500.0,,,,,
2024-09-26,1.940000057220459,1.9700000286102293,1.8799999952316284,1.9600000381469729,457300.0,,,,,
2024-09-27,1.9800000190734863,2.009999990463257,1.8899999856948853,1.9800000190734863,1259000.0,,,,,
