Date,Close,High,Low,Open,Volume,"('Close', 'UWMC')","('High', 'UWMC')","('Low', 'UWMC')","('Open', 'UWMC')","('Volume', 'UWMC')"
2024-06-03,6.803022861480713,6.839209118878944,6.631137923152007,6.703510437948469,1331100.0,,,,,
2024-06-04,6.839209079742432,6.911581594124752,6.748743436764531,6.757789785375215,1392400.0,,,,,
2024-06-05,6.88444185256958,6.9341978464533405,6.812069340966221,6.875395072932062,1106800.0,,,,,
2024-06-06,6.784929275512695,6.893488040391094,6.7487430205532295,6.848255437378854,650300.0,,,,,
2024-06-07,6.64923095703125,6.749647970860343,6.631137828590147,6.64923095703125,1228700.0,,,,,
2024-06-10,6.567812442779541,6.626614789798563,6.495439493805684,6.603998701579354,794700.0,,,,,
2024-06-11,6.567812442779541,6.59042853099875,6.509009664386287,6.522579403592659,878900.0,,,,,
2024-06-12,6.712556838989258,7.042756526948356,6.685416931785816,6.793976129225393,1376200.0,,,,,
2024-06-13,6.658277988433838,6.753267024181082,6.536149043312712,6.748743634056398,807300.0,,,,,
2024-06-14,6.603997707366943,6.694463340747141,6.545194937826273,6.558764674989761,691000.0,,,,,
2024-06-17,6.676371097564697,6.703510575483079,6.540672413850118,6.5949518010611055,545500.0,,,,,
2024-06-18,6.567812442779541,6.667324438791911,6.5542422721989375,6.667324438791911,1232200.0,,,,,
2024-06-20,6.402698993682861,6.541210124334777,6.37518003771935,6.512773942738976,1179000.0,,,,,
2024-06-21,6.393526077270508,6.466909816504602,6.283451124517837,6.356834426352951,1596600.0,,,,,
2024-06-24,6.466909408569336,6.503601057172368,6.393525673964317,6.421044629116068,769700.0,,,,,
2024-06-25,6.310970783233643,6.476083230724413,6.297211084560139,6.476083230724413,803900.0,,,,,
2024-06-26,6.228413105010986,6.292623707216904,6.200894587921981,6.28345057658794,1390700.0,,,,,
2024-06-27,6.2651047706604,6.292623725227111,6.191721475014431,6.219240429581141,723200.0,,,,,
2024-06-28,6.356834411621094,6.375180237037356,6.265105284539782,6.274278415947403,1914100.0,,,,,
2024-07-01,6.1917219161987305,6.402699124913313,6.081646964886507,6.366007474475905,1113400.0,,,,,
2024-07-02,6.246758937835693,6.274277892363138,6.104578912074233,6.191721466179747,993700.0,,,,,
2024-07-03,6.338488578796387,6.375180229586026,6.19172197563783,6.292624234008827,1017300.0,,,,,
2024-07-05,6.219240665435791,6.306383222970385,6.12751110500069,6.292623963864704,1536200.0,,,,,
2024-07-08,6.072474479675293,6.301797538008037,6.072474479675293,6.292624843122218,1056200.0,,,,,
2024-07-09,6.292624473571777,6.329316125758283,5.999090818680731,6.072474123053743,1179700.0,,,,,
2024-07-10,6.50360107421875,6.512773767694074,6.283450744624572,6.320142393323776,1305800.0,,,,,
2024-07-11,6.842999458312988,6.861345283774995,6.604503289907928,6.66871389772444,2229200.0,,,,,
2024-07-12,7.0264573097229,7.118186869168052,6.852171759135652,6.870517583544891,1742800.0,,,,,
2024-07-15,7.237434864044189,7.329163990588677,7.035630785646318,7.035630785646318,1628900.0,,,,,
2024-07-16,7.512622356414795,7.558487139074791,7.246608104143364,7.310818274988578,2045100.0,,,,,
2024-07-17,7.393374919891357,7.549313776485024,7.347510138635366,7.393374919891357,1287300.0,,,,,
2024-07-18,7.365855693817139,7.650216644234565,7.28788626374666,7.384201956656052,1284500.0,,,,,
2024-07-19,7.228262424468994,7.448412335923363,7.209916598514463,7.338337380196179,1001200.0,,,,,
2024-07-22,7.136533260345459,7.264954041409036,7.104427737030322,7.264954041409036,874200.0,,,,,
2024-07-23,7.164051532745361,7.228262139756538,7.072322406585807,7.118187188365072,1039300.0,,,,,
2024-07-24,6.971419811248779,7.173224316418548,6.925555469091254,7.090667888176465,893000.0,,,,,
2024-07-25,7.26495361328125,7.393374824175883,6.971419979320757,6.998938935197883,1214100.0,,,,,
2024-07-26,7.420893669128418,7.503450102992813,7.32916410376843,7.384202017944016,1497700.0,,,,,
2024-07-29,7.549314022064209,7.582336770618506,7.411720548618258,7.448412199857043,1415300.0,,,,,
2024-07-30,7.641043186187744,7.663975138958165,7.466758070657942,7.586006149619564,1708700.0,,,,,
2024-07-31,7.705252647399902,7.907057137511178,7.6318693555045,7.677734131638588,1437300.0,,,,,
2024-08-01,7.475930690765381,7.787810162491676,7.407133954307632,7.668562077725859,1310600.0,,,,,
2024-08-02,8.081343650817871,8.108862168414436,7.200742777147717,7.264953380537954,3573800.0,,,,,
2024-08-05,8.017134666442871,8.118037381508568,7.609856652435154,7.888714301520169,4002700.0,,,,,
2024-08-06,7.79698371887207,7.94833689724649,7.402547791982001,7.576833800290735,3038100.0,,,,,
2024-08-07,7.494277000427246,8.182246118889005,7.393375177980126,7.888712908280672,2652000.0,,,,,
2024-08-08,7.76946496963501,7.971268618343875,7.567660446128155,7.576833577832555,2489900.0,,,,,
2024-08-09,7.714426517486572,7.852020859085678,7.691494564619019,7.787809816420258,1163500.0,,,,,
2024-08-12,7.567660331726074,7.769464852182202,7.452998811548406,7.696081549252333,1511300.0,,,,,
2024-08-13,8.090516090393066,8.09968922139936,7.631870037653361,7.686907948893211,1942600.0,,,,,
2024-08-14,8.52164363861084,8.539989900652923,7.943749506254062,8.118035496462161,3161300.0,,,,,
2024-08-15,8.200591087341309,8.57668158767755,8.118035532182448,8.567508456616144,2159000.0,,,,,
