Date,Close,High,Low,Open,Volume,"('Close', 'SLDB')","('High', 'SLDB')","('Low', 'SLDB')","('Open', 'SLDB')","('Volume', 'SLDB')"
2024-06-03,8.25,8.569999694824219,7.949999809265137,8.25,170500.0,,,,,
2024-06-04,7.849999904632568,8.329999923706055,7.849999904632568,8.25,127900.0,,,,,
2024-06-05,7.769999980926514,7.869999885559082,7.710000038146973,7.829999923706055,100600.0,,,,,
2024-06-06,7.71999979019165,8.210000038146973,7.5,7.800000190734863,101000.0,,,,,
2024-06-07,8.0600004196167,8.53499984741211,7.590000152587891,7.590000152587891,178400.0,,,,,
2024-06-10,7.820000171661377,7.929999828338623,7.519999980926514,7.699999809265137,394600.0,,,,,
2024-06-11,7.510000228881836,7.920000076293945,7.400000095367432,7.75,203200.0,,,,,
2024-06-12,7.929999828338623,7.980000019073486,7.46999979019165,7.829999923706055,167200.0,,,,,
2024-06-13,8.510000228881836,8.710000038146973,7.929999828338623,7.940000057220459,238800.0,,,,,
2024-06-14,7.900000095367432,8.4399995803833,7.809999942779541,8.3100004196167,98000.0,,,,,
2024-06-17,7.46999979019165,8.020000457763672,7.449999809265137,7.809999942779541,114300.0,,,,,
2024-06-18,6.800000190734863,7.440000057220459,6.699999809265137,7.440000057220459,357900.0,,,,,
2024-06-20,6.300000190734863,6.929999828338623,6.190000057220459,6.71999979019165,507900.0,,,,,
2024-06-21,6.460000038146973,7.3979997634887695,6.110000133514404,7.150000095367432,2992300.0,,,,,
2024-06-24,6.619999885559082,6.724999904632568,6.429999828338623,6.670000076293945,666800.0,,,,,
2024-06-25,5.800000190734863,6.599999904632568,5.610000133514404,6.599999904632568,2066600.0,,,,,
2024-06-26,5.699999809265137,5.829999923706055,5.210000038146973,5.800000190734863,939000.0,,,,,
2024-06-27,5.739999771118164,6.079999923706055,5.539999961853027,5.699999809265137,626900.0,,,,,
2024-06-28,5.670000076293945,6.03000020980835,5.539999961853027,5.769999980926514,4378100.0,,,,,
2024-07-01,6.269999980926514,6.389999866485596,5.75,5.940000057220459,1017300.0,,,,,
