Date,Close,High,Low,Open,Volume,"('Close', 'FAST')","('High', 'FAST')","('Low', 'FAST')","('Open', 'FAST')","('Volume', 'FAST')"
2024-06-03,31.30872917175293,32.14122645447978,31.055573602074148,32.08767738618072,8076600.0,,,,,
2024-06-04,31.323335647583008,31.581364394548203,31.09452173182677,31.19675971243093,5041000.0,,,,,
2024-06-05,31.737154006958008,31.80044197593632,31.10425945997227,31.362284498353933,6023400.0,,,,,
2024-06-06,31.16267967224121,31.35741672900373,30.792679635822463,31.177284301495828,6550400.0,,,,,
2024-06-07,31.104257583618164,31.435309467343075,31.031232579859864,31.235706676113587,5368200.0,,,,,
2024-06-10,30.85597038269043,31.13833708059424,30.758601851390736,31.13346948974688,6304200.0,,,,,
2024-06-11,30.802417755126957,30.817022384893995,30.573601983975163,30.719653853096407,6752000.0,,,,,
2024-06-12,31.41583633422852,31.479128015591424,30.987417765951413,31.0604427719042,4186600.0,,,,,
2024-06-13,31.29899406433105,31.357416294841045,30.963072738924257,31.075047752159985,4692600.0,,,,,
2024-06-14,30.695310592651367,30.82675782518904,30.120838327701623,30.666101334632007,7239800.0,,,,,
2024-06-17,31.35741806030273,31.43044120967605,30.573602209273798,30.69044481972197,6364800.0,,,,,
2024-06-18,31.62030792236328,31.688465336029584,31.25517732873645,31.605703292906284,5449800.0,,,,,
2024-06-20,31.703073501586918,31.785835544245018,31.381756798137168,31.64465126978684,5544800.0,,,,,
2024-06-21,31.81017303466797,31.86859526220636,31.43530728895546,31.815042482204547,11507600.0,,,,,
2024-06-24,31.664125442504883,32.05846529401789,31.644651365179485,31.883202312389788,4734200.0,,,,,
2024-06-25,31.36715316772461,31.703074511247483,31.1480744343728,31.547285602452924,4495600.0,,,,,
2024-06-26,30.87057304382324,31.30872862100608,30.85109896737508,31.28438881117109,5300600.0,,,,,
2024-06-27,30.831626892089844,31.07991486793818,30.743995404813926,30.81702040611042,4613000.0,,,,,
2024-06-28,30.593074798583984,31.182153555918845,30.529784976956236,30.89004797258705,11843800.0,,,,,
2024-07-01,30.22794532775879,30.90465374219998,30.198734211202595,30.807285210829605,4709200.0,,,,,
2024-07-02,30.55412483215332,30.627151687941893,29.872548892443707,30.12083685925469,5435000.0,,,,,
2024-07-03,30.520050048828125,30.75860286552008,30.4421555926502,30.636892661670178,2546800.0,,,,,
2024-07-05,30.74886512756348,30.758602166508226,30.27662895306965,30.47136601766409,5106600.0,,,,,
2024-07-08,30.58820915222168,30.953339761732938,30.466498949051264,30.714786946372776,8082600.0,,,,,
2024-07-09,30.45676040649414,30.705048391559348,30.19873352564769,30.67583727566629,6469800.0,,,,,
2024-07-10,30.91925811767578,30.977680350307804,30.43728676993825,30.471365477065135,6881200.0,,,,,
2024-07-11,31.24057388305664,31.532677626166493,31.15294424584393,31.16268128490097,8019800.0,,,,,
2024-07-12,31.85886573791504,32.993202071525,31.678733290081293,32.98346688902356,14576000.0,,,,,
2024-07-15,33.02241134643555,33.25609284328713,31.67872973948745,31.839388090010686,10385800.0,,,,,
2024-07-16,33.60662078857422,33.76727914859024,32.973729959096936,33.187937391484326,7235400.0,,,,,
2024-07-17,34.0739860534668,34.26385366554484,33.47030451030328,33.67964619981247,9501000.0,,,,,
2024-07-18,33.509254455566406,34.6095120319592,33.499515559180246,34.01069990473403,8809400.0,,,,,
2024-07-19,33.05161666870117,33.70885090748635,32.92990648691503,33.68937683268457,6452600.0,,,,,
2024-07-22,33.241493225097656,33.35833399113692,32.803335709574206,33.18307469922852,3589600.0,,,,,
2024-07-23,33.05649185180664,33.2950428094959,33.02241314356532,33.14412334647013,3275200.0,,,,,
2024-07-24,32.76925277709961,33.1587268994643,32.71569999241695,32.93965002707198,5928600.0,,,,,
2024-07-25,33.6212272644043,33.874386581533386,32.813073400417224,32.86175674161871,6465000.0,,,,,
2024-07-26,34.45355224609375,34.62491348303458,33.68976486296561,33.71914374315176,5994800.0,,,,,
2024-07-29,34.65918731689453,34.75710696094433,34.3458399734612,34.620017965116624,4358000.0,,,,,
2024-07-30,34.70814514160156,34.88930058160338,34.38990071366097,34.757104960809016,5181200.0,,,,,
2024-07-31,34.63960647583008,35.11452464637751,34.52699551085058,35.04598014087535,9807200.0,,,,,
2024-08-01,33.00432205200195,34.820758751966025,32.5391943954547,34.492720093847,7968000.0,,,,,
2024-08-02,32.95046615600586,33.08755515871882,32.44127576350403,33.00432308355669,7694800.0,,,,,
2024-08-05,32.509822845458984,33.20016501688942,32.01531998750964,32.99453149649699,8000600.0,,,,,
2024-08-06,32.103450775146484,32.91130105746319,32.06917852003708,32.11813835085113,6421400.0,,,,,
2024-08-07,31.81458282470703,32.61263884107961,31.780310572111777,32.24053743047729,4489200.0,,,,,
2024-08-08,32.3972053527832,32.60773593422543,31.961456617885634,32.0006259668504,4038400.0,,,,,
2024-08-09,32.50492477416992,32.69587071390541,32.020216137564105,32.260121904212085,2621200.0,,,,,
2024-08-12,32.171993255615234,32.588157394372146,32.10344874972094,32.588157394372146,3624600.0,,,,,
2024-08-13,32.50002670288086,32.568571205595894,31.93208600389978,32.19647354382718,4080400.0,,,,,
2024-08-14,32.446170806884766,32.63222337908562,32.26012197007927,32.5636788741891,3180600.0,,,,,
2024-08-15,32.62242889404297,33.004324506429896,32.59305374516526,32.80848146465603,3869800.0,,,,,
2024-08-16,33.02390670776367,33.175687032007474,32.60774256275035,32.64691191967749,6226200.0,,,,,
2024-08-19,32.58325958251953,33.13161555488655,32.46575152953096,33.112030879388456,3939800.0,,,,,
