Date,Close,High,Low,Open,Volume,"('Close', 'NCT')","('High', 'NCT')","('Low', 'NCT')","('Open', 'NCT')","('Volume', 'NCT')"
2025-05-07,3.390000104904175,3.670000076293945,3.049999952316284,3.660000085830689,19000.0,,,,,
2025-05-08,3.3499999046325684,3.450000047683716,3.2100000381469727,3.4200000762939453,24500.0,,,,,
2025-05-09,3.4800000190734863,3.5299999713897705,3.289999961853028,3.2929999828338623,18600.0,,,,,
2025-05-12,3.7799999713897705,3.805000066757202,3.3499999046325684,3.609999895095825,51700.0,,,,,
2025-05-13,4.289999961853027,4.300000190734863,3.619999885559082,3.7899999618530273,112100.0,,,,,
2025-05-14,3.940000057220459,4.489999771118164,3.7899999618530273,4.03000020980835,43300.0,,,,,
2025-05-15,4.019999980926514,4.21999979019165,3.684999942779541,3.7699999809265137,201400.0,,,,,
2025-05-16,4.179999828338623,4.429999828338623,3.910000085830689,4.050000190734863,98000.0,,,,,
2025-05-19,4.099999904632568,4.300000190734863,4.015999794006348,4.199999809265137,38000.0,,,,,
2025-05-20,4.539999961853027,4.849999904632568,3.928999900817871,4.320000171661377,102100.0,,,,,
2025-05-21,4.849999904632568,5.210000038146973,4.429999828338623,4.429999828338623,235200.0,,,,,
2025-05-22,4.539999961853027,5.099999904632568,4.309999942779541,5.0,96600.0,,,,,
2025-05-23,4.440000057220459,5.349999904632568,4.159999847412109,4.900000095367432,54500.0,,,,,
2025-05-27,4.670000076293945,5.090000152587891,4.300000190734863,4.300000190734863,27500.0,,,,,
2025-05-28,4.239999771118164,4.699999809265137,4.21999979019165,4.699999809265137,19800.0,,,,,
2025-05-29,4.039999961853027,4.489999771118164,4.002999782562256,4.199999809265137,18000.0,,,,,
2025-05-30,3.990000009536743,4.099999904632568,3.680000066757202,4.099999904632568,48600.0,,,,,
2025-06-02,3.799999952316284,4.369999885559082,3.5999999046325684,4.369999885559082,32400.0,,,,,
2025-06-03,4.25,4.300000190734863,3.704999923706055,3.950000047683716,64200.0,,,,,
2025-06-04,4.130000114440918,4.570000171661377,4.130000114440918,4.199999809265137,62300.0,,,,,
2025-06-05,4.159999847412109,4.519999980926514,4.150000095367432,4.190000057220459,17100.0,,,,,
2025-06-06,4.0,4.650000095367432,4.0,4.5,25700.0,,,,,
2025-06-09,3.7899999618530273,3.819999933242798,3.299999952316284,3.808000087738037,21900.0,,,,,
2025-06-10,3.7100000381469727,4.010000228881836,3.440000057220459,3.440000057220459,48300.0,,,,,
2025-06-11,3.4600000381469727,3.849999904632568,3.430000066757202,3.630000114440918,30800.0,,,,,
2025-06-12,3.325000047683716,3.839999914169312,3.299999952316284,3.470000028610229,28400.0,,,,,
2025-06-13,3.400000095367432,3.880000114440918,3.359999895095825,3.414999961853028,5500.0,,,,,
2025-06-16,3.660000085830689,3.660000085830689,3.130000114440918,3.5,38700.0,,,,,
2025-06-17,3.150000095367432,3.569999933242798,3.150000095367432,3.3399999141693115,54200.0,,,,,
2025-06-18,3.25,3.470000028610229,3.140000104904175,3.25,5700.0,,,,,
2025-06-20,3.950000047683716,3.9800000190734863,3.369999885559082,3.4600000381469727,28300.0,,,,,
2025-06-23,4.210000038146973,4.25,3.974999904632568,4.099999904632568,43400.0,,,,,
2025-06-24,3.630000114440918,4.289999961853027,3.5999999046325684,4.190000057220459,29900.0,,,,,
2025-06-25,3.950000047683716,3.950000047683716,3.559999942779541,3.75,11300.0,,,,,
2025-06-26,3.539999961853028,3.890000104904175,3.539999961853028,3.539999961853028,7200.0,,,,,
2025-06-27,3.619999885559082,3.900000095367432,3.539999961853028,3.5999999046325684,10300.0,,,,,
2025-06-30,3.299999952316284,4.010000228881836,3.299999952316284,3.7100000381469727,29100.0,,,,,
2025-07-01,4.079999923706055,4.079999923706055,3.549999952316284,3.549999952316284,14100.0,,,,,
2025-07-02,4.349999904632568,4.585000038146973,3.950000047683716,3.950000047683716,118300.0,,,,,
2025-07-03,4.559999942779541,4.800000190734863,4.320000171661377,4.349999904632568,55400.0,,,,,
2025-07-07,4.949999809265137,4.989999771118164,4.269999980926514,4.5,44200.0,,,,,
2025-07-08,4.710000038146973,5.099999904632568,4.059999942779541,4.610000133514404,95500.0,,,,,
2025-07-09,4.400000095367432,4.739999771118164,4.263000011444092,4.739999771118164,15400.0,,,,,
2025-07-10,4.570000171661377,4.570000171661377,4.300000190734863,4.409999847412109,19900.0,,,,,
2025-07-11,4.377999782562256,4.579999923706055,4.309999942779541,4.579999923706055,15600.0,,,,,
2025-07-14,4.190000057220459,4.863999843597412,4.03000020980835,4.863999843597412,58400.0,,,,,
2025-07-15,3.829999923706055,4.324999809265137,3.829999923706055,4.324999809265137,43500.0,,,,,
2025-07-16,3.660000085830689,4.300000190734863,3.4100000858306885,4.0,24900.0,,,,,
2025-07-17,3.5,3.829999923706055,3.5,3.5299999713897705,10300.0,,,,,
2025-07-18,3.380000114440918,3.700000047683716,3.3399999141693115,3.700000047683716,12400.0,,,,,
2025-07-21,3.640000104904175,3.7300000190734863,3.150000095367432,3.2300000190734863,23200.0,,,,,
2025-07-22,3.7179999351501465,3.828999996185303,3.5,3.509999990463257,14200.0,,,,,
2025-07-23,4.21999979019165,4.239999771118164,3.75,3.9700000286102295,20700.0,,,,,
2025-07-24,4.150000095367432,4.349999904632568,4.130000114440918,4.224999904632568,13500.0,,,,,
2025-07-25,4.309999942779541,4.329999923706055,4.03000020980835,4.239999771118164,10400.0,,,,,
2025-07-28,4.090000152587891,4.190000057220459,3.900000095367432,4.050000190734863,12200.0,,,,,
2025-07-29,3.490000009536743,4.28000020980835,3.150000095367432,4.179999828338623,123100.0,,,,,
2025-07-30,3.825000047683716,3.825000047683716,3.369999885559082,3.4800000190734863,2700.0,,,,,
2025-07-31,3.680000066757202,4.039999961853027,3.5299999713897705,3.640000104904175,47400.0,,,,,
2025-08-01,3.619999885559082,3.799999952316284,3.400000095367432,3.630000114440918,51800.0,,,,,
2025-08-04,3.559999942779541,4.150000095367432,3.509999990463257,3.7190001010894775,151400.0,,,,,
2025-08-05,3.0999999046325684,3.7899999618530273,2.900000095367432,3.5,350800.0,,,,,
2025-08-06,3.1600000858306885,3.2300000190734863,2.8399999141693115,2.8399999141693115,7200.0,,,,,
2025-08-07,2.799999952316284,3.200000047683716,2.799999952316284,3.180000066757202,3500.0,,,,,
2025-08-08,2.7100000381469727,3.039999961853028,2.5,2.859999895095825,26900.0,,,,,
2025-08-11,3.0,3.0,2.7100000381469727,2.7100000381469727,10000.0,,,,,
2025-08-12,2.720000028610229,3.049999952316284,2.609999895095825,2.8499999046325684,3700.0,,,,,
2025-08-13,2.6549999713897705,2.900000095367432,2.609999895095825,2.799999952316284,13500.0,,,,,
2025-08-14,2.5999999046325684,2.880000114440918,2.5999999046325684,2.7100000381469727,4500.0,,,,,
2025-08-15,2.509999990463257,2.7300000190734863,2.509999990463257,2.7300000190734863,4400.0,,,,,
2025-08-18,2.484999895095825,2.619999885559082,2.200000047683716,2.5,17300.0,,,,,
2025-08-19,2.009999990463257,2.470000028610229,2.009999990463257,2.3399999141693115,7400.0,,,,,
2025-08-20,1.9800000190734863,3.700000047683716,1.409999966621399,2.2100000381469727,5060300.0,,,,,
2025-08-21,1.559999942779541,1.9299999475479128,1.5399999618530271,1.5399999618530271,248200.0,,,,,
2025-08-22,1.4600000381469729,1.6699999570846558,1.2899999618530271,1.5299999713897705,122600.0,,,,,
2025-08-25,1.5099999904632568,1.5800000429153442,1.350000023841858,1.350000023841858,74300.0,,,,,
2025-08-26,1.5,1.5399999618530271,1.350000023841858,1.409999966621399,527300.0,,,,,
2025-08-27,1.4800000190734863,1.559999942779541,1.4299999475479126,1.4700000286102295,89500.0,,,,,
2025-08-28,1.430999994277954,1.4900000095367432,1.399999976158142,1.409999966621399,72700.0,,,,,
2025-08-29,1.309999942779541,1.399999976158142,1.2999999523162842,1.399999976158142,67500.0,,,,,
2025-09-02,1.149999976158142,1.3300000429153442,1.149999976158142,1.2599999904632568,104600.0,,,,,
2025-09-03,1.1699999570846558,1.2799999713897705,1.1050000190734863,1.2400000095367432,62700.0,,,,,
2025-09-04,1.149999976158142,1.149999976158142,1.0499999523162842,1.100000023841858,51100.0,,,,,
2025-09-05,1.2000000476837158,1.2599999904632568,1.149999976158142,1.2400000095367432,24600.0,,,,,
2025-09-08,1.190000057220459,1.2899999618530271,1.100000023841858,1.1670000553131104,103500.0,,,,,
2025-09-09,1.2640000581741333,1.2999999523162842,1.149999976158142,1.190000057220459,117200.0,,,,,
2025-09-10,1.4199999570846558,1.5800000429153442,1.2799999713897705,1.2899999618530271,116300.0,,,,,
2025-09-11,1.3300000429153442,1.440000057220459,1.3300000429153442,1.3799999952316284,49500.0,,,,,
2025-09-12,1.2999999523162842,1.4199999570846558,1.2400000095367432,1.3320000171661377,15600.0,,,,,
2025-09-15,1.2999999523162842,1.3899999856948853,1.2599999904632568,1.3799999952316284,60400.0,,,,,
2025-09-16,1.340000033378601,1.899999976158142,1.100000023841858,1.350000023841858,4246600.0,,,,,
2025-09-17,1.3700000047683716,1.434999942779541,1.25,1.25,357400.0,,,,,
2025-09-18,1.4800000190734863,1.6200000047683716,1.2799999713897705,1.2799999713897705,1590500.0,,,,,
2025-09-19,1.440000057220459,1.5,1.350000023841858,1.350000023841858,220100.0,,,,,
2025-09-22,1.350000023841858,1.4199999570846558,1.350000023841858,1.399999976158142,40300.0,,,,,
2025-09-23,1.399999976158142,1.409999966621399,1.350000023841858,1.409999966621399,30200.0,,,,,
2025-09-24,1.3899999856948853,1.4600000381469729,1.2999999523162842,1.3849999904632568,225200.0,,,,,
2025-09-25,1.3799999952316284,1.3899999856948853,1.2999999523162842,1.3899999856948853,63800.0,,,,,
2025-09-26,1.309999942779541,1.3700000047683716,1.2999999523162842,1.3600000143051147,74100.0,,,,,
2025-09-29,1.36899995803833,1.3799999952316284,1.2999999523162842,1.309999942779541,62800.0,,,,,
2025-09-30,1.3899999856948853,1.4049999713897705,1.3200000524520874,1.3799999952316284,26100.0,,,,,
2025-10-01,1.4299999475479126,1.4500000476837158,1.3300000429153442,1.3480000495910645,84000.0,,,,,
2025-10-02,1.5399999618530271,1.6100000143051147,1.371000051498413,1.4299999475479126,134900.0,,,,,
2025-10-03,1.5700000524520874,1.6399999856948853,1.5099999904632568,1.5800000429153442,85800.0,,,,,
2025-10-06,1.559999942779541,1.600000023841858,1.5,1.600000023841858,57500.0,,,,,
2025-10-07,1.5449999570846558,1.5449999570846558,1.4450000524520874,1.5410000085830688,20600.0,,,,,
2025-10-08,1.4700000286102295,1.5499999523162842,1.4450000524520874,1.4800000190734863,95700.0,,,,,
2025-10-09,1.3600000143051147,1.4900000095367432,1.3600000143051147,1.4800000190734863,23600.0,,,,,
2025-10-10,1.2699999809265137,1.399999976158142,1.2599999904632568,1.2899999618530271,37800.0,,,,,
2025-10-13,1.2400000095367432,1.2999999523162842,1.1699999570846558,1.2999999523162842,36400.0,,,,,
2025-10-14,1.1799999475479126,1.2799999713897705,1.1799999475479126,1.2400000095367432,9300.0,,,,,
2025-10-15,1.2100000381469729,1.2899999618530271,1.2000000476837158,1.25,9800.0,,,,,
2025-10-16,1.3200000524520874,1.4500000476837158,1.2200000286102295,1.2300000190734863,3168000.0,,,,,
2025-10-17,1.100000023841858,1.3799999952316284,1.100000023841858,1.2599999904632568,631100.0,,,,,
2025-10-20,,,,,,1.2000000476837158,1.25,1.0199999809265137,1.0199999809265137,163000.0
2025-10-21,,,,,,1.1799999475479126,1.2000000476837158,1.1100000143051147,1.190000057220459,34900.0
2025-10-22,,,,,,1.1180000305175781,1.159999966621399,1.0700000524520874,1.159999966621399,13400.0
2025-10-23,,,,,,1.059999942779541,1.1699999570846558,1.0399999618530273,1.0399999618530273,47300.0
2025-10-24,,,,,,1.1100000143051147,1.2000000476837158,1.0839999914169312,1.100000023841858,27600.0
2025-10-27,,,,,,1.090000033378601,1.1440000534057617,1.090000033378601,1.1100000143051147,4900.0
2025-10-28,,,,,,1.0700000524520874,1.1299999952316284,1.0700000524520874,1.090000033378601,11100.0
2025-10-29,,,,,,0.9850000143051147,1.059999942779541,0.9850000143051147,1.059999942779541,46100.0
2025-10-30,,,,,,1.0299999713897705,1.0499999523162842,0.9599999785423279,0.9800000190734863,72700.0
2025-10-31,,,,,,0.9890000224113464,1.0199999809265137,0.9509999752044678,0.9990000128746033,17500.0
2025-11-03,,,,,,1.0299999713897705,1.1399999856948853,0.9900000095367432,1.0499999523162842,8200.0
2025-11-04,,,,,,0.9169999957084656,1.0,0.8960000276565552,0.9309999942779541,33800.0
2025-11-05,,,,,,0.8500000238418579,0.9169999957084656,0.8100000023841858,0.9169999957084656,6700.0
2025-11-06,,,,,,0.8999999761581421,0.9200000166893005,0.7829999923706055,0.8700000047683716,47600.0
2025-11-07,,,,,,0.8399999737739563,0.8500000238418579,0.75,0.8100000023841858,18600.0
2025-11-10,,,,,,0.8309999704360962,0.8899999856948853,0.8100000023841858,0.8500000238418579,58200.0
2025-11-11,,,,,,0.8999999761581421,0.8999999761581421,0.800000011920929,0.8309999704360962,14300.0
2025-11-12,,,,,,0.9850000143051147,1.0,0.8949999809265137,0.8999999761581421,45400.0
2025-11-13,,,,,,0.9449999928474426,1.0299999713897705,0.9399999976158142,0.9900000095367432,3300.0
2025-11-14,,,,,,0.9520000219345093,0.953000009059906,0.8510000109672546,0.8510000109672546,6100.0
2025-11-17,,,,,,0.9200000166893005,0.9940000176429749,0.8899999856948853,0.8999999761581421,18400.0
2025-11-18,,,,,,0.9200000166893005,0.9200000166893005,0.7900000214576721,0.7900000214576721,5800.0
2025-11-19,,,,,,0.8899999856948853,0.9200000166893005,0.8510000109672546,0.9200000166893005,4100.0
2025-11-20,,,,,,0.8489999771118164,0.9570000171661377,0.8389999866485596,0.9300000071525574,9600.0
2025-11-21,,,,,,0.8920000195503235,0.9200000166893005,0.7649999856948853,0.800000011920929,6500.0
2025-11-24,,,,,,0.8500000238418579,0.8500000238418579,0.8140000104904175,0.8140000104904175,3500.0
2025-11-25,,,,,,0.8500000238418579,0.8500000238418579,0.8399999737739563,0.8500000238418579,4100.0
2025-11-26,,,,,,0.7990000247955322,0.7990000247955322,0.7900000214576721,0.7900000214576721,3300.0
2025-11-28,,,,,,0.7770000100135803,0.8899999856948853,0.7770000100135803,0.8899999856948853,800.0
2025-12-01,,,,,,0.5680000185966492,1.1299999952316284,0.4620000123977661,1.1200000047683716,19498000.0
2025-12-02,,,,,,0.5989999771118164,0.5989999771118164,0.4620000123977661,0.4620000123977661,674400.0
2025-12-03,,,,,,0.5619999766349792,0.5899999737739563,0.5199999809265137,0.5289999842643738,315100.0
2025-12-04,,,,,,0.5389999747276306,0.5690000057220459,0.5239999890327454,0.5370000004768372,207700.0
2025-12-05,,,,,,0.5429999828338623,0.5440000295639038,0.4699999988079071,0.5220000147819519,149500.0
2025-12-08,,,,,,0.5770000219345093,0.5789999961853027,0.47699999809265137,0.5270000100135803,507500.0
2025-12-09,,,,,,0.4880000054836273,0.5389999747276306,0.4729999899864197,0.5389999747276306,209100.0
2025-12-10,,,,,,0.47999998927116394,0.49799999594688416,0.46000000834465027,0.49000000953674316,203000.0
2025-12-11,,,,,,0.44999998807907104,0.48500001430511475,0.4399999976158142,0.46399998664855957,186100.0
2025-12-12,,,,,,0.36000001430511475,0.44999998807907104,0.35600000619888306,0.44999998807907104,254900.0
2025-12-15,,,,,,0.23000000417232513,0.3630000054836273,0.21299999952316284,0.3490000069141388,4350400.0
2025-12-16,,,,,,0.2619999945163727,0.2630000114440918,0.2199999988079071,0.2199999988079071,560400.0
2025-12-17,,,,,,0.25200000405311584,0.27799999713897705,0.23800000548362732,0.26499998569488525,475900.0
2025-12-18,,,,,,0.2540000081062317,0.26600000262260437,0.2329999953508377,0.2409999966621399,348600.0
2025-12-19,,,,,,0.26499998569488525,0.2709999978542328,0.23999999463558197,0.24799999594688416,286300.0
2025-12-22,,,,,,0.2409999966621399,0.2849999964237213,0.23499999940395355,0.27399998903274536,992300.0
2025-12-23,,,,,,0.23899999260902405,0.25589999556541443,0.23899999260902405,0.24609999358654022,225918.0
