Date,Close,High,Low,Open,Volume,"('Close', 'ABR')","('High', 'ABR')","('Low', 'ABR')","('Open', 'ABR')","('Volume', 'ABR')"
2024-06-03,12.11473560333252,12.19222871466947,11.959750201803782,11.985580965201043,3707300.0,,,,,
2024-06-04,11.847816467285156,12.11473628678724,11.821984881285438,11.96836058403634,2472300.0,,,,,
2024-06-05,12.209449768066406,12.25250076666967,11.813374504442182,11.93391861436358,2673200.0,,,,,
2024-06-06,12.157788276672363,12.183619041883167,12.037243337113246,12.088905688680072,2160700.0,,,,,
2024-06-07,11.641168594360352,11.994192054847412,11.46896130726356,11.933919175905457,4496400.0,,,,,
2024-06-10,11.606725692749023,11.701439858456906,11.48618158533193,11.537843111040644,1945500.0,,,,,
2024-06-11,11.555065155029297,11.64977850769028,11.451741273632258,11.537844097557183,2062400.0,,,,,
2024-06-12,11.77893352508545,12.123346449911557,11.710050940120228,11.968360223167217,3121500.0,,,,,
2024-06-13,11.908088684082031,11.951140506842432,11.606726745904435,11.606726745904435,2204600.0,,,,,
2024-06-14,11.787543296813965,11.890867995972071,11.71005100416317,11.753102004142994,1195300.0,,,,,
2024-06-17,12.088906288146973,12.114737054638676,11.71866174346974,11.735882801894384,2241200.0,,,,,
2024-06-18,12.020023345947266,12.123347230043947,11.985582051248372,12.05446464064616,1429600.0,,,,,
2024-06-20,12.140567779541016,12.15778801559669,12.037243078626148,12.088905429083582,1957400.0,,,,,
2024-06-21,12.157788276672363,12.226670864664657,12.097516217465415,12.106126746250755,3538400.0,,,,,
2024-06-24,12.226670265197754,12.295552849812768,12.106126152694069,12.192228972890248,1816000.0,,,,,
2024-06-25,12.175009727478027,12.252502025613326,12.14056843236948,12.226671259568226,1347700.0,,,,,
2024-06-26,12.261112213134766,12.286943799605554,12.114736507714522,12.14056809418531,1783500.0,,,,,
2024-06-27,12.243891716003418,12.243891716003418,12.054464191642662,12.23528118736311,1517300.0,,,,,
2024-06-28,12.355826377868652,12.39887737966122,12.235281437871878,12.27833326080967,3006900.0,,,,,
2024-07-01,12.218059539794922,12.467759110283763,12.028632845731089,12.355825527948392,4074200.0,,,,,
2024-07-02,12.528032302856444,12.588304359657265,12.200839612382362,12.218059848120372,2796000.0,,,,,
2024-07-03,12.657188415527344,12.726071008773172,12.51942322903569,12.579695292839467,2354400.0,,,,,
2024-07-05,12.691628456115724,12.9413280372065,12.605525633652295,12.631356398276804,2824300.0,,,,,
2024-07-08,12.820783615112305,12.8638346147425,12.691628152786176,12.691628152786176,1835800.0,,,,,
2024-07-09,12.786341667175291,12.932717357619897,12.708848557981662,12.82078295780078,1980000.0,,,,,
2024-07-10,12.99299144744873,13.044652980911817,12.786343671305854,12.932719384693376,3116300.0,,,,,
2024-07-11,13.371844291687012,13.389065348453064,13.173807065748498,13.23407912213932,3961500.0,,,,,
2024-07-12,11.098718643188477,13.690428044424838,10.547657079736863,13.475169736675106,38421400.0,,,,,
2024-07-15,11.503403663635254,11.606727552755734,10.34100929517091,10.65959149191204,16293500.0,,,,,
2024-07-16,11.804764747619627,11.88225786400138,11.32258581299164,11.408689458114743,6878300.0,,,,,
2024-07-17,11.615336418151855,12.08890479130414,11.4172991976609,11.623946946298023,6182000.0,,,,,
2024-07-18,11.236483573913574,11.658389650459052,11.081497333082478,11.537844705240946,3690100.0,,,,,
