Date,Close,High,Low,Open,Volume,"('Close', 'GTLB')","('High', 'GTLB')","('Low', 'GTLB')","('Open', 'GTLB')","('Volume', 'GTLB')"
2024-06-03,47.06999969482422,48.91999816894531,46.61000061035156,47.900001525878906,8814200.0,,,,,
2024-06-04,44.75,48.59000015258789,44.58000183105469,46.900001525878906,7906400.0,,,,,
2024-06-05,44.88999938964844,45.2400016784668,43.81999969482422,45.06999969482422,4401300.0,,,,,
2024-06-06,44.119998931884766,44.720001220703125,43.29999923706055,44.06999969482422,3075700.0,,,,,
2024-06-07,43.59000015258789,43.869998931884766,43.15999984741211,43.58000183105469,2148800.0,,,,,
2024-06-10,44.27000045776367,44.61000061035156,43.25,43.29999923706055,1973000.0,,,,,
2024-06-11,43.59000015258789,44.5099983215332,43.47499847412109,44.06999969482422,1733700.0,,,,,
2024-06-12,46.27999877929688,46.93000030517578,44.869998931884766,45.132999420166016,3707400.0,,,,,
2024-06-13,45.22999954223633,46.959999084472656,45.04999923706055,46.91999816894531,2066700.0,,,,,
2024-06-14,44.5099983215332,45.27999877929688,44.2599983215332,45.18999862670898,2482000.0,,,,,
2024-06-17,43.43000030517578,44.18000030517578,43.18999862670898,44.07500076293945,2375600.0,,,,,
2024-06-18,43.0099983215332,43.380001068115234,42.73099899291992,43.18000030517578,2047600.0,,,,,
2024-06-20,42.900001525878906,43.20000076293945,42.2599983215332,42.95000076293945,1923000.0,,,,,
2024-06-21,43.81999969482422,43.959999084472656,42.290000915527344,42.58000183105469,5741400.0,,,,,
2024-06-24,44.09999847412109,44.18999862670898,43.20000076293945,43.380001068115234,2387200.0,,,,,
2024-06-25,43.59999847412109,44.459999084472656,43.119998931884766,44.09999847412109,1865200.0,,,,,
2024-06-26,48.560001373291016,49.959999084472656,43.93999862670898,44.27999877929688,7757800.0,,,,,
2024-06-27,49.45000076293945,50.43999862670898,47.880001068115234,47.93999862670898,3828500.0,,,,,
2024-06-28,49.720001220703125,49.93999862670898,48.66999816894531,49.470001220703125,4484300.0,,,,,
2024-07-01,51.34000015258789,51.36000061035156,48.22999954223633,49.65999984741211,3737200.0,,,,,
2024-07-02,51.75,52.34999847412109,50.720001220703125,51.36000061035156,2507200.0,,,,,
2024-07-03,53.16999816894531,53.27000045776367,51.43000030517578,51.5099983215332,2069600.0,,,,,
2024-07-05,52.58000183105469,53.79999923706055,52.28099822998047,53.08000183105469,1639000.0,,,,,
2024-07-08,53.0,53.2599983215332,51.89099884033203,52.81999969482422,1895700.0,,,,,
2024-07-09,50.209999084472656,52.869998931884766,49.15999984741211,52.77999877929688,2130600.0,,,,,
2024-07-10,50.70000076293945,50.97999954223633,48.959999084472656,50.619998931884766,2525900.0,,,,,
2024-07-11,52.08000183105469,52.709999084472656,50.84999847412109,51.27999877929688,2267300.0,,,,,
2024-07-12,50.95000076293945,52.36000061035156,50.77000045776367,52.27000045776367,1853100.0,,,,,
2024-07-15,48.43999862670898,50.220001220703125,47.65999984741211,49.75,3122700.0,,,,,
2024-07-16,50.65999984741211,50.81999969482422,49.36000061035156,49.5,2057800.0,,,,,
