Date,Close,High,Low,Open,Volume,"('Close', 'VSTS')","('High', 'VSTS')","('Low', 'VSTS')","('Open', 'VSTS')","('Volume', 'VSTS')"
2024-06-03,12.315906524658203,12.484210794709991,12.014939122064217,12.137702725432446,1608100.0,,,,,
2024-06-04,12.23670482635498,12.40500909915834,12.167403400198696,12.276305776181587,1546400.0,,,,,
2024-06-05,12.385210037231444,12.44956123152803,12.068401470389489,12.236705755978942,1066700.0,,,,,
2024-06-06,12.30600643157959,12.43470974655456,12.187203589486016,12.187203589486016,996100.0,,,,,
2024-06-07,12.127802848815918,12.34560855209855,11.99909952161078,12.167403799943566,5242200.0,,,,,
2024-06-10,11.900097846984863,12.058501654571822,11.563489283781992,11.969399276763866,2197800.0,,,,,
2024-06-11,11.919897079467772,11.919897079467772,11.632789960755986,11.880296130133772,1164100.0,,,,,
2024-06-12,12.117901802062988,12.365407970949052,11.914946819109304,12.216904647281856,1545200.0,,,,,
2024-06-13,11.860495567321776,12.157503169021762,11.741692715474011,12.038700317173996,1889700.0,,,,,
2024-06-14,11.617228507995604,11.86545989041828,11.35410384866122,11.72645092229523,3636600.0,,,,,
2024-06-17,11.71652126312256,11.855530229150206,11.577511350167349,11.597370314987048,2976400.0,,,,,
2024-06-18,11.597370147705078,11.810849281799785,11.478219201288216,11.64701566518311,1580000.0,,,,,
2024-06-20,11.746308326721191,11.90517625166216,11.547723420544983,11.577510919739533,1820400.0,,,,,
2024-06-21,11.964752197265623,11.994539696460889,11.686733328612268,11.766167291084654,3090300.0,,,,,
2024-06-24,12.014399528503418,12.361922902694491,11.8853190934287,11.8853190934287,1644700.0,,,,,
2024-06-25,11.865460395812988,12.034257818804331,11.815813927828309,12.00447031678457,823800.0,,,,,
2024-06-26,12.113691329956056,12.13355029516874,11.795955461973758,11.795955461973758,725000.0,,,,,
2024-06-27,12.034256935119627,12.14844314025028,11.974681935454743,12.08390339945873,659800.0,,,,,
2024-06-28,12.143478393554688,12.178231581425404,11.92503546564689,12.024327447352013,3386900.0,,,,,
2024-07-01,11.567582130432127,12.500932665745994,11.49807764584001,12.25270128142833,2343200.0,,,,,
2024-07-02,11.368996620178224,11.885318327190175,11.294527398147371,11.617227991566075,1136600.0,,,,,
2024-07-03,11.299492835998535,11.498077755969208,11.27963387053767,11.42857327071137,570800.0,,,,,
2024-07-05,11.180341720581056,11.329280171649968,11.021473786926862,11.249846204822871,2198800.0,,,,,
2024-07-08,11.428573608398438,11.488148612686144,11.190271697392378,11.28956368684776,935300.0,,,,,
2024-07-09,12.163337707519531,12.38178158863103,11.418643562161192,11.418643562161192,4006300.0,,,,,
2024-07-10,11.8853178024292,13.60307836206531,11.180340700936766,12.18319562432822,8270500.0,,,,,
2024-07-11,12.242772102355955,12.421499006513086,11.70659233681218,11.984611229001796,2805100.0,,,,,
2024-07-12,12.252700805664062,12.481073215843525,12.163337359271214,12.351992787379135,1208300.0,,,,,
2024-07-15,12.252700805664062,12.33213476980714,12.138514600574332,12.242771323414292,1580300.0,,,,,
2024-07-16,12.80873966217041,12.828598628387054,12.183197377188186,12.23284289887454,1819600.0,,,,,
