Date,Close,High,Low,Open,Volume,"('Close', 'FURY')","('High', 'FURY')","('Low', 'FURY')","('Open', 'FURY')","('Volume', 'FURY')"
2024-06-03,0.4600000083446502,0.4729999899864197,0.4550000131130218,0.4709999859333038,109500.0,,,,,
2024-06-04,0.4429999887943268,0.4600000083446502,0.4250000119209289,0.449999988079071,168600.0,,,,,
2024-06-05,0.4569999873638153,0.4600000083446502,0.4339999854564667,0.4510000050067901,119800.0,,,,,
2024-06-06,0.4440000057220459,0.4600000083446502,0.4350000023841858,0.4569999873638153,115900.0,,,,,
2024-06-07,0.4250000119209289,0.4440000057220459,0.4210000038146972,0.4429999887943268,27400.0,,,,,
2024-06-10,0.4250000119209289,0.4309999942779541,0.4099999964237213,0.4259999990463257,173000.0,,,,,
2024-06-11,0.421999990940094,0.4329999983310699,0.4110000133514404,0.4120000004768371,72000.0,,,,,
2024-06-12,0.4799999892711639,0.4900000095367431,0.4149999916553497,0.4300000071525574,1244000.0,,,,,
2024-06-13,0.4300000071525574,0.4580000042915344,0.4149999916553497,0.4560000002384186,275300.0,,,,,
2024-06-14,0.421999990940094,0.4320000112056732,0.4149999916553497,0.421999990940094,160300.0,,,,,
2024-06-17,0.4000000059604645,0.4250000119209289,0.395000010728836,0.4250000119209289,240900.0,,,,,
2024-06-18,0.395000010728836,0.4000000059604645,0.3810000121593475,0.4000000059604645,237100.0,,,,,
2024-06-20,0.402999997138977,0.4040000140666961,0.3910000026226043,0.3910000026226043,86400.0,,,,,
2024-06-21,0.4000000059604645,0.4149999916553497,0.4000000059604645,0.4099999964237213,104500.0,,,,,
2024-06-24,0.3959999978542328,0.4120000004768371,0.3899999856948852,0.4009999930858612,36700.0,,,,,
2024-06-25,0.3840000033378601,0.402999997138977,0.3840000033378601,0.4000000059604645,36200.0,,,,,
2024-06-26,0.395000010728836,0.414000004529953,0.3810000121593475,0.3810000121593475,42700.0,,,,,
2024-06-27,0.3860000073909759,0.4000000059604645,0.3790000081062317,0.382999986410141,123100.0,,,,,
2024-06-28,0.3880000114440918,0.4000000059604645,0.3709999918937683,0.4000000059604645,103600.0,,,,,
2024-07-01,0.3939999938011169,0.4000000059604645,0.3849999904632568,0.3910000026226043,28400.0,,,,,
2024-07-02,0.3919999897480011,0.395000010728836,0.3799999952316284,0.3799999952316284,29600.0,,,,,
2024-07-03,0.3799999952316284,0.3989999890327453,0.3799999952316284,0.3899999856948852,33900.0,,,,,
2024-07-05,0.4259999990463257,0.4300000071525574,0.3970000147819519,0.3980000019073486,128000.0,,,,,
2024-07-08,0.4269999861717224,0.4399999976158142,0.4050000011920929,0.4090000092983246,66900.0,,,,,
2024-07-09,0.4280000030994415,0.4300000071525574,0.4000000059604645,0.4059999883174896,32200.0,,,,,
2024-07-10,0.4059999883174896,0.4300000071525574,0.4050000011920929,0.421999990940094,47900.0,,,,,
2024-07-11,0.4289999902248382,0.449999988079071,0.4199999868869781,0.4300000071525574,153400.0,,,,,
2024-07-12,0.4300000071525574,0.4480000138282776,0.4210000038146972,0.4210000038146972,93900.0,,,,,
2024-07-15,0.4280000030994415,0.449999988079071,0.414000004529953,0.4300000071525574,132600.0,,,,,
2024-07-16,0.4410000145435333,0.4600000083446502,0.4129999876022339,0.4199999868869781,133100.0,,,,,
2024-07-17,0.4359999895095825,0.4569999873638153,0.4300000071525574,0.4399999976158142,82000.0,,,,,
2024-07-18,0.4300000071525574,0.4449999928474426,0.4259999990463257,0.4259999990463257,52700.0,,,,,
2024-07-19,0.4099999964237213,0.4269999861717224,0.4099999964237213,0.4269999861717224,49800.0,,,,,
2024-07-22,0.4120000004768371,0.4149999916553497,0.4050000011920929,0.4099999964237213,27700.0,,,,,
2024-07-23,0.4050000011920929,0.4199999868869781,0.4050000011920929,0.4099999964237213,90200.0,,,,,
2024-07-24,0.4079999923706054,0.4199999868869781,0.4000000059604645,0.4000000059604645,31000.0,,,,,
