Date,Close,High,Low,Open,Volume,"('Close', 'ET')","('High', 'ET')","('Low', 'ET')","('Open', 'ET')","('Volume', 'ET')"
2024-06-03,14.018794059753418,14.283127591112546,13.93675936566448,14.264897272750815,12170100.0,,,,,
2024-06-04,14.009678840637209,14.027909158920949,13.763575628692674,13.96410391419728,13451600.0,,,,,
2024-06-05,14.018794059753418,14.082598435480628,13.900299598210442,14.037023508845726,9372600.0,,,,,
2024-06-06,14.082599639892578,14.091714799853015,13.945875717564004,13.991450648096697,7561500.0,,,,,
2024-06-07,14.109943389892578,14.164633477049978,13.954990026363742,14.055254172004624,8538700.0,,,,,
2024-06-10,14.310473442077637,14.328703762022451,14.08259965838446,14.128174588976997,8266200.0,,,,,
2024-06-11,14.191977500915527,14.29224251169233,14.182863211156244,14.29224251169233,6129900.0,,,,,
2024-06-12,14.109943389892578,14.28312794149981,14.046139012600149,14.255783332555833,10363700.0,,,,,
2024-06-13,13.94587516784668,14.109943694319831,13.927644848644404,14.109943694319831,17116300.0,,,,,
2024-06-14,13.818264961242676,14.128173420517788,13.809149802024132,13.900299655670729,13276200.0,,,,,
2024-06-17,13.964104652404783,14.046139350479503,13.809150415879085,13.827380735126564,10193800.0,,,,,
2024-06-18,14.109943389892578,14.155518317645504,13.973219475903246,13.973219475903246,8781000.0,,,,,
2024-06-20,14.310473442077637,14.33781805272536,14.100829978329276,14.128174588976997,9641800.0,,,,,
2024-06-21,14.328701972961426,14.428966112330569,14.28312704805931,14.346931421360637,8832000.0,,,,,
2024-06-24,14.501886367797852,14.583921062859543,14.346932136963414,14.356047296252363,9214900.0,,,,,
2024-06-25,14.5839204788208,14.59303563774472,14.41073680561334,14.41073680561334,6287600.0,,,,,
2024-06-26,14.511001586914062,14.620381760293574,14.410737442130522,14.583921122987444,16828800.0,,,,,
2024-06-27,14.611266136169434,14.611266136169434,14.511001125305976,14.511001125305976,5476600.0,,,,,
2024-06-28,14.78445053100586,14.866485232611742,14.620382866333104,14.665956927874593,12587000.0,,,,,
2024-07-01,14.912059783935549,14.930288363902251,14.766220712968748,14.866483987671634,12502800.0,,,,,
2024-07-02,14.94851779937744,15.02143733055338,14.866483109487168,14.94851779937744,10611000.0,,,,,
2024-07-03,14.884714126586914,15.012322877508495,14.875598967444107,14.948518502047705,6029400.0,,,,,
2024-07-05,14.747990608215332,14.912060000065662,14.684186231059956,14.884714521910976,8281300.0,,,,,
2024-07-08,14.665955543518066,14.839140090398605,14.65684038436237,14.775333976308731,8250100.0,,,,,
2024-07-09,14.693300247192385,14.839139308925516,14.611265557650151,14.675069929841056,12438300.0,,,,,
2024-07-10,14.839139938354492,14.857368517940268,14.711529450021107,14.75710524533261,18227700.0,,,,,
2024-07-11,14.866483688354492,14.875598847423754,14.78444899526997,14.848255108754795,9157400.0,,,,,
2024-07-12,14.81179428100586,14.912059290932778,14.77533364520014,14.89382897302992,11332900.0,,,,,
2024-07-15,14.939403533935549,14.984979330232347,14.73887524584621,14.893829476177608,18740300.0,,,,,
2024-07-16,14.912059783935549,14.99409447867173,14.866483987671634,14.92117494318833,19774900.0,,,,,
2024-07-17,14.684185981750488,15.021438180571252,14.67507082252035,14.948518645269017,23011800.0,,,,,
2024-07-18,14.902945518493652,14.93940441915256,14.711530639782747,14.711530639782747,21972400.0,,,,,
