Date,Close,High,Low,Open,Volume,"('Close', 'CPRI')","('High', 'CPRI')","('Low', 'CPRI')","('Open', 'CPRI')","('Volume', 'CPRI')"
2024-06-03,34.40999984741211,34.75,34.29999923706055,34.75,1187000.0,,,,,
2024-06-04,33.84000015258789,34.25,33.66999816894531,34.119998931884766,933600.0,,,,,
2024-06-05,33.970001220703125,34.209999084472656,33.65999984741211,33.709999084472656,1702000.0,,,,,
2024-06-06,33.959999084472656,34.310001373291016,33.91999816894531,33.970001220703125,592100.0,,,,,
2024-06-07,33.900001525878906,33.97999954223633,33.70000076293945,33.75,511300.0,,,,,
2024-06-10,33.5099983215332,33.86000061035156,33.5099983215332,33.65999984741211,633100.0,,,,,
2024-06-11,32.84000015258789,33.59000015258789,32.68000030517578,33.540000915527344,1326900.0,,,,,
2024-06-12,32.619998931884766,32.959999084472656,32.59000015258789,32.84000015258789,604000.0,,,,,
2024-06-13,32.18000030517578,32.59000015258789,31.649999618530277,32.560001373291016,1309100.0,,,,,
2024-06-14,31.700000762939453,32.11000061035156,31.420000076293945,31.959999084472656,1233300.0,,,,,
2024-06-17,32.0,32.91999816894531,31.8799991607666,32.7400016784668,1577100.0,,,,,
2024-06-18,31.729999542236328,32.2400016784668,31.59000015258789,32.0,719300.0,,,,,
2024-06-20,30.950000762939453,31.84000015258789,30.90999984741211,31.770000457763672,1761200.0,,,,,
2024-06-21,31.299999237060547,31.84000015258789,30.790000915527344,30.799999237060547,1864800.0,,,,,
2024-06-24,31.51000022888184,31.940000534057617,31.11000061035156,31.5,1097000.0,,,,,
2024-06-25,31.899999618530277,32.439998626708984,31.76000022888184,32.13999938964844,1868500.0,,,,,
2024-06-26,32.310001373291016,32.400001525878906,31.780000686645508,31.899999618530277,1370300.0,,,,,
2024-06-27,32.459999084472656,32.47999954223633,32.09000015258789,32.2599983215332,970300.0,,,,,
2024-06-28,33.08000183105469,33.130001068115234,32.209999084472656,32.38999938964844,1876000.0,,,,,
2024-07-01,33.91999816894531,34.06999969482422,32.970001220703125,33.029998779296875,1463000.0,,,,,
2024-07-02,33.43000030517578,34.0,33.06999969482422,33.97999954223633,1123700.0,,,,,
2024-07-03,33.33000183105469,33.77000045776367,33.22999954223633,33.599998474121094,374700.0,,,,,
2024-07-05,33.38999938964844,33.38999938964844,33.060001373291016,33.2400016784668,682300.0,,,,,
2024-07-08,34.02000045776367,34.15999984741211,33.349998474121094,33.400001525878906,966800.0,,,,,
2024-07-09,33.9900016784668,34.08000183105469,33.83000183105469,33.9900016784668,916700.0,,,,,
2024-07-10,34.09000015258789,34.189998626708984,33.869998931884766,34.04999923706055,753900.0,,,,,
2024-07-11,35.16999816894531,35.189998626708984,34.20000076293945,34.25,1609100.0,,,,,
2024-07-12,35.810001373291016,35.93000030517578,35.2599983215332,35.4900016784668,979900.0,,,,,
2024-07-15,35.04999923706055,35.91999816894531,34.70000076293945,35.90999984741211,1577800.0,,,,,
2024-07-16,35.400001525878906,35.599998474121094,35.0,35.16999816894531,1278400.0,,,,,
2024-07-17,34.90999984741211,35.5,34.90999984741211,35.09000015258789,1034100.0,,,,,
2024-07-18,34.16999816894531,35.099998474121094,34.15999984741211,34.900001525878906,598300.0,,,,,
2024-07-19,33.68000030517578,34.290000915527344,33.54999923706055,34.20000076293945,618000.0,,,,,
2024-07-22,34.0,34.02000045776367,33.310001373291016,33.70000076293945,603500.0,,,,,
2024-07-23,33.630001068115234,34.13999938964844,33.439998626708984,33.93000030517578,760800.0,,,,,
2024-07-24,32.95000076293945,33.59000015258789,32.810001373291016,33.59000015258789,634900.0,,,,,
2024-07-25,33.310001373291016,33.43000030517578,32.66999816894531,32.959999084472656,475500.0,,,,,
2024-07-26,33.75,33.79999923706055,33.400001525878906,33.5099983215332,476600.0,,,,,
2024-07-29,33.70000076293945,33.7599983215332,33.369998931884766,33.75,463500.0,,,,,
2024-07-30,33.95000076293945,33.97999954223633,33.38999938964844,33.77000045776367,407000.0,,,,,
2024-07-31,33.540000915527344,34.0099983215332,33.41999816894531,33.970001220703125,568200.0,,,,,
2024-08-01,33.290000915527344,33.599998474121094,33.040000915527344,33.5,660400.0,,,,,
2024-08-02,33.20000076293945,33.349998474121094,32.43000030517578,32.77000045776367,585500.0,,,,,
2024-08-05,32.290000915527344,32.68000030517578,32.099998474121094,32.5,991000.0,,,,,
2024-08-06,32.47999954223633,33.22999954223633,32.09000015258789,32.369998931884766,2527400.0,,,,,
2024-08-07,31.8799991607666,32.779998779296875,31.729999542236328,32.70000076293945,1278700.0,,,,,
2024-08-08,32.099998474121094,32.709999084472656,31.809999465942383,32.599998474121094,1068800.0,,,,,
2024-08-09,30.540000915527344,31.350000381469727,30.440000534057617,30.75,3019500.0,,,,,
2024-08-12,29.61000061035156,30.600000381469727,29.280000686645508,30.540000915527344,1806800.0,,,,,
2024-08-13,29.90999984741211,30.18000030517578,29.700000762939453,29.700000762939453,954100.0,,,,,
2024-08-14,30.1299991607666,30.32999992370605,29.850000381469727,30.049999237060547,1143000.0,,,,,
2024-08-15,31.71999931335449,31.790000915527344,31.049999237060547,31.5,1743200.0,,,,,
2024-08-16,32.470001220703125,32.599998474121094,31.76000022888184,31.84000015258789,1464600.0,,,,,
2024-08-19,32.90999984741211,33.279998779296875,32.599998474121094,32.599998474121094,944400.0,,,,,
2024-08-20,33.0099983215332,33.06999969482422,32.52000045776367,32.97999954223633,705500.0,,,,,
2024-08-21,35.439998626708984,35.5,33.709999084472656,33.900001525878906,4239700.0,,,,,
2024-08-22,35.04999923706055,35.95000076293945,34.810001373291016,35.70000076293945,1875300.0,,,,,
2024-08-23,35.779998779296875,35.91999816894531,35.130001068115234,35.2400016784668,1964700.0,,,,,
2024-08-26,35.38999938964844,35.9900016784668,35.310001373291016,35.959999084472656,949400.0,,,,,
2024-08-27,35.880001068115234,36.02999877929688,35.060001373291016,35.650001525878906,898500.0,,,,,
2024-08-28,35.900001525878906,36.13999938964844,35.41999816894531,35.81999969482422,969200.0,,,,,
2024-08-29,35.880001068115234,36.04999923706055,35.619998931884766,35.959999084472656,865800.0,,,,,
2024-08-30,35.720001220703125,36.22999954223633,35.63999938964844,36.18999862670898,1313400.0,,,,,
2024-09-03,36.02999877929688,36.150001525878906,35.279998779296875,35.650001525878906,995400.0,,,,,
2024-09-04,36.04999923706055,36.61000061035156,35.779998779296875,35.84000015258789,874600.0,,,,,
2024-09-05,35.220001220703125,36.15999984741211,35.0,36.130001068115234,1497000.0,,,,,
2024-09-06,34.77000045776367,35.52000045776367,34.70000076293945,35.27000045776367,1968600.0,,,,,
2024-09-09,36.54999923706055,37.04999923706055,34.310001373291016,34.310001373291016,2509300.0,,,,,
2024-09-10,37.810001373291016,37.93000030517578,36.31999969482422,36.5,2212000.0,,,,,
2024-09-11,40.459999084472656,40.52000045776367,37.16999816894531,37.709999084472656,3622400.0,,,,,
2024-09-12,39.2599983215332,40.70000076293945,38.56999969482422,40.45000076293945,1975800.0,,,,,
2024-09-13,38.220001220703125,39.310001373291016,37.90999984741211,38.54999923706055,2044500.0,,,,,
2024-09-16,38.65999984741211,38.66999816894531,37.58000183105469,38.25,1067700.0,,,,,
2024-09-17,39.88999938964844,41.0099983215332,38.68000030517578,39.02000045776367,3269900.0,,,,,
2024-09-18,39.06999969482422,40.060001373291016,38.86000061035156,39.77000045776367,1222100.0,,,,,
2024-09-19,38.869998931884766,39.54999923706055,38.68999862670898,39.5,1037000.0,,,,,
2024-09-20,38.290000915527344,39.09999847412109,38.0,38.83000183105469,2640400.0,,,,,
2024-09-23,38.09999847412109,38.70000076293945,37.72999954223633,38.41999816894531,1305400.0,,,,,
2024-09-24,38.27999877929688,38.75,38.130001068115234,38.75,1082700.0,,,,,
2024-09-25,38.40999984741211,38.5,38.060001373291016,38.29999923706055,986300.0,,,,,
2024-09-26,38.810001373291016,39.060001373291016,38.27000045776367,39.0,2244800.0,,,,,
2024-09-27,39.470001220703125,39.58000183105469,38.880001068115234,38.90999984741211,1508900.0,,,,,
2024-09-30,42.43999862670898,42.72999954223633,39.040000915527344,39.470001220703125,4496000.0,,,,,
