Date,Close,High,Low,Open,Volume,"('Close', 'HD')","('High', 'HD')","('Low', 'HD')","('Open', 'HD')","('Volume', 'HD')"
2024-06-03,318.4794616699219,323.95557232613766,317.3434437573049,323.95557232613766,3712800.0,,,,,
2024-06-04,318.7221374511719,320.2076808214513,315.65395036904715,317.37251085439345,4296800.0,,,,,
2024-06-05,320.6640625,320.8582335745154,316.4501679448258,318.9551911114068,2422400.0,,,,,
2024-06-06,321.47967529296875,322.1981646190984,318.5279962174818,320.21742987875734,2979400.0,,,,,
2024-06-07,317.52789306640625,319.26589154960806,314.5179600014992,316.2656774089613,2583800.0,,,,,
2024-06-10,322.8971862792969,323.13020339495444,317.0132670620297,317.4987391402258,2691000.0,,,,,
2024-06-11,325.96539306640625,326.5382465975899,320.7223002312357,323.32442361619843,3250900.0,,,,,
2024-06-12,334.1407470703125,340.3062189592207,333.09211075402203,336.94676036549174,4793000.0,,,,,
2024-06-13,337.7720642089844,338.5585266199603,333.1018250995142,335.8495840761184,3380800.0,,,,,
2024-06-14,336.76226806640625,337.4030947661262,331.76191158093724,334.7912526117121,2589000.0,,,,,
2024-06-17,339.3450012207031,340.5004272004789,334.3931798260733,334.8689626377177,2680200.0,,,,,
2024-06-18,343.5880126953125,346.0542192124539,341.8791414543496,342.6947606418018,3655000.0,,,,,
2024-06-20,343.1705322265625,344.6075403591198,339.4323910017644,341.7723701599842,3661200.0,,,,,
2024-06-21,345.4619445800781,345.8988813351638,341.8209037239185,344.52984641754387,6596400.0,,,,,
2024-06-24,340.6849365234375,347.29706475442384,340.5295818816492,346.5300104702404,4278900.0,,,,,
2024-06-25,328.4898681640625,336.90793827959254,324.8099811331162,336.2477032961916,4879600.0,,,,,
2024-06-26,331.88818359375,332.63580002830327,327.72282430211175,329.5967396663073,3365300.0,,,,,
2024-06-27,331.5677185058594,334.7427249378254,328.6160695332423,332.8687801511968,2912600.0,,,,,
2024-06-28,334.2378234863281,335.2476137556841,330.81039162956364,331.43181014327985,6344000.0,,,,,
2024-07-01,326.4217224121094,334.63590178182346,325.6449789295752,333.92713150249875,2643600.0,,,,,
2024-07-02,325.2371826171875,327.0431246216861,322.86807637862864,325.26630975819984,2995900.0,,,,,
2024-07-03,323.9458312988281,329.77149639430854,323.8487309543971,327.208189529482,1733000.0,,,,,
2024-07-05,324.8584899902344,326.1595812637255,322.0039413677267,323.0428291185778,3437500.0,,,,,
2024-07-08,329.7326354980469,330.8589342548794,325.2662865329147,326.1207221160886,3534500.0,,,,,
2024-07-09,327.2956237792969,329.4025860331629,325.8197990506724,329.1015956584492,2254300.0,,,,,
2024-07-10,334.1795654296875,334.28638469902955,327.8101738903724,328.80055593156214,3263100.0,,,,,
2024-07-11,343.5104064941406,343.8405240141793,334.9757974451977,340.5878545475955,4146900.0,,,,,
2024-07-12,349.31658935546875,353.3751586912106,343.80163332895995,344.68519611978786,4019900.0,,,,,
2024-07-15,348.0447082519531,350.6856781059716,344.7143761964768,348.7049729386106,2884000.0,,,,,
2024-07-16,358.3948974609375,358.6861984824677,349.0544195426266,349.5981458924464,3210400.0,,,,,
2024-07-17,361.0844421386719,364.2885460520695,354.8024321642373,355.9869852386255,3991100.0,,,,,
2024-07-18,355.4432373046875,364.8225617692263,355.15196589899523,359.15225123511686,2395000.0,,,,,
2024-07-19,352.80224609375,356.91906936840377,351.4332409407989,355.7830516947319,2474500.0,,,,,
2024-07-22,352.69549560546875,356.6083997121543,350.5885335645457,353.90917590693283,4049300.0,,,,,
2024-07-23,349.1709899902344,354.8121740926755,348.93797283639844,354.8121740926755,2535700.0,,,,,
2024-07-24,340.1314697265625,350.94780263614416,339.83047938671785,348.5010042208053,3508100.0,,,,,
2024-07-25,343.0248718261719,348.4038811578433,339.1799116044154,340.02465791660273,3297600.0,,,,,
2024-07-26,349.0641784667969,351.16142161251906,344.6949293209257,344.6949293209257,2439000.0,,,,,
2024-07-29,351.1614074707031,352.3459605988924,348.52043801920894,348.7728633662596,2142100.0,,,,,
2024-07-30,353.1227111816406,354.0936554165967,348.82143533219323,352.2779944381675,2788800.0,,,,,
2024-07-31,357.4627990722656,361.6669741718724,352.4915698034124,354.3946120261438,3526100.0,,,,,
2024-08-01,348.1611633300781,360.6863673993834,343.4715158125367,359.2396403710712,3759000.0,,,,,
2024-08-02,345.1026916503906,345.23863806189775,336.6651841389934,344.6172195479207,3764600.0,,,,,
2024-08-05,339.8402099609375,343.6560137917387,335.20878687648553,340.68492672628935,3827900.0,,,,,
2024-08-06,343.6268615722656,348.238846471191,337.18949685661664,338.616786000045,2831100.0,,,,,
2024-08-07,332.4512634277344,345.91825373918726,332.33475487333817,344.8599281956042,3429100.0,,,,,
2024-08-08,338.2187194824219,338.60709125968543,331.4221096722741,332.2959535788339,3591100.0,,,,,
2024-08-09,338.5100402832031,341.31605394615434,335.36416055288004,337.7818320467837,2314800.0,,,,,
2024-08-12,335.7622375488281,341.2869128470347,332.18916972630444,340.5781128587891,3830200.0,,,,,
2024-08-13,339.8984680175781,343.12201010830046,329.50935246683923,331.9367131440336,6388600.0,,,,,
2024-08-14,345.3260192871094,349.2389232455444,339.24789908578515,339.3935347902697,4814800.0,,,,,
