Date,Close,High,Low,Open,Volume,"('Close', 'ETOR')","('High', 'ETOR')","('Low', 'ETOR')","('Open', 'ETOR')","('Volume', 'ETOR')"
2025-05-13,52.0,52.0,52.0,52.0,0.0,,,,,
2025-05-14,67.0,74.27999877929688,65.05999755859375,69.69000244140625,13071000.0,,,,,
2025-05-15,66.8499984741211,67.43000030517578,60.7599983215332,65.1500015258789,3721300.0,,,,,
2025-05-16,64.1500015258789,69.44999694824219,62.43999862670898,66.58999633789062,2055300.0,,,,,
2025-05-19,63.290000915527344,64.87999725341797,61.40299987792969,61.59000015258789,884600.0,,,,,
2025-05-20,66.13999938964844,67.16000366210938,62.20000076293945,63.29999923706055,1686700.0,,,,,
2025-05-21,65.55999755859375,71.45999908447266,64.88999938964844,65.94000244140625,2030700.0,,,,,
2025-05-22,66.4800033569336,68.44000244140625,64.05000305175781,66.26000213623047,947500.0,,,,,
2025-05-23,65.38999938964844,66.48999786376953,62.59999847412109,64.45500183105469,729800.0,,,,,
2025-05-27,64.9800033569336,66.55000305175781,63.220001220703125,66.55000305175781,766800.0,,,,,
2025-05-28,64.47000122070312,65.30000305175781,63.59999847412109,64.93000030517578,500900.0,,,,,
2025-05-29,62.06499862670898,64.8949966430664,60.81999969482422,64.19999694824219,762600.0,,,,,
2025-05-30,59.20000076293945,61.93000030517578,58.11000061035156,61.93000030517578,1234000.0,,,,,
2025-06-02,61.2400016784668,61.54999923706055,57.5009994506836,58.45000076293945,1044800.0,,,,,
2025-06-03,64.7300033569336,66.41999816894531,59.810001373291016,62.275001525878906,896400.0,,,,,
2025-06-04,65.3499984741211,66.55000305175781,62.479000091552734,64.1500015258789,676000.0,,,,,
2025-06-05,62.56999969482422,71.4800033569336,60.61000061035156,65.94999694824219,2316900.0,,,,,
2025-06-06,68.69999694824219,73.33000183105469,62.83700180053711,63.79999923706055,2884100.0,,,,,
2025-06-09,75.97000122070312,76.75,66.20999908447266,70.73999786376953,5182900.0,,,,,
2025-06-10,66.95999908447266,79.95999908447266,64.1500015258789,76.63999938964844,4524900.0,,,,,
2025-06-11,62.959999084472656,66.7030029296875,62.7400016784668,66.4800033569336,2302700.0,,,,,
2025-06-12,64.16999816894531,64.9000015258789,60.29999923706055,61.5,1275500.0,,,,,
2025-06-13,61.560001373291016,63.4900016784668,60.5,60.81999969482422,888200.0,,,,,
2025-06-16,61.5,62.97999954223633,60.040000915527344,62.650001525878906,1070800.0,,,,,
