Date,Close,High,Low,Open,Volume,"('Close', 'GLDG')","('High', 'GLDG')","('Low', 'GLDG')","('Open', 'GLDG')","('Volume', 'GLDG')"
2024-06-03,0.949999988079071,0.949999988079071,0.9200000166893004,0.9399999976158142,1715400.0,,,,,
2024-06-04,0.9399999976158142,0.9900000095367432,0.9200000166893004,0.9900000095367432,2038700.0,,,,,
2024-06-05,0.9700000286102296,0.9700000286102296,0.9399999976158142,0.959999978542328,946100.0,,,,,
2024-06-06,1.0199999809265137,1.0399999618530271,0.9800000190734864,0.9800000190734864,1590500.0,,,,,
2024-06-07,1.0099999904632568,1.0099999904632568,0.959999978542328,1.0,1295600.0,,,,,
2024-06-10,0.9800000190734864,1.0199999809265137,0.9700000286102296,1.0099999904632568,569000.0,,,,,
2024-06-11,0.9300000071525574,0.9800000190734864,0.9300000071525574,0.9700000286102296,357600.0,,,,,
2024-06-12,0.959999978542328,0.9900000095367432,0.9300000071525574,0.9300000071525574,712700.0,,,,,
2024-06-13,0.9100000262260436,0.949999988079071,0.9100000262260436,0.9399999976158142,557800.0,,,,,
2024-06-14,0.9100000262260436,0.9300000071525574,0.8999999761581421,0.9100000262260436,362800.0,,,,,
2024-06-17,0.9100000262260436,0.9399999976158142,0.9100000262260436,0.9300000071525574,387600.0,,,,,
2024-06-18,0.9200000166893004,0.9200000166893004,0.9100000262260436,0.9100000262260436,337100.0,,,,,
2024-06-20,0.949999988079071,0.949999988079071,0.9300000071525574,0.949999988079071,501500.0,,,,,
2024-06-21,0.8700000047683716,0.949999988079071,0.8700000047683716,0.9399999976158142,598100.0,,,,,
2024-06-24,0.9100000262260436,0.9300000071525574,0.8999999761581421,0.9100000262260436,247600.0,,,,,
2024-06-25,0.8799999952316284,0.9100000262260436,0.8799999952316284,0.8999999761581421,340900.0,,,,,
2024-06-26,0.8899999856948853,0.8899999856948853,0.8799999952316284,0.8799999952316284,138000.0,,,,,
2024-06-27,0.8899999856948853,0.8899999856948853,0.8799999952316284,0.8899999856948853,165300.0,,,,,
2024-06-28,0.8899999856948853,0.8999999761581421,0.8700000047683716,0.8899999856948853,173400.0,,,,,
2024-07-01,0.8899999856948853,0.8999999761581421,0.8799999952316284,0.8999999761581421,129000.0,,,,,
2024-07-02,0.8700000047683716,0.8799999952316284,0.8600000143051147,0.8799999952316284,152500.0,,,,,
2024-07-03,0.9200000166893004,0.9300000071525574,0.8799999952316284,0.8799999952316284,384100.0,,,,,
2024-07-05,0.949999988079071,0.949999988079071,0.9100000262260436,0.9300000071525574,407100.0,,,,,
2024-07-08,0.9399999976158142,0.949999988079071,0.9300000071525574,0.9399999976158142,260600.0,,,,,
2024-07-09,0.9200000166893004,0.9399999976158142,0.9100000262260436,0.9399999976158142,175100.0,,,,,
2024-07-10,0.9200000166893004,0.9300000071525574,0.9200000166893004,0.9300000071525574,177800.0,,,,,
2024-07-11,0.949999988079071,0.9800000190734864,0.9200000166893004,0.9300000071525574,630300.0,,,,,
