Date,Close,High,Low,Open,Volume,"('Close', 'RUN')","('High', 'RUN')","('Low', 'RUN')","('Open', 'RUN')","('Volume', 'RUN')"
2024-06-03,14.529999732971191,15.029999732971191,14.279999732971191,15.020000457763672,11266700.0,,,,,
2024-06-04,14.0,14.585000038146973,13.989999771118164,14.369999885559082,8002200.0,,,,,
2024-06-05,14.899999618530272,15.0,13.701000213623049,14.039999961853027,11254700.0,,,,,
2024-06-06,14.4399995803833,14.989999771118164,14.300000190734863,14.649999618530272,11035900.0,,,,,
2024-06-07,13.449999809265137,13.904999732971191,13.149999618530272,13.84000015258789,11997000.0,,,,,
2024-06-10,14.149999618530272,14.25,13.210000038146973,13.215999603271484,9390900.0,,,,,
2024-06-11,14.550000190734863,14.80500030517578,13.420000076293944,13.989999771118164,9331700.0,,,,,
2024-06-12,14.649999618530272,16.530000686645508,14.553000450134276,15.729999542236328,17306800.0,,,,,
2024-06-13,13.869999885559082,14.779999732971191,13.619999885559082,14.779999732971191,10203800.0,,,,,
2024-06-14,13.260000228881836,13.989999771118164,13.234999656677246,13.729999542236328,9731300.0,,,,,
2024-06-17,12.710000038146973,13.5600004196167,12.449999809265137,13.09000015258789,9688600.0,,,,,
2024-06-18,12.640000343322754,12.920000076293944,12.479999542236328,12.529999732971191,6503200.0,,,,,
2024-06-20,12.539999961853027,12.760000228881836,11.779999732971191,12.289999961853027,8336600.0,,,,,
2024-06-21,13.09000015258789,13.229999542236328,12.289999961853027,12.449999809265137,13408600.0,,,,,
2024-06-24,13.579999923706056,13.696999549865724,12.720000267028809,13.18000030517578,11611700.0,,,,,
2024-06-25,12.960000038146973,13.375,12.81999969482422,13.350000381469728,10585800.0,,,,,
2024-06-26,12.699999809265137,13.125,12.340999603271484,12.899999618530272,8677900.0,,,,,
2024-06-27,13.270000457763672,13.614999771118164,12.585000038146973,12.789999961853027,12545400.0,,,,,
2024-06-28,11.859999656677246,13.350000381469728,11.550000190734863,13.270000457763672,43267000.0,,,,,
2024-07-01,10.914999961853027,12.100000381469728,10.880000114440918,11.880000114440918,13629400.0,,,,,
2024-07-02,10.949999809265137,11.390000343322754,10.550000190734863,11.050000190734863,12374400.0,,,,,
2024-07-03,12.15999984741211,12.170000076293944,11.039999961853027,11.34000015258789,10729900.0,,,,,
2024-07-05,12.210000038146973,12.739999771118164,11.93000030517578,12.095000267028809,12197200.0,,,,,
2024-07-08,12.649999618530272,12.80500030517578,12.354999542236328,12.5,12449500.0,,,,,
2024-07-09,13.210000038146973,13.359999656677246,12.350000381469728,12.529999732971191,10235100.0,,,,,
2024-07-10,13.920000076293944,14.020000457763672,13.010000228881836,13.390000343322754,13429400.0,,,,,
2024-07-11,16.06999969482422,16.1200008392334,14.600000381469728,14.960000038146973,23724300.0,,,,,
2024-07-12,17.200000762939453,17.510000228881836,16.190000534057617,16.200000762939453,19233700.0,,,,,
2024-07-15,15.65999984741211,16.06999969482422,14.359999656677246,16.0,21886000.0,,,,,
