Date,Close,High,Low,Open,Volume,"('Close', 'NXXT')","('High', 'NXXT')","('Low', 'NXXT')","('Open', 'NXXT')","('Volume', 'NXXT')"
2024-06-03,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,440.0,,,,,
2024-06-04,5.625,6.275000095367432,5.550000190734863,6.074999809265137,5880.0,,,,,
2024-06-05,5.400000095367432,5.672500133514404,5.175000190734863,5.574999809265137,8720.0,,,,,
2024-06-06,5.175000190734863,5.625,4.675000190734863,5.349999904632568,6000.0,,,,,
2024-06-07,4.875,5.182499885559082,4.574999809265137,4.577499866485596,2520.0,,,,,
2024-06-10,5.025000095367432,5.199999809265137,4.775000095367432,4.849999904632568,2600.0,,,,,
2024-06-11,5.025000095367432,5.087500095367432,4.849999904632568,5.087500095367432,1480.0,,,,,
2024-06-12,4.875,5.099999904632568,4.875,4.949999809265137,760.0,,,,,
2024-06-13,4.625,5.050000190734863,4.625,5.050000190734863,4240.0,,,,,
2024-06-14,5.125,5.627500057220459,4.849999904632568,4.849999904632568,8880.0,,,,,
2024-06-17,5.099999904632568,5.349999904632568,4.815000057220459,5.074999809265137,1720.0,,,,,
2024-06-18,4.824999809265137,5.074999809265137,4.824999809265137,5.074999809265137,2400.0,,,,,
2024-06-20,5.125,5.324999809265137,4.752500057220459,5.0,7640.0,,,,,
2024-06-21,5.0,5.147500038146973,4.849999904632568,4.949999809265137,7800.0,,,,,
2024-06-24,5.0,5.122499942779541,5.0,5.099999904632568,3160.0,,,,,
2024-06-25,4.925000190734863,5.087500095367432,4.849999904632568,4.849999904632568,1000.0,,,,,
2024-06-26,4.849999904632568,4.849999904632568,4.699999809265137,4.75,2520.0,,,,,
2024-06-27,5.099999904632568,5.099999904632568,4.862500190734863,4.949999809265137,7880.0,,,,,
2024-06-28,4.804999828338623,5.192500114440918,4.775000095367432,5.150000095367432,1840.0,,,,,
2024-07-01,4.925000190734863,5.125,4.815000057220459,4.815000057220459,4480.0,,,,,
2024-07-02,4.574999809265137,4.775000095367432,4.574999809265137,4.775000095367432,1560.0,,,,,
2024-07-03,4.849999904632568,5.074999809265137,4.625,4.699999809265137,4200.0,,,,,
2024-07-05,5.875,5.949999809265137,4.824999809265137,4.974999904632568,11920.0,,,,,
2024-07-08,4.800000190734863,5.414999961853027,4.800000190734863,5.375,10360.0,,,,,
2024-07-09,4.800000190734863,5.025000095367432,4.800000190734863,4.800000190734863,600.0,,,,,
2024-07-10,4.625,5.125,4.375,5.125,7160.0,,,,,
2024-07-11,4.75,4.772500038146973,4.275000095367432,4.574999809265137,4160.0,,,,,
2024-07-12,4.650000095367432,4.697500228881836,4.425000190734863,4.550000190734863,1440.0,,,,,
2024-07-15,4.5,4.697500228881836,4.275000095367432,4.275000095367432,1040.0,,,,,
2024-07-16,4.599999904632568,4.650000095367432,4.349999904632568,4.349999904632568,360.0,,,,,
2024-07-17,4.724999904632568,4.724999904632568,4.349999904632568,4.574999809265137,600.0,,,,,
2024-07-18,4.724999904632568,4.75,4.425000190734863,4.425000190734863,1520.0,,,,,
2024-07-19,4.724999904632568,4.724999904632568,4.724999904632568,4.724999904632568,160.0,,,,,
2024-07-22,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,200.0,,,,,
2024-07-23,6.212500095367432,6.212500095367432,3.987499952316284,4.574999809265137,61800.0,,,,,
2024-07-24,6.224999904632568,6.849999904632568,5.349999904632568,6.275000095367432,89880.0,,,,,
2024-07-25,4.010000228881836,5.0,3.359999895095825,4.260000228881836,203900.0,,,,,
2024-07-26,3.7699999809265137,4.300000190734863,3.2699999809265137,3.5999999046325684,59100.0,,,,,
2024-07-29,3.900000095367432,3.950000047683716,3.490999937057495,3.630000114440918,62200.0,,,,,
2024-07-30,3.5199999809265137,3.849999904632568,3.450000047683716,3.630000114440918,29000.0,,,,,
2024-07-31,3.440000057220459,3.609999895095825,3.2100000381469727,3.4100000858306885,39000.0,,,,,
2024-08-01,3.2100000381469727,3.5899999141693115,3.2100000381469727,3.2699999809265137,7900.0,,,,,
2024-08-02,3.559999942779541,3.680000066757202,3.150000095367432,3.1600000858306885,36900.0,,,,,
2024-08-05,2.809999942779541,3.4600000381469727,2.75,3.4600000381469727,49000.0,,,,,
2024-08-06,2.805000066757202,3.009999990463257,2.359999895095825,2.7699999809265137,79800.0,,,,,
2024-08-07,2.950000047683716,3.0,2.609999895095825,2.609999895095825,37100.0,,,,,
2024-08-08,2.650000095367432,2.9800000190734863,2.559999942779541,2.859999895095825,18700.0,,,,,
2024-08-09,2.8299999237060547,3.039999961853028,2.5799999237060547,2.5799999237060547,8200.0,,,,,
2024-08-12,2.720000028610229,2.8959999084472656,2.5799999237060547,2.7100000381469727,22000.0,,,,,
2024-08-13,2.8399999141693115,3.0,2.5999999046325684,2.700000047683716,10300.0,,,,,
2024-08-14,2.900000095367432,2.900000095367432,2.819999933242798,2.819999933242798,1900.0,,,,,
2024-08-15,2.821000099182129,3.039999961853028,2.720000028610229,2.9600000381469727,2900.0,,,,,
2024-08-16,2.759999990463257,2.845000028610229,2.619999885559082,2.619999885559082,8900.0,,,,,
2024-08-19,2.680000066757202,2.9600000381469727,2.680000066757202,2.690000057220459,2700.0,,,,,
2024-08-20,3.0899999141693115,3.5899999141693115,2.799999952316284,2.8429999351501465,133400.0,,,,,
2024-08-21,3.009999990463257,3.2100000381469727,3.0,3.1549999713897705,10300.0,,,,,
2024-08-22,3.009999990463257,3.180999994277954,2.900000095367432,2.900000095367432,5600.0,,,,,
2024-08-23,3.0999999046325684,3.180000066757202,3.0999999046325684,3.174999952316284,3100.0,,,,,
2024-08-26,3.0999999046325684,3.200000047683716,3.0,3.009999990463257,4900.0,,,,,
2024-08-27,3.0,3.190000057220459,3.0,3.0799999237060547,14300.0,,,,,
2024-08-28,3.140000104904175,3.140000104904175,3.009999990463257,3.049999952316284,2800.0,,,,,
2024-08-29,3.059999942779541,3.190000057220459,3.059999942779541,3.180000066757202,143400.0,,,,,
2024-08-30,2.9600000381469727,3.470000028610229,2.9600000381469727,3.0999999046325684,57000.0,,,,,
2024-09-03,3.265000104904175,3.380000114440918,2.940000057220459,2.940000057220459,30000.0,,,,,
2024-09-04,3.4100000858306885,3.740000009536743,3.240000009536743,3.250999927520752,23900.0,,,,,
2024-09-05,3.75,3.867000102996826,3.509999990463257,3.559999942779541,13400.0,,,,,
2024-09-06,3.700000047683716,3.990000009536743,3.619999885559082,3.869999885559082,9200.0,,,,,
2024-09-09,3.759999990463257,3.9700000286102295,3.670000076293945,3.9700000286102295,6000.0,,,,,
2024-09-10,3.900000095367432,3.9800000190734863,3.7100000381469727,3.9800000190734863,12800.0,,,,,
2024-09-11,4.050000190734863,4.369999885559082,3.7699999809265137,3.884999990463257,19500.0,,,,,
2024-09-12,4.324999809265137,4.349999904632568,4.079999923706055,4.119999885559082,16100.0,,,,,
2024-09-13,4.110000133514404,4.340000152587891,4.059999942779541,4.340000152587891,7000.0,,,,,
2024-09-16,4.130000114440918,4.199999809265137,4.079999923706055,4.090000152587891,10700.0,,,,,
2024-09-17,3.990000009536743,4.296999931335449,3.900000095367432,4.0329999923706055,34500.0,,,,,
2024-09-18,3.559999942779541,4.179999828338623,3.549999952316284,3.809999942779541,12000.0,,,,,
2024-09-19,3.4159998893737797,3.765000104904175,3.299999952316284,3.5799999237060547,11700.0,,,,,
2024-09-20,3.440000057220459,3.440000057220459,3.319999933242798,3.3399999141693115,5800.0,,,,,
2024-09-23,3.4100000858306885,3.450000047683716,3.312999963760376,3.450000047683716,5600.0,,,,,
