Date,Close,High,Low,Open,Volume,"('Close', 'RLX')","('High', 'RLX')","('Low', 'RLX')","('Open', 'RLX')","('Volume', 'RLX')"
2024-06-03,1.859668493270874,1.9193369440198829,1.8497237514793727,1.8895027186453783,3154700.0,,,,,
2024-06-04,1.8696132898330688,1.889502773998738,1.844751434625982,1.8696132898330688,1866900.0,,,,,
2024-06-05,1.879557967185974,1.879557967185974,1.8099447750035345,1.8298342584842315,5025700.0,,,,,
2024-06-06,1.8497236967086792,1.8696131797027504,1.819889472217572,1.859668438205715,1459500.0,,,,,
2024-06-07,1.829834222793579,1.879557930525468,1.799999879603775,1.879557930525468,3698800.0,,,,,
2024-06-10,1.839779019355774,1.8795579867308152,1.814917164746373,1.839779019355774,2645300.0,,,,,
2024-06-11,1.839779019355774,1.8795579867308152,1.8298342775120136,1.8497237611995343,2313500.0,,,,,
2024-06-12,1.8198895454406736,1.8646408839779005,1.8099448035435124,1.8497237711321584,1155600.0,,,,,
2024-06-13,1.809944748878479,1.8596684568625013,1.809944748878479,1.809944748878479,2856800.0,,,,,
2024-06-14,1.809944748878479,1.8397789736688923,1.7950275179326012,1.829834232072088,1450800.0,,,,,
2024-06-17,1.8198895454406736,1.8198895454406736,1.7900552011985147,1.799999943095676,1248400.0,,,,,
2024-06-18,1.7900551557540894,1.819889499238839,1.7900551557540894,1.819889499238839,1487000.0,,,,,
2024-06-20,1.7900551557540894,1.829834240883532,1.7900551557540894,1.799999897398782,1244100.0,,,,,
2024-06-21,1.839779019355774,1.8596685030432945,1.7701657078987774,1.7801104497425375,3365800.0,,,,,
2024-06-24,1.859668493270874,1.89944746043688,1.844751380583622,1.8497237514793727,2978500.0,,,,,
2024-06-25,1.829834222793579,1.8696131889790903,1.829834222793579,1.8596684474327123,1345100.0,,,,,
2024-06-26,1.8696132898330688,1.889502773998738,1.82983432150173,1.82983432150173,1220000.0,,,,,
2024-06-27,1.839779019355774,1.8696132448870548,1.8298342775120136,1.8497237611995343,1330700.0,,,,,
2024-06-28,1.829834222793579,1.8497237058863347,1.799999879603775,1.839778964339957,1048000.0,,,,,
