Date,Close,High,Low,Open,Volume,"('Close', 'LIN')","('High', 'LIN')","('Low', 'LIN')","('Open', 'LIN')","('Volume', 'LIN')"
2024-06-03,426.2113037109375,428.4192457434871,422.0211311679103,426.02488282399327,1809000.0,,,,,
2024-06-04,424.4393005371094,427.3532882443595,421.968300970688,424.6066415981074,2157400.0,,,,,
2024-06-05,428.3180847167969,428.7906354951649,422.6574497459154,425.0299977476004,2116800.0,,,,,
2024-06-06,427.1072082519531,429.2434657826034,425.2465677801473,429.2434657826034,1282600.0,,,,,
2024-06-07,426.95947265625,431.3796797319772,424.8822505270642,427.2646522514,1492000.0,,,,,
2024-06-10,425.2859497070313,427.3533179712076,424.4983951508119,426.00461502095976,1406100.0,,,,,
2024-06-11,428.71185302734375,429.0071784598887,419.9698597046653,421.1905782168898,1582400.0,,,,,
2024-06-12,427.4222412109375,433.6735269115514,427.16627245832194,430.79892571580496,1914800.0,,,,,
2024-06-13,432.9646911621094,433.9983902666089,423.6812578291086,424.30147128315247,1650000.0,,,,,
2024-06-14,430.1590270996094,431.35021312220783,427.36313934367456,430.6315478129547,1396100.0,,,,,
2024-06-17,433.7818298339844,436.3906381056126,428.2491794502684,429.5781740112605,1939000.0,,,,,
2024-06-18,433.1812744140625,433.8999396958437,428.46574139713937,432.77764295798914,1384500.0,,,,,
2024-06-20,435.7507019042969,438.3004448266372,431.66520672018623,432.2558575568075,1626100.0,,,,,
2024-06-21,435.8688659667969,437.0797603625903,433.161605929736,436.50875778508254,4042800.0,,,,,
2024-06-24,436.2528381347656,439.5409250454466,435.26837989647976,437.827947281398,1440900.0,,,,,
2024-06-25,434.3134460449219,438.1528270934567,433.4864747022092,437.0797712390765,1385500.0,,,,,
2024-06-26,431.606201171875,433.8212322445767,429.56836537460185,432.9450499772661,1634400.0,,,,,
2024-06-27,433.378173828125,434.6678116185216,430.74965731320185,433.8211920188995,1236500.0,,,,,
2024-06-28,431.9901123046875,435.3865052060798,431.31083372440906,433.2797501789481,2470200.0,,,,,
2024-07-01,422.27349853515625,433.9294799026844,418.7885081295046,432.3248082456299,2462900.0,,,,,
2024-07-02,423.4056091308594,423.8092405842283,418.03047595508,421.3480951685243,1886400.0,,,,,
2024-07-03,426.2113037109375,426.9299689588972,422.8247653521519,422.9428955204131,865100.0,,,,,
2024-07-05,428.9481506347656,429.1745868482392,422.52949364922847,425.6895962250836,1499400.0,,,,,
2024-07-08,428.9678039550781,431.12376980398034,427.5698901434589,429.8439861687481,1502200.0,,,,,
2024-07-09,424.4983520507813,428.829961756753,424.0553338808379,427.45172640166345,1052100.0,,,,,
2024-07-10,428.1900939941406,429.27297394888274,423.6221936545886,426.3786645192981,1554000.0,,,,,
2024-07-11,428.1310119628906,431.3107925053899,426.8610525589603,428.3377397587423,1368400.0,,,,,
2024-07-12,433.8507080078125,437.5227175889293,429.8636345728113,430.7890276144198,1843900.0,,,,,
2024-07-15,431.369873046875,434.2838908566874,430.7299812460296,433.8507268591012,1271500.0,,,,,
2024-07-16,438.8025512695313,441.0372605015816,431.2517438807404,431.2517438807404,1173300.0,,,,,
2024-07-17,442.3072204589844,444.7388333452751,439.7870099424174,440.15125465909074,1896500.0,,,,,
2024-07-18,439.1077575683594,444.34505252201234,438.6155284530825,438.6155284530825,1458700.0,,,,,
2024-07-19,437.8377685546875,438.6745640029644,435.05176516887406,438.4481278096041,1503800.0,,,,,
2024-07-22,439.1667785644531,441.7361998674426,437.5424286557874,440.9191128371657,1096700.0,,,,,
2024-07-23,440.4564208984375,441.6476068380883,438.0937273663949,440.92897162215735,1060700.0,,,,,
2024-07-24,436.86322021484375,442.5829204740632,435.7507775406499,441.5000103468265,1700700.0,,,,,
2024-07-25,436.1445007324219,441.43103628481015,435.1108316738902,438.0642061762997,1777300.0,,,,,
2024-07-26,444.3746032714844,445.71345200859326,436.5678268782863,437.2175728983351,1307400.0,,,,,
2024-07-29,442.966796875,446.1761401745904,442.0807905164268,444.4533383494228,1015200.0,,,,,
2024-07-30,443.8429870605469,449.6316061041028,443.6362592499285,445.53625637231306,1755600.0,,,,,
2024-07-31,446.4518127441406,451.0590701062836,445.4870328514056,446.5207320314677,1874000.0,,,,,
2024-08-01,446.2942504882813,452.3289837056549,442.9175662716141,448.98183203151655,2244000.0,,,,,
2024-08-02,446.9440002441406,450.6751050459619,436.81391746525566,442.6222145434732,2714600.0,,,,,
2024-08-05,436.6072082519531,448.5880776703791,434.3724989711823,446.93416507454776,2281700.0,,,,,
2024-08-06,438.7336120605469,444.2071968379216,436.7056307243465,437.16832724532105,1598200.0,,,,,
2024-08-07,434.99267578125,443.9906379421375,434.46108999669326,442.3367554147356,1619300.0,,,,,
2024-08-08,440.58441162109375,440.87973705063104,434.07712758635455,435.35694121533305,1491300.0,,,,,
2024-08-09,440.0724792480469,441.19477597984167,435.2880269744688,440.0331225525053,1108500.0,,,,,
2024-08-12,439.8362121582031,441.4310295582777,438.1823296724427,440.0724725009465,853000.0,,,,,
2024-08-13,442.71087646484375,443.2719948210433,438.82225445294006,441.53936877187147,1174800.0,,,,,
2024-08-14,444.1678466796875,444.9652554239953,442.1693977209576,444.64039743468777,906700.0,,,,,
2024-08-15,449.05078125,449.6808188803787,444.3746047637484,445.0243207426988,1105000.0,,,,,
2024-08-16,449.72021484375,450.2911873968428,445.2802986224257,449.0507904592188,1115400.0,,,,,
2024-08-19,451.4528198242188,451.6201909341801,449.0704478483229,450.1041169219776,1013700.0,,,,,
2024-08-20,450.9507751464844,453.8056979194877,449.4937661940568,451.4922151394871,1115600.0,,,,,
2024-08-21,454.5735473632813,454.9476462644084,451.2657824247898,452.8015347238435,853700.0,,,,,
2024-08-22,454.5341491699219,457.4383126348234,452.76213657514376,454.6621335321639,1179100.0,,,,,
2024-08-23,458.5015258789063,459.19065859627534,454.3668197045263,457.28080739551,1308000.0,,,,,
2024-08-26,461.1792602539063,462.4590738851885,457.841962721013,458.40311108142265,1216200.0,,,,,
2024-08-27,464.99896240234375,465.4419805904293,461.3367768555476,465.3632071136111,1293400.0,,,,,
2024-08-28,465.4912109375,468.2477119190545,463.551827084874,465.4912109375,1327200.0,,,,,
2024-08-29,465.3829040527344,469.1730438303579,463.01035634688833,466.3673621857853,944700.0,,,,,
2024-08-30,470.817138671875,472.3332127265543,464.14251321350105,467.6570362316428,1385600.0,,,,,
2024-09-03,466.682373046875,471.181353993668,465.53057383793913,466.57409707136753,2104000.0,,,,,
2024-09-04,466.1590881347656,471.5401451919998,465.6061727331348,470.1874760797375,1310300.0,,,,,
2024-09-05,459.6326904296875,465.5074545286506,457.2334291784999,464.3917404954332,1882200.0,,,,,
2024-09-06,451.0723571777344,461.7555270216893,450.4009641712106,458.4775068628292,2012100.0,,,,,
2024-09-09,457.2235107421875,459.642538156764,453.7085357288593,454.2515980727585,2076200.0,,,,,
2024-09-10,457.85546875,459.7413171493083,455.0118864543232,456.127600492855,1247100.0,,,,,
2024-09-11,459.2278747558594,459.95853668077547,447.7647175094832,458.0134494920622,1585400.0,,,,,
2024-09-12,461.4296569824219,461.52839833219497,456.5620127680653,460.5311619232567,1916900.0,,,,,
2024-09-13,462.8810729980469,465.81351334489074,459.1192595400875,459.6228193378337,1162700.0,,,,,
2024-09-16,468.9039916992188,469.47664339484567,464.4411653224232,468.4300512351032,1307200.0,,,,,
2024-09-17,465.6950378417969,470.9477643671215,464.5595876298158,469.5062069263233,1357100.0,,,,,
2024-09-18,461.1235961914063,465.695046649678,458.8526957244937,465.695046649678,1149900.0,,,,,
2024-09-19,463.236572265625,467.16621921078695,462.68362668309936,466.82063952107046,1897200.0,,,,,
2024-09-20,465.9418640136719,466.13931657968936,460.84711775700623,463.562339125687,3672700.0,,,,,
2024-09-23,471.3229675292969,473.1298409830474,466.1295095428548,468.69663420748446,1148400.0,,,,,
2024-09-24,473.2877807617188,474.6799524433888,469.4765815937853,472.8928454927611,1588600.0,,,,,
2024-09-25,470.9773864746094,475.5093343056621,469.68395611926366,474.9169163254997,1283800.0,,,,,
2024-09-26,475.5883483886719,476.0129030922169,470.473865331871,472.9422486756899,1092800.0,,,,,
2024-09-27,473.4457702636719,477.247056200688,473.2186681670036,473.6333697931739,1252500.0,,,,,
2024-09-30,470.8292846679688,473.52477005007927,468.15356563629103,473.2483123287063,1532600.0,,,,,
2024-10-01,469.0125427246094,471.8166224150839,467.8968588323322,470.9280104922399,1342100.0,,,,,
2024-10-02,469.8221740722656,471.4019453228286,466.682397920686,468.06468646556726,1024600.0,,,,,
2024-10-03,463.8092041015625,466.77126394680926,462.229432824438,465.991246417371,1072300.0,,,,,
2024-10-04,462.259033203125,464.8755132658076,459.0007795600304,464.2140034679595,2131000.0,,,,,
2024-10-07,457.3815307617188,460.4423320027327,454.942766917654,458.5762499435165,2019600.0,,,,,
2024-10-08,463.5031433105469,464.1152975457188,459.2278865763672,459.62285200827466,1272300.0,,,,,
2024-10-09,463.6314697265625,464.68794492857256,461.1235840515154,461.5876412811703,1245500.0,,,,,
2024-10-10,463.4833984375,466.6527940874449,461.8246219967041,465.94189850756993,1249500.0,,,,,
2024-10-11,468.0450134277344,468.6077819647962,464.88547050011056,466.129545424253,1105300.0,,,,,
2024-10-14,471.5401611328125,472.1029597279507,467.43279804802455,468.3806487497733,1076800.0,,,,,
2024-10-15,474.630615234375,477.237242512961,471.1650255034071,471.54019446171935,1477100.0,,,,,
2024-10-16,477.8592834472656,479.1823333156712,472.270859890738,472.46831248104206,1210100.0,,,,,
2024-10-17,479.9129028320313,481.3248107024789,478.2541566570314,480.7620422681379,1051700.0,,,,,
2024-10-18,480.2980346679688,481.1175246658235,475.4205068556093,477.02989758861,1255200.0,,,,,
2024-10-21,477.2471008300781,479.3501682868036,474.976200177554,478.81701917253775,1065700.0,,,,,
2024-10-22,475.85491943359375,476.37821546022377,471.95486197342063,475.6870561201628,1429700.0,,,,,
2024-10-23,471.39208984375,476.1412569176096,470.8292912179582,473.11010511555486,1541400.0,,,,,
2024-10-24,468.4596252441406,472.37941894132,465.65554556597255,472.3004439374356,994300.0,,,,,
2024-10-25,467.7685241699219,472.5966662945348,466.9490040307187,469.111310238142,2458400.0,,,,,
2024-10-28,469.9801635742188,471.9548701438583,467.71911611512473,469.7925640395725,1440400.0,,,,,
2024-10-29,468.6571044921875,470.2961145282731,466.77125613979325,468.6472213174134,2056600.0,,,,,
2024-10-30,467.4130554199219,468.99282675743126,466.3664633117938,467.28469466732713,1794300.0,,,,,
2024-10-31,450.3811950683594,457.14457109906704,448.722448780628,449.1963892049646,3615600.0,,,,,
2024-11-01,451.5265197753906,453.520962525816,447.7647062415325,450.7366492150478,2347400.0,,,,,
2024-11-04,452.5237426757813,455.9597126552532,450.5194168105461,452.1880461910989,1616100.0,,,,,
2024-11-05,449.1371154785156,455.0315852069072,448.42621996312926,452.5237297520855,1749000.0,,,,,
2024-11-06,456.7792663574219,459.8005650737125,452.523776004358,457.95421920616064,2626900.0,,,,,
2024-11-07,459.5833129882813,462.0615792582743,457.7270840794124,459.119255761064,1925500.0,,,,,
2024-11-08,453.6690979003906,459.7314313973152,453.4024932293959,459.4450905080223,1496700.0,,,,,
2024-11-11,450.6675415039063,456.5423056764553,449.5913300254688,453.6691039650463,1981200.0,,,,,
