Date,Close,High,Low,Open,Volume,"('Close', 'IPSC')","('High', 'IPSC')","('Low', 'IPSC')","('Open', 'IPSC')","('Volume', 'IPSC')"
2024-06-03,2.9800000190734863,3.134999990463257,2.869999885559082,2.9600000381469727,105200.0,,,,,
2024-06-04,3.049999952316284,3.1700000762939453,2.900000095367432,2.950000047683716,133200.0,,,,,
2024-06-05,3.0,3.109999895095825,2.8499999046325684,3.109999895095825,100400.0,,,,,
2024-06-06,3.0199999809265137,3.0829999446868896,2.950000047683716,3.0,57500.0,,,,,
2024-06-07,2.940000057220459,3.009999990463257,2.890000104904175,3.009999990463257,108600.0,,,,,
2024-06-10,3.3499999046325684,3.400000095367432,2.859999895095825,2.9600000381469727,222600.0,,,,,
2024-06-11,3.25,3.4600000381469727,3.2100000381469727,3.309999942779541,162000.0,,,,,
2024-06-12,3.259999990463257,3.440000057220459,3.220000028610229,3.3499999046325684,423300.0,,,,,
2024-06-13,3.259999990463257,3.319999933242798,3.1600000858306885,3.2699999809265137,164400.0,,,,,
2024-06-14,3.130000114440918,3.299999952316284,3.0999999046325684,3.220000028610229,110900.0,,,,,
2024-06-17,3.150000095367432,3.299999952316284,3.0199999809265137,3.200000047683716,151800.0,,,,,
2024-06-18,2.970000028610229,3.180000066757202,2.9600000381469727,3.180000066757202,152700.0,,,,,
2024-06-20,2.690000057220459,3.0199999809265137,2.680000066757202,2.9600000381469727,178300.0,,,,,
2024-06-21,2.859999895095825,2.930000066757202,2.690000057220459,2.7100000381469727,1767400.0,,,,,
2024-06-24,2.680000066757202,2.900000095367432,2.6700000762939453,2.8299999237060547,95200.0,,,,,
2024-06-25,2.559999942779541,3.039999961853028,2.539999961853028,2.6700000762939453,167800.0,,,,,
2024-06-26,2.4600000381469727,2.569999933242798,2.4600000381469727,2.569999933242798,165000.0,,,,,
2024-06-27,2.5299999713897705,2.6700000762939453,2.4800000190734863,2.4800000190734863,271700.0,,,,,
2024-06-28,2.549999952316284,2.674999952316284,2.4200000762939453,2.5299999713897705,3167200.0,,,,,
2024-07-01,2.4100000858306885,2.615000009536743,2.380000114440918,2.5199999809265137,190400.0,,,,,
2024-07-02,2.2100000381469727,2.400000095367432,2.2100000381469727,2.390000104904175,143600.0,,,,,
2024-07-03,2.2699999809265137,2.319999933242798,2.180000066757202,2.220000028610229,68700.0,,,,,
2024-07-05,2.240000009536743,2.299999952316284,2.180000066757202,2.2799999713897705,155800.0,,,,,
2024-07-08,2.299999952316284,2.390000104904175,2.190000057220459,2.190000057220459,132300.0,,,,,
2024-07-09,2.390000104904175,2.400000095367432,2.25,2.289999961853028,123400.0,,,,,
2024-07-10,2.359999895095825,2.390000104904175,2.240000009536743,2.390000104904175,99800.0,,,,,
2024-07-11,2.5799999237060547,2.609999895095825,2.380000114440918,2.450000047683716,513200.0,,,,,
2024-07-12,2.9800000190734863,3.0999999046325684,2.569999933242798,2.5799999237060547,459300.0,,,,,
2024-07-15,2.75,3.0789999961853027,2.5999999046325684,2.9800000190734863,314200.0,,,,,
2024-07-16,3.289999961853028,3.289999961853028,2.75,2.75,387000.0,,,,,
2024-07-17,3.0,3.259999990463257,2.944999933242798,3.25,195400.0,,,,,
2024-07-18,2.6600000858306885,3.0,2.619999885559082,2.970000028610229,210100.0,,,,,
2024-07-19,2.5,2.700000047683716,2.4800000190734863,2.6700000762939453,121800.0,,,,,
2024-07-22,2.430000066757202,2.440000057220459,2.200000047683716,2.3399999141693115,391200.0,,,,,
2024-07-23,2.4749999046325684,2.5199999809265137,2.309999942779541,2.430000066757202,181600.0,,,,,
2024-07-24,2.380000114440918,2.549999952316284,2.369999885559082,2.4600000381469727,158600.0,,,,,
2024-07-25,2.380000114440918,2.450000047683716,2.309999942779541,2.390000104904175,145300.0,,,,,
2024-07-26,2.5,2.5199999809265137,2.3499999046325684,2.470000028610229,154900.0,,,,,
2024-07-29,2.2699999809265137,2.509999990463257,2.25,2.509999990463257,123200.0,,,,,
2024-07-30,2.2799999713897705,2.309999942779541,2.0999999046325684,2.289999961853028,263400.0,,,,,
2024-07-31,2.2300000190734863,2.289999961853028,2.109999895095825,2.2699999809265137,219200.0,,,,,
2024-08-01,2.0899999141693115,2.2699999809265137,2.025000095367432,2.2300000190734863,266600.0,,,,,
2024-08-02,1.9600000381469729,2.1600000858306885,1.899999976158142,2.009999990463257,295300.0,,,,,
2024-08-05,1.8600000143051147,1.909999966621399,1.7699999809265137,1.899999976158142,330800.0,,,,,
2024-08-06,1.7899999618530271,2.009999990463257,1.7699999809265137,1.870000004768372,276900.0,,,,,
2024-08-07,1.7300000190734863,1.899999976158142,1.715000033378601,1.840000033378601,256200.0,,,,,
2024-08-08,1.7999999523162842,1.850000023841858,1.649999976158142,1.7999999523162842,327400.0,,,,,
2024-08-09,1.7200000286102295,1.850000023841858,1.690000057220459,1.850000023841858,272400.0,,,,,
2024-08-12,1.659999966621399,1.950000047683716,1.6200000047683716,1.7300000190734863,307200.0,,,,,
2024-08-13,1.649999976158142,1.7949999570846558,1.590000033378601,1.6799999475479126,327600.0,,,,,
2024-08-14,1.559999942779541,1.690000057220459,1.5499999523162842,1.6399999856948853,219000.0,,,,,
2024-08-15,1.659999966621399,1.7200000286102295,1.5399999618530271,1.6299999952316284,428200.0,,,,,
2024-08-16,1.6100000143051147,1.7200000286102295,1.559999942779541,1.690000057220459,327900.0,,,,,
2024-08-19,1.7100000381469729,1.7799999713897705,1.6100000143051147,1.6100000143051147,391200.0,,,,,
2024-08-20,1.6799999475479126,1.9700000286102293,1.625,1.6799999475479126,324400.0,,,,,
2024-08-21,1.7899999618530271,1.8650000095367432,1.6699999570846558,1.690000057220459,636800.0,,,,,
2024-08-22,1.75,1.8799999952316284,1.6799999475479126,1.809999942779541,318400.0,,,,,
2024-08-23,1.7899999618530271,1.870000004768372,1.75,1.7699999809265137,337800.0,,,,,
2024-08-26,2.0199999809265137,2.049999952316284,1.809999942779541,1.8200000524520876,567200.0,,,,,
2024-08-27,1.850000023841858,1.9900000095367432,1.8200000524520876,1.9900000095367432,338700.0,,,,,
2024-08-28,1.649999976158142,1.840000033378601,1.6299999952316284,1.809999942779541,445100.0,,,,,
