Date,Close,High,Low,Open,Volume,"('Close', 'TGT')","('High', 'TGT')","('Low', 'TGT')","('Open', 'TGT')","('Volume', 'TGT')"
2024-06-03,146.20252990722656,147.59739808308515,144.62615087094747,145.30446589266188,4162500.0,,,,,
2024-06-04,143.83319091796875,147.3107911606775,143.41281925489147,145.57198375031524,4683700.0,,,,,
2024-06-05,140.7759552001953,144.24399208870213,140.2027184926989,143.785411469514,5746100.0,,,,,
2024-06-06,138.65499877929688,140.62308910770832,138.57856624698775,140.15494531407052,4682900.0,,,,,
2024-06-07,139.48617553710938,140.0594122266869,137.71870789259086,138.1773030754587,3110800.0,,,,,
2024-06-10,141.89373779296875,142.26633723777266,139.07535588196345,139.53393644987287,3051600.0,,,,,
2024-06-11,139.66770935058594,141.75044126345705,139.40975136700493,141.63579974987235,3592400.0,,,,,
2024-06-12,140.23138427734375,141.42561531566287,138.62634475929033,139.81101261937292,3064300.0,,,,,
2024-06-13,138.22506713867188,140.5275480265858,138.1008770265792,140.5275480265858,3470600.0,,,,,
2024-06-14,134.8621063232422,137.38432132142464,133.1615227414835,137.3556609469691,5019700.0,,,,,
2024-06-17,138.5021209716797,138.5881020958611,134.51816852645845,135.04363302647857,5006300.0,,,,,
2024-06-18,136.1805419921875,138.38749310974936,136.06590048198194,137.90980071320624,2969500.0,,,,,
2024-06-20,136.9830780029297,137.3556774937511,135.40668432790434,135.8079441966339,2628700.0,,,,,
2024-06-21,139.61036682128906,139.74412009228396,137.56584420578827,137.56584420578827,5651600.0,,,,,
2024-06-24,143.01153564453125,144.06245004985934,140.1740419675227,140.44154851273444,3933000.0,,,,,
2024-06-25,140.22181701660156,142.4669623230514,139.8109940135234,141.85551669592294,3336500.0,,,,,
2024-06-26,140.6039581298828,140.7377113986553,138.45434265303086,139.4957084297605,2447000.0,,,,,
2024-06-27,140.17404174804688,140.4415482928398,138.8173972485933,139.2473174400095,2273600.0,,,,,
2024-06-28,141.4351348876953,142.07525542150958,139.6007981386788,140.95744257040937,12772300.0,,,,,
2024-07-01,139.23779296875,142.29502156615715,138.59768687007536,141.72178482626137,2638900.0,,,,,
2024-07-02,138.90338134765625,140.4320027032392,138.0148805715584,139.00847424807776,3296400.0,,,,,
2024-07-03,138.33970642089844,139.70589953403604,137.92888342246349,138.8365105429546,1633300.0,,,,,
2024-07-05,139.15176391601562,139.8969627525404,138.05307743545055,138.09128640588233,3562200.0,,,,,
2024-07-08,142.08480834960938,145.18980850658858,141.1962930318147,145.0847156104626,5183800.0,,,,,
2024-07-09,141.01480102539062,142.94466780762264,140.66129873956368,141.39694911070004,2848400.0,,,,,
2024-07-10,139.59127807617188,140.87149024948076,137.0117419511122,140.87149024948076,4105700.0,,,,,
2024-07-11,144.64523315429688,145.1133768905117,139.9638541042012,140.44154643902783,4727800.0,,,,,
2024-07-12,146.0305633544922,146.78531088483976,144.08157032101354,145.66751248829212,2675700.0,,,,,
2024-07-15,144.54969787597656,146.6037690055435,144.17709845225934,146.03054697260075,3645900.0,,,,,
2024-07-16,148.09417724609375,148.09417724609375,144.635689293621,144.69301004319578,3391800.0,,,,,
2024-07-17,148.97311401367188,149.7469877869325,147.1674376987547,147.1674376987547,3353700.0,,,,,
2024-07-18,145.30445861816406,148.32347783316962,145.06561243807843,147.91266940086905,2927400.0,,,,,
2024-07-19,143.0497589111328,144.70258507535831,142.69627120778526,144.70258507535831,3187000.0,,,,,
2024-07-22,144.28219604492188,144.97007416927056,142.08480840203097,142.7058026024507,3692800.0,,,,,
2024-07-23,143.56565856933594,144.22487632469932,142.963761561741,143.49877464493065,1622400.0,,,,,
2024-07-24,139.9160919189453,144.1866628626561,138.8174053018087,143.58476581294752,3029500.0,,,,,
2024-07-25,139.76324462890625,142.75360390297195,139.47664083357782,140.04031440174512,3019700.0,,,,,
2024-07-26,142.35232543945312,143.29816157468625,140.68040215409042,140.68040215409042,2427000.0,,,,,
2024-07-29,140.26959228515625,141.3013949592333,138.66453836700995,140.80460539853368,2487000.0,,,,,
2024-07-30,141.34918212890625,141.6740094711094,140.21227185317966,140.79505718031618,2379200.0,,,,,
2024-07-31,143.69943237304688,145.60063880975432,141.33006755463452,142.07528111614576,5743700.0,,,,,
2024-08-01,140.46066284179688,144.59748034704612,139.56259889025364,144.46372707200865,3782400.0,,,,,
2024-08-02,132.9608917236328,138.93204631302862,131.88130230890553,138.83651658640676,6476500.0,,,,,
2024-08-05,127.8973388671875,130.26670330344595,126.51203403556052,129.93231284359916,6887700.0,,,,,
2024-08-06,127.87823486328124,129.84632481175618,127.30499827063264,128.50877762158015,5005500.0,,,,,
2024-08-07,127.51519775390624,131.604243125428,127.39099307728084,130.10428214099832,3209700.0,,,,,
2024-08-08,127.99288940429688,129.92277057982488,127.13304900564302,128.7762972776016,3894000.0,,,,,
2024-08-09,129.45462036132812,129.5501646577446,126.82731256801704,127.64894395195483,3778100.0,,,,,
2024-08-12,128.99603271484375,130.44820681001087,128.13617782842977,128.58520975646536,3695600.0,,,,,
2024-08-13,130.56288146972656,130.80172765363372,127.70627586211198,129.62659393264036,3319800.0,,,,,
2024-08-14,129.70301818847656,130.80171931118346,129.46417201980287,130.60108211517175,4838000.0,,,,,
2024-08-15,135.33981323242188,137.4607686384542,134.2888841292473,136.89708053147055,4640600.0,,,,,
2024-08-16,137.6136016845703,137.80469028130312,134.6041458001999,134.8238801928268,3473900.0,,,,,
2024-08-19,138.17730712890625,142.00839489665717,137.97666990826403,138.05310244098416,4427000.0,,,,,
2024-08-20,137.8906707763672,139.1995431055622,136.50536592442904,138.05308442044142,6815100.0,,,,,
2024-08-21,153.33489990234375,161.1821746170825,153.0653012537016,161.11478230093417,25572100.0,,,,,
2024-08-22,150.9951629638672,154.17257765144535,150.61001154971964,153.96074804667026,7452400.0,,,,,
2024-08-23,152.6127471923828,153.6911417139982,150.91812513098384,151.7269210221954,3188300.0,,,,,
2024-08-26,152.99789428710938,155.82869479064587,152.10244478073835,153.3926689841657,3655200.0,,,,,
2024-08-27,152.7860565185547,153.83558122931302,151.90023033551063,152.99788611580692,3252300.0,,,,,
2024-08-28,151.03366088867188,152.4394377473955,149.90712062345915,151.89060252761266,2666500.0,,,,,
2024-08-29,147.721435546875,150.45594435268978,146.8067248531299,150.45594435268978,3879500.0,,,,,
2024-08-30,147.91400146484375,148.42431420217642,146.53712380917875,147.98140846774817,3933200.0,,,,,
2024-09-03,146.16160583496094,149.204235613702,145.7283233892848,147.3074073124758,4071000.0,,,,,
2024-09-04,146.81634521484375,148.02955372682868,143.34043289397627,146.98002904588452,3841000.0,,,,,
2024-09-05,146.25790405273438,147.8466261752815,145.07359461012652,147.37482117670234,3358900.0,,,,,
2024-09-06,145.66094970703125,147.6348087355271,145.12175234534044,145.97869415774753,4045100.0,,,,,
2024-09-09,144.99656677246094,147.2400243346647,144.38033915779735,145.74759371870636,3735200.0,,,,,
2024-09-10,142.51239013671875,145.1795068464562,141.87691599098227,144.99656175449238,4103200.0,,,,,
2024-09-11,141.81910705566406,142.47385702149631,139.2964280893618,141.78059926568434,4089500.0,,,,,
2024-09-12,142.92642211914062,143.4463581679546,141.16439294989854,141.87691205355594,3453500.0,,,,,
2024-09-13,145.73794555664062,146.95113933371812,143.92777081990235,144.15886164545068,3592300.0,,,,,
2024-09-16,147.16297912597656,148.02955876287922,145.11210483855683,146.30603745665454,3429200.0,,,,,
2024-09-17,146.315673828125,147.98141138676618,145.45873216815107,147.2592690432368,3162300.0,,,,,
2024-09-18,147.89476013183594,150.24411758469128,146.7393206105995,146.8259888591089,3269500.0,,,,,
2024-09-19,150.6774139404297,151.54397888467057,149.24275251422887,150.76406749644903,5098800.0,,,,,
2024-09-20,149.0020294189453,151.5439697531773,148.22211807771842,151.07216482323946,7389800.0,,,,,
2024-09-23,149.52197265625,149.95526981526734,147.23038428049617,149.0212978771576,2927700.0,,,,,
2024-09-24,150.37892150878906,151.96764355313402,149.72418613925848,150.1093228634501,3114000.0,,,,,
2024-09-25,149.31015014648438,151.0914256849463,148.43394728967195,150.4848214468419,2319900.0,,,,,
2024-09-26,150.18634033203125,151.88097703473753,149.3582832228515,150.71591430162695,2757900.0,,,,,
2024-09-27,149.41607666015625,151.65953424901272,149.0309399059255,150.68705439476352,3067200.0,,,,,
2024-09-30,150.07081604003906,150.5426210184509,148.49173195338494,149.41606597424257,2934400.0,,,,,
2024-10-01,146.5467529296875,149.62789071912698,145.74758029036005,149.48346812431885,3994400.0,,,,,
2024-10-02,144.8135986328125,146.78745721779106,144.38995415240805,146.02680711604043,2795000.0,,,,,
2024-10-03,144.04331970214844,144.42845637567464,142.0598232266237,144.32254158665157,4790100.0,,,,,
2024-10-04,147.2014923095703,148.15471075029188,145.6994386642927,146.27714369369488,3557100.0,,,,,
2024-10-07,143.4656219482422,146.96079582869757,142.41611186410267,146.96079582869757,3301400.0,,,,,
2024-10-08,145.69944763183594,146.14235337910205,143.28266849688313,143.45599030078742,3224100.0,,,,,
2024-10-09,148.59764099121094,148.70355579074376,144.66918482493523,145.93052445172003,3514300.0,,,,,
2024-10-10,150.17672729492188,150.45594921136785,146.66230699787502,148.5976432455824,3139100.0,,,,,
2024-10-11,152.57423400878906,152.93048618094636,150.61962196937822,150.86997404021128,3594100.0,,,,,
2024-10-14,152.10244750976562,153.63338586930166,150.73519299759903,152.32390039832137,2534300.0,,,,,
2024-10-15,154.72140502929688,155.5013164017024,152.55497802060444,152.75716964721593,2987800.0,,,,,
2024-10-16,152.968994140625,154.81767669669082,152.56459620886275,154.73102314531812,3124500.0,,,,,
2024-10-17,150.09970092773438,153.065300744966,149.73381075206848,152.97864718505286,2879700.0,,,,,
2024-10-18,151.01441955566406,151.2358871430321,148.9635450705709,150.67742857440751,2988700.0,,,,,
2024-10-21,145.30467224121094,150.26337714488585,144.486238371506,150.20560810787583,4455200.0,,,,,
2024-10-22,143.6485595703125,144.6980695998897,143.12860884731313,144.46697875722066,2815000.0,,,,,
2024-10-23,142.5509033203125,143.84112746401237,141.93467576720033,142.8205019565476,3962000.0,,,,,
2024-10-24,144.60177612304688,144.90989724244469,143.09972239604167,143.6678188734284,3060300.0,,,,,
2024-10-25,145.54537963867188,147.39406219777894,145.34317332644662,145.8823705696833,4082200.0,,,,,
2024-10-28,143.7544708251953,147.6829269015543,143.73520958244188,146.9800311152776,2523700.0,,,,,
2024-10-29,142.4353485107422,144.64029802293078,142.2331568824773,143.36932044860004,2881500.0,,,,,
2024-10-30,143.00344848632812,144.22626563735415,142.20427584509224,142.5027590030911,2520500.0,,,,,
2024-10-31,144.46697998046875,145.12173002756307,142.58941278045933,143.5041234992307,3229500.0,,,,,
2024-11-01,145.23724365234375,146.1808534233522,144.5343626531407,145.75719429220905,2452800.0,,,,,
2024-11-04,144.41883850097656,147.00890990752634,144.23589343200334,144.87138218990307,3289500.0,,,,,
2024-11-05,145.38169860839844,146.19049448881785,143.97592174688765,144.43808872255255,2692300.0,,,,,
2024-11-06,141.81910705566406,146.06530713700687,139.691202723759,146.06530713700687,7506600.0,,,,,
2024-11-07,145.30467224121094,146.5948963745134,142.11761970195352,142.3101880559948,4862000.0,,,,,
2024-11-08,144.21664428710938,145.9690501558232,144.0722216900282,145.88238190555035,3323600.0,,,,,
2024-11-11,147.58663940429688,148.95389383660316,144.33217981532806,144.4284713396974,3541700.0,,,,,
2024-11-12,149.8686065673828,151.22623774233662,148.0199238723926,149.05018736732217,5082100.0,,,,,
2024-11-13,149.23313903808594,151.1395908558174,149.0020481815027,149.72419057979752,3624500.0,,,,,
2024-11-14,147.7695770263672,150.12857233410162,147.17261074307734,149.01165535270127,4075100.0,,,,,
2024-11-15,146.4793701171875,148.48211348323278,146.27716377931654,148.11622329662094,3888700.0,,,,,
2024-11-18,150.7447967529297,151.19734043965275,147.1052007092585,147.31703029419367,6503000.0,,,,,
2024-11-19,150.20559692382812,152.53570762588583,148.28950741753067,150.3981652635311,9170500.0,,,,,
2024-11-20,118.0464096069336,125.16487991194911,116.5819803521425,124.1368737935691,64557700.0,,,,,
2024-11-21,117.92031860351562,120.35456698343408,116.95049935723632,118.40522822665528,19616700.0,,,,,
2024-11-22,121.23711395263672,121.95477816991084,117.6002915420032,118.027007006773,13730100.0,,,,,
2024-11-25,126.59051513671876,127.92887053884972,123.66166403480965,124.20476788748444,15456500.0,,,,,
2024-11-26,122.73062896728516,125.7079663677486,122.68213504516324,125.3976319030496,9888200.0,,,,,
2024-11-27,126.1637954711914,126.80387979266628,123.341625015134,124.1271763195491,6745200.0,,,,,
2024-11-29,128.31678771972656,128.8404984226528,126.24137503384652,126.56141717490856,5023500.0,,,,,
2024-12-02,126.7747802734375,128.00645492983327,124.01079674404392,126.78447313907576,14195600.0,,,,,
2024-12-03,127.48272705078124,127.79307628862637,125.02908573234969,126.56140179811108,8163900.0,,,,,
2024-12-04,126.14440155029295,126.99783245858995,125.14547407196292,126.82327209039326,6051300.0,,,,,
2024-12-05,125.27156066894533,126.56142214940196,124.62178349577128,126.22197946570915,6858600.0,,,,,
2024-12-06,128.39437866210938,128.7823004692286,126.07651108864124,126.07651108864124,7284100.0,,,,,
2024-12-09,131.20684814453125,133.9417457061912,128.98596843238462,129.32541111072456,9619300.0,,,,,
2024-12-10,130.97410583496094,132.48702164928514,129.27692197689512,131.69176268119384,5575500.0,,,,,
2024-12-11,131.8760223388672,133.59260661823907,130.45038680488736,130.7898294742227,4811900.0,,,,,
2024-12-12,131.20684814453125,133.5441162368829,131.13896848782426,132.9331401334467,3860200.0,,,,,
2024-12-13,130.4600830078125,131.92450467333788,129.31568865600948,131.62386308887548,4261200.0,,,,,
2024-12-16,128.4525604248047,130.7510421767258,127.78338275519224,129.51936755002274,5503800.0,,,,,
2024-12-17,127.6282196044922,128.025834251509,125.97951503590248,127.57001801877196,5793000.0,,,,,
2024-12-18,126.75537872314452,132.17666502318104,126.66809853829848,127.34696908421456,6602400.0,,,,,
2024-12-19,126.49352264404295,128.01614602953254,126.47413691303385,127.04632674143002,5262100.0,,,,,
2024-12-20,127.5118408203125,128.31679263656696,125.44613571905724,125.81465700006076,7189100.0,,,,,
2024-12-23,127.93856048583984,128.12282852085892,125.30065080173856,126.85236760353985,4097800.0,,,,,
2024-12-24,128.40406799316406,128.66592334480876,127.22088727627232,127.89006495365987,1647700.0,,,,,
2024-12-26,132.27365112304688,132.80705468716732,128.4428679233474,128.46226845247935,5042000.0,,,,,
2024-12-27,131.41050720214844,132.95251624430168,130.9255975814763,131.05167881829658,3089000.0,,,,,
2024-12-30,130.97410583496094,132.32215413600818,129.79092504719068,130.34371438014662,3945600.0,,,,,
2024-12-31,131.10015869140625,132.46760738110515,130.23702015360493,131.41050795357933,2830200.0,,,,,
2025-01-02,133.0495147705078,134.68851178770015,131.37173149178506,131.65297258311864,4358300.0,,,,,
2025-01-03,131.69175720214844,133.86415777746657,131.07107343752443,133.53442276463124,4025200.0,,,,,
2025-01-06,135.08612060546875,135.62923183122768,132.8846415010506,132.8846415010506,4937900.0,,,,,
2025-01-07,135.04733276367188,137.90829663815,134.17450134375233,135.70680276125242,4166100.0,,,,,
2025-01-08,134.04843139648438,135.08613040321865,132.14757896412945,134.8048893036795,4663400.0,,,,,
2025-01-10,137.34580993652344,138.68416535864728,134.2714844103093,134.55274030540977,5882800.0,,,,,
2025-01-13,134.58181762695312,136.35658857961835,133.70897144789137,136.28869413088674,4061900.0,,,,,
2025-01-14,132.3512420654297,136.50206751726188,131.5656907941545,135.98806446819864,4635500.0,,,,,
2025-01-15,130.46978759765625,136.1335286865541,130.42129367361497,135.67771243744838,5132600.0,,,,,
2025-01-16,129.22842407226562,129.73273426094084,124.0592853335828,124.64118284345945,9900600.0,,,,,
2025-01-17,129.57754516601562,129.74241265582944,126.93963573246106,128.87927415135314,6892500.0,,,,,
2025-01-21,133.19497680664062,133.5538200042563,130.07215753079225,130.44069359386378,4848900.0,,,,,
2025-01-22,131.67236328125,133.12709215144667,131.3232277604721,133.04950483591077,4012400.0,,,,,
2025-01-23,133.10769653320312,133.35984421929578,130.964389407478,131.4008199232503,6788900.0,,,,,
2025-01-24,133.72837829589844,134.70789042937284,132.53550473956545,133.15618847926294,5868200.0,,,,,
2025-01-27,138.19924926757812,138.2089421331327,133.3307522726719,133.78656852429307,5331600.0,,,,,
2025-01-28,136.80270385742188,140.70138146630674,136.36628814557878,138.68415560893018,4141500.0,,,,,
2025-01-29,135.86196899414062,137.94708916565048,135.7261948972541,136.93846890455052,3279200.0,,,,,
2025-01-30,136.201416015625,137.81131950067194,135.22188911533797,136.60873831938378,2792000.0,,,,,
