Date,Close,High,Low,Open,Volume,"('Close', 'NUV')","('High', 'NUV')","('Low', 'NUV')","('Open', 'NUV')","('Volume', 'NUV')"
2024-06-03,8.0078125,8.036008770396261,7.979615333260464,7.998413444420155,378400.0,,,,,
2024-06-04,8.0078125,8.054805985212676,7.989014388840309,8.026609714816415,447300.0,,,,,
2024-06-05,8.0078125,8.06420504079252,7.989014388840309,8.054805985212676,530100.0,,,,,
2024-06-06,7.989013671875,8.026608994477154,7.970215562402326,8.007811781347675,555800.0,,,,,
2024-06-07,7.989013671875,7.989013671875,7.932620239800172,7.942019294536508,535800.0,,,,,
2024-06-10,7.960816383361816,8.007810754675212,7.960816383361816,7.979613594081327,405700.0,,,,,
2024-06-11,7.960816383361816,7.998411701143917,7.942018276299226,7.979613594081327,347000.0,,,,,
2024-06-12,7.979614734649658,8.007811899273912,7.960817521243363,7.989013789524409,834100.0,,,,,
2024-06-13,8.01720905303955,8.03600716043316,7.998411841989037,7.998411841989037,628600.0,,,,,
2024-06-14,8.063422203063965,8.063422203063965,8.025698627235636,8.025698627235636,499700.0,,,,,
2024-06-17,8.063422203063965,8.072853321871294,8.025698627235636,8.025698627235636,414800.0,,,,,
2024-06-18,8.072854042053223,8.091715381949518,8.06342292240454,8.06342292240454,420600.0,,,,,
2024-06-20,8.063422203063965,8.082283541277633,8.035129746042966,8.072853321871294,444600.0,,,,,
2024-06-21,8.05398941040039,8.072851644094923,8.025696959259397,8.05398941040039,429300.0,,,,,
2024-06-24,8.063422203063965,8.082283541277633,8.044559965449304,8.044559965449304,328300.0,,,,,
2024-06-25,8.05398941040039,8.082281861541384,8.025696959259397,8.05398941040039,341800.0,,,,,
2024-06-26,8.091714859008789,8.091714859008789,8.035129943575729,8.053991282253078,353600.0,,,,,
2024-06-27,8.072854042053223,8.091715381949518,8.06342292240454,8.091715381949518,272300.0,,,,,
2024-06-28,8.13886833190918,8.13886833190918,8.072852307356085,8.072852307356085,566500.0,,,,,
2024-07-01,8.101144790649414,8.129437244219071,8.082282555335722,8.120006126562226,341600.0,,,,,
2024-07-02,8.12000560760498,8.148298958767265,8.101144272897615,8.101144272897615,424900.0,,,,,
2024-07-03,8.13886833190918,8.167160785374666,8.120006096664936,8.120006096664936,187800.0,,,,,
2024-07-05,8.186023712158203,8.186023712158203,8.15773035690167,8.17659259373936,264200.0,,,,,
2024-07-08,8.13886833190918,8.204884356462275,8.110575878443694,8.176591902996787,344700.0,,,,,
2024-07-09,8.13886833190918,8.1482994495313,8.129437214287057,8.129437214287057,282700.0,,,,,
2024-07-10,8.148298263549805,8.16715959664791,8.138867147300378,8.157728480398482,353400.0,,,,,
2024-07-11,8.223747253417969,8.223747253417969,8.157730324152041,8.176592560914006,340400.0,,,,,
2024-07-12,8.252039909362793,8.280332365791192,8.20488521571481,8.23317767214321,427100.0,,,,,
2024-07-15,8.241630554199219,8.279479567555233,8.213244019780124,8.260554609681398,416200.0,,,,,
2024-07-16,8.298405647277832,8.298405647277832,8.241631668372793,8.270018206629421,287300.0,,,,,
2024-07-17,8.2605562210083,8.298406144139085,8.251094642617439,8.270018701790997,246400.0,,,,,
2024-07-18,8.270017623901367,8.307866639707187,8.251093567194316,8.260555144351983,390800.0,,,,,
2024-07-19,8.251091957092285,8.270016010106534,8.232167001686495,8.232167001686495,220200.0,,,,,
2024-07-22,8.270017623901367,8.29840506254952,8.241631087644931,8.251093567194316,418100.0,,,,,
2024-07-23,8.251091957092285,8.298403443215218,8.24162947938939,8.288940965512325,229800.0,,,,,
2024-07-24,8.203781127929688,8.260554193910373,8.194318649469036,8.23216766092003,287700.0,,,,,
2024-07-25,8.270017623901367,8.279480103450751,8.203782071839111,8.203782071839111,316200.0,,,,,
2024-07-26,8.2605562210083,8.288943663356388,8.241632161834744,8.241632161834744,216600.0,,,,,
2024-07-29,8.270017623901367,8.29840506254952,8.251093567194316,8.260555144351983,414000.0,,,,,
2024-07-30,8.241630554199219,8.288942046492153,8.232168075262301,8.260554609681398,415500.0,,,,,
2024-07-31,8.288942337036133,8.317328872450233,8.251093322353434,8.270017378498938,514400.0,,,,,
2024-08-01,8.364638328552246,8.364638328552246,8.31732684612729,8.31732684612729,246600.0,,,,,
2024-08-02,8.430874824523926,8.468723834304386,8.37410176104902,8.402488292786474,467900.0,,,,,
2024-08-05,8.22270679473877,8.44033933004832,8.203782736498516,8.421414369416276,1157200.0,,,,,
2024-08-06,8.251091957092285,8.298403443215218,8.232167001686495,8.288940965512325,1665000.0,,,,,
2024-08-07,8.298405647277832,8.411952702696128,8.260555726413285,8.27948068684556,577200.0,,,,,
2024-08-08,8.27947998046875,8.355178010955985,8.27001750105992,8.345715531547155,350600.0,,,,,
2024-08-09,8.317328453063965,8.336253410646902,8.298404397872671,8.317328453063965,203500.0,,,,,
2024-08-12,8.307867050170898,8.34571606784671,8.279480512511979,8.33625449022158,370500.0,,,,,
2024-08-13,8.32679271697998,8.345716776228274,8.288943696091556,8.345716776228274,303300.0,,,,,
2024-08-14,8.317328453063965,8.336253410646902,8.307865974272495,8.326790931855433,236400.0,,,,,
2024-08-15,8.30688762664795,8.35435573701886,8.230939012206052,8.297393823497988,613700.0,,,,,
2024-08-16,8.31637954711914,8.335366243741918,8.297391945117667,8.306885746118404,235100.0,,,,,
2024-08-19,8.344860076904297,8.39232817671223,8.306885778133692,8.306885778133692,470800.0,,,,,
2024-08-20,8.354354858398438,8.373341557322647,8.34486105624693,8.34486105624693,241100.0,,,,,
2024-08-21,8.382834434509277,8.382834434509277,8.32587343864294,8.354353936576109,378600.0,,,,,
2024-08-22,8.363846778869629,8.392327273537864,8.344859178838405,8.382833473522252,347600.0,,,,,
2024-08-23,8.382834434509277,8.401822036717194,8.37334063340532,8.382834434509277,248300.0,,,,,
2024-08-26,8.354354858398438,8.411315860549871,8.335367254095424,8.40182296377717,493800.0,,,,,
2024-08-27,8.354354858398438,8.40182296377717,8.335367254095424,8.373341557322647,320400.0,,,,,
2024-08-28,8.37334156036377,8.382835362518724,8.354354861432665,8.37334156036377,239800.0,,,,,
2024-08-29,8.37334156036377,8.382835362518724,8.335367257122755,8.37334156036377,377200.0,,,,,
2024-08-30,8.354354858398438,8.40182296377717,8.354354858398438,8.382835359474154,339400.0,,,,,
2024-09-03,8.430301666259766,8.430301666259766,8.392327371134305,8.401821171260323,355200.0,,,,,
2024-09-04,8.430301666259766,8.44928836113319,8.392327371134305,8.41131406600773,467400.0,,,,,
2024-09-05,8.496757507324219,8.506251308624497,8.430302708979712,8.449289406201547,378500.0,,,,,
2024-09-06,8.506251335144043,8.572706133695732,8.487263732484287,8.496757533814165,664500.0,,,,,
2024-09-09,8.534729957580566,8.553717556066312,8.496755665987603,8.496755665987603,411200.0,,,,,
2024-09-10,8.51574420928955,8.553718505095738,8.51574420928955,8.544224704799534,395200.0,,,,,
2024-09-11,8.534729957580566,8.563211355309184,8.525236158337693,8.534729957580566,305400.0,,,,,
2024-09-12,8.582200050354004,8.582200050354004,8.534731948445462,8.54422574990292,260200.0,,,,,
2024-09-13,8.592679023742676,8.640309552976575,8.583152554498252,8.611731053737413,685900.0,,,,,
2024-09-16,8.640308380126953,8.649834848078239,8.592677857358499,8.630782820669655,399900.0,,,,,
2024-09-17,8.640308380126953,8.659361316029525,8.611729884767083,8.649834848078239,437600.0,,,,,
2024-09-18,8.611730575561523,8.649835541929288,8.602204106846067,8.649835541929288,502400.0,,,,,
2024-09-19,8.640308380126953,8.640308380126953,8.611729884767083,8.621256352718369,448600.0,,,,,
2024-09-20,8.630783081054688,8.649835109038058,8.611730144577301,8.649835109038058,249300.0,,,,,
2024-09-23,8.611730575561523,8.640309073213832,8.602204106846067,8.630783512992435,212300.0,,,,,
2024-09-24,8.611730575561523,8.630783512992435,8.59267854662467,8.611730575561523,260400.0,,,,,
2024-09-25,8.573625564575195,8.621256999410535,8.573625564575195,8.611730530744657,299300.0,,,,,
2024-09-26,8.54504680633545,8.61173026797377,8.54504680633545,8.61173026797377,385500.0,,,,,
2024-09-27,8.573625564575195,8.592678501906953,8.554572627243436,8.583152033241074,436700.0,,,,,
2024-09-30,8.592679023742676,8.621257522981837,8.564099616009402,8.573626085253828,519500.0,,,,,
2024-10-01,8.65936279296875,8.65936279296875,8.592679322924205,8.6117313535823,409700.0,,,,,
2024-10-02,8.611730575561523,8.649835541929288,8.611730575561523,8.649835541929288,467700.0,,,,,
2024-10-03,8.611730575561523,8.640309073213832,8.602204106846067,8.611730575561523,277900.0,,,,,
2024-10-04,8.611730575561523,8.611730575561523,8.583152077909215,8.583152077909215,313400.0,,,,,
2024-10-07,8.640308380126953,8.659361316029525,8.611729884767083,8.611729884767083,684800.0,,,,,
2024-10-08,8.716517448425293,8.716517448425293,8.640307529307448,8.640307529307448,891500.0,,,,,
2024-10-09,8.678414344787598,8.70699375193906,8.668888784231202,8.69746728288857,377600.0,,,,,
2024-10-10,8.678414344787598,8.69746728288857,8.668888784231202,8.687940813838084,479700.0,,,,,
2024-10-11,8.668888092041016,8.697466588416459,8.668888092041016,8.687940120126639,425300.0,,,,,
2024-10-14,8.668888092041016,8.687940120126639,8.63078312737575,8.64030868717155,787400.0,,,,,
2024-10-15,8.736754417419434,8.736754417419434,8.688960175530399,8.698519206228074,357700.0,,,,,
2024-10-16,8.717637062072754,8.746313244888945,8.708078030600884,8.746313244888945,425300.0,,,,,
