Date,Close,High,Low,Open,Volume,"('Close', 'PCLA')","('High', 'PCLA')","('Low', 'PCLA')","('Open', 'PCLA')","('Volume', 'PCLA')"
2025-01-16,2.8399999141693115,4.099999904632568,2.821000099182129,4.0,980500.0,,,,,
2025-01-17,2.5799999237060547,2.819999933242798,2.3499999046325684,2.819999933242798,93700.0,,,,,
2025-01-21,2.5220000743865967,2.609999895095825,2.2100000381469727,2.609999895095825,28700.0,,,,,
2025-01-22,2.3499999046325684,2.5999999046325684,2.2300000190734863,2.5199999809265137,67500.0,,,,,
2025-01-23,3.0799999237060547,3.5,2.2799999713897705,2.3299999237060547,421000.0,,,,,
2025-01-24,4.550000190734863,5.53000020980835,3.049999952316284,3.049999952316284,3749200.0,,,,,
2025-01-27,5.289999961853027,6.360000133514404,4.300000190734863,4.710000038146973,1012700.0,,,,,
2025-01-28,4.650000095367432,5.489999771118164,4.610000133514404,5.25,747300.0,,,,,
2025-01-29,5.050000190734863,5.199999809265137,4.699999809265137,4.75,150100.0,,,,,
2025-01-30,5.03000020980835,5.199999809265137,4.650000095367432,5.119999885559082,177400.0,,,,,
2025-01-31,5.159999847412109,5.46999979019165,4.900000095367432,5.0,268300.0,,,,,
2025-02-03,5.239999771118164,5.400000095367432,4.96999979019165,5.099999904632568,283300.0,,,,,
2025-02-04,5.440000057220459,5.699999809265137,5.199999809265137,5.300000190734863,661000.0,,,,,
2025-02-05,6.349999904632568,6.389999866485596,5.440000057220459,5.570000171661377,1142400.0,,,,,
2025-02-06,6.519999980926514,6.989999771118164,6.099999904632568,6.289999961853027,1040400.0,,,,,
2025-02-07,7.099999904632568,7.309999942779541,6.320000171661377,6.599999904632568,862800.0,,,,,
2025-02-10,7.619999885559082,7.900000095367432,7.0,7.019999980926514,726400.0,,,,,
2025-02-11,7.809999942779541,8.979999542236328,6.739999771118164,7.650000095367432,2798700.0,,,,,
2025-02-12,8.420000076293945,8.600000381469727,7.659999847412109,7.960000038146973,1252200.0,,,,,
2025-02-13,8.029999732971191,8.800000190734863,8.0,8.319999694824219,2692400.0,,,,,
2025-02-14,7.510000228881836,7.590000152587891,4.5,6.550000190734863,3504500.0,,,,,
2025-02-18,7.929999828338623,8.380000114440918,7.300000190734863,7.550000190734863,2674200.0,,,,,
2025-02-19,8.300000190734863,8.489999771118164,7.659999847412109,7.940000057220459,1028600.0,,,,,
2025-02-20,8.8100004196167,9.199999809265137,8.789999961853027,8.885000228881836,4029900.0,,,,,
2025-02-21,8.600000381469727,9.800000190734863,7.989999771118164,8.800000190734863,2068700.0,,,,,
2025-02-24,7.559999942779541,8.998000144958496,7.380000114440918,8.890000343322754,2576000.0,,,,,
2025-02-25,6.179999828338623,7.5,4.849999904632568,5.730000019073486,3461900.0,,,,,
2025-02-26,8.380000114440918,8.5,6.420000076293945,6.449999809265137,1872400.0,,,,,
2025-02-27,5.630000114440918,8.279999732971191,4.96999979019165,8.199999809265137,2516900.0,,,,,
2025-02-28,4.849999904632568,5.979000091552734,4.59499979019165,5.800000190734863,1406700.0,,,,,
2025-03-03,3.130000114440918,4.440000057220459,3.0799999237060547,3.880000114440918,1814400.0,,,,,
2025-03-04,1.5700000524520874,2.694000005722046,1.5,2.680000066757202,1168500.0,,,,,
2025-03-05,1.350000023841858,1.690000057220459,1.0700000524520874,1.5499999523162842,563800.0,,,,,
